,Year,Month,ET_fill,ppt,eto_hargreaves,aet,def,pr,pet,ro,delta,pr_delta,ratio_budyko_hargreaves_Fu,aet_budyko_Fu,ratio_budyko_hargreaves_Turc-pike,aet_budyko_Turc-pike,ratio_budyko_hargreaves_Zhang,aet_budyko_Zhang,ratio_budyko_hargreaves_wang-Tang,aet_budyko_wang-Tang
90,2018,4,9.618171060677065,37.10000000000001,10.343503547551244,39.150000000000006,94.2,38.0,134.8,2.0,-2.200000000000003,39.30000000000001,0.24025247380414028,9.441922220502716,0.24025132200909524,9.441876954957445,0.2249318277531291,8.839820830697976,0.24021873698199567,9.440596363392432
91,2018,5,4.111149315456203,2.95,6.43882492400682,6.2,173.70000000000002,5.0,179.05,0.0,-1.5,4.45,0.7415120416110526,3.2997285851691838,0.7300442859969047,3.2486970726862263,0.693573940184095,3.086404033819223,0.752913883591471,3.350466781982046
94,2018,10,4.566029239408103,8.762999999999998,4.4697594073306215,9.8,103.5,9.0,112.6,1.0,-0.9000000000000004,9.662999999999998,0.38491796379078047,3.7194622841103113,0.3815799621533876,3.6872071742881833,0.3531740787624038,3.4127211230811074,0.3881018505366055,3.7502281817352183
95,2018,11,8.010702446306198,56.52000000000001,9.796625599347779,54.400000000000006,1.2000000000000002,61.0,60.400000000000006,3.0,0.6000000000000014,55.92000000000001,0.16581955809065763,9.272629688429577,0.16634017997640835,9.301742864280756,0.1576533577668465,8.815975766322058,0.1652890511878666,9.242963742425502
96,2018,12,10.277970772364988,36.844,9.806687034066952,29.1,4.9,30.0,33.4,2.0,0.1999999999999993,36.644000000000005,0.24382633674543985,8.9347722836999,0.2437795402044555,8.933057471252068,0.22812861883065108,8.35954510843038,0.2438355404197273,8.935109543140488
97,2019,1,10.894249435352304,52.106,11.847017909806205,37.2,0.0,80.0,37.6,4.0,35.25,16.856,0.5180378526740466,8.73204604467373,0.509910092718594,8.59504452286462,0.4724316259291075,7.963307486661036,0.5261302157605241,8.868450916859395
98,2019,2,27.40202355172554,123.8,24.626883978343052,53.05,0.0,128.0,53.1,7.0,27.8,96.0,0.23484216413982817,22.544847757423504,0.23490638887631965,22.551013332126686,0.2200874462550927,21.128394840488898,0.2347469205907336,22.535704376710427
99,2019,3,23.910900069549243,59.7,24.759866032492287,72.4,3.4000000000000004,78.0,79.80000000000001,4.0,-0.8000000000000114,60.500000000000014,0.34946146091024066,21.142418385069565,0.3472013406445614,21.00568110899597,0.32183832344055413,19.471218568153528,0.3515858713259487,21.270945215219903
100,2019,4,14.380264616993113,10.438,10.583211628238987,61.1,71.9,13.0,135.2,1.0,-43.8,54.238,0.1832402790222658,9.938586253609653,0.1837087597852175,9.963995713230627,0.1735361196724755,9.412252058795726,0.182761737901692,9.912631140311971
101,2019,5,27.651863108193346,54.75,23.60608931290828,92.1,61.0,72.0,153.25,4.0,-13.400000000000006,68.15,0.3046478808760975,20.761753081706047,0.30352492812833815,20.685223851946247,0.28221626864378363,19.233038708073856,0.30567578542182283,20.83180477649723
102,2019,9,4.392512268202263,4.1,4.821450256702285,5.0,163.70000000000002,2.0,169.8,0.0,-2.7,6.8,0.520947008230104,3.542439655964707,0.5127142324506676,3.4864567806645397,0.47509392741508794,3.230638706422598,0.5291497784264219,3.5982184932996684
104,2019,11,9.520075669742292,7.92,16.730403859917086,23.0,42.2,22.0,65.4,1.0,-1.6000000000000014,9.520000000000001,0.7891488219183647,7.5126967846628325,0.7793521539519156,7.419432505622238,0.7475949817635617,7.117104226389108,0.79870855976755,7.603705488987076
105,2019,12,13.921244954245271,45.459,19.019712498495522,34.5,0.0,107.0,34.800000000000004,5.0,70.6,-25.14099999999999,,,,,-1.1427726179084543,28.73044638683644,-0.881437983653936,22.160232347043596
106,2020,1,3.2185384853148884,31.241999999999997,5.86175859918705,21.8,8.8,15.0,33.6,1.0,-2.3000000000000007,33.542,0.16543915425775402,5.549160112113586,0.16596047950006976,5.56664640339134,0.15730546281820826,5.276339833848342,0.1649079115744111,5.531341170028897
108,2020,3,17.21032921142804,51.816,20.320405926698495,51.7,34.2,41.0,86.10000000000001,2.0,-5.900000000000006,57.71600000000001,0.30884045640494917,17.82503578186805,0.3076229199205754,17.754764446135933,0.2859280752755276,16.502624792602354,0.3099587243821441,17.889577736439833
109,2020,4,8.070299848145268,38.800000000000004,11.013722990447262,47.8,90.6,35.0,134.70000000000002,2.0,-8.899999999999999,47.7,0.2136814244600589,10.192603946744809,0.21395869690466404,10.205829842352475,0.20107864256238006,9.59145125022553,0.21338539389515468,10.178483288798878
