point,Year,Month,observed,simulated,model
5,2019,1,24.95420422,24.85030185,DTR
0,2018,11,5.923436408,8.11457481,DTR
9,2010,4,16.90699824,23.63910874,DTR
2,2017,2,2.58968786,10.72378663,DTR
0,2018,3,44.83177431,44.10213985,DTR
9,2017,3,14.13806472,23.63910874,DTR
3,2018,9,3.700958981,4.94648834,DTR
3,2019,1,6.806638277,8.11457481,DTR
9,2016,1,8.649094367,8.11457481,DTR
1,2017,4,23.01616592,10.72378663,DTR
0,2017,1,27.05581825,26.03879784,DTR
0,2019,5,3.815908361,7.92267265,DTR
4,2019,9,2.396050783,7.92267265,DTR
4,2017,4,14.06096151,11.77856614,DTR
5,2017,7,5.73535214,4.94648834,DTR
6,2019,4,13.45922564,7.92267265,DTR
7,2017,1,15.41037358,24.85030185,DTR
5,2017,12,12.04178737,4.94648834,DTR
1,2019,5,49.05105595,44.10213985,DTR
7,2019,2,27.73311196,24.85030185,DTR
7,2019,4,13.98024882,7.92267265,DTR
1,2019,2,38.42358928,44.10213985,DTR
7,2018,11,7.6025644,8.11457481,DTR
3,2018,3,16.21403981,11.77856614,DTR
5,2019,11,26.89724951,24.37468734,DTR
9,2015,9,6.61753809,4.94648834,DTR
7,2017,4,31.61098847,23.63910874,DTR
4,2015,5,4.285434513,4.94648834,DTR
0,2017,12,0.546181582,4.94648834,DTR
4,2020,3,6.507192328,11.77856614,DTR
7,2019,1,28.00418053,24.85030185,DTR
3,2019,2,17.75361921,11.77856614,DTR
8,2018,1,3.036029783,4.94648834,DTR
4,2017,12,1.265862588,7.92267265,DTR
4,2019,3,8.911605507,10.02344423,DTR
9,2011,6,8.601766894,10.72378663,DTR
5,2019,5,33.54498705,23.63910874,DTR
9,2014,1,3.826331704,4.94648834,DTR
0,2017,2,17.70296987,26.03879784,DTR
4,2017,11,2.240949109,15.15083824,DTR
1,2019,4,21.69245449,7.92267265,DTR
9,2009,4,8.29068947,10.72378663,DTR
6,2019,9,1.828964745,4.94648834,DTR
4,2018,1,3.815883693,5.80032695,DTR
4,2019,5,10.49457265,11.77856614,DTR
3,2017,5,4.409070621,4.94648834,DTR
4,2016,1,12.80936478,8.11457481,DTR
9,2013,12,7.64620794,7.92267265,DTR
9,2017,1,7.227270556,8.11457481,DTR
7,2016,12,5.848278069,8.11457481,DTR
3,2017,10,0.981763519,4.94648834,DTR
9,2016,10,11.44761013,14.29260805,DTR
8,2018,3,32.58603513,24.85030185,DTR
3,2020,10,2.822406604,4.94648834,DTR
9,2015,2,27.83080087,23.63910874,DTR
3,2020,9,3.920682208,4.94648834,DTR
0,2018,12,9.64312643,10.72378663,DTR
9,2012,10,13.61446888,7.92267265,DTR
9,2013,9,10.13412501,7.92267265,DTR
1,2017,10,2.74337293,4.94648834,DTR
4,2018,10,1.50759297,7.92267265,DTR
3,2020,1,3.218538485,7.92267265,DTR
5,2016,12,5.484272443,8.11457481,DTR
9,2013,1,7.309064098,7.92267265,DTR
4,2019,1,4.525495613,10.02344423,DTR
8,2017,10,2.93672387,4.94648834,DTR
0,2018,2,2.498632739,7.92267265,DTR
3,2018,1,5.656245483,10.72378663,DTR
9,2015,11,16.64762587,15.15083824,DTR
5,2019,2,24.92049038,24.85030185,DTR
5,2018,12,13.86023451,8.11457481,DTR
6,2019,3,23.64348657,23.63910874,DTR
1,2018,1,5.653355531,8.11457481,DTR
2,2018,4,9.618171061,7.92267265,DTR
4,2016,5,2.869377965,4.94648834,DTR
2,2017,5,16.61527819,7.92267265,DTR
7,2019,9,10.38984487,4.94648834,DTR
0,2018,10,4.346560852,6.38270067,DTR
1,2018,12,6.878712176,7.92267265,DTR
9,2009,11,14.38211176,7.92267265,DTR
3,2017,9,8.65570481,4.94648834,DTR
0,2017,9,3.331262836,4.94648834,DTR
7,2017,5,6.615374114,4.94648834,DTR
5,2016,10,19.45612758,14.29260805,DTR
4,2016,10,5.859264947,5.80032695,DTR
9,2016,9,6.126430906,4.94648834,DTR
0,2018,4,8.692970257,7.92267265,DTR
4,2017,1,12.50871221,10.02344423,DTR
9,2010,12,14.14622876,14.29260805,DTR
4,2015,4,7.150572033,8.67476187,Etratrees
8,2018,2,5.450234295,8.36240464,Etratrees
7,2018,12,19.96671802,16.45760007,Etratrees
3,2019,4,5.828626136,7.67319489,Etratrees
3,2017,12,0.567424986,2.83487714,Etratrees
9,2014,3,11.35296671,13.42664147,Etratrees
6,2018,4,11.11017613,16.26995162,Etratrees
4,2014,2,6.7912084,8.8996545,Etratrees
5,2019,4,14.78028042,14.23999411,Etratrees
4,2016,4,11.08191898,8.32598464,Etratrees
2,2018,2,2.398463588,4.15089184,Etratrees
9,2012,5,5.654710074,6.10238239,Etratrees
2,2019,4,21.81838127,17.52006061,Etratrees
0,2019,3,13.16736556,13.3685901,Etratrees
7,2019,10,3.099965587,6.97893554,Etratrees
4,2014,4,4.297692827,7.26355424,Etratrees
3,2018,2,2.291174492,4.21224255,Etratrees
6,2019,2,27.07093515,24.3723776,Etratrees
4,2013,4,4.280438492,5.32679196,Etratrees
2,2016,12,6.939217466,7.89298132,Etratrees
9,2015,10,3.580061972,5.73967286,Etratrees
7,2018,10,8.359141989,7.46578709,Etratrees
2,2017,12,0.399636535,3.00641048,Etratrees
5,2018,10,16.42467201,7.27045965,Etratrees
3,2017,11,1.898530626,3.79178508,Etratrees
9,2011,5,22.76611819,13.34623114,Etratrees
9,2016,2,14.13958863,12.61921735,Etratrees
4,2018,4,4.312692098,8.21585189,Etratrees
0,2019,2,33.38872766,27.66210108,Etratrees
1,2018,10,5.483880108,4.74388603,Etratrees
9,2014,12,5.660187314,9.06316116,Etratrees
9,2012,6,3.003905531,5.49061959,Etratrees
7,2018,4,11.33125405,19.73032962,Etratrees
6,2019,5,31.80515037,25.66414744,Etratrees
7,2019,12,19.90500868,16.76155654,Etratrees
2,2019,3,9.796348087,13.27719465,Etratrees
4,2018,5,4.234862606,6.10714267,Etratrees
0,2016,10,8.936654568,6.3716232,Etratrees
2,2017,1,22.52026988,24.50577614,Etratrees
5,2017,11,20.11259489,16.70982132,Etratrees
4,2019,12,4.210894541,6.02796266,Etratrees
9,2011,10,2.815849998,6.26011175,Etratrees
2,2017,9,3.163764948,4.39423163,Etratrees
5,2018,5,5.997186408,7.26865979,Etratrees
3,2018,10,1.654591795,3.47156444,Etratrees
6,2019,1,10.72167751,12.51649939,Etratrees
6,2019,11,1.73158028,7.16677938,Etratrees
2,2018,10,4.785497627,6.17244566,Etratrees
4,2017,5,3.646871045,5.32749604,Etratrees
9,2012,3,20.49871571,22.62761663,Etratrees
9,2012,12,6.189997767,9.84379696,Etratrees
9,2016,3,30.29992254,26.74489442,Etratrees
9,2015,6,2.993042835,6.17378069,Etratrees
3,2019,3,24.17831357,18.93000001,Etratrees
9,2015,5,3.158080504,5.64062962,Etratrees
1,2019,9,4.392512268,4.71829035,Etratrees
9,2010,2,25.35982305,22.32459211,Etratrees
8,2017,12,0.573315257,5.5357034,Etratrees
9,2012,2,19.93780669,14.91703559,Etratrees
9,2014,11,21.7346092,15.18646743,Etratrees
7,2017,3,23.12237426,21.44553325,Etratrees
0,2016,12,7.952245853,7.92460916,Etratrees
4,2018,3,8.222585618,10.83692678,Etratrees
5,2019,10,3.009202133,5.40601636,Etratrees
9,2013,3,8.295660054,11.56153934,Etratrees
4,2015,11,2.349283581,4.51376914,Etratrees
4,2016,3,14.14796359,11.8014411,Etratrees
9,2014,9,7.560305695,6.89789804,Etratrees
5,2018,4,25.78419954,19.62318071,Etratrees
9,2013,5,8.231487228,5.97144681,Etratrees
1,2017,11,6.565297143,5.23375632,Etratrees
9,2011,2,21.85212517,18.53863439,Etratrees
0,2017,5,16.74672866,13.86498882,Etratrees
0,2017,10,3.92764713,3.8988282,Etratrees
4,2014,1,1.350812486,3.02221379,Etratrees
3,2020,4,11.46218612,12.14305438,Etratrees
1,2018,11,8.418840492,11.31545929,Etratrees
1,2017,3,17.00566978,17.29050432,Etratrees
9,2013,6,11.37042125,6.25862189,Etratrees
9,2012,1,11.21531196,13.28314021,Etratrees
6,2018,12,6.730787384,10.00035749,Etratrees
5,2018,1,13.12864585,12.99208326,Etratrees
9,2015,1,11.79381079,10.15742709,Etratrees
7,2019,3,32.40258604,27.96380346,Etratrees
9,2016,11,16.71486408,14.94733755,Etratrees
7,2017,12,16.55112317,12.01254748,Etratrees
4,2015,2,3.489009626,6.581804,Etratrees
9,2013,4,13.75221182,11.59738794,Etratrees
3,2017,8,5.373447316,4.05998249,Etratrees
4,2018,2,1.994999386,4.36756447,Etratrees
9,2011,12,11.59651672,9.93864217,Etratrees
7,2018,2,9.218989577,10.05706545,Etratrees
6,2018,10,1.414425093,6.90864623,Etratrees
9,2010,11,15.01841214,14.21818012,Etratrees
9,2009,10,9.522431076,9.29714931,Etratrees
9,2016,4,10.01170127,14.2012898,Etratrees
5,2018,3,55.95462359,31.32586444,Etratrees
6,2020,5,8.113904755,6.71359687,Etratrees
5,2017,3,33.21987992,26.880455,Etratrees
4,2020,1,2.518471169,5.41581889,Etratrees
9,2011,1,10.53014893,12.24355073,Etratrees
9,2009,6,5.417222821,7.05565401,Etratrees
4,2015,10,1.592861098,3.52331595,Etratrees
4,2015,12,6.679375435,5.79857069,Etratrees
2,2016,11,5.966413644,6.29765807,Etratrees
4,2014,10,0.768043714,3.41275913,Etratrees
9,2014,2,16.08534286,16.30921827,Etratrees
9,2010,10,7.246847269,10.55175709,Etratrees
8,2017,11,4.235207746,6.71891153,Etratrees
4,2020,12,1.062534016,4.55416075,Etratrees
4,2013,6,2.859771397,3.67450313,Etratrees
3,2020,11,2.697623188,3.62988681,Etratrees
6,2018,1,7.078320287,12.29579155,Etratrees
2,2019,2,29.52620352,27.46198827,Etratrees
2,2019,1,11.06682136,9.32868309,Etratrees
3,2020,12,5.125539483,5.04470425,Etratrees
0,2019,4,20.95981566,17.07988707,Etratrees
5,2017,10,5.991059778,6.67346645,Etratrees
4,2016,11,1.054710671,3.88277109,Etratrees
6,2018,3,28.92864225,29.83522774,Etratrees
9,2009,8,6.89515517,6.00313757,Etratrees
4,2013,11,0.643760028,3.67856944,Etratrees
5,2017,1,18.34944128,19.00027864,Etratrees
9,2009,5,6.472561342,10.25394557,Etratrees
4,2019,4,4.939601342,7.81484643,Etratrees
9,2012,9,9.829398956,6.4831015,Etratrees
6,2020,4,8.070299848,12.23056645,Etratrees
1,2017,9,10.11482402,5.64709498,Etratrees
0,2018,1,8.390190468,8.88514991,Etratrees
3,2020,3,19.15736299,17.30078418,Etratrees
1,2019,1,1.282058107,6.3908172,Etratrees
6,2020,3,17.21032921,16.3996992,Etratrees
3,2018,5,2.690658272,3.78172822,Etratrees
5,2017,2,20.04127656,23.62499191,Etratrees
9,2015,12,12.23107378,12.01488701,Etratrees
5,2018,11,9.311518604,12.12119705,Etratrees
4,2015,3,3.183373017,4.9245205,Etratrees
4,2020,6,1.612809636,3.98580236,Etratrees
2,2017,4,13.72131194,14.1340662,Etratrees
5,2019,1,24.95420422,17.34517745,Etratrees
0,2018,11,5.923436408,6.29725723,Etratrees
9,2010,4,16.90699824,21.76404039,Etratrees
2,2017,2,2.58968786,11.26215201,Etratrees
0,2018,3,44.83177431,33.1635782,Etratrees
9,2017,3,14.13806472,19.34951126,Etratrees
3,2018,9,3.700958981,3.83805684,Etratrees
3,2019,1,6.806638277,7.48075375,Etratrees
9,2016,1,8.649094367,11.46581153,Etratrees
1,2017,4,23.01616592,17.83220851,Etratrees
0,2017,1,27.05581825,24.65455901,Etratrees
0,2019,5,3.815908361,10.28614198,Etratrees
4,2019,9,2.396050783,3.89554171,Etratrees
4,2017,4,14.06096151,10.66671168,Etratrees
5,2017,7,5.73535214,5.66464137,Etratrees
6,2019,4,13.45922564,14.02455572,Etratrees
7,2017,1,15.41037358,19.93811956,Etratrees
5,2017,12,12.04178737,10.22151371,Etratrees
1,2019,5,49.05105595,36.41736541,Etratrees
7,2019,2,27.73311196,25.47512546,Etratrees
7,2019,4,13.98024882,12.87926802,Etratrees
1,2019,2,38.42358928,29.17065907,Etratrees
7,2018,11,7.6025644,9.62299733,Etratrees
3,2018,3,16.21403981,16.40117567,Etratrees
5,2019,11,26.89724951,14.96405308,Etratrees
9,2015,9,6.61753809,6.14045064,Etratrees
7,2017,4,31.61098847,23.71842984,Etratrees
4,2015,5,4.285434513,4.33615575,Etratrees
0,2017,12,0.546181582,3.00641048,Etratrees
4,2020,3,6.507192328,9.41660412,Etratrees
7,2019,1,28.00418053,22.79290769,Etratrees
3,2019,2,17.75361921,16.07928888,Etratrees
8,2018,1,3.036029783,5.73010721,Etratrees
4,2017,12,1.265862588,2.90932686,Etratrees
4,2019,3,8.911605507,11.26694395,Etratrees
9,2011,6,8.601766894,9.92502605,Etratrees
5,2019,5,33.54498705,26.19218271,Etratrees
9,2014,1,3.826331704,6.68632816,Etratrees
0,2017,2,17.70296987,18.97763665,Etratrees
4,2017,11,2.240949109,5.1153772,Etratrees
1,2019,4,21.69245449,16.45928537,Etratrees
9,2009,4,8.29068947,11.3821551,Etratrees
6,2019,9,1.828964745,5.75988015,Etratrees
4,2018,1,3.815883693,6.84258833,Etratrees
4,2019,5,10.49457265,10.36446235,Etratrees
3,2017,5,4.409070621,5.03179167,Etratrees
4,2016,1,12.80936478,8.94431177,Etratrees
9,2013,12,7.64620794,10.33757988,Etratrees
9,2017,1,7.227270556,11.61369342,Etratrees
7,2016,12,5.848278069,12.23056805,Etratrees
3,2017,10,0.981763519,3.54223504,Etratrees
9,2016,10,11.44761013,12.65165991,Etratrees
8,2018,3,32.58603513,25.86436112,Etratrees
3,2020,10,2.822406604,3.43066018,Etratrees
9,2015,2,27.83080087,20.05307926,Etratrees
3,2020,9,3.920682208,3.8348755,Etratrees
0,2018,12,9.64312643,7.86056942,Etratrees
9,2012,10,13.61446888,10.50725091,Etratrees
9,2013,9,10.13412501,8.17240211,Etratrees
1,2017,10,2.74337293,4.21238133,Etratrees
4,2018,10,1.50759297,2.90891326,Etratrees
3,2020,1,3.218538485,4.87653686,Etratrees
5,2016,12,5.484272443,9.04579821,Etratrees
9,2013,1,7.309064098,10.57674226,Etratrees
4,2019,1,4.525495613,8.59204234,Etratrees
8,2017,10,2.93672387,5.07463732,Etratrees
0,2018,2,2.498632739,4.3288015,Etratrees
3,2018,1,5.656245483,5.80443177,Etratrees
9,2015,11,16.64762587,15.45914719,Etratrees
5,2019,2,24.92049038,24.18565866,Etratrees
5,2018,12,13.86023451,11.1255212,Etratrees
6,2019,3,23.64348657,25.50896253,Etratrees
1,2018,1,5.653355531,7.52189211,Etratrees
2,2018,4,9.618171061,9.87119105,Etratrees
4,2016,5,2.869377965,4.64067197,Etratrees
2,2017,5,16.61527819,13.96046098,Etratrees
7,2019,9,10.38984487,8.29381888,Etratrees
0,2018,10,4.346560852,6.44825048,Etratrees
1,2018,12,6.878712176,6.12035124,Etratrees
9,2009,11,14.38211176,10.15566602,Etratrees
3,2017,9,8.65570481,4.29060735,Etratrees
0,2017,9,3.331262836,4.39423163,Etratrees
7,2017,5,6.615374114,8.35789919,Etratrees
5,2016,10,19.45612758,15.36633574,Etratrees
4,2016,10,5.859264947,8.18893901,Etratrees
9,2016,9,6.126430906,6.30205703,Etratrees
0,2018,4,8.692970257,8.95535573,Etratrees
4,2017,1,12.50871221,10.28049814,Etratrees
9,2010,12,14.14622876,12.9751381,Etratrees
4,2015,4,7.150572033,9.111510914,GB
8,2018,2,5.450234295,5.138956547,GB
7,2018,12,19.96671802,15.51471782,GB
3,2019,4,5.828626136,8.64208053,GB
3,2017,12,0.567424986,0.502243783,GB
9,2014,3,11.35296671,13.81499615,GB
6,2018,4,11.11017613,12.36766814,GB
4,2014,2,6.7912084,7.215197708,GB
5,2019,4,14.78028042,14.78915666,GB
4,2016,4,11.08191898,7.724067972,GB
2,2018,2,2.398463588,3.417218457,GB
9,2012,5,5.654710074,6.211228222,GB
2,2019,4,21.81838127,19.88719367,GB
0,2019,3,13.16736556,12.71701134,GB
7,2019,10,3.099965587,5.062562101,GB
4,2014,4,4.297692827,4.74209544,GB
3,2018,2,2.291174492,3.017262757,GB
6,2019,2,27.07093515,24.95548663,GB
4,2013,4,4.280438492,4.486315979,GB
2,2016,12,6.939217466,6.722085207,GB
9,2015,10,3.580061972,5.191076728,GB
7,2018,10,8.359141989,7.114665722,GB
2,2017,12,0.399636535,0.597874474,GB
5,2018,10,16.42467201,10.61995579,GB
3,2017,11,1.898530626,2.860971205,GB
9,2011,5,22.76611819,17.10371181,GB
9,2016,2,14.13958863,12.50484993,GB
4,2018,4,4.312692098,6.60073845,GB
0,2019,2,33.38872766,31.01080358,GB
1,2018,10,5.483880108,7.112570667,GB
9,2014,12,5.660187314,7.928846124,GB
9,2012,6,3.003905531,3.213966178,GB
7,2018,4,11.33125405,20.17476118,GB
6,2019,5,31.80515037,28.38915997,GB
7,2019,12,19.90500868,16.59020411,GB
2,2019,3,9.796348087,12.21583201,GB
4,2018,5,4.234862606,3.609693033,GB
0,2016,10,8.936654568,7.787569805,GB
2,2017,1,22.52026988,22.96910087,GB
5,2017,11,20.11259489,14.82614644,GB
4,2019,12,4.210894541,2.986511642,GB
9,2011,10,2.815849998,4.530109452,GB
2,2017,9,3.163764948,3.605970278,GB
5,2018,5,5.997186408,10.91756311,GB
3,2018,10,1.654591795,3.534249601,GB
6,2019,1,10.72167751,11.39954997,GB
6,2019,11,1.73158028,3.364012351,GB
2,2018,10,4.785497627,6.303594057,GB
4,2017,5,3.646871045,3.576464663,GB
9,2012,3,20.49871571,22.45641725,GB
9,2012,12,6.189997767,7.926942908,GB
9,2016,3,30.29992254,27.79312166,GB
9,2015,6,2.993042835,5.092952198,GB
3,2019,3,24.17831357,22.46914612,GB
9,2015,5,3.158080504,3.213748337,GB
1,2019,9,4.392512268,4.585450276,GB
9,2010,2,25.35982305,23.93504078,GB
8,2017,12,0.573315257,1.316954759,GB
9,2012,2,19.93780669,18.70891834,GB
9,2014,11,21.7346092,18.34590317,GB
7,2017,3,23.12237426,24.581141,GB
0,2016,12,7.952245853,7.012213308,GB
4,2018,3,8.222585618,8.66703882,GB
5,2019,10,3.009202133,4.904024903,GB
9,2013,3,8.295660054,9.972079006,GB
4,2015,11,2.349283581,1.725831472,GB
4,2016,3,14.14796359,12.02381374,GB
9,2014,9,7.560305695,7.823142573,GB
5,2018,4,25.78419954,25.21940479,GB
9,2013,5,8.231487228,6.65151434,GB
1,2017,11,6.565297143,5.097392718,GB
9,2011,2,21.85212517,18.91064337,GB
0,2017,5,16.74672866,15.03901971,GB
0,2017,10,3.92764713,3.010682017,GB
4,2014,1,1.350812486,2.176098021,GB
3,2020,4,11.46218612,12.25820266,GB
1,2018,11,8.418840492,10.11170594,GB
1,2017,3,17.00566978,16.18548669,GB
9,2013,6,11.37042125,8.433700284,GB
9,2012,1,11.21531196,11.52558614,GB
6,2018,12,6.730787384,7.45422245,GB
5,2018,1,13.12864585,15.05507909,GB
9,2015,1,11.79381079,9.585786123,GB
7,2019,3,32.40258604,30.19358488,GB
9,2016,11,16.71486408,13.98460783,GB
7,2017,12,16.55112317,11.8639965,GB
4,2015,2,3.489009626,6.133344918,GB
9,2013,4,13.75221182,13.7404609,GB
3,2017,8,5.373447316,4.962510661,GB
4,2018,2,1.994999386,2.460638561,GB
9,2011,12,11.59651672,7.99692763,GB
7,2018,2,9.218989577,10.87041009,GB
6,2018,10,1.414425093,4.376952703,GB
9,2010,11,15.01841214,13.11919289,GB
9,2009,10,9.522431076,8.425877158,GB
9,2016,4,10.01170127,12.75361009,GB
5,2018,3,55.95462359,47.22053729,GB
6,2020,5,8.113904755,7.965143345,GB
5,2017,3,33.21987992,30.14378316,GB
4,2020,1,2.518471169,2.574787086,GB
9,2011,1,10.53014893,10.80858133,GB
9,2009,6,5.417222821,5.782132184,GB
4,2015,10,1.592861098,2.076567468,GB
4,2015,12,6.679375435,6.352063396,GB
2,2016,11,5.966413644,4.514218528,GB
4,2014,10,0.768043714,2.164602737,GB
9,2014,2,16.08534286,17.31122585,GB
9,2010,10,7.246847269,9.618485234,GB
8,2017,11,4.235207746,2.32832681,GB
4,2020,12,1.062534016,1.893489653,GB
4,2013,6,2.859771397,3.786340896,GB
3,2020,11,2.697623188,3.266439194,GB
6,2018,1,7.078320287,9.411871563,GB
2,2019,2,29.52620352,29.21303655,GB
2,2019,1,11.06682136,10.67620518,GB
3,2020,12,5.125539483,6.377745935,GB
0,2019,4,20.95981566,19.0712881,GB
5,2017,10,5.991059778,7.801295398,GB
4,2016,11,1.054710671,1.94227208,GB
6,2018,3,28.92864225,31.20378027,GB
9,2009,8,6.89515517,5.643759237,GB
4,2013,11,0.643760028,1.284023551,GB
5,2017,1,18.34944128,17.75029059,GB
9,2009,5,6.472561342,9.88660229,GB
4,2019,4,4.939601342,6.237177547,GB
9,2012,9,9.829398956,7.568417418,GB
6,2020,4,8.070299848,11.7628345,GB
1,2017,9,10.11482402,8.989437887,GB
0,2018,1,8.390190468,11.56623664,GB
3,2020,3,19.15736299,19.68065422,GB
1,2019,1,1.282058107,5.323666025,GB
6,2020,3,17.21032921,18.58377586,GB
3,2018,5,2.690658272,3.419469976,GB
5,2017,2,20.04127656,21.1908731,GB
9,2015,12,12.23107378,12.84831034,GB
5,2018,11,9.311518604,11.89517624,GB
4,2015,3,3.183373017,5.279517838,GB
4,2020,6,1.612809636,2.209945784,GB
2,2017,4,13.72131194,12.76168946,GB
5,2019,1,24.95420422,20.51458987,GB
0,2018,11,5.923436408,6.376033364,GB
9,2010,4,16.90699824,19.16742812,GB
2,2017,2,2.58968786,8.5173642,GB
0,2018,3,44.83177431,43.30812253,GB
9,2017,3,14.13806472,17.88790992,GB
3,2018,9,3.700958981,2.421480396,GB
3,2019,1,6.806638277,8.454812549,GB
9,2016,1,8.649094367,10.61204948,GB
1,2017,4,23.01616592,16.79634319,GB
0,2017,1,27.05581825,24.7668679,GB
0,2019,5,3.815908361,6.859937114,GB
4,2019,9,2.396050783,2.533635643,GB
4,2017,4,14.06096151,12.26635489,GB
5,2017,7,5.73535214,5.547321829,GB
6,2019,4,13.45922564,10.95397016,GB
7,2017,1,15.41037358,20.22175267,GB
5,2017,12,12.04178737,11.1177431,GB
1,2019,5,49.05105595,45.87069919,GB
7,2019,2,27.73311196,29.25980916,GB
7,2019,4,13.98024882,14.17852208,GB
1,2019,2,38.42358928,35.63223128,GB
7,2018,11,7.6025644,9.97941713,GB
3,2018,3,16.21403981,16.95160903,GB
5,2019,11,26.89724951,21.1209059,GB
9,2015,9,6.61753809,5.646898026,GB
7,2017,4,31.61098847,29.00293985,GB
4,2015,5,4.285434513,3.352132895,GB
0,2017,12,0.546181582,0.888002575,GB
4,2020,3,6.507192328,7.763997451,GB
7,2019,1,28.00418053,22.98605194,GB
3,2019,2,17.75361921,17.04005231,GB
8,2018,1,3.036029783,2.472609687,GB
4,2017,12,1.265862588,1.903622535,GB
4,2019,3,8.911605507,8.100076642,GB
9,2011,6,8.601766894,10.4504073,GB
5,2019,5,33.54498705,29.38846189,GB
9,2014,1,3.826331704,5.418487709,GB
0,2017,2,17.70296987,15.80054012,GB
4,2017,11,2.240949109,2.94973208,GB
1,2019,4,21.69245449,19.45934281,GB
9,2009,4,8.29068947,11.13730134,GB
6,2019,9,1.828964745,3.611107334,GB
4,2018,1,3.815883693,5.483748545,GB
4,2019,5,10.49457265,11.34797768,GB
3,2017,5,4.409070621,5.732157129,GB
4,2016,1,12.80936478,8.955760718,GB
9,2013,12,7.64620794,8.57769897,GB
9,2017,1,7.227270556,10.39129239,GB
7,2016,12,5.848278069,8.97650604,GB
3,2017,10,0.981763519,2.422881764,GB
9,2016,10,11.44761013,14.39764131,GB
8,2018,3,32.58603513,31.68003164,GB
3,2020,10,2.822406604,2.20718594,GB
9,2015,2,27.83080087,22.07734667,GB
3,2020,9,3.920682208,3.605970278,GB
0,2018,12,9.64312643,7.439148164,GB
9,2012,10,13.61446888,10.10666116,GB
9,2013,9,10.13412501,12.1200756,GB
1,2017,10,2.74337293,4.611427298,GB
4,2018,10,1.50759297,1.94220951,GB
3,2020,1,3.218538485,4.343548303,GB
5,2016,12,5.484272443,9.228225535,GB
9,2013,1,7.309064098,10.04822845,GB
4,2019,1,4.525495613,5.89033018,GB
8,2017,10,2.93672387,1.996118657,GB
0,2018,2,2.498632739,3.707346558,GB
3,2018,1,5.656245483,7.022849085,GB
9,2015,11,16.64762587,14.96743955,GB
5,2019,2,24.92049038,26.75715151,GB
5,2018,12,13.86023451,12.96039944,GB
6,2019,3,23.64348657,22.79161573,GB
1,2018,1,5.653355531,10.49693515,GB
2,2018,4,9.618171061,7.493218525,GB
4,2016,5,2.869377965,2.554353295,GB
2,2017,5,16.61527819,14.78062486,GB
7,2019,9,10.38984487,7.608390805,GB
0,2018,10,4.346560852,5.59276551,GB
1,2018,12,6.878712176,8.774955073,GB
9,2009,11,14.38211176,11.79286592,GB
3,2017,9,8.65570481,7.081541825,GB
0,2017,9,3.331262836,3.994057024,GB
7,2017,5,6.615374114,8.571003205,GB
5,2016,10,19.45612758,19.21391651,GB
4,2016,10,5.859264947,5.433312317,GB
9,2016,9,6.126430906,6.322445412,GB
0,2018,4,8.692970257,7.751613373,GB
4,2017,1,12.50871221,11.02141334,GB
9,2010,12,14.14622876,14.14630874,GB
4,2015,4,7.150572033,7.33493983,HGB
8,2018,2,5.450234295,6.09097044,HGB
7,2018,12,19.96671802,20.14911501,HGB
3,2019,4,5.828626136,7.73988789,HGB
3,2017,12,0.567424986,1.7889895,HGB
9,2014,3,11.35296671,12.26871206,HGB
6,2018,4,11.11017613,11.50581747,HGB
4,2014,2,6.7912084,8.00527701,HGB
5,2019,4,14.78028042,16.01987679,HGB
4,2016,4,11.08191898,7.27857596,HGB
2,2018,2,2.398463588,3.23871999,HGB
9,2012,5,5.654710074,5.51832024,HGB
2,2019,4,21.81838127,20.58392787,HGB
0,2019,3,13.16736556,13.64896852,HGB
7,2019,10,3.099965587,3.60357469,HGB
4,2014,4,4.297692827,4.6517112,HGB
3,2018,2,2.291174492,2.62234189,HGB
6,2019,2,27.07093515,25.15778749,HGB
4,2013,4,4.280438492,4.16971808,HGB
2,2016,12,6.939217466,6.51123843,HGB
9,2015,10,3.580061972,3.95998927,HGB
7,2018,10,8.359141989,7.98399689,HGB
2,2017,12,0.399636535,2.26039551,HGB
5,2018,10,16.42467201,11.35271447,HGB
3,2017,11,1.898530626,3.62377416,HGB
9,2011,5,22.76611819,18.90609206,HGB
9,2016,2,14.13958863,10.60261719,HGB
4,2018,4,4.312692098,5.8410586,HGB
0,2019,2,33.38872766,32.68131733,HGB
1,2018,10,5.483880108,5.26044419,HGB
9,2014,12,5.660187314,8.69965006,HGB
9,2012,6,3.003905531,4.61797381,HGB
7,2018,4,11.33125405,16.38047834,HGB
6,2019,5,31.80515037,28.00157222,HGB
7,2019,12,19.90500868,17.90083949,HGB
2,2019,3,9.796348087,10.76578112,HGB
4,2018,5,4.234862606,4.41236483,HGB
0,2016,10,8.936654568,7.19379704,HGB
2,2017,1,22.52026988,21.59390578,HGB
5,2017,11,20.11259489,19.34944889,HGB
4,2019,12,4.210894541,3.88013918,HGB
9,2011,10,2.815849998,3.76835515,HGB
2,2017,9,3.163764948,3.85218557,HGB
5,2018,5,5.997186408,8.73940381,HGB
3,2018,10,1.654591795,3.44490872,HGB
6,2019,1,10.72167751,11.98051297,HGB
6,2019,11,1.73158028,4.66957988,HGB
2,2018,10,4.785497627,5.6004234,HGB
4,2017,5,3.646871045,4.13408023,HGB
9,2012,3,20.49871571,20.37097179,HGB
9,2012,12,6.189997767,7.93679815,HGB
9,2016,3,30.29992254,29.72535582,HGB
9,2015,6,2.993042835,5.4555763,HGB
