point,Year,Month,observed,simulated,model
8,2017,10,2.93672387,8.13562699,Lars
0,2018,2,2.498632739,4.18118169,Lars
3,2018,1,5.656245483,3.16998983,Lars
9,2015,11,16.64762587,13.15186248,Lars
5,2019,2,24.92049038,26.1400932,Lars
5,2018,12,13.86023451,19.18892971,Lars
6,2019,3,23.64348657,18.03459283,Lars
1,2018,1,5.653355531,5.19818411,Lars
2,2018,4,9.618171061,11.71710866,Lars
4,2016,5,2.869377965,1.21817792,Lars
2,2017,5,16.61527819,15.19934137,Lars
7,2019,9,10.38984487,7.12868089,Lars
0,2018,10,4.346560852,13.48202733,Lars
1,2018,12,6.878712176,11.18642354,Lars
9,2009,11,14.38211176,11.45587518,Lars
3,2017,9,8.65570481,7.77807288,Lars
0,2017,9,3.331262836,2.34095831,Lars
7,2017,5,6.615374114,9.44779686,Lars
5,2016,10,19.45612758,26.9712903,Lars
4,2016,10,5.859264947,17.90491447,Lars
9,2016,9,6.126430906,4.4828958,Lars
0,2018,4,8.692970257,10.78886684,Lars
4,2017,1,12.50871221,28.0297986,Lars
9,2010,12,14.14622876,15.87264163,Lars
4,2015,4,7.150572033,13.98706706,MLPR
8,2018,2,5.450234295,6.8942183,MLPR
7,2018,12,19.96671802,13.52518698,MLPR
3,2019,4,5.828626136,6.39379239,MLPR
3,2017,12,0.567424986,5.09131162,MLPR
9,2014,3,11.35296671,11.53847696,MLPR
6,2018,4,11.11017613,12.84812143,MLPR
4,2014,2,6.7912084,17.09520698,MLPR
5,2019,4,14.78028042,8.32881912,MLPR
4,2016,4,11.08191898,10.72563618,MLPR
2,2018,2,2.398463588,7.27889947,MLPR
9,2012,5,5.654710074,4.79697806,MLPR
2,2019,4,21.81838127,8.89697977,MLPR
0,2019,3,13.16736556,12.64766186,MLPR
7,2019,10,3.099965587,4.79976173,MLPR
4,2014,4,4.297692827,11.86490489,MLPR
3,2018,2,2.291174492,6.39994198,MLPR
6,2019,2,27.07093515,17.76583792,MLPR
4,2013,4,4.280438492,5.88018598,MLPR
2,2016,12,6.939217466,14.03810661,MLPR
9,2015,10,3.580061972,5.51301772,MLPR
7,2018,10,8.359141989,5.72093433,MLPR
2,2017,12,0.399636535,5.44938083,MLPR
5,2018,10,16.42467201,5.72023658,MLPR
3,2017,11,1.898530626,6.15679019,MLPR
9,2011,5,22.76611819,10.88469409,MLPR
9,2016,2,14.13958863,5.15358378,MLPR
4,2018,4,4.312692098,16.3807996,MLPR
0,2019,2,33.38872766,17.34535146,MLPR
1,2018,10,5.483880108,9.25743999,MLPR
9,2014,12,5.660187314,16.15438868,MLPR
9,2012,6,3.003905531,5.1236484,MLPR
7,2018,4,11.33125405,13.8437845,MLPR
6,2019,5,31.80515037,14.49662043,MLPR
7,2019,12,19.90500868,16.35930914,MLPR
2,2019,3,9.796348087,12.78084359,MLPR
4,2018,5,4.234862606,8.4638152,MLPR
0,2016,10,8.936654568,12.93293002,MLPR
2,2017,1,22.52026988,18.17680402,MLPR
5,2017,11,20.11259489,14.22686822,MLPR
4,2019,12,4.210894541,11.81685053,MLPR
9,2011,10,2.815849998,4.7599159,MLPR
2,2017,9,3.163764948,4.90744475,MLPR
5,2018,5,5.997186408,6.09064457,MLPR
3,2018,10,1.654591795,8.15174179,MLPR
6,2019,1,10.72167751,15.10789163,MLPR
6,2019,11,1.73158028,5.01391141,MLPR
2,2018,10,4.785497627,14.9970476,MLPR
4,2017,5,3.646871045,6.14167961,MLPR
9,2012,3,20.49871571,17.4897041,MLPR
9,2012,12,6.189997767,13.26337315,MLPR
9,2016,3,30.29992254,17.5505475,MLPR
9,2015,6,2.993042835,5.72301446,MLPR
3,2019,3,24.17831357,13.31398956,MLPR
9,2015,5,3.158080504,4.76581015,MLPR
1,2019,9,4.392512268,4.91343389,MLPR
9,2010,2,25.35982305,14.08768673,MLPR
8,2017,12,0.573315257,4.78291793,MLPR
9,2012,2,19.93780669,11.36623747,MLPR
9,2014,11,21.7346092,13.59629278,MLPR
7,2017,3,23.12237426,13.98870351,MLPR
0,2016,12,7.952245853,13.87649355,MLPR
4,2018,3,8.222585618,17.72422133,MLPR
5,2019,10,3.009202133,4.76487181,MLPR
9,2013,3,8.295660054,9.3635819,MLPR
4,2015,11,2.349283581,11.39799009,MLPR
4,2016,3,14.14796359,16.76308622,MLPR
9,2014,9,7.560305695,6.88848345,MLPR
5,2018,4,25.78419954,13.34185843,MLPR
9,2013,5,8.231487228,5.54699094,MLPR
1,2017,11,6.565297143,8.90867324,MLPR
9,2011,2,21.85212517,10.06111723,MLPR
0,2017,5,16.74672866,9.36080881,MLPR
0,2017,10,3.92764713,5.269333,MLPR
4,2014,1,1.350812486,5.52741377,MLPR
3,2020,4,11.46218612,12.09582811,MLPR
1,2018,11,8.418840492,17.63172418,MLPR
1,2017,3,17.00566978,13.03713102,MLPR
9,2013,6,11.37042125,5.61854399,MLPR
9,2012,1,11.21531196,13.2699806,MLPR
6,2018,12,6.730787384,15.33084623,MLPR
5,2018,1,13.12864585,17.18137635,MLPR
9,2015,1,11.79381079,6.03328726,MLPR
7,2019,3,32.40258604,15.92238751,MLPR
9,2016,11,16.71486408,11.70816884,MLPR
7,2017,12,16.55112317,5.81106178,MLPR
4,2015,2,3.489009626,14.02460506,MLPR
9,2013,4,13.75221182,10.7633336,MLPR
3,2017,8,5.373447316,5.18487654,MLPR
4,2018,2,1.994999386,8.63597868,MLPR
9,2011,12,11.59651672,6.99884944,MLPR
7,2018,2,9.218989577,6.27777154,MLPR
6,2018,10,1.414425093,5.75500955,MLPR
9,2010,11,15.01841214,15.25336476,MLPR
9,2009,10,9.522431076,6.21634457,MLPR
9,2016,4,10.01170127,12.32209613,MLPR
5,2018,3,55.95462359,13.55844902,MLPR
6,2020,5,8.113904755,6.16338162,MLPR
5,2017,3,33.21987992,14.20068063,MLPR
4,2020,1,2.518471169,12.04228147,MLPR
9,2011,1,10.53014893,13.21773732,MLPR
9,2009,6,5.417222821,7.83391131,MLPR
4,2015,10,1.592861098,6.32662285,MLPR
4,2015,12,6.679375435,13.63704166,MLPR
2,2016,11,5.966413644,13.24462816,MLPR
4,2014,10,0.768043714,8.34772386,MLPR
9,2014,2,16.08534286,15.55796724,MLPR
9,2010,10,7.246847269,11.05955277,MLPR
8,2017,11,4.235207746,5.28696994,MLPR
4,2020,12,1.062534016,12.98527552,MLPR
4,2013,6,2.859771397,5.89688144,MLPR
3,2020,11,2.697623188,8.72919069,MLPR
6,2018,1,7.078320287,17.29237775,MLPR
2,2019,2,29.52620352,17.42009475,MLPR
2,2019,1,11.06682136,13.64112216,MLPR
3,2020,12,5.125539483,8.27983982,MLPR
0,2019,4,20.95981566,8.27070003,MLPR
5,2017,10,5.991059778,5.96252761,MLPR
4,2016,11,1.054710671,5.23268726,MLPR
6,2018,3,28.92864225,16.3135141,MLPR
9,2009,8,6.89515517,5.19546051,MLPR
4,2013,11,0.643760028,10.87679093,MLPR
5,2017,1,18.34944128,17.99705049,MLPR
9,2009,5,6.472561342,9.75154108,MLPR
4,2019,4,4.939601342,11.19039349,MLPR
9,2012,9,9.829398956,4.80395756,MLPR
6,2020,4,8.070299848,13.07189555,MLPR
1,2017,9,10.11482402,6.82365454,MLPR
0,2018,1,8.390190468,15.03275556,MLPR
3,2020,3,19.15736299,14.49229567,MLPR
1,2019,1,1.282058107,8.24223152,MLPR
6,2020,3,17.21032921,13.47965184,MLPR
3,2018,5,2.690658272,5.09321445,MLPR
5,2017,2,20.04127656,17.83930757,MLPR
9,2015,12,12.23107378,15.05885494,MLPR
5,2018,11,9.311518604,15.18141624,MLPR
4,2015,3,3.183373017,6.04490992,MLPR
4,2020,6,1.612809636,5.09118905,MLPR
2,2017,4,13.72131194,10.91206094,MLPR
5,2019,1,24.95420422,16.88565306,MLPR
0,2018,11,5.923436408,14.64063769,MLPR
9,2010,4,16.90699824,14.7928628,MLPR
2,2017,2,2.58968786,11.38670836,MLPR
0,2018,3,44.83177431,17.90530026,MLPR
9,2017,3,14.13806472,13.34947937,MLPR
3,2018,9,3.700958981,4.82323354,MLPR
3,2019,1,6.806638277,13.46469636,MLPR
9,2016,1,8.649094367,15.66876965,MLPR
1,2017,4,23.01616592,10.81152663,MLPR
0,2017,1,27.05581825,18.15970345,MLPR
0,2019,5,3.815908361,7.58076444,MLPR
4,2019,9,2.396050783,9.14365581,MLPR
4,2017,4,14.06096151,15.08434642,MLPR
5,2017,7,5.73535214,4.76420076,MLPR
6,2019,4,13.45922564,7.85053469,MLPR
7,2017,1,15.41037358,18.09906746,MLPR
5,2017,12,12.04178737,5.97481147,MLPR
1,2019,5,49.05105595,17.29570458,MLPR
7,2019,2,27.73311196,17.68170319,MLPR
7,2019,4,13.98024882,7.34140658,MLPR
1,2019,2,38.42358928,18.04488546,MLPR
7,2018,11,7.6025644,15.63503305,MLPR
3,2018,3,16.21403981,14.46183189,MLPR
5,2019,11,26.89724951,9.8571479,MLPR
9,2015,9,6.61753809,4.91085117,MLPR
7,2017,4,31.61098847,14.17910361,MLPR
4,2015,5,4.285434513,5.89326565,MLPR
0,2017,12,0.546181582,5.44938083,MLPR
4,2020,3,6.507192328,15.74546295,MLPR
7,2019,1,28.00418053,16.79674115,MLPR
3,2019,2,17.75361921,15.24553443,MLPR
8,2018,1,3.036029783,5.23065363,MLPR
4,2017,12,1.265862588,7.18634727,MLPR
4,2019,3,8.911605507,16.59775059,MLPR
9,2011,6,8.601766894,9.94927524,MLPR
5,2019,5,33.54498705,14.69103235,MLPR
9,2014,1,3.826331704,5.5409833,MLPR
0,2017,2,17.70296987,16.3658363,MLPR
4,2017,11,2.240949109,15.55782542,MLPR
1,2019,4,21.69245449,7.26828121,MLPR
9,2009,4,8.29068947,10.60412453,MLPR
6,2019,9,1.828964745,5.96249795,MLPR
4,2018,1,3.815883693,16.52914018,MLPR
4,2019,5,10.49457265,15.09202198,MLPR
3,2017,5,4.409070621,5.08977617,MLPR
4,2016,1,12.80936478,14.97565716,MLPR
9,2013,12,7.64620794,9.32441971,MLPR
9,2017,1,7.227270556,15.66732607,MLPR
7,2016,12,5.848278069,15.45111686,MLPR
3,2017,10,0.981763519,5.72209119,MLPR
9,2016,10,11.44761013,16.82440161,MLPR
8,2018,3,32.58603513,16.70357697,MLPR
3,2020,10,2.822406604,5.00457403,MLPR
9,2015,2,27.83080087,13.29292443,MLPR
3,2020,9,3.920682208,5.09488165,MLPR
0,2018,12,9.64312643,11.71626243,MLPR
9,2012,10,13.61446888,9.7178137,MLPR
9,2013,9,10.13412501,9.27123956,MLPR
1,2017,10,2.74337293,5.98501771,MLPR
4,2018,10,1.50759297,7.06080561,MLPR
3,2020,1,3.218538485,9.5581615,MLPR
5,2016,12,5.484272443,15.34462044,MLPR
9,2013,1,7.309064098,6.71805966,MLPR
4,2019,1,4.525495613,17.24957384,MLPR
8,2017,10,2.93672387,4.83897487,MLPR
0,2018,2,2.498632739,7.27889947,MLPR
3,2018,1,5.656245483,10.95126826,MLPR
9,2015,11,16.64762587,13.74148543,MLPR
5,2019,2,24.92049038,17.83697681,MLPR
5,2018,12,13.86023451,15.63555816,MLPR
6,2019,3,23.64348657,15.28785249,MLPR
1,2018,1,5.653355531,13.76197315,MLPR
2,2018,4,9.618171061,8.00115397,MLPR
4,2016,5,2.869377965,5.07624639,MLPR
2,2017,5,16.61527819,9.13575932,MLPR
7,2019,9,10.38984487,6.16530245,MLPR
0,2018,10,4.346560852,16.68658736,MLPR
1,2018,12,6.878712176,9.33120785,MLPR
9,2009,11,14.38211176,6.87131537,MLPR
3,2017,9,8.65570481,5.89785622,MLPR
0,2017,9,3.331262836,5.08848118,MLPR
7,2017,5,6.615374114,4.9319075,MLPR
5,2016,10,19.45612758,16.69990627,MLPR
4,2016,10,5.859264947,17.20226302,MLPR
9,2016,9,6.126430906,4.94635247,MLPR
0,2018,4,8.692970257,7.12450616,MLPR
4,2017,1,12.50871221,18.24532477,MLPR
9,2010,12,14.14622876,17.38446709,MLPR
4,2015,4,7.150572033,9.83579926,RF
8,2018,2,5.450234295,4.33815249,RF
7,2018,12,19.96671802,13.06023186,RF
3,2019,4,5.828626136,6.48048559,RF
3,2017,12,0.567424986,3.88174661,RF
9,2014,3,11.35296671,12.48011088,RF
6,2018,4,11.11017613,10.96291183,RF
4,2014,2,6.7912084,7.69808933,RF
5,2019,4,14.78028042,12.53967127,RF
4,2016,4,11.08191898,7.03781707,RF
2,2018,2,2.398463588,4.40549125,RF
9,2012,5,5.654710074,5.05604542,RF
2,2019,4,21.81838127,14.66044876,RF
0,2019,3,13.16736556,12.65657231,RF
7,2019,10,3.099965587,4.91624069,RF
4,2014,4,4.297692827,6.64962522,RF
3,2018,2,2.291174492,4.33047155,RF
6,2019,2,27.07093515,23.44870415,RF
4,2013,4,4.280438492,3.69784241,RF
2,2016,12,6.939217466,8.83225773,RF
9,2015,10,3.580061972,5.6383954,RF
7,2018,10,8.359141989,8.15073586,RF
2,2017,12,0.399636535,3.85292605,RF
5,2018,10,16.42467201,8.70192005,RF
3,2017,11,1.898530626,4.21395752,RF
9,2011,5,22.76611819,13.47578197,RF
9,2016,2,14.13958863,5.95780503,RF
4,2018,4,4.312692098,9.14791384,RF
0,2019,2,33.38872766,27.99292255,RF
1,2018,10,5.483880108,7.57487914,RF
9,2014,12,5.660187314,11.00679013,RF
9,2012,6,3.003905531,5.31797461,RF
7,2018,4,11.33125405,20.85563211,RF
6,2019,5,31.80515037,26.27739442,RF
7,2019,12,19.90500868,15.54683384,RF
2,2019,3,9.796348087,12.28586367,RF
4,2018,5,4.234862606,4.94183877,RF
0,2016,10,8.936654568,10.3929586,RF
2,2017,1,22.52026988,24.40728378,RF
5,2017,11,20.11259489,13.10511196,RF
4,2019,12,4.210894541,4.3934452,RF
9,2011,10,2.815849998,5.06160974,RF
2,2017,9,3.163764948,4.04254027,RF
5,2018,5,5.997186408,7.48132411,RF
3,2018,10,1.654591795,4.93430448,RF
6,2019,1,10.72167751,9.16481633,RF
6,2019,11,1.73158028,4.10506677,RF
2,2018,10,4.785497627,10.63372282,RF
4,2017,5,3.646871045,3.69784241,RF
9,2012,3,20.49871571,24.3480534,RF
9,2012,12,6.189997767,8.98639472,RF
9,2016,3,30.29992254,29.63260448,RF
9,2015,6,2.993042835,6.69604337,RF
3,2019,3,24.17831357,21.03535259,RF
9,2015,5,3.158080504,5.05604542,RF
1,2019,9,4.392512268,4.74909998,RF
9,2010,2,25.35982305,21.00373726,RF
8,2017,12,0.573315257,3.38095683,RF
9,2012,2,19.93780669,15.07871362,RF
9,2014,11,21.7346092,15.02602645,RF
7,2017,3,23.12237426,25.29226239,RF
0,2016,12,7.952245853,8.83225773,RF
4,2018,3,8.222585618,12.40219649,RF
5,2019,10,3.009202133,5.16198331,RF
9,2013,3,8.295660054,11.53255984,RF
4,2015,11,2.349283581,4.22435545,RF
4,2016,3,14.14796359,9.40652942,RF
9,2014,9,7.560305695,8.25665954,RF
5,2018,4,25.78419954,25.13606227,RF
9,2013,5,8.231487228,6.01232031,RF
1,2017,11,6.565297143,6.35630515,RF
9,2011,2,21.85212517,16.23490819,RF
0,2017,5,16.74672866,14.9148575,RF
0,2017,10,3.92764713,4.00420854,RF
4,2014,1,1.350812486,3.25774524,RF
3,2020,4,11.46218612,13.15159547,RF
1,2018,11,8.418840492,18.24257191,RF
1,2017,3,17.00566978,13.79737007,RF
9,2013,6,11.37042125,6.46991402,RF
9,2012,1,11.21531196,10.75103223,RF
6,2018,12,6.730787384,8.16602704,RF
5,2018,1,13.12864585,14.8954204,RF
9,2015,1,11.79381079,8.9562309,RF
7,2019,3,32.40258604,29.28744122,RF
9,2016,11,16.71486408,10.89621936,RF
7,2017,12,16.55112317,8.68333302,RF
4,2015,2,3.489009626,7.1671586,RF
9,2013,4,13.75221182,12.84771636,RF
3,2017,8,5.373447316,4.47223793,RF
4,2018,2,1.994999386,3.63738603,RF
9,2011,12,11.59651672,9.0770117,RF
7,2018,2,9.218989577,8.01762061,RF
6,2018,10,1.414425093,5.60372774,RF
9,2010,11,15.01841214,11.27184043,RF
9,2009,10,9.522431076,7.95397302,RF
9,2016,4,10.01170127,11.34068526,RF
5,2018,3,55.95462359,37.51200694,RF
6,2020,5,8.113904755,6.51702414,RF
5,2017,3,33.21987992,30.01158807,RF
4,2020,1,2.518471169,4.25081996,RF
9,2011,1,10.53014893,10.7058509,RF
9,2009,6,5.417222821,9.41457603,RF
4,2015,10,1.592861098,3.28203254,RF
4,2015,12,6.679375435,8.07812276,RF
2,2016,11,5.966413644,6.65692528,RF
4,2014,10,0.768043714,3.75424807,RF
9,2014,2,16.08534286,18.61621918,RF
9,2010,10,7.246847269,11.19397473,RF
8,2017,11,4.235207746,3.38095683,RF
4,2020,12,1.062534016,4.44790295,RF
4,2013,6,2.859771397,3.69784241,RF
3,2020,11,2.697623188,4.48784975,RF
6,2018,1,7.078320287,10.57075307,RF
2,2019,2,29.52620352,27.60108039,RF
2,2019,1,11.06682136,9.43311207,RF
3,2020,12,5.125539483,4.44263935,RF
0,2019,4,20.95981566,14.02302991,RF
5,2017,10,5.991059778,8.04502822,RF
4,2016,11,1.054710671,3.25774524,RF
6,2018,3,28.92864225,28.85501745,RF
9,2009,8,6.89515517,5.51298983,RF
4,2013,11,0.643760028,4.64524746,RF
5,2017,1,18.34944128,18.65052174,RF
9,2009,5,6.472561342,11.42562077,RF
4,2019,4,4.939601342,6.40665803,RF
9,2012,9,9.829398956,5.05604542,RF
6,2020,4,8.070299848,11.41030721,RF
1,2017,9,10.11482402,8.0699288,RF
0,2018,1,8.390190468,9.34942383,RF
3,2020,3,19.15736299,18.97147053,RF
1,2019,1,1.282058107,5.68123847,RF
6,2020,3,17.21032921,21.60572043,RF
3,2018,5,2.690658272,4.76518086,RF
5,2017,2,20.04127656,23.82247666,RF
9,2015,12,12.23107378,9.85071492,RF
5,2018,11,9.311518604,11.5636171,RF
4,2015,3,3.183373017,3.39675627,RF
4,2020,6,1.612809636,3.57742693,RF
2,2017,4,13.72131194,14.3271495,RF
5,2019,1,24.95420422,19.08817778,RF
0,2018,11,5.923436408,9.50919514,RF
9,2010,4,16.90699824,23.4117123,RF
2,2017,2,2.58968786,7.59731341,RF
0,2018,3,44.83177431,37.90088865,RF
9,2017,3,14.13806472,23.31015147,RF
3,2018,9,3.700958981,4.04254027,RF
3,2019,1,6.806638277,11.10239431,RF
9,2016,1,8.649094367,9.91367229,RF
1,2017,4,23.01616592,15.95361788,RF
0,2017,1,27.05581825,24.79565857,RF
0,2019,5,3.815908361,10.54084111,RF
4,2019,9,2.396050783,4.94921148,RF
4,2017,4,14.06096151,9.28426769,RF
5,2017,7,5.73535214,5.05604542,RF
6,2019,4,13.45922564,9.17062286,RF
7,2017,1,15.41037358,19.18337117,RF
5,2017,12,12.04178737,8.49525554,RF
1,2019,5,49.05105595,42.4179346,RF
7,2019,2,27.73311196,24.701397,RF
7,2019,4,13.98024882,11.38051476,RF
1,2019,2,38.42358928,29.59373423,RF
7,2018,11,7.6025644,11.15859519,RF
3,2018,3,16.21403981,19.11648913,RF
5,2019,11,26.89724951,17.25532035,RF
9,2015,9,6.61753809,5.05604542,RF
7,2017,4,31.61098847,27.21018523,RF
4,2015,5,4.285434513,3.69784241,RF
0,2017,12,0.546181582,3.90771176,RF
4,2020,3,6.507192328,8.95720086,RF
7,2019,1,28.00418053,19.82036904,RF
3,2019,2,17.75361921,12.26999533,RF
8,2018,1,3.036029783,3.38095683,RF
4,2017,12,1.265862588,3.1752645,RF
4,2019,3,8.911605507,9.08904931,RF
9,2011,6,8.601766894,11.71492317,RF
5,2019,5,33.54498705,28.34267133,RF
9,2014,1,3.826331704,6.79989176,RF
0,2017,2,17.70296987,18.0254072,RF
4,2017,11,2.240949109,6.74008914,RF
1,2019,4,21.69245449,13.50557109,RF
9,2009,4,8.29068947,12.5436413,RF
6,2019,9,1.828964745,5.49419409,RF
4,2018,1,3.815883693,6.6451225,RF
4,2019,5,10.49457265,9.28426769,RF
3,2017,5,4.409070621,4.76518086,RF
4,2016,1,12.80936478,7.39338212,RF
9,2013,12,7.64620794,8.23884187,RF
9,2017,1,7.227270556,9.86307097,RF
7,2016,12,5.848278069,9.78941739,RF
3,2017,10,0.981763519,4.25345653,RF
9,2016,10,11.44761013,17.92167544,RF
8,2018,3,32.58603513,28.17645342,RF
3,2020,10,2.822406604,3.88174661,RF
9,2015,2,27.83080087,21.34072752,RF
3,2020,9,3.920682208,4.04254027,RF
0,2018,12,9.64312643,6.52146654,RF
9,2012,10,13.61446888,13.28667216,RF
9,2013,9,10.13412501,11.56131569,RF
1,2017,10,2.74337293,6.04046705,RF
4,2018,10,1.50759297,3.1752645,RF
3,2020,1,3.218538485,5.20324105,RF
5,2016,12,5.484272443,9.53636026,RF
9,2013,1,7.309064098,8.95666538,RF
4,2019,1,4.525495613,7.82152015,RF
8,2017,10,2.93672387,3.51797498,RF
0,2018,2,2.498632739,4.83241205,RF
3,2018,1,5.656245483,6.29387745,RF
9,2015,11,16.64762587,13.62590186,RF
5,2019,2,24.92049038,24.39404143,RF
5,2018,12,13.86023451,9.82768941,RF
6,2019,3,23.64348657,24.06072555,RF
1,2018,1,5.653355531,10.64621553,RF
2,2018,4,9.618171061,11.52245359,RF
4,2016,5,2.869377965,3.57742693,RF
2,2017,5,16.61527819,14.5600385,RF
7,2019,9,10.38984487,8.00237283,RF
0,2018,10,4.346560852,13.1859572,RF
1,2018,12,6.878712176,5.75611957,RF
9,2009,11,14.38211176,9.47498979,RF
3,2017,9,8.65570481,5.47118468,RF
0,2017,9,3.331262836,4.09732598,RF
7,2017,5,6.615374114,4.91067637,RF
5,2016,10,19.45612758,19.60224528,RF
4,2016,10,5.859264947,7.91487445,RF
9,2016,9,6.126430906,5.05604542,RF
0,2018,4,8.692970257,8.53542211,RF
4,2017,1,12.50871221,11.43191164,RF
9,2010,12,14.14622876,15.53828851,RF
4,2015,4,7.150572033,7.56953519,Linear
8,2018,2,5.450234295,9.73223368,Linear
7,2018,12,19.96671802,14.96349452,Linear
3,2019,4,5.828626136,10.41743801,Linear
3,2017,12,0.567424986,2.31813766,Linear
9,2014,3,11.35296671,12.67695437,Linear
6,2018,4,11.11017613,13.13068706,Linear
4,2014,2,6.7912084,11.26217282,Linear
5,2019,4,14.78028042,18.7034837,Linear
4,2016,4,11.08191898,6.74157709,Linear
2,2018,2,2.398463588,0.22915136,Linear
9,2012,5,5.654710074,11.28721879,Linear
2,2019,4,21.81838127,11.41910622,Linear
0,2019,3,13.16736556,23.64352354,Linear
7,2019,10,3.099965587,1.15093154,Linear
4,2014,4,4.297692827,9.08996043,Linear
3,2018,2,2.291174492,3.82136569,Linear
6,2019,2,27.07093515,20.42028586,Linear
4,2013,4,4.280438492,2.5846903,Linear
2,2016,12,6.939217466,6.24051889,Linear
9,2015,10,3.580061972,6.42646655,Linear
7,2018,10,8.359141989,0.24520862,Linear
2,2017,12,0.399636535,-6.85370467,Linear
5,2018,10,16.42467201,6.951014,Linear
3,2017,11,1.898530626,6.34259986,Linear
9,2011,5,22.76611819,15.11586283,Linear
9,2016,2,14.13958863,15.36180984,Linear
4,2018,4,4.312692098,13.26606342,Linear
0,2019,2,33.38872766,29.60000136,Linear
1,2018,10,5.483880108,5.81990469,Linear
9,2014,12,5.660187314,7.35153221,Linear
9,2012,6,3.003905531,7.87209326,Linear
7,2018,4,11.33125405,18.16074042,Linear
6,2019,5,31.80515037,23.69849253,Linear
7,2019,12,19.90500868,22.80907412,Linear
2,2019,3,9.796348087,18.52028011,Linear
4,2018,5,4.234862606,0.06480587,Linear
0,2016,10,8.936654568,6.83418495,Linear
2,2017,1,22.52026988,16.37341108,Linear
5,2017,11,20.11259489,18.38363744,Linear
4,2019,12,4.210894541,4.4017037,Linear
9,2011,10,2.815849998,11.14463603,Linear
2,2017,9,3.163764948,1.48949138,Linear
5,2018,5,5.997186408,10.46440137,Linear
3,2018,10,1.654591795,3.7361545,Linear
6,2019,1,10.72167751,12.39420646,Linear
6,2019,11,1.73158028,2.3791481,Linear
2,2018,10,4.785497627,3.56984202,Linear
4,2017,5,3.646871045,-0.19225832,Linear
9,2012,3,20.49871571,21.80264716,Linear
9,2012,12,6.189997767,9.41796613,Linear
9,2016,3,30.29992254,25.90911274,Linear
9,2015,6,2.993042835,9.31425459,Linear
3,2019,3,24.17831357,19.58909977,Linear
9,2015,5,3.158080504,5.62806649,Linear
1,2019,9,4.392512268,3.97513969,Linear
9,2010,2,25.35982305,13.87524028,Linear
8,2017,12,0.573315257,8.75591628,Linear
9,2012,2,19.93780669,17.98864966,Linear
9,2014,11,21.7346092,10.56970882,Linear
7,2017,3,23.12237426,22.79714425,Linear
0,2016,12,7.952245853,12.05885643,Linear
4,2018,3,8.222585618,20.36161392,Linear
5,2019,10,3.009202133,7.44699346,Linear
9,2013,3,8.295660054,18.58200881,Linear
4,2015,11,2.349283581,3.45077658,Linear
4,2016,3,14.14796359,13.60953835,Linear
9,2014,9,7.560305695,4.05060617,Linear
5,2018,4,25.78419954,18.51946784,Linear
9,2013,5,8.231487228,5.92795148,Linear
1,2017,11,6.565297143,8.41794897,Linear
9,2011,2,21.85212517,15.03189724,Linear
0,2017,5,16.74672866,17.2124231,Linear
0,2017,10,3.92764713,2.55615777,Linear
4,2014,1,1.350812486,-2.92690594,Linear
3,2020,4,11.46218612,16.22726437,Linear
1,2018,11,8.418840492,16.4404105,Linear
1,2017,3,17.00566978,15.86014123,Linear
9,2013,6,11.37042125,9.35269807,Linear
9,2012,1,11.21531196,14.06616372,Linear
6,2018,12,6.730787384,9.93685853,Linear
5,2018,1,13.12864585,19.49742946,Linear
9,2015,1,11.79381079,9.8387733,Linear
7,2019,3,32.40258604,26.92532701,Linear
9,2016,11,16.71486408,14.23380912,Linear
7,2017,12,16.55112317,11.60681691,Linear
4,2015,2,3.489009626,9.80246995,Linear
9,2013,4,13.75221182,14.28826613,Linear
3,2017,8,5.373447316,5.13896314,Linear
4,2018,2,1.994999386,3.15486487,Linear
9,2011,12,11.59651672,6.35768303,Linear
7,2018,2,9.218989577,13.83952378,Linear
6,2018,10,1.414425093,1.72307806,Linear
9,2010,11,15.01841214,13.22486009,Linear
9,2009,10,9.522431076,2.8503768,Linear
9,2016,4,10.01170127,18.17117742,Linear
5,2018,3,55.95462359,26.25774407,Linear
6,2020,5,8.113904755,9.02183359,Linear
5,2017,3,33.21987992,23.66693017,Linear
4,2020,1,2.518471169,2.78343054,Linear
9,2011,1,10.53014893,13.82390396,Linear
9,2009,6,5.417222821,8.38471915,Linear
4,2015,10,1.592861098,-3.53612438,Linear
4,2015,12,6.679375435,2.90299211,Linear
2,2016,11,5.966413644,9.64930496,Linear
4,2014,10,0.768043714,-0.27210936,Linear
9,2014,2,16.08534286,14.85202495,Linear
9,2010,10,7.246847269,6.46662865,Linear
8,2017,11,4.235207746,8.86651849,Linear
4,2020,12,1.062534016,-1.16876265,Linear
4,2013,6,2.859771397,1.0860992,Linear
3,2020,11,2.697623188,3.1321306,Linear
6,2018,1,7.078320287,14.64438447,Linear
2,2019,2,29.52620352,24.41372573,Linear
2,2019,1,11.06682136,9.35236086,Linear
3,2020,12,5.125539483,0.27825615,Linear
0,2019,4,20.95981566,17.20136182,Linear
5,2017,10,5.991059778,9.20306498,Linear
4,2016,11,1.054710671,5.17263873,Linear
6,2018,3,28.92864225,24.48090503,Linear
9,2009,8,6.89515517,7.36509239,Linear
4,2013,11,0.643760028,-1.07810373,Linear
5,2017,1,18.34944128,19.98495527,Linear
9,2009,5,6.472561342,12.32113191,Linear
4,2019,4,4.939601342,3.5931641,Linear
9,2012,9,9.829398956,7.50381422,Linear
6,2020,4,8.070299848,12.92379517,Linear
