date,rh,es,sw_in,H,vpd,vp,Rn,ws,t_avg,G,t_dew,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2006-03-03,48.10189583333334,1.3237666860697686,221.8745625,81.71365624999997,0.7712291666666665,0.5525375194031017,87.2654166666667,2.5322291666666663,10.531291666666666,-4.236541666666667,-1.850332246801916,10.405947916666667,98.93785416666668,3.633,17.99,0.0,0.0,3.0,0.0,8.0,3.3694712636468114,232.01524975900105,92.11960416666665,91.50195833333336,0.9267393429406006,1.0332206245901618,85.37086143736485,9.643601334965775,1.0790520631474854,1.0067500832177083,75.72726010239906,0.36309558030744665,0.33649495951875913,5.6,3.8,0.0,0.08855130513651556,0.06649430257727222,0.2526783497936344,False,
2006-03-04,45.85916666666666,1.5998793817791253,119.40185416666668,,0.8914791666666665,0.7084002151124587,30.88564583333333,4.46075,13.528541666666653,-2.7345625000000013,1.6860004283069605,,143.8027291666666,7.69,20.87,0.0,0.0,5.0,0.0,5.0,4.194625698683883,234.04509746322827,,33.62020833333333,0.96680328946866,1.0342481453728851,,8.228068052225295,1.0343365717648565,,,,0.2879255000146588,7.7000003,5.0,0.0,,0.05758510000293176,0.2879255000146588,True,0.2879255000146588
2006-03-05,56.996875,1.8969650520350736,232.6063958333333,65.08106250000002,0.8950416666666667,1.0019233853684055,88.27550000000002,3.77615625,15.920416666666668,0.3274583333333338,6.406754278572746,,199.68122916666664,8.23,23.44,0.0,0.0,2.0,1.0,6.0,4.258515010055465,236.079321942306,,87.94804166666668,0.993295174909612,1.0356818059533228,,8.771599548151531,1.0067500832177083,,64.64470535924089,,0.3076489977636204,7.4,4.9,0.7,,0.06278550974767763,0.3076489977636204,True,0.3076489977636204
2006-03-06,48.80252083333332,1.9154802018958283,230.11747916666667,67.302125,1.1852083333333334,0.7302718685624945,71.17770833333334,3.0639374999999998,15.286479166666664,-2.1437916666666683,2.215451473224752,10.559666666666663,167.62447916666662,3.333,26.75,0.0,0.0,1.0,0.0,1.0,4.884429870886868,238.11709917297532,77.86179166666669,73.32150000000001,0.9807734773838729,1.0372514967075064,76.36478016825535,10.356640996681236,1.0196034283751352,1.061923060312005,66.0081391715741,0.3701375343501599,0.3630210766748991,6.8,4.6,0.0,0.0789176253641085,0.06278550974767763,0.2888133448393171,False,
2006-03-07,,2.4800490538769617,154.83535416666663,44.43361458333334,,1.7708759931962579,43.63839583333333,6.925333333333334,20.52170833333333,6.790937500000001,,1.3928229166666652,169.10429166666663,15.07,27.64,0.0,0.0,3.0,0.0,3.0,4.522429512335072,240.15760738328999,45.8264375,36.847458333333336,0.9869946130119576,1.0367806628781435,45.23044694602917,1.3747087156296014,1.0131767557964215,1.243679742723096,43.855738230399574,0.04906729160806601,0.04842915249224799,8.8,5.7000003,0.0,0.008496342095323748,0.05419691128473166,0.3089224105820439,False,
2006-03-08,57.60062500000001,2.4758072798706547,144.45566666666662,30.24773958333333,1.1495833333333334,1.3262239465373211,35.52216666666669,5.2142083333333344,20.609583333333337,3.1970208333333328,9.786138995376293,10.881750000000002,197.5155000000001,15.53,26.56,0.0,0.0,2.0,0.0,3.0,5.012192279046829,242.200027747068,41.12948958333333,32.32514583333335,0.96083331673643,1.037711233801701,39.51858389203061,10.455547944396653,1.04076324434357,1.272368260777374,29.063035947633967,0.3833819549321108,0.3683661553343166,7.5,4.9,0.0,0.07517676639475848,0.056599998562891385,0.2773399929581678,False,
2006-03-09,78.84437500000001,1.1760759995369705,162.588875,,0.28575,0.8903259995369703,57.75125000000003,4.132270833333334,9.094062500000003,-8.154645833333333,5.100865507511571,,233.57050000000007,5.886,17.66,0.0,0.0,2.0,0.7999999999999999,6.0,2.97873439713898,244.24354507455155,,65.90589583333336,0.9539315383430459,1.0407349901665073,,5.360259254938581,1.0482932577498945,,,,0.18677999525754155,4.7000003,3.3,1.0,,0.056599998562891385,0.18677999525754155,True,0.18677999525754155
2006-03-10,45.27166666666666,1.897657905726008,165.8441875,,1.2493333333333334,0.6483245723926743,48.40333333333333,3.680979166666667,15.407270833333332,-2.1892083333333336,0.1695629982336122,,177.0589791666666,6.352,25.63,0.0,0.0,3.0,0.0,3.0,5.104356020977369,246.28734849789242,,50.59254166666666,0.9539315383430459,1.043698535230692,,8.483074883119782,1.0482932577498945,,,,0.2973832269549273,8.5,5.5,0.0,,0.0540696776281686,0.2973832269549273,True,0.2973832269549273
2006-03-11,27.966666666666654,2.031883883798995,242.72975000000002,70.3892916666667,1.537979166666667,0.4939047171323282,85.62354166666665,2.252322916666667,17.001041666666666,-2.2101875000000004,-3.1029681004538325,8.105864583333334,169.7927916666667,8.97,25.22,0.0,0.0,1.0,0.0,3.0,4.651869149666274,248.3306321500916,78.49515625000002,87.83372916666666,0.9416878090077344,1.0442064178892254,73.91793170678228,7.633193859592558,1.061923060312005,0.8936789658680384,66.28473784718972,0.2845942256533272,0.26799891281173444,6.0,4.2000003,0.0,0.06380926039737055,0.06926078947245022,0.2908953365625278,False,
2006-03-12,,2.7564003971659,218.30570833333329,59.46679166666666,,,62.65564583333333,6.0692708333333325,21.86272916666667,4.913874999999999,,,201.0813958333333,13.84,30.31,0.0,0.0,1.0,0.0,2.0,,250.37259583603932,,57.74177083333333,0.9416878090077344,1.0452605120492504,,12.688356632737527,1.061923060312005,,55.99915275330272,,0.44757166089480144,10.8,6.9,0.0,,0.06486545810069587,0.44757166089480144,True,0.44757166089480144
