date,ws,vpd,t_avg,sw_in,es,t_dew,vp,wd,theta_2,rh,H,LE,theta_mean,Rn,theta_1,G,t_min,t_max,G_subday_gaps,LE_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,ASCE_ETo,rso,flux,energy,H_corr,ebr,flux_corr,ebr_5day_clim,ebc_cf,LE_corr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,161.5319659077687,,,,,,1.3177326080109628,0.7588793006416068,,1.3177326080109628,,,2.5,1.8000001,0.0,,,,False,
1997-01-02,,,,,,,,,,,,,,,,,,,,,,,,,162.01744378095708,,,,,,1.341321220832087,0.7455335712795561,,1.341321220832087,,,2.7,1.9,1.8000001,,,,False,
1997-01-03,,,,,,,,,,,,,,,,,,,,,,,,,162.54136958935325,,,,,,1.3630764634034398,0.7336345589176404,,1.3630764634034398,,,2.5,1.7,2.6000001,,,,False,
1997-01-04,,,,,,,,,,,,,,,,,,,,,,,,,163.1035715408031,,,,,,1.3806798205883593,0.7242808832925961,,1.3806798205883593,,,2.7,1.8000001,0.0,,,,False,
1997-01-05,,,,,,,,,,,,,,,,,,,,,,,,,163.7038634114082,,,,,,1.417116219515013,0.7056584253493584,,1.417116219515013,,,2.1000001,1.4,5.4,,,,False,
1997-01-06,,,,,,,,,,,,,,,,,,,,,,,,,164.3420444291422,,,,,,1.432820459592236,0.697924149048366,,1.432820459592236,,,3.4,2.1000001,0.3,,,,False,
1997-01-07,,,,,,,,,,,,,,,,,,,,,,,,,165.0178991563425,,,,,,1.4497329721623295,0.6897822007238089,,1.4497329721623295,,,4.1,2.6000001,0.0,,,,False,
1997-01-08,,,,,,,,,,,,,,,,,,,,,,,,,165.7311973721865,,,,,,1.4613136964135955,0.6843157649546658,,1.4613136964135955,,,3.5,2.2,0.0,,,,False,
1997-01-09,,,,,,,,,,,,,,,,,,,,,,,,,166.48169395629802,,,,,,1.467897756616478,0.6812463575835227,,1.467897756616478,,,2.7,1.8000001,0.0,,,,False,
1997-01-10,,,,,,,,,,,,,,,,,,,,,,,,,167.26912877465602,,,,,,1.4718984758750433,0.6793946840698374,,1.4718984758750433,,,3.6000001000000004,2.3,0.0,,,,False,
1997-01-11,,,,,,,,,,,,,,,,,,,,,,,,,168.09322656899676,,,,,,1.4688415532512433,0.6808086262173927,,1.4688415532512433,,,3.0,2.0,1.4,,,,False,
1997-01-12,,,,,,,,,,,,,,,,,,,,,,,,,168.95369685091512,,,,,,1.4687328005445557,0.6808590368712636,,1.4687328005445557,,,1.3000001,1.0,56.7,,,,False,
1997-01-13,,,,,,,,,,,,,,,,,,,,,,,,,169.85023380187928,,,,,,1.4684833635331038,0.6809746877853936,,1.4684833635331038,,,1.6,1.1,32.5,,,,False,
1997-01-14,,,,,,,,,,,,,,,,,,,,,,,,,170.78251618037083,,,,,,1.473678802745619,0.6785739186428513,,1.473678802745619,,,1.6,1.2,4.0,,,,False,
1997-01-15,,,,,,,,,,,,,,,,,,,,,,,,,171.7502072373578,,,,,,1.4814516116418577,0.6750136097200798,,1.4814516116418577,,,1.0,0.90000004,14.8,,,,False,
1997-01-16,,,,,,,,,,,,,,,,,,,,,,,,,172.75295464129863,,,,,,1.482484382979191,0.6745433621299987,,1.482484382979191,,,1.7,1.3000001,0.5,,,,False,
1997-01-17,,,,,,,,,,,,,,,,,,,,,,,,,173.79039041385172,,,,,,1.4824318565947052,0.674567262941246,,1.4824318565947052,,,2.9,2.0,0.0,,,,False,
1997-01-18,,,,,,,,,,,,,,,,,,,,,,,,,174.86213087744667,,,,,,1.4800718462004014,0.6756428767746455,,1.4800718462004014,,,3.4,2.2,0.0,,,,False,
1997-01-19,,,,,,,,,,,,,,,,,,,,,,,,,175.9677766158394,,,,,,1.4717627905807489,0.6794573190734124,,1.4717627905807489,,,3.2,2.1000001,0.0,,,,False,
1997-01-20,,,,,,,,,,,,,,,,,,,,,,,,,177.10691244874138,,,,,,1.4712673089744968,0.6796861412607749,,1.4712673089744968,,,2.4,1.7,0.0,,,,False,
1997-01-21,,,,,,,,,,,,,,,,,,,,,,,,,178.2791074215723,,,,,,1.4740363740556637,0.6784093103812628,,1.4740363740556637,,,2.6000001,1.8000001,0.0,,,,False,
1997-01-22,,,,,,,,,,,,,,,,,,,,,,,,,179.4839148113388,,,,,,1.4790130503944996,0.6761265559714084,,1.4790130503944996,,,1.7,1.2,0.0,,,,False,
1997-01-23,,,,,,,,,,,,,,,,,,,,,,,,,180.7208721495961,,,,,,1.4796413429946007,0.6758394557806358,,1.4796413429946007,,,2.2,1.6,2.9,,,,False,
1997-01-24,,,,,,,,,,,,,,,,,,,,,,,,,181.9895012633924,,,,,,1.4794174945537022,0.6759417160344392,,1.4794174945537022,,,2.6000001,1.8000001,5.5,,,,False,
1997-01-25,,,,,,,,,,,,,,,,,,,,,,,,,183.2893083350409,,,,,,1.4710493360566042,0.6797868538390893,,1.4710493360566042,,,2.0,1.5,9.1,,,,False,
1997-01-26,,,,,,,,,,,,,,,,,,,,,,,,,184.6197839815031,,,,,,1.463138041394204,0.6834625111975858,,1.463138041394204,,,2.2,1.6,19.6,,,,False,
1997-01-27,,,,,,,,,,,,,,,,,,,,,,,,,185.9804033541025,,,,,,1.4526359442747756,0.6884037283679134,,1.4526359442747756,,,2.3,1.7,0.4,,,,False,
