date,sw_in,ws,LE,Rn,t_avg,wd,rh,lw_in,G,theta_1,H,sw_out,lw_out,t_min,t_max,H_subday_gaps,G_subday_gaps,Rn_subday_gaps,LE_subday_gaps,rso,flux,energy,ebr_corr,ebr_5day_clim,LE_corr,ebc_cf,H_corr,ebr,flux_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2004-04-13,193.20081372535407,5.327012599333332,,,8.039442110395832,216.52550099375,37.01312500000001,,1.8083541666666685,14.323333333333327,,,,2.445097686,11.81590341,13,0,48,13,307.73503459874706,,,0.7244591543179558,0.7244591543179558,67.23552627306229,1.3803400702989983,,,,,2.340493669652893,6.1,4.4,0.7,,0.5319303794665666,2.340493669652893,True,2.340493669652893
2004-04-14,186.03663636856254,,,,,,59.96895833333334,,-7.788625000000002,13.963125,,,,-1.985301353,2.772339811,19,0,48,19,309.8719642681546,,,0.7703290781234807,0.7703290781234807,43.484010298238466,1.2981465043952345,,,,,1.5311146434349467,4.0,2.9,0.0,,0.5279705667017058,1.5311146434349467,True,1.5311146434349467
2004-04-15,,,,,,,56.01500000000002,,,13.823333333333332,,,,,,48,0,48,48,311.9862071567879,,,0.8161990019290059,0.8161990019290059,40.1814721185985,1.2251914026317094,,,,,1.414829035629482,3.8,2.7,0.3,,0.5240107539368452,1.414829035629482,True,1.414829035629482
2004-04-16,,,,,,,65.07208333333332,,,13.500625,,,,,,48,0,48,48,314.0772124723509,,,0.8577955130666091,0.8577955130666091,44.30870133434,1.1657790053307828,,,,,1.5601528235159534,3.8,3.0,1.7,,0.5200509411719845,1.5601528235159534,True,1.5601528235159534
2004-04-17,,,,,,,75.34208333333333,,,13.429791666666672,,,,-1.620602005,2.205593499,41,0,48,41,316.14444485693383,,,0.8951186115362905,0.8951186115362905,42.50561178567376,1.1171703806758102,,,,,1.4966642723806594,3.6000001000000004,2.9,0.4,,0.5160911284071238,1.4966642723806594,True,1.4966642723806594
2004-04-18,208.18840823716667,3.827092462083333,,,-0.5112668755208335,233.72066201666667,74.92645833333333,,-2.738181250000004,13.18145833333333,,,,-4.045213621,2.450081287,13,0,48,13,318.1873843298695,,,0.9324417100059718,0.9324417100059718,41.52875140206285,1.0724530973561828,,,,,1.4339676837983366,3.6000001000000004,2.8,0.0,,0.5121313156422631,1.4339676837983366,True,1.4339676837983366
2004-04-19,203.5777740266459,5.498544636729165,,,0.02586875679166649,209.28577585208328,78.77020833333334,,-4.012152083333337,13.450625000000004,,,,-2.458604465,3.0027736660000004,15,0,48,15,320.2055262068949,,,0.9726280061603322,0.9726280061603322,41.186765003778966,1.0281423048342242,,,,,1.4228802080567269,3.7,2.8,0.90000004,,0.5081715028774024,1.4228802080567269,True,1.4228802080567269
2004-04-20,153.36887740068752,7.183184432520831,60.07115676470833,,-0.24071465027083336,241.85029355208331,81.50916666666669,,-7.448458333333334,13.88145833333334,7.22534946710417,,,-2.753724241,2.148354913,1,0,48,8,322.19838099650013,67.2965062318125,,1.0156162694472448,1.0156162694472448,59.14749356802093,0.9846238486749094,7.1142514003213115,,66.26174496834224,2.0747576181918115,2.042855831091609,4.5,3.2,4.8,0.6383924472161279,0.5042116901125416,1.613477408360133,False,
2004-04-21,129.89710926806256,,,,,,97.71645833333334,,-8.208520833333333,14.122291666666667,,,,-3.83311202,-1.5854264930000002,29,0,48,29,324.1654742744118,,,1.015981454560112,1.015981454560112,36.938901121598455,0.9842699347627054,,,,,1.3006549311291582,3.4,2.6000001,21.4,,0.500251877347681,1.3006549311291582,True,1.3006549311291582
2004-04-22,,,,,,,86.48979166666668,,,14.753125,,,,-0.090854499,3.884574494,23,0,48,25,326.1063465372132,,,1.0168249223130978,1.0168249223130978,47.92235235635314,0.9834534717394376,,,,,1.6873930195815892,4.4,3.4,3.8,,0.4962920645828202,1.6873930195815892,True,1.6873930195815892
2004-04-23,303.54916483718745,2.944400658270834,,,6.229207761770833,218.24331938270836,43.01229166666667,,11.312666666666667,16.912916666666664,,,,2.590149056,8.908014722,23,0,48,23,328.02055303615924,,,1.0174996965154868,1.0174996965154868,53.83694653648973,0.9828012759360854,,,,,1.8708625569082464,4.7000003,3.8,0.0,,0.4923322518179596,1.8708625569082464,True,1.8708625569082464
2004-04-24,330.4258256736667,3.393786604458333,,,2.4068639728958328,299.43417219758334,54.725000000000016,,8.558937499999999,16.872291666666666,,,,-1.987726376,6.045749904,12,0,48,12,329.9076635922937,,,1.0180517844992594,1.0180517844992594,47.955907671199434,0.9822683042512044,,,,,1.6604662927805365,4.3,3.4,0.0,,0.4883724390530989,1.6604662927805365,True,1.6604662927805365
2004-04-25,326.35006548039587,2.1100741248958332,,,6.989088613458332,181.44842242377084,46.08333333333335,,13.745208333333334,15.134791666666665,,,,2.499288114,10.81723255,32,0,48,32,331.7672623940242,,,1.0153415265229866,1.0153415265229866,50.146775151527684,0.9848902796524798,,,,,1.7438855030789202,4.1,3.6000001000000004,0.0,,0.4844126262882382,1.7438855030789202,True,1.7438855030789202
2004-04-26,330.26051542599987,1.4756946539583335,,,11.791771234229168,151.30923743325002,28.41791666666667,,14.736625000000007,14.403541666666666,,,,9.25168877,14.38470506,38,0,48,38,333.5989477783488,,,1.0126312685467138,1.0126312685467138,57.761500732385656,0.9875262902311502,,,,,2.0179019609340294,5.0,4.2000003,0.0,,0.4804528135233775,2.0179019609340294,True,2.0179019609340294
2004-04-27,289.65811786314583,6.2229469867708325,,,13.4828066924375,232.1808052585416,26.113125,,11.80929166666666,13.914375000000007,,,,9.504324307000001,16.2913196,14,0,48,14,335.4023319969674,,,1.0112761395585774,1.0112761395585774,83.0659619215102,0.9888495939758852,,,,,2.906607304626952,8.6,6.1,0.6,,0.4764930007585168,2.906607304626952,True,2.906607304626952
2004-04-28,224.78063003887502,7.771623569479168,44.29742082335415,,-0.7076143816249999,285.2064106518542,65.34166666666667,,-17.581225,13.482916666666668,68.20885355083333,,,-5.078686877,8.360660206,0,0,48,0,337.1770409685423,112.50627437418748,,1.0117300700857788,1.0117300700857788,43.78383338907622,0.988405929177548,67.41803527204671,,111.20186866112293,1.529285172620824,1.5115545320217327,6.4,4.3,0.0,0.351524309772496,0.4725331879936561,2.031892708372721,False,
2004-04-29,340.9519290733333,,,,,,54.72166666666666,,4.807770833333332,13.181041666666673,,,,-4.813480526,-0.73630272,27,0,48,27,338.92271401839747,,,1.0039837631281114,1.0039837631281114,45.24581389669336,0.9960320442676291,,,,,1.5931494757779043,4.4,3.4,0.0,,0.4685733752287954,1.5931494757779043,True,1.5931494757779043
2004-04-30,345.30169845166665,,,,,,31.53708333333333,,15.5183125,13.055833333333334,,,,,,48,0,48,48,340.63900360697016,,,0.9944154212801941,0.9944154212801941,51.461017621304855,1.005615941386565,,,,,1.8119928936093448,4.7000003,3.9,0.0,,0.4646135624639347,1.8119928936093448,True,1.8119928936093448
2004-05-01,,,,,,,28.98375,,,12.907291666666666,,,,,,48,0,48,48,342.32557504834307,,,0.9847552858885852,0.9847552858885852,62.79683099647743,1.0154807131577457,,,,,2.211137998555555,6.0,4.8,0.0,,0.460653749699074,2.211137998555555,True,2.211137998555555
2004-05-02,,,,,,,27.100625000000004,,,12.716041666666667,,,,,,48,0,48,48,343.98210622019036,,,0.974096760969726,0.974096760969726,68.74213168314004,1.0265920595039113,,,,,2.42047786575133,6.8,5.3,0.0,,0.4566939369342133,2.42047786575133,True,2.42047786575133
2004-05-03,,,,,,,36.28916666666667,,,12.50083333333333,,,,,,48,0,48,48,345.6082872664892,,,0.9629805165975212,0.9629805165975212,64.28876962987697,1.0384426089255459,,,,,2.2636706208467627,6.2000003,5.0,0.0,,0.4527341241693526,2.2636706208467627,True,2.2636706208467627
2004-05-04,,,,,,,30.27083333333334,,,12.289791666666664,,,,10.96578554,19.41589732,13,0,48,13,347.20382029432744,,,0.9518642722253164,0.9518642722253164,72.64818148651945,1.0505699490770353,,,,,2.558013709637897,7.7000003,5.7000003,0.0,,0.4487743114044919,2.558013709637897,True,2.558013709637897
2004-05-05,331.15281470362487,7.1297107041666665,67.7668883741875,,13.361526865749994,234.74079345,27.55458333333334,,8.5200625,12.047500000000005,52.109526390854185,,,9.013315592,17.5012672,0,0,48,0,348.76841906614885,119.8764147650417,,0.9407480278531116,0.9407480278531116,72.03511074994104,1.0629838919589425,55.3915871710874,,127.42669792102842,2.3709939504746784,2.5203283772866816,6.6,5.1,0.0,0.4941820347620944,0.4439957853701095,2.2643785053875582,False,
2004-05-06,255.39635345127084,3.0560995703541662,,,12.20567707558333,186.01541274181253,27.19666666666668,,5.897729166666663,11.851458333333328,,,,8.995873865,15.56152094,17,0,48,17,350.30180868875107,,,0.9300507125725396,0.9300507125725396,67.5101645222386,1.0752101863714283,,,,,2.359404477257565,7.3,5.5,0.0,,0.4289826322286482,2.359404477257565,True,2.359404477257565
2004-05-07,320.378996086375,4.6769981491875,60.496726474416654,,11.901489504395833,211.24157110000002,26.296666666666663,,8.521145833333339,11.696666666666665,65.04682976597917,,,6.695209492999999,15.51813077,5,0,48,5,351.8037253003409,125.54355624039582,,0.9193146069302548,0.9193146069302548,65.80633661029857,1.0877668998855214,70.75578836192042,,136.56212497221898,2.1136786503792546,2.299189672877255,7.7000003,5.7000003,0.0,0.40336658804689096,0.4289826322286482,2.4452011323980845,False,
2004-05-08,300.03356149943755,5.917981432541668,55.65088845752086,,7.982480323437499,235.09562137312503,45.15583333333336,,3.7406250000000014,11.474791666666668,63.916724172489594,,,4.6186868830000005,11.1830295,4,0,48,4,353.27391575691735,119.56761263001043,,0.9099816070865878,0.9099816070865878,61.15605856660516,1.0989233103310918,70.23957811315157,,131.3956366797567,1.9371231578800747,2.1287497931765897,6.5,4.9,0.0,0.4344387333013448,0.4289826322286482,2.1020148979203763,False,
2004-05-09,249.9010032405625,3.3775808760624995,39.87597775853124,,5.0501209299999985,90.70374571041668,58.40187500000001,,-1.4637500000000017,11.333958333333335,52.450123323979156,,,1.869414747,8.131567025,9,0,48,9,354.7121373192301,92.32610108251042,,0.901280289799548,0.901280289799548,44.243703329404866,1.1095327517063622,58.195129658992656,,102.43883298839752,1.3841616562063401,1.5357726912170562,4.9,4.0,0.0,0.383943172804264,0.4072494980508328,1.628997992203331,False,
2004-05-10,,,,,,,78.15854166666666,,,11.496250000000002,,,,0.6756047470000001,5.789055244,28,0,48,30,356.11815734151736,,,0.900815766057714,0.900815766057714,35.85453920421646,1.1101049045537368,,,,,1.2624734846825314,4.0,3.1000001,13.2,,0.4072494980508328,1.2624734846825314,True,1.2624734846825314
2004-05-11,,,,,,,98.24437499999998,,,13.41645833333333,,,,-2.018864968,1.939140506,19,0,48,22,357.49175296318685,,,0.9003124519541679,0.9003124519541679,29.05279446706912,1.1107255018293436,,,,,1.0229773826320092,3.3,2.5,10.7,,0.4091909530528037,1.0229773826320092,True,1.0229773826320092
2004-05-12,188.1114270134792,4.179522527302082,,,0.1962858800625,,96.15604166666668,,-8.406710416666664,14.760208333333336,,,,-0.853664311,1.898712822,3,0,48,4,358.83271080455415,,,0.8999009313943127,0.8999009313943127,28.718307751637965,1.1112334314962793,,,,,0.9922917426866209,2.9,2.3,8.1,,0.431431192472444,0.9922917426866209,True,0.9922917426866209
2004-05-13,311.81393414681236,2.6351856980000004,,,2.978690218666667,219.96140075125004,66.000625,,12.77260208333333,14.121250000000002,,,,-2.052465138,7.40716949,18,0,48,18,360.1408266676976,,,0.8995496286068722,0.8995496286068722,47.14340638061052,1.1116674035524807,,,,,1.633217200178647,4.0,3.6000001000000004,0.0,,0.4536714318920842,1.633217200178647,True,1.633217200178647
2004-05-14,330.2589987608125,1.6699820926875004,,,8.075900473833332,151.147161118375,44.86479166666667,,13.959812500000005,13.66958333333333,,,,6.245530182,10.52643969,28,0,48,28,361.4159052434307,,,0.8991667500481544,0.8991667500481544,60.15272523570482,1.1121407680460218,,,,,2.094011353771588,5.3,4.4,0.0,,0.4759116713117245,2.094011353771588,True,2.094011353771588
2004-05-15,146.28256030047916,3.6200478723125,,,7.018138432541663,160.72797313135416,64.165625,,-1.5503124999999995,13.360000000000005,,,,2.765776365,9.816227773,6,0,48,11,362.65775982532926,,,0.8986927165741159,0.8986927165741159,58.72982545397551,1.112727388970142,,,,,2.0424228339985957,5.2000003,4.1,1.6,,0.4981519107313648,2.0424228339985957,True,2.0424228339985957
2004-05-16,237.0053828829583,4.0155009525625,,,3.28047957875,234.61357043770832,74.956875,,0.909372916666668,13.531041666666667,,,,-0.355162176,6.753834658,11,0,48,11,363.8662120316777,,,0.8982186831000775,0.8982186831000775,52.559557517196254,1.1133146290707718,,,,,1.8213725255285176,4.2000003,3.5,2.9,,0.520392150151005,1.8213725255285176,True,1.8213725255285176
2004-05-17,278.09058260935416,3.533464305666667,,,5.9604827937291684,,60.79270833333332,,7.641783333333333,13.132708333333332,,,,3.138178752,9.307861415,21,0,48,21,365.04109153613103,,,0.8977834399877517,0.8977834399877517,59.35245085078817,1.113854361151552,,,,,2.0620030803684517,4.8,3.8,0.4,,0.5426323895706453,2.0620030803684517,True,2.0620030803684517
2004-05-18,160.5042435430834,5.1992002331458345,,,3.4957830261250002,,91.65749999999996,,-7.6448750000000025,13.752708333333334,,,,-0.949604925,6.186797184,11,0,48,12,366.18223580780835,,,0.8973869872371385,0.8973869872371385,50.52154279759308,1.1143464460954409,,,,,1.7511052063571484,3.8,3.1000001,8.6,,0.5648726289902857,1.7511052063571484,True,1.7511052063571484
2004-05-19,123.26174455547908,,,,,,91.64979166666666,,-5.0754166666666665,14.717708333333333,,,,2.447886489,6.524496491,40,0,48,42,367.2894898614549,,,0.8969517441248126,0.8969517441248126,55.02466651637496,1.114887179327284,,,,,1.937472465752756,3.6000001000000004,3.3,9.3,,0.5871128684099259,1.937472465752756,True,1.937472465752756
2004-05-20,288.5671366541042,2.7816486366875,,,7.014474320208333,242.98179465,65.90520833333336,,18.363687500000005,14.685416666666667,,,,4.278905692,10.57533073,23,0,48,23,368.362706018224,,,0.8971104617789774,0.8971104617789774,73.5923916413437,1.1146899324047477,,,,,2.5592832356901103,4.7000003,4.2000003,0.6,,0.6093531078295662,2.5592832356901103,True,2.5592832356901103
2004-05-21,,,,,,,88.54354166666668,,,14.328958333333338,,,,2.163214487,7.523442123,17,0,48,20,369.4017436775498,,,0.9040715400749968,0.9040715400749968,64.57463194428797,1.106107155985737,,,,,2.2737361132564784,4.3,3.6000001000000004,10.8,,0.6315933472492065,2.2737361132564784,True,2.2737361132564784
2004-05-22,204.25976891960426,,,,,,83.73166666666667,,-3.3470833333333343,14.476666666666668,,,,0.899409888,6.960445802000001,15,0,48,15,370.40646910048986,,,0.9110714087327288,0.9110714087327288,66.84849261924765,1.0976088047708226,,,,,2.3538009773912068,4.7000003,3.6000001000000004,2.1000001,,0.6538335866688467,2.3538009773912068,True,2.3538009773912068
2004-05-23,203.20518744877086,,,,,,94.31541666666664,,-6.902652083333334,14.829166666666667,,,,-1.5780088719999998,3.329225221,16,0,48,17,371.3767552048283,,,0.9189440117837788,0.9189440117837788,48.001632898709715,1.0882055785519311,,,,,1.6901845652212175,3.2,2.5,7.0,,0.6760738260884871,1.6901845652212175,True,1.6901845652212175
2004-05-24,229.72796188854167,2.2038982285833333,,,3.324636695125,142.28261026231252,77.97874999999998,,4.063541666666665,14.622083333333334,,,,-0.6187879070000001,6.8678043839999985,26,0,48,26,372.31248137214567,,,0.9210954484040684,0.9210954484040684,76.57185093678164,1.085663816635556,,,,,2.6535934489308834,4.4,3.8,0.3,,0.6983140655081272,2.6535934489308834,True,2.6535934489308834
2004-05-25,355.7282028347917,2.626925960979166,,,6.164071595187499,166.9049809856875,57.678125,,11.886145833333346,14.114999999999995,,,,2.515297882,9.135263199,17,0,48,17,373.2135332669674,,,0.9237635746604276,0.9237635746604276,89.16626424116926,1.0825280704184477,,,,,3.0983835111894007,5.2000003,4.3,0.0,,0.7205543049277676,3.0983835111894007,True,3.0983835111894007
2004-05-26,82.12245077033333,,,,,,85.00645833333333,,-0.11456458333333125,14.108541666666666,,,,3.748431612,10.08593172,24,0,48,24,374.07980266802025,,,0.9272240704894426,0.9272240704894426,50.62928880635506,1.078487964049663,,,,,1.7827069064337788,3.0,2.4,4.2000003,,0.7427945443474079,1.7827069064337788,True,1.7827069064337788
2004-05-27,134.99459530850004,5.539741744395834,57.996569242145824,,7.3805360270000016,234.41203370416665,88.20770833333334,,3.9977041666666646,14.673958333333335,12.177980563041663,,,5.286237141,10.0118833,2,0,48,2,374.91118731153534,70.1745498051875,,0.9316732794124616,0.9316732794124616,62.249900822228184,1.0733376410994926,13.071084930890613,,75.3209857531188,2.017617539832927,2.1655848508452347,3.5,3.0,14.8,0.7218616169484116,0.7554360028232848,2.2663080084698546,False,
2004-05-28,,,,,,,94.129375,,,16.254791666666666,,,,-0.562659124,6.535184282,20,0,48,23,375.7075907464566,,,0.9376055579764871,0.9376055579764871,62.218216313916514,1.0665465786680814,,,,,2.1907644081875257,3.7,2.9,26.0,,0.7554360028232848,2.1907644081875257,True,2.1907644081875257
2004-05-29,194.5739034464375,4.280466999937498,54.345798857052095,,0.4777399596666664,290.9702412666666,77.47104166666666,,-6.332645833333332,15.15187500000001,39.5771941964479,,,-2.633635529,3.613926655,3,0,48,3,376.4689222013298,93.92299305350001,,0.9459107479661232,0.9459107479661232,57.45341087825175,1.0571821941448265,41.84030499869668,,99.29371587694844,1.8782869347507911,1.985691502913402,3.3,2.6000001,0.5,0.7637274717464058,0.7554360028232848,1.9641336828841407,False,
2004-05-30,311.0546003100417,3.859425753291666,84.03659364879168,,5.409200579125001,274.3427384145833,60.59270833333334,,15.15573958333334,14.507083333333336,56.70584412068752,,,1.016717947,10.1774908,8,0,48,8,377.1950964625728,140.74243776947918,,0.9583685329505768,0.9583685329505768,87.6871378383679,1.0434399352838206,59.1691423195046,,146.8562801578725,2.9180441385870965,3.044803787122652,4.6,3.9,0.0,0.7807189197750389,0.7554360028232848,2.9462004110108113,False,
2004-05-31,383.3308416027707,3.180009730208333,,,7.948796239187501,238.15602872620832,56.05375000000001,,16.408137499999995,14.06041666666667,,,,3.774601651,12.08678009,19,0,48,19,377.8860337637525,,,0.9590221389310342,0.9590221389310342,99.83530294499158,1.042728795723779,,,,,3.4750043809232474,5.4,4.5,0.0,,0.7722231957607215,3.4750043809232474,True,3.4750043809232474
2004-06-01,310.1521899903749,,,,,,52.6175,,14.104937499999995,13.726250000000002,,,,7.532818889,13.5894197,38,0,48,38,378.54165968543134,,,0.9408687239804626,0.9408687239804626,103.0771988997725,1.0628475307047889,,,,,3.62944925174235,5.6,4.7000003,0.0,,0.7722231957607215,3.62944925174235,True,3.62944925174235
2004-06-02,,,,,,,40.697291666666665,,,13.394583333333335,,,,,,48,0,48,48,379.1619050650791,,,0.9227153090298911,0.9227153090298911,113.52433938300959,1.0837578939178578,,,,,3.9973033127224236,6.7000003,5.5,0.0,,0.7267824204949862,3.9973033127224236,True,3.9973033127224236
2004-06-03,,,,,,,35.66249999999999,,,13.105416666666667,,,,,,48,0,48,48,379.7467059164948,,,0.9021618744976946,0.9021618744976946,118.03658869915337,1.1084485259995938,,,,,4.156184035898431,7.6,6.1,0.0,,0.6813416452292509,4.156184035898431,True,4.156184035898431
2004-06-04,,,,,,,42.15729166666666,,,12.79375,,,,17.06505842,20.58454649,27,0,48,27,380.2960033581372,,,0.9021618744976946,0.9021618744976946,102.94047728348356,1.1084485259995938,,,,,3.6246351495623,7.0,5.7000003,0.0,,0.6359008699635156,3.6246351495623,True,3.6246351495623
2004-06-05,341.3862034872084,5.656372628104166,,,16.923681256041665,225.85119198958336,37.34895833333334,,8.608041666666667,12.443958333333331,,,,10.83674041,19.85345464,6,0,48,6,380.80974354971636,,,0.9021618744976946,0.9021618744976946,105.95869332483817,1.1084485259995938,,,,,3.719898596596016,8.2,6.3,0.0,,0.5904600946977804,3.719898596596016,True,3.719898596596016
2004-06-06,309.6800044160001,4.0496024176458345,69.17265133470833,,8.33964226202083,241.71943299602086,60.05791666666664,,-0.03850000000000412,12.189791666666665,71.3643587346667,,,5.129278379,11.84969024,7,0,48,7,381.28787763637115,140.537010069375,,0.9021618744976944,0.9021618744976944,76.67432341144126,1.1084485259995938,79.1037182483475,,155.7780416597888,2.4086135240381785,2.6698241104228058,6.3,4.9,0.0,0.5448620633515929,0.5450193194320451,2.670594665217021,False,
2004-06-07,179.118167790125,3.406467781104166,,,5.665246393666668,222.48047156845837,64.05062499999998,,-9.270208333333333,12.014166666666664,,,,2.2123290630000003,7.870908035,12,0,48,12,381.7303616997343,,,0.9045914533031209,0.9045914533031209,70.61475687598063,1.1054714217655877,,,,,2.4525869374442033,5.5,4.5,0.0,,0.5450193194320451,2.4525869374442033,True,2.4525869374442033
2004-06-08,,,,,,,71.7839583333333,,,11.965625,,,,0.036537943,9.798649592,8,0,48,12,382.1371567151665,,,0.9064811257073412,0.9064811257073412,68.10616926849815,1.103166929393797,,,,,2.3980850055009983,5.3,4.4,0.0,,0.5450193194320451,2.3980850055009983,True,2.3980850055009983
2004-06-09,236.57566895060413,5.699916709250001,57.15488371729166,,5.0749308329166665,286.98679819583333,71.38687500000002,,-4.998770833333335,11.833125,53.56623475358335,,,1.7884753530000002,8.551399461,0,0,48,2,382.50822851444036,110.721118470875,,0.9097914614625444,0.9097914614625444,62.82196100786849,1.099152984347028,58.87748678963463,,121.69944779750313,1.9839879735626456,2.180706302049995,5.1,4.0,1.4,0.5451765755124988,0.5450193194320451,2.1800772777281803,False,
2004-06-10,,,,,,,93.23250000000002,,,12.076458333333335,,,,4.788922785,6.272677139,39,0,48,41,382.8435477531519,,,0.9124999179895291,0.9124999179895291,38.308116799937494,1.0958905094515037,,,,,1.3488663578293894,2.6000001,2.2,2.6000001,,0.6131210717406315,1.3488663578293894,True,1.3488663578293894
2004-06-11,305.4227510572291,2.9239086174583337,,,6.509280658958333,205.6148261153542,67.61374999999998,,13.77579166666667,12.463125000000005,,,,3.654999203,10.28121267,22,0,48,22,383.1430898821538,,,0.9160338507974216,0.9160338507974216,77.39065497484559,1.091662714352187,,,,,2.690081917661457,5.0,4.2000003,0.90000004,,0.6404956489316102,2.690081917661457,True,2.690081917661457
2004-06-12,351.0412355211042,3.6499467158958336,,,9.592808320020836,214.68630575060416,44.89479166666666,,14.963249999999995,12.007291666666667,,,,5.843435321,13.06430457,15,0,48,15,383.406835122321,,,0.9195677836053142,0.9195677836053142,77.16398416384355,1.0874674143969445,,,,,2.690081917661457,5.1,4.2000003,0.0,,0.6404956489316102,2.690081917661457,True,2.690081917661457
2004-06-13,339.28462382864586,4.150134558145832,89.99409479770834,,11.629868324375002,282.36404356875,47.34541666666667,,16.217687499999997,11.634583333333332,59.14750854308334,,,8.20639661,15.34106128,2,0,48,2,383.63476844198965,149.14160334079168,,0.9231017164132068,0.9231017164132068,97.49098414353331,1.0833042363799172,64.07474657603953,,161.56573071957285,3.143463973909517,3.40532783984383,6.1,5.0,0.0,0.6810655679687659,0.6881551856411658,3.4407759282058286,False,
2004-06-14,397.11067238199996,3.792606673708333,94.4585549604271,,10.144986134979165,277.6066262537709,43.93937499999999,,10.489729166666663,11.288958333333332,72.34805263904165,,,6.983154019,13.9981348,10,0,48,10,383.8268795364468,166.80660759946875,,0.9292075818872572,0.9292075818872572,101.65495504091568,1.0761857947488551,77.85994652787906,,179.5149015687947,3.2947363867840767,3.545748496899194,6.5,5.1,0.0,0.6952448033135675,0.6881551856411658,3.5095914467699454,False,
2004-06-15,381.5078211121251,4.105609480458335,,,7.7913785241875,241.45072455727086,51.15916666666667,,2.9444791666666696,11.00333333333333,,,,4.23873243,10.84228179,11,0,48,11,383.98316280889196,,,0.9356873605570424,0.9356873605570424,86.87537947539938,1.0687330428452837,,,,,3.023450823304475,6.3,4.9,0.0,,0.6170307802662193,3.023450823304475,True,3.023450823304475
2004-06-16,340.8791348332499,3.940117605395833,,,8.087329072520832,99.61284629354168,40.84520833333333,,7.724643750000006,10.69041666666667,,,,1.681477338,13.10881885,6,0,48,6,384.10361735234835,,,0.9421671392268274,0.9421671392268274,88.62339596242089,1.061382803926522,,,,,3.0851539013310965,6.3,5.0,0.0,,0.6170307802662193,3.0851539013310965,True,3.0851539013310965
2004-06-17,309.58192734074987,3.236028236145833,,,12.891224163145836,74.78578589229167,31.54625000000001,,13.881812499999993,10.416666666666666,,,,9.406471068,16.46515358,16,0,48,16,384.18824693205,,,0.9486469178966126,0.9486469178966126,86.11464274715445,1.0541329773328627,,,,,3.0115818396889624,6.1,5.1,0.0,,0.5905062430762672,3.0115818396889624,True,3.0115818396889624
2004-06-18,240.58570213270832,5.073777997979168,71.15213764864583,,13.3924910833125,161.57585646979166,38.934583333333336,,4.093354166666666,10.135208333333333,16.047261932520833,,,9.29015942,17.58120795,5,0,48,5,384.23705996791085,87.19939958116665,,0.9533597301624512,0.9533597301624512,74.6330429087052,1.0489220053689503,16.832326166940568,,91.46536907564577,2.4895090568924494,2.6113008323397926,6.9,5.5,0.0,0.474781969516326,0.5381369629576171,2.9597532962668938,False,
2004-06-19,291.39974974935416,2.9188735093125,,,12.653920176020836,98.97656451108331,59.06875,,9.321145833333327,10.041875,,,,9.359348361,15.97332621,12,0,48,12,384.25006951673447,,,0.9580725424282901,0.9580725424282901,89.82206052603338,1.0437622995284286,,,,,3.140524608551196,6.9,5.5,0.0,,0.5710044742820356,3.140524608551196,True,3.140524608551196
2004-06-20,334.38228610929167,3.460485015916668,94.45570007119792,,11.55665036079167,214.15312884383331,43.103333333333346,,7.35116875,9.854583333333332,70.84248939387498,,,8.714808969,14.50242034,6,0,48,6,384.22729325391305,165.29818946507288,,0.9622492754913156,0.9622492754913156,98.16136262921029,1.0392317515535765,73.62176433721237,,171.78312696642266,3.299075809410178,3.4285043319213733,7.4,5.7000003,0.0,0.6014919563989098,0.6390948006483346,3.6428405554239474,False,
2004-06-21,389.4277987123751,3.3155908222291663,,,13.941921011666665,117.45849770989588,35.289374999999986,,14.886749999999996,9.610416666666666,,,,9.76708678,17.61581406,12,0,48,12,384.1687534544281,,,0.9664260085543412,0.9664260085543412,100.40931722647129,1.0347403641339101,,,,,3.5150214035658403,6.8,5.5,0.4,,0.6390948006483346,3.5150214035658403,True,3.5150214035658403
2004-06-22,367.6223299377291,3.9237947617291664,112.42492354927076,,17.823497906458332,98.04780293458332,26.825833333333332,,15.216106249999996,9.383541666666668,35.587729382125005,,,14.13930115,21.05941524,3,0,48,3,384.0744769730575,148.01265293139582,,0.9693718544162336,0.9693718544162336,115.97708664336484,1.0315958684422617,36.71215459784144,,152.68924124120628,3.950319020287613,4.075132780357583,8.3,6.4,0.0,0.6367394969308723,0.693865744359004,4.440740763897626,False,
2004-06-23,349.02206085077086,3.603387184104167,129.5857969582292,,20.691548598541672,154.07803765708334,23.27,,17.079416666666663,9.022916666666664,19.56950297791666,,,17.94149631,23.5057826,10,0,48,10,383.9444952237637,149.15529993614587,,0.9667642847657808,0.9667642847657808,134.04073671342144,1.034378302713439,20.24226927524302,,154.28300598866448,4.565881123178297,4.722848366584497,7.1,5.6,0.0,0.8433657797472316,0.693865744359004,3.8856481684104223,False,
2004-06-24,290.58631658779166,3.117187501166668,,,19.61716983375,219.48132563658334,31.498958333333345,,12.894791666666661,8.6825,,,,16.08872296,23.64009183,7,0,48,7,383.77884415832887,,,0.964156715115328,0.964156715115328,117.01414989885576,1.0371757872166918,,,,,4.118665832157738,6.3,5.4,0.0,,0.7627158948440256,4.118665832157738,True,4.118665832157738
