date,sw_in,ws,LE,Rn,t_avg,wd,rh,lw_in,G,theta_1,H,sw_out,lw_out,t_min,t_max,H_subday_gaps,G_subday_gaps,Rn_subday_gaps,LE_subday_gaps,rso,flux,energy,ebr_corr,ebr_5day_clim,LE_corr,ebc_cf,H_corr,ebr,flux_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2003-01-24,,,,,,,,,,,,,,,,48,48,48,48,131.36947187219712,,,0.6308768848657604,0.6308768848657604,,1.5850953236506398,,,,,,1.4,1.0,0.0,,,,False,
2003-01-25,,,,,,,,,,,,,,,,48,48,48,48,132.79187712975022,,,0.6322594972909154,0.6322594972909154,,1.5816290688946026,,,,,,1.3000001,0.90000004,6.8,,,,False,
2003-01-26,,,,,,,,,,,,,,,,48,48,48,48,134.25108318258287,,,0.6351714613415469,0.6351714613415469,,1.574378039416157,,,,,,2.2,1.4,3.9,,,,False,
2003-01-27,,,,,,,,,,,,,,,,48,48,48,48,135.7467212397953,,,0.6357961799953974,0.6357961799953974,,1.572831091887402,,,,,,1.7,1.2,15.3,,,,False,
2003-01-28,,,,,,,,,,,,,,,,48,48,48,48,137.27840515952758,,,0.6322921081470796,0.6322921081470796,,1.5815474953981026,,,,,,1.0,0.8,1.2,,,,False,
2003-01-29,,,,,,,,,,,,,,,,48,48,48,48,138.84573124251656,,,0.6298988870678011,0.6298988870678011,,1.5875563848906469,,,,,,1.6,1.1,0.0,,,,False,
2003-01-30,,,,,,,,,,,,,,,,48,48,48,48,140.44827805507364,,,0.6275056659885223,0.6275056659885223,,1.5936111085541833,,,,,,1.6,1.1,26.5,,,,False,
2003-01-31,,,,,,,,,,,,,,,,48,48,48,48,142.0856062824469,,,0.6251124449092436,0.6251124449092436,,1.5997121928122615,,,,,,1.9,1.3000001,0.0,,,,False,
2003-02-01,,,,,,,,,,,,,,,,48,48,48,48,143.75725861341678,,,0.6236036408896936,0.6236036408896936,,1.6035826836631404,,,,,,2.9,1.8000001,7.8,,,,False,
2003-02-02,,,,,,,,,,,,,,,,48,48,48,48,145.46275965685913,,,0.6244022981788221,0.6244022981788221,,1.6015315813485536,,,,,,1.9,1.2,5.4,,,,False,
2003-02-03,,,,,,,,,,,,,,,,48,48,48,48,147.201615890892,,,0.6252009554679504,0.6252009554679504,,1.5994857193580585,,,,,,1.4,1.0,1.8000001,,,,False,
2003-02-04,104.81058705358332,4.4198165524791655,,,-8.992306234197919,,94.8189583333333,,-2.6316062500000004,13.914375,,,,-10.12677407,-7.753267732,5,0,48,5,148.9733156451109,,,0.6259996127570789,0.6259996127570789,,1.5974450776346616,,,,,,1.3000001,0.90000004,4.3,,,,False,
2003-02-05,100.17265303,3.418130663062501,,,-10.139468349270832,224.03356639187493,90.96854166666664,,-2.726037499999999,13.5775,,,,-11.56299079,-9.207152274,18,0,48,18,150.77732911630056,,,0.6267982700462075,0.6267982700462075,,1.5954096362235974,,,,,,1.1,0.8,1.9,,,,False,
2003-02-06,91.22539378389584,,,,,,91.70395833333336,,-2.9072895833333336,13.2475,,,,-11.37013839,-8.814489525,35,0,48,35,152.61310841790413,,,0.6469693688575293,0.6469693688575293,,1.5456682311959848,,,,,,1.0,0.7,0.0,,,,False,
2003-02-07,174.546935119375,1.6824486464479165,,,-8.5361717566875,,68.62166666666666,,-2.6267416666666668,12.940833333333325,,,,-10.19652123,-6.881281357000001,48,0,48,48,154.4800876634161,,,0.6478494597379667,0.6478494597379667,,1.5435684709908786,,,,,,1.0,0.7,0.0,,,,False,
2003-02-08,124.635808631875,2.4525323699375,,,-7.494236488895833,256.45712795885413,62.82187500000001,,-3.0310875,12.654375000000002,,,,-10.07735956,-6.34881717,23,0,48,23,156.37768308376062,,,0.6489251263696123,0.6489251263696123,,1.5410098320502137,,,,,,0.90000004,0.7,1.3000001,,,,False,
2003-02-09,140.0505945820833,4.926496668854166,12.207618275468748,,-4.644321284479168,248.94616962083333,64.91958333333336,,-3.362993749999998,12.455208333333333,-25.85460091385417,,,-7.401838582000001,-1.68258854,4,0,48,4,158.30529317861232,-13.64698263838542,,0.6487422898517405,0.6487422898517405,18.817361634091405,1.54144413836276,-39.85342302836897,,-21.03606139427756,0.4198856740265547,0.6472303110107294,1.4,1.0,1.2,0.6472303110107294,,,False,
2003-02-10,143.39734880062502,4.151750179375002,,,-2.4490472795,253.9226528875,53.17291666666668,,-3.352660416666668,12.440833333333336,,,,-4.966778058,-0.8508383740000001,22,0,48,22,160.26229890150998,,,0.6679914703096869,0.6679914703096869,,1.4970251035337188,,,,,,2.0,1.4,0.0,,,,False,
2003-02-11,145.13290880895838,1.9907518243958329,,,-0.018471619062500173,153.02322182854166,39.20145833333333,,-4.089660416666666,12.150624999999998,,,,-2.655687522,3.454676565,34,0,48,34,162.24806387851837,,,0.6872406507676333,0.6872406507676333,,1.4550943674286745,,,,,,2.1000001,1.4,0.0,,,,False,
2003-02-12,141.01114337958333,5.452120980354168,,,0.9288295301874996,121.16821765125003,48.07770833333333,,-3.5658812500000003,12.006249999999996,,,,-0.43515588,2.277335632,17,0,48,17,164.2619346600943,,,0.690257182016073,0.690257182016073,20.468929942831867,1.4487353787167323,,,,,0.7077439447568191,2.6000001,1.7,0.0,,0.4163199675040112,0.7077439447568191,True,0.7077439447568191
2003-02-13,45.34301640643749,,,,,,97.31541666666658,,-1.9751520833333345,12.443125000000002,,,,-1.3405298209999998,2.143213148,36,0,48,37,166.3032410057179,,,0.6932737132645126,0.6932737132645126,8.59231334312905,1.4424317277099163,,,,,0.3025437785157389,1.7,1.2,9.0,,0.2521198154297825,0.3025437785157389,True,0.3025437785157389
2003-02-14,104.61039371470831,,,,,,100.57083333333333,,-1.982602083333333,13.56458333333333,,,,-0.959982553,0.03776914,37,0,48,37,168.3712962007617,,,0.6962902445129522,0.6962902445129522,8.59231334312905,1.4361826951912702,,,,,0.3025437785157389,1.6,1.2,9.6,,0.2521198154297825,0.3025437785157389,True,0.3025437785157389
2003-02-15,110.31251994554168,5.3158019447083324,6.748914944854167,,1.0690954460000002,162.02196622499994,90.72874999999998,,-2.014554166666666,13.68541666666666,-14.442379550270829,,,-0.927003965,3.497362369,8,0,48,8,170.46539740498082,-7.693464605416663,,0.6993067757613918,0.6993067757613918,9.650864511510099,1.4299875743535009,-20.65242330098439,,-11.001558789474288,0.2333847844006429,0.33373734173609004,2.7,1.8000001,2.2,0.1854096239972931,0.2521198154297825,0.45381569298559005,False,
2003-02-16,58.72750553402082,10.251228166,12.97550992242708,,-0.9717516445104168,,80.79875,,-2.055904166666666,13.684374999999998,-23.266874115416666,,,-4.449042773,3.564602578,7,0,48,7,172.58482603192556,-10.291364192989585,,0.7023233070098314,0.7023233070098314,18.475123625998997,1.423845670532477,-33.128437976060184,,-14.653314350061185,0.4478434895869562,0.6376600137245438,3.0,2.0,8.6,0.3188300068622719,0.2521198154297825,0.5042396308595649,False,
2003-02-17,122.60046153547917,4.912400527708334,,,-3.695812917479165,222.9307707979167,77.47916666666669,,-2.1746354166666677,13.545416666666672,,,,-5.6062968,-1.923336028,15,0,48,15,174.72884815849346,,,0.6826847007514595,0.6826847007514595,10.252919591577552,1.4648050540743895,,,,,0.3529677416016954,2.0,1.4,0.0,,0.2521198154297825,0.3529677416016954,True,0.3529677416016954
2003-02-18,91.39425865100003,3.0590250490937483,,,-4.7132319665208335,,86.40729166666667,,-2.4920666666666667,13.478333333333332,,,,-6.225427265,-2.910307411,24,0,48,24,176.89671496376462,,,0.6826847007514595,0.6826847007514595,11.407673363846591,1.4648050540743895,,,,,0.3923458525652615,1.7,1.2,1.8000001,,0.3269548771377179,0.3923458525652615,True,0.3923458525652615
2003-02-19,102.59324648914586,3.0058177812916647,,,-4.337405633916666,178.84356519999997,80.85875,,-2.9879791666666664,13.435208333333335,,,,-6.744352062000001,-1.207695469,31,0,48,31,179.08766319618854,,,0.6826847007514595,0.6826847007514595,17.449338032579107,1.4648050540743895,,,,,0.6003498020813639,1.9,1.4,0.0,,0.42882128720097423,0.6003498020813639,True,0.6003498020813639
2003-02-20,74.31165665629167,5.840616351229168,,,-3.3536116933125015,218.75906099166664,95.32750000000004,,-2.7380625000000003,13.298749999999993,,,,-5.017698942,-1.041080019,10,0,48,10,181.30091566811882,,,0.6826847007514595,0.6826847007514595,21.073905180125184,1.4648050540743895,,,,,0.7257253910554881,2.2,1.5,0.0,,0.4838169273703254,0.7257253910554881,True,0.7257253910554881
2003-02-21,94.92756155647913,10.229882205395834,13.723239147229163,,-1.1397029616041665,245.90863410625,83.2941666666667,,-2.55508125,13.243125000000008,-13.485051559166665,,,-2.910638054,0.6894868820000001,0,0,48,0,183.5356817766311,0.2381875880625,,0.6624019405140097,0.6624019405140097,20.71738971141936,1.5096574131772946,-20.357808053373986,,0.35958165804537495,0.4735759878962823,0.7149375008303833,2.1000001,1.5,0.5,0.4766250005535889,0.4838169273703254,0.7257253910554881,False,
2003-02-22,119.93418555664586,7.379877391687501,15.382239161437496,,-4.370004045458333,282.188310975,77.91312500000002,,-2.9458333333333333,13.245625000000002,-6.5310573991875005,,,-6.9374322710000005,-1.259103002,0,0,48,0,185.7911580494901,8.851181762249999,,0.63400607618158,0.63400607618158,24.26197435532465,1.5772719498568322,-10.30125363864336,,13.960720716681287,0.5292144149230398,0.8347150521180055,2.6000001,1.7,2.3,0.491008854187062,0.4838169273703254,0.8224887765295531,False,
