date,rh,H,sw_out,sw_in,g_2,Rn,theta_1,g_1,wd,lw_in,t_avg,G,lw_out,LE,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2011-01-11,86.94296751874998,,24.488074770833325,33.14284845833333,-4.319716319791667,2.836777145833333,32.32912062500001,-3.2153052020833357,,289.5830854166667,,-3.7675107609374994,294.8515770833333,,,-6.079766363636364,-3.39658,0,0,28,0.0,33,118.46175521919807,,6.604287906770833,1.0955409664878144,0.9127910599326026,,,0.9127910599326026,,,,,0.90000004,0.6,11.1,,,,False,
2011-01-12,76.67213083541667,,64.35447264583335,80.51467937499999,-0.6846176691666668,0.6993229958333332,32.45402791666667,-1.1259297257083334,,273.95444166666664,,-0.9052736974375,288.32835833333337,,,-8.379266666666666,-4.40451,0,0,46,0.0,46,119.33381651348192,,1.6045966932708329,1.0174132907562872,0.982884742204082,,,0.982884742204082,,,,,0.90000004,0.6,0.7,,,,False,
2011-01-13,79.46988061458333,,59.17584293750002,74.61196079166666,-1.790735879166668,2.7779295833333357,32.84239479166666,-2.4299474375,,267.48423750000006,,-2.110341658333334,279.0147270833332,,,-12.9928,-4.86046,0,0,34,0.0,38,120.2437701999984,,4.8882712416666685,0.949687075020604,1.0529784244755611,,,1.0529784244755611,,,,,1.2,0.7,0.7,,,,False,
2011-01-14,79.67074892916666,,53.82069404166666,65.88127897916667,-1.1192054791666666,3.1366481458333335,33.19030729166667,-1.7145283874999997,,276.6869270833332,,-1.4168669333333332,284.83879999999994,,,-8.33929,-6.07912,0,0,38,0.0,40,121.19142471619956,,4.553515079166667,0.8948240948776669,1.1175380789636782,,,1.1175380789636782,,,,,1.0,0.7,0.0,,,,False,
2011-01-15,73.38171067291667,,45.1552824375,55.28231695833333,-0.4497165422916665,0.7133606437500011,33.53479166666667,-0.8376508352916662,,291.84168125,,-0.6436836887916664,300.5662666666667,,,-3.97872,-0.53103,0,0,37,0.0,39,122.1765759119504,,1.3570443325416677,0.9078142283308958,1.1015469561857352,,,1.1015469561857352,,,,,1.3000001,0.8,0.0,,,,False,
2011-01-16,64.54794576041668,,72.90040625,95.87086520833333,-2.9950117708333344,1.3023090416666676,33.866263125,-3.1280855833333336,,253.40389583333328,,-3.0615486770833336,273.37709375000003,,,-9.16898,-7.9187,0,0,39,0.0,38,123.19900668303984,,4.363857718750001,0.918481077232995,1.08875405796338,,,1.08875405796338,,,,,0.8,0.5,0.0,,,,False,
2011-01-17,69.08018887499999,,70.03955699999999,90.90649666666668,-3.077906645833333,7.539053262500001,34.084980416666674,-3.172799252083332,,271.95251458333337,,-3.1253529489583336,284.540325,,,-10.0987,-2.26107,0,0,36,0.0,37,124.25848661208687,,10.664406211458337,0.927396758950254,1.0782871412359991,,,1.0782871412359991,,,,,1.3000001,0.8,0.0,,,,False,
2011-01-18,90.10149237291668,,21.956735854166666,30.352886937499992,2.6073436395833336,9.58946800125,34.61373958333333,1.2509445645833337,,322.90330416666666,,1.929144102083333,320.9836770833333,,,-1.26191,3.02297,0,0,36,2.032,46,125.3547716187622,,7.660323899166667,0.9594953142495524,1.0422145737961501,,,1.0422145737961501,,,,,1.0,0.7,2.3,,,,False,
2011-01-19,86.27303613333332,,19.033096833333328,26.650425770833333,1.256181598562501,3.6076678256249988,35.56912520833333,-0.2594606397916666,,290.8764500000001,,0.498360479385417,294.04741666666666,,,-3.63664,2.08515,0,0,9,0.0,48,126.48760362119343,,3.109307346239582,0.9938954875976764,1.006142006356301,,,1.006142006356301,,,,,0.6,0.4,0.3,,,,False,
2011-01-20,79.67457767916666,,37.552262895833344,51.27171375,-4.811843770833336,9.261331731249998,36.33822604166668,-3.097867358333333,,286.1450958333333,,-3.9548555645833336,289.33668541666674,,,-5.50992125,-2.89251,0,0,17,0.0,48,127.6567102103644,,13.21618729583333,1.045770086665046,0.95623312690937,,,0.95623312690937,,,,,0.90000004,0.6,0.90000004,,,,False,
2011-01-21,64.18660367083332,,82.93564500000002,108.4667885833333,-6.420820083333332,2.1823058749999986,37.16241395833333,-4.333775375,,245.2104645833334,,-5.377297729166666,266.45759583333336,,,-13.6614,-5.59597,0,0,43,0.0,44,128.8618043392569,,7.559603604166664,1.107675625247922,0.9027913743034456,,,0.9027913743034456,,,,,1.0,0.6,0.0,,,,False,
2011-01-22,71.376754175,,67.0899091875,87.86904458333332,-7.917944187499999,0.6905175625000002,37.30928666666666,-5.036048666666665,,243.12704166666668,,-6.476996427083333,261.44843541666665,,,-18.0289,-9.73795,0,0,28,0.0,31,130.1025840284089,,7.167513989583332,1.162461204874718,0.8602437619479724,,,0.8602437619479724,,,,,0.90000004,0.6,0.0,,,,False,
2011-01-23,61.8005161875,,93.94337333333333,127.75311520833333,-10.573096750000003,-2.8941372916666683,37.06923270833333,-6.383060666666666,,220.87300000000005,,-8.478078708333333,255.0221395833333,,,-17.832,-10.094,0,0,35,0.254,40,131.37873208948972,,5.583941416666662,1.2229481580637898,0.8176961495924993,,,0.8176961495924993,,,,,0.7,0.5,0.0,,,,False,
