date,rh,H,sw_out,sw_in,g_2,Rn,theta_1,g_1,wd,lw_in,t_avg,G,lw_out,LE,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2011-08-08,87.06194906458335,6.284010833333333,45.68320885416666,226.77924185416668,1.3683117708333328,159.27177964583333,47.84183083333333,0.9560123895833332,,423.13599583333325,23.15638854166666,1.1621620802083334,443.9868416666666,154.31836231840774,1.3711285416666659,20.557,26.5115,0,0,2,0.0,4,327.97972692427885,160.6023731517411,158.109617565625,0.9453118421185336,0.8520722492808731,151.8193252126805,145.87897535592933,1.0578519758716924,1.0157659959241976,5.940349856751156,5.450253513065318,5.1521891884487845,5.9,5.0,5.3,1.030437837689757,1.3537375510184706,6.768687755092353,False,
2011-08-09,80.96819331458332,-9.059631458333332,50.80765789583336,253.67828125000003,-4.352146310416665,177.11259339583333,46.48710458333333,-2.76846986875,,414.2027687500001,22.89058020833333,-3.560308089583333,438.5943520833334,215.6494859500936,2.650923645833333,17.9919,27.0652,0,0,1,0.254,10,326.47978646339806,206.58985449176026,180.67290148541665,0.9453118421185336,0.8471922769170939,195.2918359126057,203.85601281539775,1.0578519758716924,1.1434468190484866,-8.564176902792099,7.614407701087216,7.197989770556305,5.0,4.1,6.5,1.755607261111294,1.3537375510184706,5.550323959175729,False,
2011-08-10,71.39593025208335,,59.11509389583333,279.5724573958334,-8.0902314375,184.08108920833328,44.83655229166667,-7.863483868750001,,388.75452708333336,,-7.976857653125001,423.49426666666665,,,16.472,24.1863,0,0,3,0.0,4,324.95327304360865,,192.05794686145828,0.9644978135812876,0.8423123045533145,,165.31977720062315,1.036808985897945,,,,5.821071469379422,5.5,4.3,0.0,,1.3537375510184706,5.821071469379422,True,5.821071469379422
2011-08-11,68.78565851666666,,58.0792356875,291.6790256666667,0.2294323312499977,191.4123065,43.38036999999999,-5.656252393750001,,378.37750625,,-2.7134100312500027,418.7384,,,12.0219,24.8853,0,0,15,0.0,16,323.4004436150372,,194.12571653125,0.9644978135812876,0.8374323321895353,,197.81081430949192,1.036808985897945,,,,6.9651127470026255,6.4,5.0,0.0,,1.3930225494005253,6.9651127470026255,True,6.9651127470026255
2011-08-12,73.87189830625002,,53.657227625,264.910142625,4.891944504166667,174.98857087499997,42.54574625,-1.8225009979166664,,389.0981729166667,,1.5347217531249993,423.68786250000016,,,13.6813,26.1754,0,0,16,0.0,17,321.82156539745034,,173.45384912187495,0.9644978135812876,0.8339362108089219,,215.059025619978,1.036808985897945,,,,7.572439181004858,6.6,5.2000003,0.0,,1.4562382200256525,7.572439181004858,True,7.572439181004858
2011-08-13,73.39083808958334,,49.895597125,258.07027189583334,11.4052740625,178.90572466666669,41.91270625,2.0290845375,,407.13782291666666,,6.7171793000000015,435.3984708333333,,,15.4435,27.6466,0,0,15,0.0,14,320.216916185807,,172.18854536666672,0.9844787126292284,0.8346558625979525,,204.51606552534045,1.0157659959241976,,,,7.201211217545753,6.3,5.0,2.0,,1.4402422435091506,7.201211217545753,True,7.201211217545753
2011-08-14,87.56356002916667,-0.4917071874999999,27.54798477083333,132.707139375,-7.563220243749999,87.64592454166667,41.94254812500001,-4.4975207583333345,,402.21460416666673,19.491290625,-6.030370501041667,418.74489375,,2.104005729166666,16.1614,21.3107,0,0,1,1.27,8,318.58678464993875,,93.67629504270836,0.9380391908503648,0.8353755143869832,,113.31242268498394,1.066053539930955,,-0.4612406122978085,,3.9878895475794174,3.1000001,2.8,5.4,,1.4242462669926492,3.9878895475794174,True,3.9878895475794174
2011-08-15,77.455045375,12.805137847222221,52.85379718749999,269.22213104166667,2.6452864375,181.53584793749997,40.996263333333346,-0.2590044208333336,,396.2371520833332,21.064346527777783,1.1931410083333331,429.6561020833333,165.4925298211664,2.4224757638888903,16.77,25.5184,0,0,1,0.0,1,316.93147062714763,178.29766766838864,180.3427069291666,1.011469803769848,0.831611803557093,180.34270692916664,167.39069666359092,0.9886602608134234,0.9886602608134234,12.952010265575712,5.833127979306995,5.900032812594056,6.5,5.1,0.0,1.156869178940011,1.4082502904761471,7.182076481428349,False,
2011-08-16,73.47170455208334,,54.36480095833333,283.60504041666667,7.318353154166669,191.12985666666668,40.50642,-0.14406130937499995,,390.6646541666668,,3.587145922395836,427.32163541666665,,,13.5127,26.4688,0,0,20,0.0,20,315.2512854065077,,187.54271074427086,1.011469803769848,0.8213994818354401,,189.79365502821662,0.9886602608134234,,,,6.682820707006298,5.8,4.8,0.0,,1.3922543139596455,6.682820707006298,True,6.682820707006298
2011-08-17,71.04791733333333,,52.58072089583332,271.4443204166666,14.93301289583333,183.4745379166667,40.348123750000006,3.731578012500001,,401.09089374999985,,9.332295454166667,435.03373333333326,,,15.3154,27.8741,0,0,19,0.0,20,313.5465520036761,,174.14224246250004,1.011469803769848,0.8136089880592773,,195.43027680852063,0.9886602608134234,,,,6.881291687215719,6.0,5.0,0.7,,1.376258337443144,6.881291687215719,True,6.881291687215719
2011-08-18,79.82833145833334,,43.51718485416666,224.81118122916664,8.507681604166674,155.61454381250005,42.54728041666665,0.2151204166666673,,409.5268145833333,,4.361401010416668,434.3932520833334,,,16.6452,29.0762,0,0,12,22.35,18,311.8176054250163,,151.25314280208337,1.011469803769848,0.8035238029521065,,200.88519440401816,0.9886602608134234,,,,7.073364684897247,6.8,5.2000003,4.3,,1.3602623609266422,7.073364684897247,True,7.073364684897247
2011-08-19,81.00640906041666,,50.49681260416667,284.506731875,-0.9583527916666652,200.24115295833332,50.78853458333332,0.6140247083333347,,399.33783541666674,,-0.17216404166666707,431.6544416666668,,,15.8253,26.518,0,0,18,0.0,21,310.0647929198703,,200.413317,1.141555608713038,0.7951731424067131,,187.06963480110858,0.8759976232146724,,,,6.586905283609688,5.8,4.9,0.0,,1.3442663844101406,6.586905283609688,True,6.586905283609688
2011-08-20,86.64289084375002,9.475335833333334,32.304868604166664,175.00704354166663,-2.1265041250000016,118.21990277083334,50.50080708333335,0.6895079625000005,,407.95832083333335,21.63513750000001,-0.7184980812500005,431.14972708333335,,0.9856839062500002,16.3288,27.35,0,0,13,0.0,21,308.2884742198264,,118.93840085208336,1.141555608713038,0.7881489957982493,,180.78641635315844,0.8759976232146724,,10.816622764981297,,6.375697957889465,5.9,4.8,1.0,,1.3282704078936387,6.375697957889465,True,6.375697957889465
2011-08-21,78.5389787916667,,35.516391604166664,192.30534214583335,-5.0866063666666665,130.05542252083333,50.12329875,-2.597116828541667,,403.7593583333333,,-3.8418615976041672,429.10615000000007,,,16.6164,25.0692,0,0,5,0.254,16,306.4890217638612,,133.8972841184375,1.3100408324572177,0.7811248491897853,,122.98736214052258,0.7633349856159215,,,,4.3305056235445525,4.0,3.3,3.3,,1.312274431377137,4.3305056235445525,True,4.3305056235445525
2011-08-22,75.38568872916667,,46.36105195833333,267.53432833333324,-6.362035654166669,180.722945625,48.41397354166666,-6.115619438333334,,373.41520208333344,,-6.2388275462500005,411.89799583333337,,,10.9698,23.1098,0,0,20,0.0,21,304.66682090826487,,186.96177317125,1.3100408324572177,0.7770928835259044,,180.39158009424602,0.7633349856159215,,,,6.351764428817114,6.4,4.9,0.0,,1.2962784548606354,6.351764428817114,True,6.351764428817114
2011-08-23,74.47335003124998,,42.56597466666667,251.987422,-2.1173830416666672,175.265159875,47.47166208333332,-0.10885665624999744,,393.49095833333354,,-1.1131198489583325,425.9380208333332,,,11.6158,26.6521,0,0,10,0.0,15,302.82227012029153,,176.37827972395831,1.3100408324572177,0.7730609178620234,,185.43762560795682,0.7633349856159215,,,,6.529440639555082,6.7000003,5.1,1.3000001,,1.2802824783441338,6.529440639555082,True,6.529440639555082
2011-08-24,82.8378813395833,9.169348541666672,43.02298302083333,252.314755625,5.272202054166667,190.065317,49.77257770833332,6.721115958333336,,428.2214145833333,23.89096458333334,5.996659006249999,446.5805625,131.33669786033443,3.0460185416666667,17.7979,30.6008,0,0,1,17.272000000000002,17,300.9557811545187,140.50604640200115,184.06865799375,1.3100408324572177,0.7746532673286969,184.06865799375,172.0564369971346,0.7633349856159215,0.7633349856159215,12.012220996615381,4.641872363608943,6.081042335382413,9.7,6.9,27.1,0.8813104833887553,1.264286501827632,8.723576862610662,False,
2011-08-25,83.31084835208333,-5.6804021875,34.86460214583333,199.23860104166667,-4.980198625000001,134.06786247916665,53.28312791666666,-2.121175239583334,,397.42346875000015,20.933300000000006,-3.550686932291665,426.2145937500002,,1.6566662499999998,16.3104,24.6186,0,0,2,0.0,8,299.06777921094033,,137.6185494114583,1.3100408324572177,0.7935671512149011,,152.3055864453517,0.7633349856159215,,-7.441558810404298,,5.3676492588378615,5.2000003,4.3,0.0,,1.2482905253111305,5.3676492588378615,True,5.3676492588378615
2011-08-26,87.08646872916665,,44.59126770833333,270.9258089583334,-4.291229950000001,194.09755291666679,52.78052499999999,-1.6623339499999992,,389.33252916666675,,-2.9767819500000026,419.96637916666674,,,13.5985,23.6414,0,0,16,0.0,24,297.15870307386336,,197.0743348666668,1.3100408324572177,0.8098087477672851,,153.98878193219502,0.7633349856159215,,,,5.422096014696367,5.1,4.4,0.0,,1.2322945487946286,5.422096014696367,True,5.422096014696367
2011-08-27,81.22934822708334,,40.66706887500001,255.1975231250001,-3.2758773416666664,183.88317254166668,52.31679604166666,-0.2945867591666665,,397.70973541666655,,-1.785232050416666,426.6983375,,,12.8349,25.4167,0,0,7,0.0,16,295.22900523072985,,185.66840459208333,1.3100408324572177,0.8260503443196686,,151.98990841449464,0.7633349856159215,,,,5.351713718023759,5.2000003,4.4,0.0,,1.216298572278127,5.351713718023759,True,5.351713718023759
2011-08-28,72.52934448750003,-12.430569166666675,46.89276464583332,270.228415625,-8.113573377083332,182.3627573333333,51.15455604166666,-5.507994889583334,75.93939791666666,380.8949291666667,19.559054166666666,-6.810784133333335,419.7107333333333,,2.653952083333333,15.2229,24.4699,0,0,0,0.0,1,293.2791519700372,,189.17354146666665,1.3100408324572177,0.8424448465531615,,150.05467207435188,0.7633349856159215,,-16.284553179017028,,5.281331421351152,5.8,4.4,0.0,,1.2003025957616251,5.281331421351152,True,5.281331421351152
2011-08-29,67.56686660208335,,45.29954370833333,274.6366633333334,-4.1200108958333335,186.59552168749997,49.59673666666668,-4.219971077083333,,375.2577749999999,,-4.169990986458333,416.28483958333334,,,13.288933333333333,23.948,0,0,21,0.0,19,291.3096234575852,,190.76551267395828,1.3100408324572177,0.8606599256754076,,144.6287031659327,0.7633349856159215,,,,5.092518462754032,5.4,4.3,0.0,,1.1843066192451237,5.092518462754032,True,5.092518462754032
2011-08-30,74.1224553375,,35.715245604166654,211.40252791666668,-3.543984683333333,140.93752779166667,48.27561208333333,-3.833406834791667,,379.8706395833333,,-3.6886957590624982,413.0380729166666,,,11.3244,24.4292,0,0,20,0.0,24,289.32091379033795,,144.62622355072918,1.1413277562698652,0.8761725056685221,,149.31131713097068,0.8761725056685221,,,,5.257397892278799,5.7000003,4.5,0.0,,1.1683106427286218,5.257397892278799,True,5.257397892278799
2011-08-31,84.11896687916669,,29.61406952083333,176.86404060416663,4.9850037562499985,125.80153629166666,47.47757625,2.686153685416667,,408.85166875000016,,3.835578720833333,429.34136874999984,,,14.9324,27.1351,0,0,16,0.0,18,287.3135310272474,,121.96595757083333,0.8262846271955323,0.8916850856616367,,130.90401303972112,1.210236723626421,,,,4.609258664848482,5.3,4.0,0.8,,1.1523146662121202,4.609258664848482,True,4.609258664848482
2011-09-01,81.96375218333333,,37.98630464583333,227.45059499999996,14.4964885065,163.61740497291663,46.73534062500002,11.2652529489375,,432.38813958333327,,12.880870727718744,457.23239999999987,,,21.7839,30.8108,0,0,13,0.0,14,285.28799719644854,,150.73653424519787,0.9626642560249956,0.9071976656547512,,190.40311156212684,1.0387837646836189,,,,6.70428026920415,7.9,5.9,1.4,,1.1363186896956186,6.70428026920415,True,6.70428026920415
2011-09-02,80.04418241666666,13.31635458333333,36.928697833333345,225.63544625,15.1483183375,161.0811622291667,45.94792999999999,10.71611531875,,441.53228958333335,27.246421875,12.932216828125002,467.72246041666665,,1.5186728124999993,22.236,33.2856,0,0,3,0.0,11,283.2448482783038,,148.14894540104166,0.9626642560249956,0.9120961795380924,,186.41392033490624,1.0387837646836189,,12.819178577929618,,6.60990400775679,7.8,5.9,0.0,,1.120322713179117,6.60990400775679,True,6.60990400775679
2011-09-03,78.09675634166669,,39.73887604166666,241.84830929166665,12.225055354166672,173.1084585333334,44.96673395833334,6.668013485416665,,432.50387500000016,,9.44653441979167,460.2827729166665,,,20.0584,33.2317,0,0,15,0.254,20,281.1846341638371,,163.66192411354172,0.9626642560249956,0.9169946934214336,,181.90618272396242,1.0387837646836189,,,,6.405095072643168,7.8,5.8,5.5,,1.1043267366626153,6.405095072643168,True,6.405095072643168
2011-09-04,89.64517353541667,-9.555749375,19.530379166666673,112.76669714583336,-9.077474725,76.493233875,47.292518125,-6.2693874312499975,221.83038208333335,411.91574583333323,21.026441666666667,-7.673431078124999,427.53421666666674,,2.016561666666666,16.7039,24.3936,0,0,0,6.8580000000000005,18,279.10791858816816,,84.16666495312502,0.9626642560249956,0.9162379232575868,,100.26291121101342,1.0387837646836189,,-9.198978362845693,,3.533845557320369,3.9,3.2,6.4,,1.1043267366626153,3.533845557320369,True,3.533845557320369
2011-09-05,80.85560373125,-26.986720624999997,12.112797625,62.20291979166666,-19.128533750000006,36.21630212499999,46.22441729166668,-20.283424166666666,,377.86655,14.79763958333334,-19.705978958333336,390.6957729166667,94.66591886100912,3.312740208333333,12.6761,16.2952,0,0,4,0.0,2,277.01527903862853,67.67919823600913,55.92228108333333,0.9626642560249956,0.8954965155716043,65.1523450182359,91.13149635125595,1.0387837646836189,1.210236723626421,-25.97915133302002,3.3166776934180464,3.1928470642089817,4.3,3.2,0.0,0.9977647075653068,1.1043267366626153,3.533845557320369,False,
2011-09-06,76.98233434583334,1.5558639583333338,38.333197645833344,205.16342581250004,-8.827808872916666,144.76579733333338,44.50964541666666,-11.411305906249998,105.37224166666668,374.73915416666665,15.24405833333333,-10.119557389583337,396.03480625,132.78097555094618,4.253192291666666,12.4767,17.8409,0,0,4,0.0,1,274.90730663730585,134.33683950927949,154.88535472291667,0.9626642560249956,0.8850821484152503,129.32127366294978,127.82349904302477,1.0387837646836189,0.8673308057408164,1.4977746199250634,4.654050885624021,4.4802884333117206,5.1,3.7,0.0,1.2108887657599243,1.1043267366626153,4.086008925651677,False,
2011-09-07,95.329344,-24.523459375000005,4.04266725,24.60599102083333,-6.781250937500001,17.086639949583333,50.081818958333336,-8.852538229166667,,391.18878124999986,15.46187916666667,-7.816894583333332,394.0897854166666,,4.8071934375000005,14.4018,16.2459,0,0,2,30.734000000000005,43,272.78460599784387,,24.903534532916666,0.9626642560249956,0.8746677812588964,,50.40013282108218,1.0387837646836189,,-23.607857774393576,,1.7669227786601844,2.2,1.6,25.2,,1.1043267366626153,1.7669227786601844,True,1.7669227786601844
2011-09-08,96.07021968541666,-9.464775208333336,15.749854916666665,90.18490272916664,3.6044038125000006,69.22776554166667,58.96361208333334,3.848108603125,,406.9737499999998,18.51361458333333,3.7262562078125008,411.6538791666666,,3.724826770833334,16.1506,20.8174,0,0,1,37.338,33,270.6477950563863,,65.50150933385417,1.0157364572914875,0.8642534141025426,,103.64636698138972,0.9845073422554412,,-9.613717239172804,,3.6442782309866297,4.6,3.3,35.0,,1.1043267366626153,3.6442782309866297,True,3.6442782309866297
2011-09-09,95.31682176875,,20.5927869375,121.066818625,1.724926590833333,87.86258678333333,59.836606875,3.78144783125,,402.81697291666666,,2.753187211041668,414.7307395833333,,,15.1268,21.6155,0,0,10,0.0,28,268.49750487663397,,85.10939957229166,1.0157364572914875,0.8510465649550255,,90.77746566775512,0.9845073422554412,,,,3.1963635834076567,3.2,2.7,0.90000004,,1.1838383642250578,3.1963635834076567,True,3.1963635834076567
2011-09-10,95.59628601458333,15.10169171875,22.04081487500001,124.86297083333336,2.442636442625,90.12050614583332,58.92096708333333,3.14866659,,404.6713666666667,18.891797916666665,2.7956515163124998,416.94182916666665,,0.968240520833333,16.5435,21.5324,0,0,13,0.0,18,266.3343794290537,,87.32485462952081,1.080007992147725,0.8337063535583958,,86.20245705651718,0.9259190739981288,,16.30994775120111,,3.0320399802900018,2.7,2.4,2.1000001,,1.2633499917875008,3.0320399802900018,True,3.0320399802900018
2011-09-11,89.07340632708332,,27.89357089583333,167.46221104166668,-0.09070206458333352,116.91722150000001,58.69600041666669,2.687753958333332,,397.0264520833333,,1.2985259468749988,418.63232291666674,,,15.6675,24.0637,0,0,12,0.254,25,264.15907534434797,,115.618695553125,1.1529626220826623,0.8163661421617661,,122.04025867883352,0.8673308057408164,,,,4.29715718191982,4.0,3.2,0.8,,1.3428616193499436,4.29715718191982,True,4.29715718191982
2011-09-12,81.12537068124998,24.19450729166667,39.94936812499999,238.54579229166663,2.65817141875,162.75932554166667,58.27024333333333,4.234839395833332,,393.4255375,20.925172916666657,3.446505407291668,427.5016125,,1.8138887500000005,15.565,26.7279,0,0,1,0.0,7,261.97226164137186,,159.312820134375,1.0833382444804296,0.7990259307651364,,177.5829859946717,0.9230727384498468,,26.210835055423125,,6.258442286414501,5.9,4.4,0.0,,1.4223732469123864,6.258442286414501,True,6.258442286414501
2011-09-13,74.79247675833334,-1.931106249999996,39.74820310416667,224.9315664583333,0.6009557833333318,151.081282625,57.21786770833334,2.004323997916666,,397.18609375000005,21.593803125,1.302639890625,429.6360458333332,149.3892797350468,2.7390201041666664,16.9718,26.6223,0,0,1,0.0,2,259.7746194297491,147.4581734850468,149.778642734375,1.0833382444804296,0.7886168824502271,159.74707879758125,161.8391200523614,0.9230727384498468,0.9845073422554412,-2.092041254780181,5.268222059982263,5.707266437994256,6.2000003,4.6,0.0,1.2407100952161427,1.4223732469123864,6.542916935796978,False,
2011-09-14,80.32068941458336,7.4777386458333295,29.44446464583333,169.03301131249995,-12.485954318750002,113.48130377083334,55.46084187499998,-8.895210416666668,,374.31548541666666,15.597489583333335,-10.690582367708336,398.8431020833332,,1.5239027083333332,11.720999999999998,19.8164,0,0,4,1.27,15,257.5668415875155,,124.17188613854168,1.0833382444804296,0.7782078341353179,,109.53048870582757,0.9230727384498468,,8.100920257260544,,3.840407766663444,3.4,2.7,3.0,,1.4223732469123864,3.840407766663444,True,3.840407766663444
2011-09-15,68.35388946666667,31.006335999999997,46.24382714583333,247.0751583333333,-21.081841166666667,158.04242785416662,53.67874729166667,-19.770146752083328,,329.5443979166667,10.708271291666668,-20.425993959375006,370.51585208333336,122.7688620643237,2.607887416666667,5.3654259999999985,14.7817,0,0,10,0.0,11,255.3496324141855,153.7751980643237,178.46842181354165,1.160580015893648,0.7652099134832394,178.46842181354168,142.48308788585786,0.8616381346442527,0.8616381346442527,35.9853339276838,4.284506822445634,4.972512996090397,4.2000003,3.1000001,0.0,1.6040363986086312,1.4223732469123864,4.409357207665723,False,
2011-09-16,76.9671288708333,,28.41472927083333,156.29255458333333,-12.742504037499998,100.98631618750004,52.04091124999997,-12.64001497333333,,344.1953895833333,,-12.691259505416665,369.37312916666673,,,4.20805,14.4762,0,0,17,0.0,17,253.12370725970558,,113.6775756929167,1.160580015893648,0.7499230644402548,,113.10804250305893,0.8616381346442527,,,,3.982645091354682,3.7,2.8,0.0,,1.4223732469123864,3.982645091354682,True,3.982645091354682
2011-09-17,74.00317811875,25.24260104166667,34.548910291666665,196.7780575,-5.845930433333333,131.35068233333334,51.29354770833334,-6.129440397916665,,358.0188375,13.852608333333334,-5.987685415625001,387.43789374999983,,1.6759666666666668,10.2651,18.2873,0,0,8,0.0,11,250.8897921298305,,137.33836774895835,1.160580015893648,0.7339701262393542,,84.12017138775596,0.8616381346442527,,29.296058318134524,,2.944536928043482,3.6000001000000004,2.5,0.0,,1.1778147712173928,2.944536928043482,True,2.944536928043482
2011-09-18,81.90788183333333,,38.83716177083333,226.115063125,0.015584454583335813,159.5302695208334,50.24625500000001,-3.1110381437499988,,368.8156416666668,,-1.547726844583334,395.57001666666656,,,9.09284,19.5238,0,0,14,0.0,16,248.64862326851818,,161.07799636541677,1.160580015893648,0.7180171880384535,,117.0757425070874,0.8616381346442527,,,,4.122351699260875,4.8,3.5,0.0,,1.1778147712173928,4.122351699260875,True,4.122351699260875
2011-09-19,92.70773405000004,-12.424196458333334,8.133347083333335,46.77384925000001,0.3868637064583335,33.266865687499994,51.5526575,0.6759047145833336,,400.18624166666666,17.585406249999995,0.5313842105208335,405.08204375000014,,2.152754479166666,15.3615,19.9681,0,0,3,14.223999999999998,30,246.40094671801026,,32.73548147697916,1.22104725430173,0.7020642498375529,,88.74795191244415,0.8189691238213885,,-15.170530972353196,,3.1176591706401595,3.8,2.8,10.7,,1.1134497038000573,3.1176591706401595,True,3.1176591706401595
2011-09-20,89.83425615208333,31.96536802083333,30.119950541666668,170.71292875000003,0.4035301729166672,114.30864704166665,55.23984500000001,1.3309971641666654,,381.482775,17.041793750000004,0.8672636685416658,406.7135125,56.09919071043251,1.4208528125,14.2287,20.3988,0,0,4,0.0,6,244.1475178573229,88.06455873126583,113.44138337312496,1.22104725430173,0.6917490224988069,107.5309876401056,68.49976278552273,0.8189691238213885,0.7763001129985244,39.03122485458286,1.9697010511023003,2.4050980602436955,4.0,3.2,0.0,0.7515931438261549,1.0490846363827215,3.3570708364247093,False,
2011-09-21,89.45074527708331,,23.12372977083333,134.0993458333333,3.900387139583333,89.37033858333332,55.82403645833333,5.042630921041666,,398.27314791666674,,4.4715090303124985,418.5346708333332,,,15.4755,24.9991,0,0,4,1.524,11,241.88910091993733,,84.89882955302082,1.2881616056159209,0.6840005208595445,,78.30553836829255,0.7763001129985244,,,,2.75721479310308,3.7,2.8,1.9,,0.9847195689653858,2.75721479310308,True,2.75721479310308
2011-09-22,76.93611296666667,,23.79773314583333,145.23814520833332,-5.5144092145833286,97.80305977083331,55.48337458333333,-4.221540954166663,,376.80443541666665,,-4.867975084375002,398.68458750000013,,,10.1316,22.9273,0,0,11,0.0,22,239.6264684915357,,102.67103485520832,1.4984519040667952,0.6748294047847867,,75.80101457806556,0.6673554201412819,,,,2.6690280544893454,3.9,2.9,2.1000001,,0.92035450154805,2.6690280544893454,True,2.6690280544893454
2011-09-23,95.09713073333334,,9.5867979375,56.58423489583333,-10.87868218541667,35.24375595833333,57.60661375000002,-10.31298605833334,,368.3394333333334,,-10.595834121875,378.77039791666664,,,9.27477,14.9039,0,0,16,20.32,40,237.36040098868503,,45.83959008020833,1.573393432392685,0.6656582887100289,,31.603389928548843,0.6355689425239838,,,,1.1127863499688724,1.7,1.3000001,17.2,,0.8559894341307145,1.1127863499688724,True,1.1127863499688724
2011-09-24,90.59916346875,27.842650937499986,23.05689152083333,139.32828416666663,-4.896845616666667,96.56108624166669,56.75039333333333,-5.819287810833332,,363.48378958333336,12.891736597222224,-5.35806671375,381.82518125,,1.2583598611111109,7.8303699999999985,19.4283,0,0,10,0.0,24,235.09168611942798,,101.91915295541668,1.573393432392685,0.6571778947187411,,56.59020721883847,0.6355689425239838,,43.80744412546451,,1.9790609167834472,3.1000001,2.5,0.0,,0.7916243667133789,1.9790609167834472,True,1.9790609167834472
2011-09-25,89.91295327083333,,26.407503249999994,170.10360345833337,5.1606257583333335,121.32983833333334,56.533399375,3.6638037083333335,,386.3481520833332,,4.412214733333335,407.44916458333336,,,12.6433,23.0686,0,0,15,0.762,19,232.82111832678765,,116.9176236,1.573393432392685,0.6486975007274534,,43.374100204275294,0.6355689425239838,,,,1.5272446012476204,2.8,2.1000001,3.3,,0.7272592992960432,1.5272446012476204,True,1.5272446012476204
2011-09-26,92.10418629583332,,15.212215125000002,90.69809660416664,-4.002439110416666,58.16133629166666,61.18950874999998,-0.6659603383333338,,386.0081625,,-2.3341997243750003,401.9965416666666,,,11.725883333333332,20.5331,0,0,19,44.70399999999999,36,230.5494982162444,,60.49553601604166,1.4323282666555113,0.6505273955219638,,43.374100204275294,0.6981639776857868,,,,1.5272446012476204,2.7,2.1000001,36.7,,0.7272592992960432,1.5272446012476204,True,1.5272446012476204
2011-09-27,84.31891541458334,15.295855833333325,21.74144927083333,134.03884729166663,-7.692544081250002,87.43626772916666,62.32756625,-8.534693104166665,225.68285416666663,364.7309395833335,14.06294375,-8.113618592708336,387.8238729166666,38.060225679572184,1.7653589583333338,9.68454,19.9592,0,0,0,0.508,17,228.27763196829002,53.356081512905504,95.549886321875,1.4323282666555113,0.6587319362454809,76.42342374891011,54.514737076139205,0.6981639776857868,0.5584107272840394,21.908686672770916,1.3325257220460929,1.908614257732164,3.1000001,2.3,2.0,0.829832285970506,0.7272592992960432,1.6726963883808992,False,
2011-09-28,89.47615342500002,11.528531770833332,14.391634520833335,89.8453541666667,-5.583176779166667,57.0361635833333,61.799270625,-6.519356141875001,,367.53004583333353,13.653383333333327,-6.051266460520835,384.47282499999983,28.56787942869484,1.4927710416666662,10.2719,16.5616,0,0,9,1.016,18,226.00633073720414,40.09641119952818,63.087430043854134,1.4995505994449312,0.6662218073182976,60.12659744984292,42.838980722169865,0.6668664601048853,0.6355689425239838,17.287616727673058,0.9997976399374257,1.499247150291794,3.2,2.4,1.9,0.6246863126215808,0.7272592992960432,1.7454223183105035,False,
2011-09-29,92.05776366041668,10.921175937500005,11.750177145833336,74.64707095833333,-3.7071924375,50.25939106458335,60.354155000000006,-3.3508022812500005,,374.5512208333335,13.853296875,-3.5289973593749995,386.01273958333326,,1.7079333333333329,10.6742,17.6213,0,0,6,9.398,27,223.7364100372427,,53.78838842395834,1.4995505994449312,0.6737116783911143,,49.577389975413176,0.6668664601048853,,16.37685592372169,,1.7354048299722855,3.1000001,2.2,10.1,,0.7888203772601298,1.7354048299722855,True,1.7354048299722855
2011-09-30,81.35604401875001,,14.370894958333333,86.72139970833332,-18.744206879166672,59.30384122916664,60.96729187500001,-17.838681458333333,,354.16199374999985,,-18.29144416875,366.173525,,,5.393680000000002,12.4694,0,0,3,0.762,25,221.46868911746117,,77.59528539791664,1.4995505994449312,0.6812015494639311,,11.996612470310136,0.6668664601048853,,,,0.4224124890718793,0.7,0.6,0.7,,0.7040208151197989,0.4224124890718793,True,0.4224124890718793
2011-10-01,73.9503841875,6.6958022916666655,16.227910750000003,92.65206370833332,-13.931455395833336,55.13969023604167,59.49061249999999,-18.068477002083334,57.49015833333334,337.85306458333326,8.576269374999997,-15.999966198958333,357.66715833333336,,4.1282243749999985,5.00593,12.6914,0,0,0,0.762,19,219.2039903264326,,71.13965643499998,1.4995505994449312,0.6807871469822772,,39.92102573170712,0.6668664601048853,,10.040694340233491,,1.3903757483644483,3.1000001,2.1000001,4.0,,0.6620836581695632,1.3903757483644483,True,1.3903757483644483
2011-10-02,64.67827892291668,32.39245583333332,30.83151729166667,185.175383625,-4.876300958333333,117.37697508333332,57.25204166666666,-7.982971235416663,,332.82714791666666,10.22779875,-6.429636096875,367.7544833333332,54.04486029203853,2.9392530208333327,4.51928,15.8972,0,0,7,0.0,0,216.94313846815143,86.43731612537184,123.80661118020834,1.4995505994449312,0.6820656255219948,129.61712921021237,81.04300264784393,0.6668664601048853,0.6981639776857868,48.57412656236844,1.8852461164861216,2.827021944077993,4.7000003,3.1000001,0.0,0.9119425331883032,0.6807823309435543,2.1104252940032517,False,
