date,t_avg,G,ws,H,wd,Rn,LE,t_min,t_max,Rn_subday_gaps,LE_subday_gaps,H_subday_gaps,G_subday_gaps,rso,flux,energy,flux_corr,LE_corr,ebc_cf,ebr,ebr_corr,ebr_5day_clim,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2012-04-06,9.478095416666667,1.1982495833333318,0.926975625,77.39235570291666,231.80125,153.08776666666662,97.74013444231251,0.80338,16.917,0.0,0.0,0.0,0.0,295.72086970783937,175.13249014522918,151.88951708333332,171.12261171632596,95.50225124649131,0.9771037434254602,1.153025524790784,1.0234327795063722,1.0234327795063722,75.62036046983464,3.407032971320095,3.329024670250833,5.2000003,3.9,0.0,0.8535960692950856,0.9175453612441162,3.5784269088520535,False,
2012-04-07,12.45754375,4.123676874999997,0.7269145833333335,72.86275059395834,162.8965125,164.85839791666666,98.5612114084792,1.9831,23.083,0.0,0.0,0.0,0.0,297.49980940201215,171.42396200243755,160.73472104166666,166.6339078915024,95.80714173017351,0.9720572663530722,1.066502376658245,1.0287459747631558,1.0287459747631558,70.82676616132883,3.445432476707226,3.3491576747121217,4.6,3.8,0.0,0.8813572828189794,0.8895807151923917,3.3804067177310877,False,
2012-04-08,15.559227083333333,7.480589583333333,0.8529999999999998,59.00969698416666,174.59537499999996,155.6227291666667,116.34533319220827,3.9664,26.196,0.0,0.0,0.0,0.0,299.2598499712743,175.3550301763749,148.14213958333337,169.81358147328515,112.66866822810637,0.9683986898036736,1.1836944617485676,1.0326325412550206,1.0326325412550206,57.144913245178785,4.079203395302987,3.9502952234541113,5.0,4.1,0.0,0.9634866398668565,0.8484496340272557,3.478643499511748,False,
2012-04-09,15.834599999999995,7.031493541666669,1.0715272916666665,54.25838493500003,193.1110625,152.1082375,120.55892294579165,4.4915,26.622,0.0,0.0,0.0,0.0,301.000550185235,174.8173078807917,145.07674395833334,168.7501354785467,116.37483054093741,0.9652942121361221,1.2049988379322871,1.0359535853706994,1.0359535853706994,52.37530493760929,4.22805227959679,4.081314394103719,5.1,4.2000003,0.0,0.9717414529955436,0.8320175892803443,3.4944741245827236,False,
2012-04-10,14.32154166666666,2.548795833333332,1.527767291666666,50.12532922433336,239.35295833333333,128.38423958333334,101.26087485791668,5.2979,21.519,0.0,0.0,0.0,0.0,302.7214853108446,151.38620408225003,125.83544375,146.08649037532038,97.71594386692215,0.9649920959504984,1.2030489945504723,1.0362779179191302,1.0362779179191302,48.37054650839822,3.546119590716014,3.42197737633617,5.9,4.4,0.0,0.7777221309854929,0.8185610746751191,3.601668728570524,False,
2012-04-11,10.05429166666667,-13.671397916666665,1.3295814583333336,-16.35602337627083,151.28245833333332,39.506839583333345,57.25878871937499,7.1381,12.548,0.0,0.0,0.0,0.0,304.42224710289815,40.90276534310416,53.1782375,39.49679934954417,55.290611040027706,0.9656266273987508,0.7691636140273391,1.0355969601768809,1.0359336030778434,-15.79381169048353,1.9970272462343908,1.9283826846047296,3.8,3.0,23.2,0.6427942282015765,0.8080950399844756,2.4242851199534265,False,
2012-04-12,11.49361875,-4.766403541666665,1.930693958333333,13.575325808666667,134.08391666666665,95.77425416666664,59.7023605695833,6.6539,15.129,0.0,0.0,0.0,0.0,306.10244376795134,73.27768637824997,100.54065770833333,72.16991247924581,58.79981137600574,0.9848825208087769,0.7288363538542512,1.0153495253208562,1.0351561274167371,13.370101103240074,2.0851125437280187,2.0535908982368523,3.5,2.8,1.5,0.7334253207988759,0.8311121846826466,2.3271141171114103,False,
2012-04-13,9.82974375,-10.315702083333333,1.8077739583333332,-11.300396321895834,168.18378541666667,45.24032312500002,56.91561783625,6.2695,14.382,0.0,0.0,0.0,0.0,307.76169990210104,45.615221514354175,55.55602520833336,43.63553466466369,54.4454971959945,0.9566003017420948,0.8210670461628331,1.0453686855198234,1.0347635419729715,-10.809962531330813,1.984633670080232,1.8985011676462704,3.1000001,2.5,24.4,0.7594004670585082,0.8197557445172098,2.0493893612930245,False,
2012-04-14,10.58344375,-1.4548920833333323,1.5780668749999995,24.692586725104164,234.41685416666667,110.73063541666664,88.01926407916667,7.7461,14.583,0.0,0.0,0.0,0.0,309.3996564031513,112.71185080427084,112.18552749999996,111.00793174513304,86.68863468602312,0.9848825208087769,1.004691543695517,1.0153495253208562,1.0343067926011746,24.319297059109932,3.071416016391257,3.0249839486758727,2.3,1.7,2.9,1.7794023227505134,0.8244475950651012,1.4015609116106722,False,
2012-04-15,14.4694375,10.06740708333334,1.073991875,67.2736586603125,179.10095833333335,184.23912916666657,105.384351660625,10.079,19.505,0.0,0.0,0.0,0.0,311.01597035773966,172.6580103209375,174.17172208333324,170.04785644271274,103.79120591731498,0.9848825208087769,0.9913090842515097,1.0153495253208562,1.0344188617026722,66.25665052539779,3.691044667539817,3.635245376584409,3.8,3.3,0.0,1.1015895080558815,0.8679366043486135,2.8641907943504243,False,
