date,rh,H,sw_in,g_2,vp,theta_1,G,lw_out,g_1,ws,es,LE,wd,sw_out,vpd,Rn,lw_in,t_avg,theta_mean,t_dew,theta_2,t_min,t_max,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,367.8317436049726,,,0.8992312298153189,1.1120610215076456,,137.5211979527995,1.1120610215076456,,,,4.8422562345124165,8.5,6.5,0.0,,0.7449624976172948,4.8422562345124165,True,4.8422562345124165
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,367.0029801877194,,,0.8967602508364655,1.1151252512220922,,153.2125860592576,1.1151252512220922,,,,5.3947653968651865,10.6,7.4,0.0,,0.7290223509277278,5.3947653968651865,True,5.3947653968651865
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,366.1352491546624,,,0.8936315142838517,1.1190294702189314,,127.58570789383957,1.1190294702189314,,,,4.492417886700412,8.5,6.3,0.5,,0.7130822042381607,4.492417886700412,True,4.492417886700412
2013-07-13,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,365.22875494201134,,,0.8898588916377029,1.1237736784981631,,122.75377996080809,1.1237736784981631,,,,4.3222809659438965,8.1,6.2000003,0.0,,0.6971420575485936,4.3222809659438965,True,4.3222809659438965
2013-07-14,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,364.28370967886843,,,0.8867780438202938,1.1276778974950024,,114.14312252874085,1.1276778974950024,,,,4.0190912740682565,8.0,5.9,0.0,,0.6812019108590266,4.0190912740682565,True,4.0190912740682565
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,363.30033312159264,,,0.8843749391984655,1.1307421272094489,,141.70191073643542,1.1307421272094489,,,,4.989463231270946,10.400001,7.5,0.0,,0.6652617641694595,4.989463231270946,True,4.989463231270946
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,362.27885259848676,,,0.8844041869843323,1.130704732877656,,119.86574757533295,1.130704732877656,,,,4.2205905136193005,9.0,6.5,0.0,,0.6493216174798924,4.2205905136193005,True,4.2205905136193005
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,361.21950296567053,,,0.8868662705337454,1.1275657144996245,,118.72199055107453,1.1275657144996245,,,,4.180317707216148,8.900001,6.6,6.0,,0.6333814707903254,4.180317707216148,True,4.180317707216148
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,360.12252657491547,,,0.8909611302277836,1.12238341951499,,120.99478806178837,1.12238341951499,,,,4.260345136295232,9.3,6.9,0.0,,0.6174413241007582,4.260345136295232,True,4.260345136295232
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,358.98817325410926,,,0.8959585771781848,1.1161230278630658,,121.28768599151657,1.1161230278630658,,,,4.270658359619457,9.7,7.1,0.0,,0.6015011774111911,4.270658359619457,True,4.270658359619457
2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,357.81670030091993,,,0.9003344685991236,1.1106983403134072,,106.43244044178567,1.1106983403134072,,,,3.7475905966183936,8.5,6.4,0.0,,0.5855610307216241,3.7475905966183936,True,3.7475905966183936
2013-07-21,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,356.6083724901132,,,0.9081738854515586,1.1011107190147666,,122.94797372029369,1.1011107190147666,,,,4.329118718643633,10.7,7.6,0.0,,0.569620884032057,4.329118718643633,True,4.329118718643633
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,355.3634620948622,,,0.9323417463107664,1.0725680834918678,,111.64509386228485,1.0725680834918678,,,,3.931133235131678,9.8,7.1,0.0,,0.5536807373424899,3.931133235131678,True,3.931133235131678
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,354.0822489222816,,,0.955795712608167,1.046248677210749,,99.2677221349553,1.046248677210749,,,,3.4953138392439986,8.7,6.5,0.0,,0.5377405906529229,3.4953138392439986,True,3.4953138392439986
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,352.7650203632847,,,0.974819419073382,1.025831021042393,,102.25284843032387,1.025831021042393,,,,3.600423063347156,9.5,6.9,0.0,,0.5218004439633559,3.600423063347156,True,3.600423063347156
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,351.41207145676316,,,0.994023490662478,1.0060124427578054,,80.45267742325315,1.0060124427578054,,,,2.8328176647332164,7.1,5.6,0.8,,0.5058602972737887,2.8328176647332164,True,2.8328176647332164
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,350.0237049679548,,,1.0150038902474612,0.9852178987769168,,91.83138151462545,0.9852178987769168,,,,3.2334729938558633,9.0,6.6,0.0,,0.4899201505842217,3.2334729938558633,True,3.2334729938558633
2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,348.6002314807638,,,1.0386052525927212,0.9628297156245368,,100.95856371151264,0.9628297156245368,,,,3.5548500292099097,10.6,7.5,0.0,,0.4739800038946546,3.5548500292099097,True,3.5548500292099097
2013-07-28,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,347.1419695036743,,,1.5585015675496867,0.9408386132629456,,70.24556505079373,0.6416419597012173,,,,2.4734152289074727,7.3,5.4,1.2,,0.4580398572050875,2.4734152289074727,True,2.4734152289074727
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,345.64924558879477,,,1.4481147654505064,0.9207073289073424,,57.75637693606896,0.6905530030203797,,,,2.0336586683713938,5.7000003,4.6,6.7000003,,0.4420997105155205,2.0336586683713938,True,2.0336586683713938
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,344.12239446346496,,,1.218930222088448,0.9008953895690638,,47.2018180167466,0.8203915055011557,,,,1.662022298921218,4.9,3.9,1.6,,0.4261595638259533,1.662022298921218,True,1.662022298921218
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,342.56175917375174,,,1.1992860328741768,0.881226715076653,,65.24182786728197,0.833829439006662,,,,2.2972287359637633,7.2000003,5.6,0.3,,0.4102194171363863,2.2972287359637633,True,2.2972287359637633
2013-08-01,,,,,,,,,,,,,,,,,,,,,,14.366398199999999,26.032183800000002,19.0,19.0,19.0,19.0,,340.96769123907023,,,1.218930222088448,0.8658666006970761,,58.716887759631966,0.8203915055011557,,,,2.0674791963550936,7.3,5.3,6.2000003,,0.3900904144066215,2.0674791963550936,True,2.0674791963550936
2013-08-02,78.943125,48.72067461254165,242.9141875,-4.113270833333332,1.4912603434178322,30.22708333333333,-2.6188125000000007,,-1.124354166666665,1.528685382645833,1.9392119701886652,42.26261800589583,121.32156925833335,45.127125,0.44795162677083344,139.17879166666665,,16.689698197916666,33.956250000000004,12.610224862515205,37.68541666666667,11.441262599999998,23.0505055,0.0,0.0,0.0,0.0,3.760044152836131,339.34055081707317,90.98329261843747,141.79760416666662,1.2573482577374149,0.8677751062711238,114.39768445700581,53.13882911713504,0.7953245998841159,0.6416419597012173,61.258855339870756,1.4833834453766914,1.8651295906009069,5.1,3.9,26.800001,0.4782383565643352,0.34823259335660456,1.3581071140907577,False,
2013-08-03,78.24541666666667,64.61775141183334,250.597625,-3.0015416666666668,1.5020485000426216,30.98125,-1.5832604166666666,,-0.16497916666666987,1.4891521645625003,1.9880163054592888,35.18488401318749,138.3001729052083,48.32225,0.4859678054166666,133.38291666666666,,16.932830279166666,34.87291666666668,12.531281277626992,38.76458333333333,10.3288342,25.118786,0.0,0.0,0.0,0.0,4.000562004745731,337.68070687786764,99.80263542502085,134.96617708333332,1.218930222088448,0.8676937543598491,121.65244856363306,42.88791848435092,0.8203915055011557,0.7394640463395421,78.76453007928214,1.2352488063979248,1.5056821019171127,5.5,4.4,1.1,0.3422004777084347,0.31999075350079875,1.4079593154035146,False,
2013-08-04,63.346875,87.842158562125,316.49962499999987,5.760125000000001,1.2779820831861133,30.18958333333333,6.85815625,,7.956187500000002,1.8290005909166664,2.28753338747778,40.22776640525001,158.0001800881251,60.157833333333336,1.0095513042916666,162.96645833333332,,18.68161790625,34.18020833333334,10.293852629405814,38.17083333333334,9.531497,26.361181300000002,0.0,0.0,0.0,0.0,5.094684010462919,335.98853738654185,128.06992496737502,156.1083020833333,1.2364500396936318,0.8620946352892549,158.35206380947125,49.73962336855752,0.8087670086919003,0.8203915055011557,108.61244044091373,1.4146645546381051,1.7491620447354586,6.3,5.0,0.0,0.3498324089470917,0.29016458362155123,1.4508229181077559,False,
2013-08-05,52.94229166666669,61.75012525137499,244.71177083333333,3.1972916666666698,1.1641386646934448,29.50833333333333,3.6573125,,4.117333333333336,2.589251363270833,2.5664061165059446,28.718584321291672,228.8360715025,51.52841666666666,1.4022674518125005,104.32945833333332,,20.502924983333326,33.55520833333333,8.587981042110824,37.60208333333335,11.0702916,28.63784,0.0,0.0,0.0,0.0,5.419594816739528,334.264429492915,90.46870957266664,100.67214583333332,1.2544808300817605,0.8570172969440949,113.49126188114457,36.026913498147,0.7971425118826451,0.898646878178609,77.46434838299756,1.0116990858221242,1.2691571089750966,7.7000003,5.7000003,1.0,0.22265913020655395,0.2674766607095512,1.52461704628744,False,
2013-08-06,55.483125,101.24160735714584,316.1705625,4.351520833333336,1.035996705731174,28.852083333333336,5.533885416666667,,6.716249999999994,2.1697936453125,2.18150003639784,28.11520691589584,234.85259210875,63.74747916666666,1.1455033306666664,155.40895833333337,,17.785152383333333,32.942708333333336,7.187495895404546,37.03333333333333,7.958760799999999,26.2238062,0.0,0.0,0.0,0.0,5.369104561694012,332.50877972735407,129.35681427304164,149.87507291666668,1.2364500396936318,0.8540358896438597,159.94323814254415,34.76304870715409,0.8087670086919003,0.8630975902508248,125.18018943539005,0.9878587778284541,1.2214380250576948,8.2,5.9,0.0,0.2070233940775754,0.2194732820399384,1.2948923640356365,False,
2013-08-07,55.290000000000006,96.05511242693748,303.69883333333337,9.005562499999995,1.2154095273530319,28.52291666666667,10.279822916666664,,11.554083333333335,2.025030535,2.4580924703947,19.390512535854167,165.73216270208331,62.38149999999999,1.2426829430416666,146.53624999999997,,19.829510739583334,32.82395833333334,9.03138861199306,37.12499999999999,10.4690214,27.3707575,0.0,0.0,0.0,0.0,5.309286881150051,330.7219942014558,115.44562496279164,136.2564270833333,1.218930222088448,0.8526481215151157,140.7201612750353,23.635681751737557,0.8203915055011557,0.8472673725121682,117.08447952329773,0.6826469775305755,0.8320990319293521,8.0,5.9,1.4,0.1410337342253139,0.2258972780600419,1.3327939405542473,False,
2013-08-08,63.46395833333335,72.35500766637499,267.67806249999995,6.495124999999999,1.3576563370802015,28.51041666666667,8.182677083333333,,9.870229166666665,2.2273497364791672,2.2667534562260347,16.958305651645833,109.88395995625,56.6748125,0.9090971191458332,124.1351875,,18.70664814375,33.09062500000001,11.099839175387356,37.67083333333334,9.734001,26.4592581,0.0,0.0,0.0,0.0,4.676274340833042,328.9044888123281,89.31331331802082,115.95251041666668,1.2113493489156018,0.8499853717713084,108.18962393727966,20.542432509832945,0.825525684143223,0.7702576942670762,87.64719142744671,0.5963764115226043,0.7224201778065297,7.4,5.5,0.90000004,0.13134912323755085,0.20642801110028147,1.1353540610515478,False,
2013-08-09,72.54291666666667,48.52114946441667,201.02970833333328,-3.8268541666666698,1.5005030426175898,30.85,-0.1907395833333324,,3.4453750000000007,1.7311477887916666,2.1450780476592564,15.124485278458334,132.33073531666665,42.64110416666667,0.6445750050416666,95.20333333333332,,18.135381052083336,34.60729166666667,12.55657707412338,38.364583333333336,10.944203300000002,25.8571,0.0,0.0,0.0,0.0,3.660212231211525,327.0566894491774,63.645634742875004,95.39407291666664,1.2038621881246243,0.8482388445121338,76.62057310613812,18.207795941583523,0.8306598627852904,0.6671864697345913,58.412777164554605,0.5315942163144465,0.6399661764467046,6.1,4.5,0.5,0.14221470587704546,0.21607462550128734,0.9723358147557932,False,
2013-08-10,62.89291666666667,53.13283242022916,266.1380833333334,3.2077916666666657,1.4418435848489706,34.36875,6.30378125,,9.39977083333334,1.7486635604999998,2.4779635742448054,52.5843052894375,113.25138567958338,50.93572916666668,1.0361199893958333,127.52520833333335,,20.139204870833336,37.41354166666667,12.041042491423758,40.458333333333336,12.0274527,27.762971000000004,0.0,0.0,0.0,0.0,4.71153419330014,325.1790322008637,105.71713770966666,121.22142708333335,1.1917424341764125,0.8477763337391693,125.98759902828115,62.66694798510986,0.8391074877610433,0.8720994320335108,63.3206510431713,1.8517929856343964,2.2068602802907415,7.6,5.7000003,0.0,0.3871684498491591,0.24813724931999934,1.414382395565171,False,
2013-08-11,61.638125,28.3361731576875,199.1503958333334,0.9465416666666666,1.5510954433319455,32.70208333333333,2.3825208333333365,,3.8185000000000033,1.6794222782291663,2.582391970811111,26.18334269297916,120.0674917195833,44.65454166666667,1.0312965274791668,70.77620833333333,,20.913802841666676,36.178125,12.901388949486787,39.65416666666667,12.188053199999999,28.089420500000003,0.0,0.0,0.0,0.0,3.934007370191771,323.271963563063,54.51951585066666,68.3936875,1.1802649699999377,0.8497341664520842,64.34747473989819,30.90328217802713,0.8472673725121682,0.7971425118826451,33.44419256187107,0.9227525029119334,1.0890924551667205,6.6,5.1,0.0,0.2135475402287687,0.2794263902274921,1.4250745901602095,False,
2013-08-12,59.68625000000002,12.594511944229168,167.84616666666662,-8.2765,1.381700804093813,34.974999999999994,-5.854906249999996,,-3.4333124999999955,2.1312243937708337,2.436937078302146,36.541731753770826,176.05537355624992,35.757208333333345,1.0552362742083334,63.08202083333334,,19.88844019375,38.079166666666666,11.0148642395132,41.18333333333333,12.412056800000002,30.049292200000004,0.0,0.0,0.0,0.0,4.371486865620255,321.33594064365604,49.136243698,68.93692708333333,1.1728928620169126,0.8522580851021345,57.63154949970771,42.85953633973457,0.8525927920478559,0.7127710180438188,14.77201315997314,1.2865321097883582,1.5089643283263243,6.9,5.2000003,4.0,0.2901854310135952,0.30120143573349745,1.5662475561746174,False,
2013-08-13,61.15354166666669,29.462838483270847,219.10289583333332,2.5916250000000045,1.467522795086604,37.94583333333335,5.049427083333332,,7.507229166666665,2.270615407625,2.485703288982437,49.08270547468751,139.83676884187497,43.23837499999999,1.0181804938958334,99.60743749999996,,20.419277910416664,40.917708333333344,12.172578636249582,43.88958333333333,11.3128294,26.747473699999997,0.0,0.0,0.0,0.0,4.20139081987099,319.3714313649463,78.54554395795836,94.55801041666665,1.1728928620169126,0.8571401052848597,92.125507851525,57.56875489973942,0.8525927920478559,0.8306598627852904,34.55675295178557,1.728947690713729,2.0278704052387573,6.3,4.7000003,0.0,0.43146176080855936,0.30642371898569204,1.4401915711598683,False,
2013-08-14,53.94458333333333,56.42008766366667,273.7401250000001,4.6168749999999985,1.2426702759636927,36.21874999999999,6.328114583333341,,8.039354166666673,1.6000686995833329,2.541774984067859,42.69215087829167,122.90403649791669,54.99714583333333,1.299104708104167,124.44437500000002,,20.678713160416667,39.346875,9.437495686009255,42.475,13.008175699999999,28.0271119,0.0,0.0,0.0,0.0,4.913808502069903,317.37891466130907,99.11223854195832,118.11626041666668,1.1728928620169126,0.8628208270038484,116.24803712438049,50.07331902929737,0.8525927920478559,0.8391074877610433,66.17471809508311,1.5042148247003302,1.764282830831039,6.6,4.9,0.0,0.36005772057776303,0.2706714917328438,1.3262903094909348,False,
2013-08-15,41.64916666666668,49.33812278481249,285.8185833333334,11.650375,1.043584547956083,35.14791666666666,13.034781249999995,,14.419187499999996,1.8481931237708336,3.0256626979352497,40.64577428889583,121.69787520208335,58.41510416666666,1.9820781499791664,114.47754166666664,,23.04371618541667,38.40208333333333,6.577625266781657,41.65624999999999,12.665015499999999,31.632566100000002,0.0,0.0,0.0,0.0,5.807405036910172,315.35888067087143,89.9838970737083,101.44276041666664,1.1466582401828402,0.8685565161815308,103.1807770633322,46.60681201697422,0.8720994320335108,0.8870410929681712,56.573965046357976,1.435381271109312,1.645891762321612,7.8,5.8,0.0,0.2837744417795883,0.2699558845933206,1.5657441306412594,False,
2013-08-16,33.10416666666667,49.26854629625,267.5143749999999,11.861937499999998,0.9063907734832936,34.28541666666666,13.04054166666666,,14.21914583333333,2.3088726471041667,3.4907801896916264,32.713277676562505,170.80257311812503,57.68554166666667,2.584389416208333,100.33541666666667,,25.15794126458333,37.71979166666665,4.267449252035259,41.15416666666667,14.737034699999999,35.701266700000005,0.0,0.0,0.0,0.0,6.905385246520669,313.3118309198281,81.9818239728125,87.29487500000002,1.1273434882862658,0.8736196960681569,92.42167541358107,36.87910056917321,0.8870410929681712,0.9391367359517095,55.542574844407866,1.1576117134214463,1.3050260270895744,10.5,7.3,0.0,0.17877068864240744,0.2501650340586146,1.8262047486278867,False,
2013-08-17,45.67083333333334,48.39663721214584,255.9057083333333,9.656479166666667,1.1590666040002031,33.072916666666664,11.306125000000002,,12.955770833333334,1.7260732707291668,2.845477727937704,24.867709387166663,123.0521037502083,54.36575000000001,1.6864111239375,97.23735416666668,,22.201364093750005,36.70104166666667,8.39282948820941,40.32916666666667,13.3388478,30.94418,0.0,0.0,0.0,0.0,5.244191942264609,311.23827849802035,73.26434659931249,85.9312291666667,1.1233375129046343,0.8798371027519366,82.30058889345482,27.934830814615037,0.8902044029619217,0.8525927920478559,54.36575807883978,0.8774750376603282,0.9857006264412534,10.5,7.2000003,0.0,0.13690285907922162,0.2055590179340048,1.48002499079254,False,
2013-08-18,45.434375,57.52941434249999,273.3648750000001,8.35089583333333,1.151510091993771,31.74375000000001,10.023833333333334,,11.696770833333336,2.4227293604375006,2.9605319682646036,37.67342134856249,199.27094523250003,57.34822916666669,1.8090218762708328,116.96875,,22.753933695833336,35.48125000000001,8.371900539867315,39.21875,13.7172078,32.1493046,0.0,0.0,0.0,0.0,6.196750381127456,309.13874822441437,95.20283569106249,106.94491666666669,1.0818558389881845,0.8840481805482614,102.9957436806087,40.75721086060446,0.9243375724951108,0.8902044029619217,62.23853282000422,1.3300424611889974,1.4389142027395323,9.900001,6.9,0.4,0.20853829025210613,0.17528143884706976,1.2094419280447817,False,
2013-08-19,31.708125,62.2002141678125,304.34512500000005,12.594000000000001,0.7692639358855136,30.24375000000001,14.1329375,,15.671875,2.702260646104167,3.1173799049271804,29.8126662990625,206.3121060770833,65.12062499999999,2.348115969041667,112.06583333333332,,23.323516935416666,33.953125,2.225401236470321,37.6625,12.527604199999999,33.201686800000004,0.0,0.0,0.0,0.0,7.231906978928893,307.01377680115024,92.012880466875,97.93289583333332,1.065620738245287,0.8874558127225843,98.05083361118669,31.76899547066737,0.93842017531177,0.939550287816126,66.28183814051931,1.0531008749423605,1.1222061318028356,10.8,7.4,0.0,0.15164947727065345,0.15266004649865186,1.1296843440900235,False,
2013-08-20,36.714375,63.140841047041704,291.7713750000001,10.370562500000004,0.8726745674277279,28.62708333333333,12.844947916666666,,15.319333333333338,1.8602562454583336,2.698400280802728,23.81896021260417,166.37807965520832,62.96670833333334,1.825725713375,106.92291666666664,,21.2843041125,32.25208333333334,3.9524920322075783,35.877083333333346,10.720705800000001,29.814438,0.0,0.0,0.0,0.0,5.5914904794859845,304.8639129548601,86.95980125964589,94.07796874999997,1.0648076704044724,0.8820486501771043,92.59546339811943,25.362611535439857,0.9391367359517095,0.9243375724951108,67.23285186267955,0.8397266326814986,0.8941473595221787,11.1,7.5,0.0,0.1192196479362905,0.15421099637672486,1.1565824728254364,False,
2013-08-21,43.41458333333333,69.86329688416667,294.02010416666667,6.061895833333334,0.8374846455367301,27.122916666666665,9.37019791666667,,12.678499999999998,2.249975907145834,2.21917985572423,22.95112882250001,134.847652865625,64.97491666666669,1.3816952101875006,106.97479166666666,,18.258106102083328,30.634374999999995,3.397476845565865,34.14583333333333,8.5200356,26.076864999999998,0.0,0.0,0.0,0.0,5.288061751890158,302.68971756399213,92.81442570666668,97.60459375,1.0648076704044724,0.8919468536502347,98.82951241664473,24.438538014639178,0.9391367359517095,0.9509227193178772,74.39097440200555,0.8067795643274643,0.8590650684214626,8.1,5.8,0.0,0.14811466696921768,0.1582639851444477,0.9179311138377966,False,
2013-08-22,47.15187499999998,55.02776718197917,244.16189583333343,13.871208333333335,1.1492366156646947,25.93333333333333,16.44104166666666,,19.010875,1.8057085069375007,2.8594715032271947,20.041244319166665,181.9005047720833,54.0930625,1.7102348875624998,94.13077083333332,,21.80744967083333,29.42083333333333,8.398382202772256,32.90833333333333,9.902928999999999,31.935534999999998,0.0,0.0,0.0,0.0,5.165394965662429,300.49176377092016,75.06901150114581,77.68972916666667,1.0645732762814657,0.9109613868527088,79.91646352098583,21.335373125612566,0.9393435118839176,0.9662668708768613,58.58109039537328,0.7069012427896122,0.7525481720439773,8.400001,6.0,0.0,0.1254246953406629,0.14564658716128104,0.8738795229676862,False,
2013-08-23,45.08375,28.204950854833328,198.7001666666666,10.730645833333334,1.2916771791632258,24.82708333333333,12.656427083333336,,14.582208333333329,2.7846600315,3.062339332538225,30.752146222583338,203.536453075,44.72204166666668,1.7706621533749998,70.39343749999998,,23.81533808333334,28.351041666666674,9.948431052801002,31.875000000000004,18.2021199,31.424284000000004,0.0,0.0,0.0,0.0,5.72562319522501,298.27063707766234,58.957097077416655,57.737010416666664,1.0643389853292284,0.9337227563021336,62.750336881334476,32.730708107240424,0.939550287816126,1.021131794873775,30.019628774094052,1.0868029607640426,1.1567267605124023,8.7,6.1,1.0,0.18962733778891847,0.14029691756964105,0.8558111971748104,False,
2013-08-24,43.220208333333346,35.6352821306667,211.36877083333331,14.447854166666668,1.1905425272746764,23.793749999999992,16.33486458333333,,18.221875,2.0250593405625,2.865086276128844,26.104469875437488,150.82554196916666,47.312270833333336,1.674543748854166,73.34083333333334,,22.87597619791666,27.26770833333333,9.014874045636518,30.74166666666666,15.895521100000002,29.2669347,0.0,0.0,0.0,0.0,4.863935434289954,296.02693542408815,61.739752006104204,57.00596875000002,1.0579362902578768,0.9506183477744776,65.31672419877918,27.61686601916884,0.9452365035670016,1.0830401335141624,37.699858179610345,0.9217145811650662,0.9751153046743628,8.400001,5.9,0.4,0.1652737804532818,0.13773896705663094,0.8126599056341226,False,
2013-08-25,31.772916666666674,48.10328279722918,258.1099375,20.200291666666672,0.9373360625262719,22.86666666666666,21.475802083333324,,22.7513125,2.433706663020834,3.1989438415262716,20.364590717729172,179.04910226458333,58.551958333333346,2.2616077790000007,86.98312499999999,,24.52751848958333,26.346875,5.118286600849499,29.82708333333333,15.785168599999999,31.6817793,0.0,0.0,0.0,0.0,6.184904461075761,293.7612692475471,68.46787351495836,65.50732291666667,1.0516101673512723,0.9677398822324988,72.0015119252511,21.415610652711337,0.9509227193178772,1.0451941930531623,50.58590127253978,0.7201946130268194,0.7573639775306183,9.0,6.3,0.0,0.12021650436993946,0.13292443727899386,0.8374239548576613,False,
2013-08-26,39.45541666666667,51.11034907510418,248.71429166666664,17.818854166666664,1.032931118597055,21.8625,19.927604166666665,,22.03635416666667,1.8758083367083327,3.034995668659555,21.691955768437506,172.39286657708337,55.230249999999984,2.0020645500625,97.50724999999998,,23.414524506250004,25.31041666666667,6.468911694180693,28.758333333333336,15.1779593,32.2269328,0.0,0.0,0.0,0.0,5.499470170641477,291.47426152290825,72.80230484354169,77.57964583333332,1.0431936466945086,0.9807922704881388,75.94690187749954,22.628910442012305,0.9585947950973692,0.93842017531177,53.317991435487244,0.7663126912603964,0.7994125309042158,10.2,7.0,0.0,0.11420179012917372,0.13417439426871566,0.9392207598810096,False,
2013-08-27,40.033125,37.32218714993749,221.7728749999999,11.557708333333334,1.057873778816777,20.841666666666672,12.664708333333328,,13.771708333333333,1.8744199046458327,3.0507013651292763,17.180411319958335,161.60740113312505,52.20939583333333,1.9928275863125,65.38977083333332,,23.45596195208333,24.207291666666666,7.213597904794209,27.57291666666666,13.478549,31.4296725,0.0,0.0,0.0,0.0,5.078818862620051,289.16654778206913,54.50259846989583,52.72506249999999,1.0349107789368033,0.9902260238162892,56.405326636559714,17.780192861592752,0.9662668708768613,1.0337133022819245,38.62513377496696,0.6069574383792538,0.6281467953345602,8.900001,6.2000003,0.0,0.10131399434521966,0.1230838055646751,0.7631196314261274,False,
2013-08-28,55.95749999999998,41.609420221,210.315875,4.047812499999997,1.4140359034105006,20.045833333333334,5.741177083333337,,7.434541666666671,2.1604026886249987,2.8572571737438346,19.331136068979166,182.86298434166665,48.05964583333332,1.443221270333333,73.89052083333328,,22.261300229166675,23.306249999999995,10.844816813431956,26.566666666666666,14.457685999999999,32.9584535,0.0,0.0,0.0,0.0,5.162042940891751,286.8387761120539,60.94055628997917,68.14934374999993,1.006340617243297,1.0077571583359566,61.32695703200752,19.453707403670656,0.993699332875318,0.8942207354708273,41.87324962833687,0.6821524833560239,0.686477751154549,8.8,6.0,1.7,0.11441295852575815,0.11253631184252344,0.6752178710551406,False,
2013-08-29,,,,,,,,,,,,,,,,,,,,,,14.0894812,29.074381699999996,25.0,25.0,25.0,25.0,,284.4916071308927,,,0.9793055167022908,1.0267824589957664,,17.8031010168426,1.021131794873775,,,,0.6268646446931675,8.0,5.7000003,0.0,,0.10997624766671812,0.6268646446931675,True,0.6268646446931675
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,282.12571394054436,,,0.9733093763458786,1.0480012688491642,,20.218094814490637,1.0274225485778496,,,,0.711898944474236,9.7,6.6,0.8,,0.10786347643549032,0.711898944474236,True,0.711898944474236
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,279.74178205619984,,,0.967386216074126,1.0790957367309535,,19.644675625248052,1.0337133022819245,,,,0.6917082925206954,9.400001,6.3,0.0,,0.10979496706677706,0.6917082925206954,True,0.6917082925206954
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,277.34050931137904,,,1.037379889994188,1.0961532009504933,,18.086427340933657,0.9639670188763758,,,,0.6368408423969011,8.3,5.7000003,0.0,,0.11172645769806383,0.6368408423969011,True,0.6368408423969011
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,274.9226057383153,,,1.1182921177436995,1.1040455493641177,,24.53213152120501,0.8942207354708273,,,,0.8638004073030643,11.6,7.6,0.3,,0.11365794832935056,0.8638004073030643,True,0.8638004073030643
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,272.488793423194,,,0.903714176906368,1.1065445530834117,,21.994538700917765,1.1065445530834117,,,,0.7744492757131017,9.900001,6.7000003,0.5,,0.11558943896063732,0.7744492757131017,True,0.7744492757131017
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,,270.0398063359012,,,0.8981367508932178,1.1134161908033235,,13.684248577751074,1.1134161908033235,,,,0.4818358113268887,5.9,4.1,1.5,,0.11752092959192408,0.4818358113268887,True,0.4818358113268887
