date,rh,sw_in,H,Rn,theta_1,wd,t_avg,G,LE,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2015-01-20,,,,,,,,,,,,,,,,,,100.36508717803656,,,,,,,,,,,,0.6,0.4,0.0,,,,False,
2015-01-21,,,,,,,,,,,,,,,,,,101.57524154645832,,,,,,,,,,,,0.4,0.3,0.0,,,,False,
2015-01-22,,,,,,,,,,,,,,,,,,102.8228408818688,,,,,,,,,,,,0.5,0.4,0.0,,,,False,
2015-01-23,,,,,,,,,,,,,,,,,,104.10768495016295,,,,,,,,,,,,0.6,0.4,0.7,,,,False,
2015-01-24,,,,,,,,,,,,,,,,,,105.42955809379472,,,,,,,,,,,,0.7,0.5,0.0,,,,False,
2015-01-25,,,,,,,,,,,,,,,,,,106.78822876451449,,,,,,,,,,,,0.2,0.2,0.0,,,,False,
2015-01-26,,,,,,,,,,,,,,,,,,108.18344908254123,,,,,,,,,,,,0.3,0.2,0.0,,,,False,
2015-01-27,,,,,,,,,,,,,,,,,,109.61495442377792,,,,,,,,,,,,0.3,0.2,0.0,,,,False,
2015-01-28,,,,,,,,,,,,,,,,,,111.08246303654656,,,,,,,,,,,,0.2,0.2,0.0,,,,False,
2015-01-29,,,,,,,,,,,,,,,,,,112.58567568918613,,,,,,,,,,,,0.6,0.5,0.0,,,,False,
2015-01-30,,,,,,,,,,,,,,,,,,114.12427534972004,,,1.4559341577299898,0.686844246829914,,,0.686844246829914,,,,,0.6,0.4,0.0,,,,False,
2015-01-31,,,,,,,,,,,,,,,,,,115.69792689866873,,,1.4136903864607884,0.7073684659506858,,,0.7073684659506858,,,,,0.6,0.5,0.0,,,,False,
2015-02-01,,,,,,,,,,,,,,,,,,117.3062768759466,,,1.3738288905895923,0.7278926850714575,,,0.7278926850714575,,,,,0.6,0.5,1.7,,,,False,
2015-02-02,,,,,,,,,,,,,,,,,,118.94895326265586,,,1.3547293972380854,0.7381547946318434,,,0.7381547946318434,,,,,0.7,0.5,1.1,,,,False,
2015-02-03,,,,,,,,,,,,,,,,,,120.62556529845594,,,1.3435224998308948,0.744312060368075,,,0.744312060368075,,,,,0.90000004,0.6,1.3000001,,,,False,
2015-02-04,,,,,,,,,,,,,,,,,,122.33570333506249,,,1.3361536790504562,0.7484169041922293,,,0.7484169041922293,,,,,0.8,0.6,1.6,,,,False,
2015-02-05,,,,,,,,,,,,,,,,,,124.07893872630768,,,1.3378294873544727,0.7474794130733934,,,0.7474794130733934,,,,,0.90000004,0.7,2.8,,,,False,
2015-02-06,,,,,,,,,,,,,,,,,,125.85482375506643,,,1.339089104797898,0.7467762947342664,,,0.7467762947342664,,,,,1.3000001,0.90000004,4.7000003,,,,False,
2015-02-07,,,,,,,,,,,,,,,,,,127.66289159724272,,,1.3400704483262356,0.7462294249149455,,,0.7462294249149455,,,,,2.7,1.7,1.8000001,,,,False,
2015-02-08,,,,,,,,,,,,,,,,,,129.50265632288884,,,1.3457442110492597,0.7430832633642265,,,0.7430832633642265,,,,,1.6,1.1,0.0,,,,False,
2015-02-09,,,,,,,,,,,,,,,,,,131.37361293442413,,,1.3459465492073523,0.7429715545456947,,,0.7429715545456947,,,,,1.3000001,0.90000004,1.7,,,,False,
2015-02-10,,,,,,,,,,,,,,,,,,133.27523744180945,,,1.3413635218890678,0.7455100602345894,,,0.7455100602345894,,,,,1.8000001,1.2,0.0,,,,False,
2015-02-11,,,,,,,,,,,,,,,,,,135.20698697443152,,,1.3435137826532153,0.7443168897197073,,,0.7443168897197073,,,,,1.0,0.8,0.0,,,,False,
2015-02-12,,,,,,,,,,,,,,,,,,137.16829992935195,,,1.3468876704251715,0.7424524122968105,,,0.7424524122968105,,,,,1.1,0.8,0.0,,,,False,
2015-02-13,,,,,,,,,,,,,,,,,,139.15859615547757,,,1.3558815245313507,0.7375275655781516,,,0.7375275655781516,,,,,1.1,0.90000004,0.0,,,,False,
2015-02-14,,,,,,,,,,,,,,,,,,141.17727717311968,,,1.3679480001526023,0.7310219393488965,,,0.7310219393488965,,,,,1.6,1.2,0.0,,,,False,
2015-02-15,,,,,,,,,,,,,,,,,,143.22372642832013,,,1.380231172013469,0.7245163131196413,,,0.7245163131196413,,,,,2.6000001,1.7,0.0,,,,False,
2015-02-16,,,,,,,,,,,,,,,,,,145.2973095812376,,,1.387976852673101,0.7204731102497155,,,0.7204731102497155,,,,,3.1000001,2.0,0.0,,,,False,
2015-02-17,,,,,,,,,,,,,,,,,,147.3973748278089,,,1.3958099594938962,0.7164299073797896,,,0.7164299073797896,,,,,2.9,1.9,0.0,,,,False,
2015-02-18,,,,,,,,,,,,,,,,,,149.52325325382185,,,1.3991818402823368,0.7147033868008269,,,0.7147033868008269,,,,,1.5,1.1,0.0,,,,False,
2015-02-19,,,,,,,,,,,,,,,,,,151.67425922046473,,,1.3996959050349191,0.7144408984857695,,,0.7144408984857695,,,,,1.4,1.0,0.0,,,,False,
2015-02-20,,,,,,,,,,,,,,,,,,153.8496907803491,,,1.4050548512759728,0.7117159868113829,,,0.7117159868113829,,,,,2.5,1.7,0.3,,,,False,
2015-02-21,,,,,,,,,,,,,,,,,,156.0488301229361,,,1.4055732414184827,0.7114534984963256,,,0.7114534984963256,,,,,2.9,1.9,0.0,,,,False,
2015-02-22,,,,,,,,,,,,,,,,,,158.27094404823646,,,1.4060920142186841,0.7111910101812683,,,0.7111910101812683,,,,,3.2,2.0,0.0,,,,False,
2015-02-23,,,,,,,,,,,,,,,,,,160.5152844675977,,,1.4146877607457695,0.7068697614750253,,,0.7068697614750253,,,,,2.6000001,1.7,0.0,,,,False,
2015-02-24,,,,,,,,,,,,,,,,,,162.78108893033462,,,1.4172157202359692,0.7056088820645442,,,0.7056088820645442,,,,,2.5,1.7,0.0,,,,False,
2015-02-25,,,,,,,,,,,,,,,,,,165.06758117491566,,,1.4201950167995352,0.7041286500592989,,,0.7041286500592989,,,,,2.2,1.5,0.0,,,,False,
2015-02-26,,,,,,,,,,,,,,,,,,167.37397170336232,,,1.4268423281457625,0.700848285948693,,,0.700848285948693,,,,,1.8000001,1.3000001,0.0,,,,False,
2015-02-27,,,,,,,,,,,,,,,,,,169.699458377486,,,1.4335521584263888,0.6975679218380869,,,0.6975679218380869,,,,,2.4,1.7,0.0,,,,False,
2015-02-28,,,,,,,,,,,,,,,,,,172.04322703553933,,,1.4403253938082472,0.6942875577274809,,,0.6942875577274809,,,,,4.1,2.6000001,0.0,,,,False,
2015-03-01,,,,,,,,,,,,,,,,,,174.40445212782777,,,1.4723290411048284,0.6791960031227836,,,0.6791960031227836,,,,,2.3,1.6,0.0,,,,False,
2015-03-02,,,,,,,,,,,,,,,,,,176.78229736979546,,,1.496241553699276,0.668341283215682,,,0.668341283215682,,,,,2.7,1.8000001,0.0,,,,False,
2015-03-03,,,,,,,,,,,,,,,,,,179.17591641106972,,,1.5209436295820795,0.6574865633085804,,,0.6574865633085804,,,,,2.4,1.7,0.0,,,,False,
2015-03-04,,,,,,,,,,,,,,,,,,181.5844535189243,,,1.5387686127499205,0.6498702870036506,,,0.6498702870036506,,,,,2.5,1.7,0.0,,,,False,
2015-03-05,,,,,,,,,,,,,,,,,,184.00704427460255,,,1.5339064920349492,0.6519302220785017,,,0.6519302220785017,,,,,2.5,1.8000001,0.0,,,,False,
2015-03-06,,,,,,,,,,,,,,,,,,186.4428162809228,,,1.526744250221885,0.6549885482487768,,,0.6549885482487768,,,,,2.7,1.9,0.0,,,,False,
2015-03-07,,,,,,,,,,,,,,,,,,188.89088987957473,,,1.5196485826071842,0.658046874419052,,,0.658046874419052,,,,,2.4,1.8000001,0.0,,,,False,
2015-03-08,,,,,,,,,,,,,,,,,,191.35037887650813,,,1.5085110206234635,0.6629053326946877,,,0.6629053326946877,,,,,2.7,2.0,0.0,,,,False,
2015-03-09,,,,,,,,,,,,,,,,,,193.8203912738072,,,1.4928221173620582,0.6698721759073908,,,0.6698721759073908,,,,,4.1,2.8,0.0,,,,False,
2015-03-10,,,,,,,,,,,,,,,,,,196.30003000644243,,,1.4774561923158964,0.6768390191200938,,,0.6768390191200938,,,,,3.3,2.4,0.0,,,,False,
2015-03-11,,,,,,,,,,,,,,,,,,198.78839368229401,,,1.4624033736541977,0.6838058623327968,,,0.6838058623327968,,,,,3.0,2.1000001,0.0,,,,False,
2015-03-12,,,,,,,,,,,,,,,,,,201.28457732384643,,,1.4207825913023555,0.7038374527684447,,,0.7038374527684447,,,,,4.3,3.0,0.0,,,,False,
2015-03-13,,,,,,,,,,,,,,,,,,203.78767310996145,,,1.380832424749949,0.7242008386217372,,,0.7242008386217372,,,,,3.6000001000000004,2.6000001,0.5,,,,False,
2015-03-14,,,,,,,,,,,,,,,,,,206.29677111615086,,,1.3430674844806982,0.7445642244750297,,,0.7445642244750297,,,,,4.6,3.0,3.8,,,,False,
2015-03-15,,,,,,,,,,,,,,,,,,208.81096005178944,,,1.3128715015051924,0.7616891667261505,,,0.7616891667261505,,,,,1.1,1.0,5.9,,,,False,
2015-03-16,,,,,,,,,,,,,,,,,,211.329327992724,,,1.3016207238346884,0.7682729551615562,,,0.7682729551615562,,,,,3.3,2.4,0.0,,,,False,
2015-03-17,,,,,,,,,,,,,,,,,,213.85096310776254,,,1.2905611369630736,0.7748567435969619,,,0.7748567435969619,,,,,3.2,2.3,0.7,,,,False,
2015-03-18,,,,,,,,,,,,,,,,,,216.37495437755533,,,1.2796879084313733,0.7814405320323675,,,0.7814405320323675,,,,,3.8,2.8,0.0,,,,False,
2015-03-19,,,,,,,,,,,,,,,,,,218.90039230441002,,,1.2689963672775957,0.7880243204677733,,,0.7880243204677733,,,,,3.7,2.7,0.0,,,,False,
2015-03-20,,,,,,,,,,,,,,,,,,221.42636961161773,,,1.2625874080554182,0.7920243728235467,,,0.7920243728235467,,,,,3.7,2.6000001,0.0,,,,False,
2015-03-21,,,,,,,,,,,,,,,,,,223.95198193090957,,,1.2562428593503652,0.7960244251793201,,,0.7960244251793201,,,,,5.4,3.6000001000000004,0.0,,,,False,
2015-03-22,,,,,,,,,,,,,,,,,,226.47632847670025,,,1.2534056492399708,0.7978263067558147,,,0.7978263067558147,,,,,2.6000001,1.9,0.4,,,,False,
2015-03-23,,,,,,,,,,,,,,,,,,228.9985127058264,,,1.2561899555976288,0.7960579493124929,,,0.7960579493124929,,,,,3.6000001000000004,2.5,5.3,,,,False,
2015-03-24,,,,,,,,,,,,,,,,,,231.51764296153232,,,1.2646712090661536,0.7907193528493548,,,0.7907193528493548,,,,,4.3,2.9,2.5,,,,False,
2015-03-25,,,,,,,,,,,,,,,,,,234.03283310051108,,,1.276841465039773,0.7831825856069379,,,0.7831825856069379,,,,,3.6000001000000004,2.4,1.2,,,,False,
2015-03-26,,,,,,,,,,,,,,,,,,236.54320310186475,,,1.2892482320197878,0.7756458183645208,,,0.7756458183645208,,,,,3.5,2.7,0.0,,,,False,
2015-03-27,,,,,,,,,,,,,,,,,,239.0478796569028,,,1.3004340957917269,0.7689739935580377,,,0.7689739935580377,,,,,4.4,3.4,2.0,,,,False,
2015-03-28,,,,,,,,,,,,,,,,,,241.54599673876518,,,1.3118157615079726,0.7623021687515549,,,0.7623021687515549,,,,,5.5,3.8,0.0,,,,False,
2015-03-29,,,,,,,,,,,,,,,,,,244.03669615091576,,,1.3195929719114958,0.7578094316093927,,,0.7578094316093927,,,,,5.3,3.7,0.0,,,,False,
2015-03-30,,,,,,,,,,,,,,,,,,246.51912805362133,,,1.3235672628195043,0.7555339483614673,,,0.7555339483614673,,,,,3.7,2.9,0.0,,,,False,
2015-03-31,,,,,,,,,,,,,,,,,,248.99245146760296,,,1.3274629479799749,0.7533166944672307,,,0.7533166944672307,,,,,5.0,3.4,0.3,,,,False,
2015-04-01,,,,,,,,,,,,,,,,,,251.45583475411368,,,1.3313816333522042,0.7510994405729943,,,0.7510994405729943,,,,,4.6,3.2,0.0,,,,False,
2015-04-02,,,,,,,,,,,,,,,,,,253.90845607077648,,,1.3201305334724414,0.7575008490786307,,,0.7575008490786307,,,,,4.4,3.2,0.0,,,,False,
2015-04-03,,,,,,,,,,,,,,,,,,256.34950380258647,,,1.3103563972380536,0.7631511565157254,,,0.7631511565157254,,,,,4.4,3.1000001,0.0,,,,False,
2015-04-04,,,,,,,,,,,,,,,,,,258.7781769675655,,,1.2979215265424742,0.7704626046721751,,,0.7704626046721751,,,,,4.1,3.0,0.0,,,,False,
2015-04-05,,,,,,,,,,,,,,,,,,261.19368559663354,,,1.285502042725306,0.7779061928831849,,,0.7779061928831849,,,,,3.8,2.8,2.1000001,,,,False,
2015-04-06,,,,,,,,,,,,,,,,,,263.5952510873383,,,1.2733179840029265,0.785349781094195,,,0.785349781094195,,,,,3.8,2.8,2.2,,,,False,
2015-04-07,,,,,,,,,,,,,,,,,,265.98210653117735,,,1.2613627191110195,0.7927933693052048,,,0.7927933693052048,,,,,4.7000003,3.3,0.0,,,,False,
2015-04-08,,,,,,,,,,,,,,,,,,268.3534970143174,,,1.2510958859073746,0.7992992473752211,,,0.7992992473752211,,,,,4.3,3.0,0.0,,,,False,
2015-04-09,,,,,,,,,,,,,,,,,,270.7086798916069,,,1.2427420834011538,0.8046721949442528,,,0.8046721949442528,,,,,4.1,3.1000001,0.0,,,,False,
2015-04-10,,,,,,,,,,,,,,,,,,273.046925033861,,,1.2378874437096536,0.8078278886190479,,,0.8078278886190479,,,,,4.4,3.4,0.0,,,,False,
2015-04-11,,,,,,,,,,,,,,,,,,275.36751504847757,,,1.2297085240191723,0.8132008361880794,,,0.8132008361880794,,,,,5.5,3.7,0.3,,,,False,
