date,rh,H,sw_in,vp,theta_1,G,lw_out,LE,wd,es,ws,sw_out,vpd,Rn,lw_in,t_avg,theta_mean,t_dew,theta_2,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2001-01-01,50.79377083333333,,,,36.71954166666668,,,,290.6458333333333,,,,0.3188125,46.17595833333334,,,37.54582291666667,,38.37210416666664,,,0,48,48,0.0,48,,142.34929794790946,,,0.9787309932331598,1.0217312079763403,,,1.0217312079763403,,,,,1.4,0.90000004,0.0,,,,False,
2001-01-02,46.69166666666667,,,,36.620125,,,,323.5833333333333,,,,0.3240416666666666,,,,37.44116666666665,,38.262208333333334,,,0,48,48,0.0,48,,142.82696202408246,,,0.9699490045225184,1.0309820365167288,,,1.0309820365167288,,,,,2.1000001,1.3000001,0.0,,,,False,
2001-01-03,54.39166666666667,,,,36.90016666666668,,,,281.0208333333333,,,,0.2596875,,,,37.73081249999999,,38.56145833333333,-2.8658,1.6772,0,48,48,0.0,48,,143.34269712301673,,,0.9429992339009236,1.0604462485757071,,,1.0604462485757071,,,,,1.9,1.2,0.0,,,,False,
2001-01-04,57.29012500000002,,,0.3544389268673596,36.60252083333333,,,,304.1875,0.6343139268673595,,,0.27987500000000004,48.5386875,,0.18205166666666664,37.419625,-8.054839690472027,38.23672916666667,-4.4793,4.8349,0,48,48,0.0,48,,143.89635851332318,,,0.928396333697868,1.0771261838324258,,,1.0771261838324258,,,,,2.0,1.3000001,0.0,,,,False,
2001-01-05,69.2416875,,,0.5030335874424718,36.44931250000001,,,,246.29166666666663,0.7672835874424718,,,0.26425000000000004,20.126812499999996,,2.669447083333333,37.2605,-3.0922714095759383,38.071687499999975,-2.7992,8.8398,0,48,48,0.0,48,,144.4877888260543,,,0.929959090995704,1.075316118399685,,,1.075316118399685,,,,,2.6000001,1.7,0.0,,,,False,
2001-01-06,54.31668749999999,,,,35.98195833333333,,,,279.1458333333333,,,,0.4022708333333333,,,,36.77186458333333,,37.56177083333335,2.4612,5.6031,0,48,48,0.0,48,,145.11681788250343,,,0.9255623008049516,1.08042429896973,,,1.08042429896973,,,,,3.0,1.9,0.0,,,,False,
2001-01-07,55.67500000000001,,,,35.5981875,,,,216.29166666666663,,,,0.4953333333333334,,,,36.368104166666654,,37.13802083333332,,,0,48,48,0.0,48,,145.78326251772845,,,0.9174051881205584,1.0900308968697348,,,1.0900308968697348,,,,,3.2,2.0,0.0,,,,False,
2001-01-08,88.46458333333334,,,,35.693125,,,,263.4166666666667,,,,0.09485416666666667,,,,36.44697916666667,,37.20083333333335,,,0,48,48,5.6,48,,146.48692640107703,,,0.9129234353251696,1.0953821112542859,,,1.0953821112542859,,,,,1.6,1.1,5.5,,,,False,
2001-01-09,54.52291666666665,,,,36.45145833333333,,,,324.2291666666667,,,,0.29925,,,,37.22990625,,38.00835416666669,-2.4601,1.9564,0,48,48,0.0,48,,147.22759985503663,,,0.9152597869748826,1.0925859676466294,,,1.0925859676466294,,,,,2.5,1.6,0.0,,,,False,
2001-01-10,37.720833333333346,,,0.3181661035429326,36.1843125,,,,278.6875,0.8568744368762661,,,0.5387083333333335,51.05627083333332,,3.7983297916666667,36.95622916666665,-10.928954507096355,37.728145833333336,-3.2909,11.585,0,48,48,0.0,48,,148.00505967375972,,,0.9188273347816344,1.0883437639974618,,,1.0883437639974618,,,,,3.9,2.4,0.0,,,,False,
2001-01-11,41.47708333333333,,,0.4738526101319955,35.54031250000003,,,,248.25,1.192519276798662,,,0.7186666666666667,59.09941666666666,,9.042033333333334,36.28347916666667,-4.211455841343596,37.02664583333335,2.5161,15.300999999999998,0,48,48,0.8,48,,148.81906894263872,,,0.9282846297433444,1.0772557984467368,,,1.0772557984467368,,,,,4.0,2.5,0.3,,,,False,
2001-01-12,48.83129166666668,,,0.5188713558275353,34.86283333333335,,,,108.0625,1.0918296891608688,,,0.5729583333333336,20.55420833333333,,8.183566666666666,35.57419791666668,-2.6378390383657995,36.285562499999976,5.0882,12.748,0,48,48,0.0,48,,149.66937686032182,,,0.942776979110286,1.0606962432872684,,,1.0606962432872684,,,,,1.9,1.2,1.5,,,,False,
2001-01-13,61.1625,,,0.5695936188564188,34.87752083333333,,,,70.0625,0.9640936188564186,,,0.3944999999999999,52.74354166666668,,6.029513333333334,35.588041666666676,-1.471533779954019,36.2985625,-0.27935,11.4,0,48,48,0.0,48,,150.5557185645681,,,0.9552261773077776,1.0468724829321716,,,1.0468724829321716,,,,,2.9,1.8000001,0.0,,,,False,
2001-01-14,83.9395833333333,,,0.8447437823894818,34.93922916666667,,,,160.54166666666666,0.9845979490561488,,,0.13985416666666664,25.26095833333333,,6.664466666666668,35.62812500000001,3.7341765327184238,36.31702083333335,3.4625,10.916,0,48,48,3.5,48,,151.4778149633438,,,0.9639182062639772,1.037432422690584,,,1.037432422690584,,,,,1.5,1.1,1.6,,,,False,
2001-01-15,93.10416666666669,,,1.2365554632030726,34.94216666666666,,,,235.1875,1.3527221298697392,,,0.11616666666666667,54.33625000000001,,11.08398541666667,35.62560416666667,9.703836944679793,36.309041666666666,4.788,16.472,0,48,48,1.5,48,,152.43537257255204,,,0.9718912946378458,1.0289216556596776,,,1.0289216556596776,,,,,3.7,2.4,0.6,,,,False,
2001-01-16,74.28124999999999,,,0.8181823392859146,34.90200000000001,,,,312.6875,1.1302448392859157,,,0.3120625000000001,40.06166666666668,,8.662547916666666,35.59264583333333,3.246741731440782,36.28329166666667,3.9849,11.885,0,48,48,0.0,48,,153.42808336177836,,,0.958034778592564,1.0438034425734382,,,1.0438034425734382,,,,,3.0,1.9,0.0,,,,False,
2001-01-17,74.15,,,0.6401105238955741,34.845,,,,158.98583333333332,0.8923605238955742,,,0.25225,32.29354166666666,,5.10128375,35.53595833333333,0.23102440778446365,36.22691666666663,0.44913,8.7217,0,48,48,0.0,48,,154.45562460941258,,,0.9445023316491872,1.0587586356233856,,,1.0587586356233856,,,,,1.9,1.3000001,0.7,,,,False,
2001-01-18,99.88125,,,1.0258135081717954,35.08370833333332,,,,85.15395833333334,,,,0.0011041666666666667,14.492937500000005,,6.9042499999999976,35.75209375000002,,36.42047916666667,4.2753,17.384,0,48,48,7.4,48,,155.51765876848194,,,0.9329371465409659,1.0718835708361294,,,1.0718835708361294,,,,,1.5,1.0,7.4,,,,False,
2001-01-19,99.99375,,,1.4339016802156912,36.91104166666668,,,,185.89583333333331,1.4340058468823582,,,0.00010416666666666667,29.575333333333322,,11.713622291666667,37.73648958333333,11.472258427356858,38.561937500000006,0.21857,19.013,0,48,48,6.4,48,,156.6138333444968,,,0.9203054754633848,1.0865957300715698,,,1.0865957300715698,,,,,2.9,1.9,11.3,,,,False,
