date,rh,es,H,vpd,vp,Rn,ws,t_avg,G,t_dew,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
1997-01-01,,,,,,,,,,,,,,,,,,,,130.43247132798646,,,1.0713873871062718,0.9333692108331766,,,0.9333692108331766,,,,,2.4,1.5,160.40001,,,,False,
1997-01-02,,,,,,,,,,,,,,,,,,,,130.9304246924757,,,1.064027440839888,0.9398253857162292,,,0.9398253857162292,,,,,1.8000001,1.2,89.5,,,,False,
1997-01-03,,,,,,,,,,,,,,,,,,,,131.46834722809388,,,1.060661276798525,0.9428080593442391,,,0.9428080593442391,,,,,1.3000001,0.90000004,8.7,,,,False,
1997-01-04,,,,,,,,,,,,,,,,,,,,132.0461187545368,,,1.0634038396260121,0.9403765180608052,,,0.9403765180608052,,,,,1.2,0.8,1.9,,,,False,
1997-01-05,,,,,,,,,,,,,,,,,,,,132.66360787915315,,,1.0685274614427143,0.9358673839320992,,,0.9358673839320992,,,,,2.0,1.3000001,0.0,,,,False,
1997-01-06,,,,,,,,,,,,,,,,,,,,133.32067174108,,,1.0640942146927936,0.9397664099590112,,,0.9397664099590112,,,,,3.8,2.3,0.0,,,,False,
1997-01-07,,,,,,,,,,,,,,,,,,,,134.01715574686287,,,1.0688727191426757,0.9355650884251988,,,0.9355650884251988,,,,,4.0,2.4,0.0,,,,False,
1997-01-08,,,,,,,,,,,,,,,,,,,,134.75289329916416,,,1.0751196763603124,0.9301290098097534,,,0.9301290098097534,,,,,3.5,2.2,0.4,,,,False,
1997-01-09,,,,,,,,,,,,,,,,,,,,135.52770552021659,,,1.0776811995545563,0.9279182010536468,,,0.9279182010536468,,,,,2.4,1.5,0.0,,,,False,
1997-01-10,,,,,,,,,,,,,,,,,,,,136.34140097171186,,,1.0822063877314116,0.9240381606841762,,,0.9240381606841762,,,,,2.6000001,1.7,0.0,,,,False,
1997-01-11,,,,,,,,,,,,,,,,,,,,137.1937753728449,,,1.088210690849593,0.9189396946829068,,,0.9189396946829068,,,,,1.7,1.2,2.3,,,,False,
1997-01-12,,,,,,,,,,,,,,,,,,,,138.084611318253,,,1.0944459847446342,0.9137042978263828,,,0.9137042978263828,,,,,1.1,0.8,6.6,,,,False,
1997-01-13,,,,,,,,,,,,,,,,,,,,139.01367799759672,,,1.087018137403884,0.9199478514574664,,,0.9199478514574664,,,,,1.5,1.0,0.3,,,,False,
1997-01-14,,,,,,,,,,,,,,,,,,,,139.9807309185329,,,1.0819706315217856,0.9242395041661212,,,0.9242395041661212,,,,,1.5,1.0,0.4,,,,False,
1997-01-15,,,,,,,,,,,,,,,,,,,,140.98551163481713,,,1.079089109713418,0.9267075267450134,,,0.9267075267450134,,,,,1.1,0.8,9.400001,,,,False,
1997-01-16,,,,,,,,,,,,,,,,,,,,142.02774748126018,,,1.0735333510178608,0.9315034312179116,,,0.9315034312179116,,,,,1.0,0.8,1.0,,,,False,
1997-01-17,,,,,,,,,,,,,,,,,,,,143.10715131723373,,,1.0723578893407577,0.9325244957303944,,,0.9325244957303944,,,,,1.8000001,1.2,1.2,,,,False,
1997-01-18,,,,,,,,,,,,,,,,,,,,144.22342128039034,,,1.067295369294612,0.9369477548290234,,,0.9369477548290234,,,,,2.5,1.7,0.0,,,,False,
1997-01-19,,,,,,,,,,,,,,,,,,,,145.37624055221883,,,1.0601678516740831,0.9432468626745532,,,0.9432468626745532,,,,,3.4,2.2,0.0,,,,False,
1997-01-20,,,,,,,,,,,,,,,,,,,,146.56527713701144,,,1.057668403618056,0.9454759134140862,,,0.9454759134140862,,,,,1.8000001,1.2,41.3,,,,False,
1997-01-21,,,,,,,,,,,,,,,,,,,,147.790183655762,,,1.0574352937019558,0.9456843420642016,,,0.9456843420642016,,,,,1.6,1.0,43.5,,,,False,
1997-01-22,,,,,,,,,,,,,,,,,,,,149.05059715645598,,,1.0570312713550427,0.946045804981784,,,0.946045804981784,,,,,1.3000001,0.90000004,118.9,,,,False,
1997-01-23,,,,,,,,,,,,,,,,,,,,150.3461389421459,,,1.0555159068498632,0.947404007377257,,,0.947404007377257,,,,,1.6,1.1,17.2,,,,False,
1997-01-24,,,,,,,,,,,,,,,,,,,,151.67641441813686,,,1.0556944674113278,0.9472437631051565,,,0.9472437631051565,,,,,2.1000001,1.4,14.6,,,,False,
1997-01-25,,,,,,,,,,,,,,,,,,,,153.04101295952756,,,1.0539226945244855,0.9488361956672592,,,0.9488361956672592,,,,,1.9,1.2,82.200005,,,,False,
1997-01-26,,,,,,,,,,,,,,,,,,,,154.43950780027802,,,1.052379822969451,0.9502272641244172,,,0.9502272641244172,,,,,1.8000001,1.2,61.8,,,,False,
1997-01-27,,,,,,,,,,,,,,,,,,,,155.87145594488717,,,1.051440953604457,0.9510757561533896,,,0.9510757561533896,,,,,1.7,1.2,2.2,,,,False,
1997-01-28,,,,,,,,,,,,,,,,,,,,157.33639810368138,,,1.0512815649109934,0.951219952272886,,,0.951219952272886,,,,,1.8000001,1.3000001,4.9,,,,False,
1997-01-29,,,,,,,,,,,,,,,,,,,,158.8338586526237,,,1.051990307916299,0.9505790998975291,,,0.9505790998975291,,,,,2.7,1.8000001,0.6,,,,False,
1997-01-30,,,,,,,,,,,,,,,,,,,,160.3633456184664,,,1.0527582405814575,0.9498857016285922,,,0.9498857016285922,,,,,2.2,1.6,1.0,,,,False,
1997-01-31,,,,,,,,,,,,,,,,,,,,161.9243506899723,,,1.0552622223496158,0.9476317628176146,,,0.9476317628176146,,,,,1.9,1.3000001,0.0,,,,False,
1997-02-01,,,,,,,,,,,,,,,,,,,,163.51634925584258,,,1.0588223524942184,0.9444454942270027,,,0.9444454942270027,,,,,1.7,1.3000001,5.3,,,,False,
1997-02-02,,,,,,,,,,,,,,,,,,,,165.13880046989047,,,1.0626426313694748,0.9410501428041292,,,0.9410501428041292,,,,,1.7,1.3000001,0.6,,,,False,
1997-02-03,,,,,,,,,,,,,,,,,,,,166.79114734390708,,,1.0682534091131386,0.9361074736285632,,,0.9361074736285632,,,,,2.3,1.6,0.0,,,,False,
1997-02-04,,,,,,,,,,,,,,,,,,,,168.47281686857198,,,1.0717560977316023,0.9330481087222402,,,0.9330481087222402,,,,,1.5,1.1,2.2,,,,False,
1997-02-05,,,,,,,,,,,,,,,,,,,,170.18322016266418,,,1.0815845479186819,0.9245694217103256,,,0.9245694217103256,,,,,3.0,2.0,0.0,,,,False,
1997-02-06,,,,,,,,,,,,,,,,,,,,171.92175265073857,,,1.0912766557611129,0.9163579141189896,,,0.9163579141189896,,,,,2.5,1.7,0.0,,,,False,
1997-02-07,,,,,,,,,,,,,,,,,,,,173.6877942693367,,,1.1022002854348518,0.9072761214224048,,,0.9072761214224048,,,,,1.9,1.3000001,4.9,,,,False,
1997-02-08,,,,,,,,,,,,,,,,,,,,175.4807097017117,,,1.117835748444117,0.8945858113697569,,,0.8945858113697569,,,,,1.9,1.4,3.6000001000000004,,,,False,
1997-02-09,,,,,,,,,,,,,,,,,,,,177.29984864095573,,,1.1450395208428743,0.8733323014596828,,,0.8733323014596828,,,,,2.1000001,1.5,1.1,,,,False,
1997-02-10,,,,,,,,,,,,,,,,,,,,179.1445460813284,,,1.16782699733667,0.8562912163193573,,,0.8562912163193573,,,,,2.3,1.7,0.0,,,,False,
1997-02-11,,,,,,,,,,,,,,,,,,,,181.01412263749958,,,1.182950964377094,0.8453435773025212,,,0.8453435773025212,,,,,2.8,2.0,3.4,,,,False,
1997-02-12,,,,,,,,,,,,,,,,,,,,182.9078848913352,,,1.1917556061645818,0.8390982134485548,,,0.8390982134485548,,,,,2.9,2.0,0.3,,,,False,
1997-02-13,,,,,,,,,,,,,,,,,,,,184.8251257657691,,,1.1995543089529892,0.833642956001578,,,0.833642956001578,,,,,4.9,3.2,0.0,,,,False,
1997-02-14,,,,,,,,,,,,,,,,,,,,186.7651249252278,,,1.2069907187463476,0.8285067850717689,,,0.8285067850717689,,,,,4.9,3.2,0.0,,,,False,
1997-02-15,,,,,,,,,,,,,,,,,,,,188.7271492019944,,,1.2123022703399122,0.8248767856547974,,,0.8248767856547974,,,,,4.5,3.0,0.0,,,,False,
1997-02-16,,,,,,,,,,,,,,,,,,,,190.71045304782348,,,1.2152824114072058,0.8228540054669885,,,0.8228540054669885,,,,,5.0,3.3,0.0,,,,False,
1997-02-17,,,,,,,,,,,,,,,,,,,,192.71427901004728,,,1.2177485072933787,0.8211876212623278,,,0.8211876212623278,,,,,2.3,1.6,14.400001,,,,False,
1997-02-18,,,,,,,,,,,,,,,,,,,,194.73785823134327,,,1.2236186229534405,0.817248104304188,,,0.817248104304188,,,,,3.5,2.4,0.7,,,,False,
1997-02-19,,,,,,,,,,,,,,,,,,,,196.78041097226838,,,1.2291218963952757,0.8135889556054317,,,0.8135889556054317,,,,,2.3,1.6,0.6,,,,False,
1997-02-20,,,,,,,,,,,,,,,,,,,,198.841147155597,,,1.2190392296116168,0.8203181453960243,,,0.8203181453960243,,,,,3.4,2.3,0.0,,,,False,
1997-02-21,,,,,,,,,,,,,,,,,,,,200.9192669314508,,,1.2160486439930651,0.8223355249312729,,,0.8223355249312729,,,,,2.2,1.6,0.0,,,,False,
1997-02-22,,,,,,,,,,,,,,,,,,,,203.01396126213555,,,1.221130231720563,0.8189134737832243,,,0.8189134737832243,,,,,3.5,2.4,0.0,,,,False,
1997-02-23,,,,,,,,,,,,,,,,,,,,205.1244125255644,,,1.2301541734094446,0.8129062369706402,,,0.8129062369706402,,,,,5.1,3.3,0.0,,,,False,
