date,theta_8,WS_1_1_1,sw_out,vp,theta_20,theta_10,SW_IN_1_1_1,theta_3,ws,Rn,theta_17,theta_5,WD_1_5_1,SW_IN_1_1_2,theta_13,theta_11,theta_12,LE,theta_26,lw_in,theta_22,theta_24,WS_1_3_1,theta_mean,WD_1_3_1,WD_1_1_1,sw_in,SW_IN_1_1_3,theta_4,g_3,theta_9,G,lw_out,t_dew,theta_23,WS_1_5_1,vpd,theta_6,theta_16,theta_25,theta_1,theta_2,theta_15,theta_14,WD_1_2_1,g_1,t_avg,WS_1_4_1,rh,theta_18,H,g_2,theta_19,wd,theta_21,WS_1_2_1,es,WD_1_4_1,theta_7,t_min,t_max,LE_subday_gaps,Rn_subday_gaps,G_subday_gaps,ppt,H_subday_gaps,rso,flux,energy,ebr_corr,ebr_5day_clim,LE_corr,ebc_cf,H_corr,ebr,flux_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0976429661669,-7.17592615169104,0.0,0.0,0.0,,0.0,97.08636048967531,,,,,,,,,,,,1.0,0.6,0.0,,,,False,,
2018-12-14,,,23.381875000000008,,,,,,0.8446277615026162,,,,,73.7333333333333,,,,,,223.87291666666667,,,0.7704166666666667,,,,74.04024305555559,73.55687499999998,,,,,271.90416666666664,,,0.2904166666666666,0.12827687499999998,,,,,,,,,,,0.6800000000000002,67.215,,,,,121.60922141121661,,1.0258333333333334,,,,-10.74316326193,-3.21880657706487,0.0,0.0,0.0,,0.0,96.8062037231607,,,,,,,,,,,,1.7,1.0,0.0,,,,False,,
2018-12-15,,,19.304791666666674,,,,,,1.515547504633795,,,,,54.764583333333356,,,,,,249.75833333333324,,,1.7508333333333337,,,,54.746736111111105,54.23145833333336,,,,,292.31458333333336,,,0.6845833333333333,0.18071062499999996,,,,,,,,,,,1.3689583333333333,64.38541666666669,,,,,,,2.1318750000000004,,,,-2.736301508395,-0.651755797660826,0.0,0.0,0.0,,0.0,96.56737236375638,,,,,,,,,,,,2.0,1.2,0.0,,,,False,,
2018-12-16,,1.0648710748133368,20.511250000000004,0.3208825110631394,,,,,0.7537242149626673,,,,,79.80625,,,,,,237.775,,,0.7910416666666668,,,177.560971664278,81.7144097222222,81.6089583333333,,,,,290.60625,-8.78671718369316,,0.328125,0.25097249999999993,,,,,,,,,,-1.1186168097695912,0.6833333333333332,58.51520833333334,,-6.818519995622928,,,174.24289862893872,,0.9012500000000002,0.5718550110631394,,,-4.97835800900117,4.0291516893692005,0.0,0.0,0.0,,0.0,96.36989535666248,,,,,,,,,,,,2.3,1.3000001,0.0,,,,False,,0.21207598842537698
2018-12-17,,1.5923682730341289,21.652083333333334,0.3581357383104817,,,66.98708333333333,,1.105056987940159,7.372500000000002,,,,66.70833333333331,,,,,,257.88333333333327,,,1.1552083333333334,,,212.07111436938226,66.59048611111109,66.07604166666665,,,,,295.84583333333336,-7.524858287107378,,0.4768750000000002,0.19885249999999988,,,,,,,,,,-1.5432067329609367,0.9133333333333332,65.11729166666667,,-2.918407660873525,,,205.8817030634544,,1.3875000000000002,0.5569882383104816,,,-5.36740271583346,3.74094183988336,0.0,0.0,0.0,,0.0,96.2137981205714,,,,,,,,,,,,2.1000001,1.3000001,1.1,,,,False,,0.3488183586125963
2018-12-18,,2.6546295616579374,13.909791666666665,0.4356304010698482,,,37.537083333333335,,1.7970201428246748,4.2189583333333305,,,,36.60208333333335,,,,,,290.69375,,,1.841041666666667,,,236.65027147573383,36.993125,36.84020833333333,,,,,310.1020833333333,-4.741949458449253,,,0.1552883333333333,,,,,,,,,,-0.4617787307089605,1.4250000000000005,73.79979166666666,,-4.189908240118083,,,235.24862209113414,,2.249166666666666,0.5909187344031818,,,-2.02910722886628,0.33596574107553995,0.0,0.0,0.0,,0.0,96.0991027288225,,,,,,,,,,,,2.0,1.2,3.6000001000000004,,,,False,,0.4458653625454465
2018-12-19,,2.8868850555909606,24.93541666666667,0.350565597972784,,,,,2.074481680564406,,,,,64.93333333333331,,,,,,249.61041666666668,,,1.8072916666666663,,,252.38202657224323,66.05284722222224,65.79250000000002,,,,,291.65208333333334,-7.761112581750483,,,0.1283425,,,,,,,,,,-3.323045187279265,1.2681250000000002,73.20833333333336,,-25.73797133363896,,,244.9222390461814,,2.335625,0.47890809797278394,,,-4.74213196337172,-1.6477414899529197,0.0,0.0,0.0,,0.0,96.02582805325949,,,,,,,,,,,,1.9,1.2,0.3,,,,False,,0.352246260268239
2018-12-20,,1.3546314805539754,18.936249999999987,0.35034587591051897,,,47.80375000000002,,0.9689182868051606,-5.4991666666666665,,,,48.40000000000003,,,,,,257.7708333333333,,,0.8285416666666667,,,119.80235944966236,48.02479166666666,47.87062500000002,,,,,292.1375,-7.598430712444878,,,0.14238333333333333,,,,,,,,,,-2.9541669263496884,0.6797916666666666,71.08312500000002,,-5.669319475063496,,,131.9322705443375,,1.012708333333333,0.4927292092438523,,,-4.6132212915503,-1.35864728005339,0.0,0.0,0.0,,0.0,95.99398986989479,,,,,,,,,,,,1.5,0.90000004,1.4,,,,False,,0.30843007466200373
2018-12-21,,3.068897270793607,24.79520833333333,0.35643526980551005,,,71.08791666666666,,2.3383180676984017,12.638541666666667,,,,68.03541666666668,,,,,,259.8291666666668,,,2.100208333333333,,,225.37787251789848,69.31090277777777,68.809375,,,,,293.48333333333335,-7.581670323121479,,,0.11703791666666663,,,,,,,,,,-3.5720025122678543,1.5841666666666667,74.9835416666667,,-16.595765662304533,,,224.86401526544125,,2.6000000000000005,0.4734731864721768,,,-6.62176068305598,-0.395803129665921,0.0,0.0,0.0,,0.0,96.00360092569805,,,,,,,,,,,,1.5,0.90000004,0.8,,,,False,,0.3516543211275629
2018-12-22,,2.3840820368560753,25.64708333333333,0.18901157732784413,,,91.2983333333333,,1.7546663425473523,17.403333333333332,,,,85.04583333333333,,,,,,212.8041666666668,,,1.5435416666666668,,210.1668750000001,215.30929198263783,88.0841666666667,87.90833333333336,,,,,261.0520833333333,-15.517894417842363,,,0.1017722916666667,,,,,,,,213.50645833333337,,-9.860853860236023,1.1385416666666666,65.42416666666665,,6.203010490323425,,,212.46801985545963,,1.9525,0.29078386899451075,,,-12.9713104598692,-6.75554470297539,0.0,0.0,0.0,,0.0,96.05467096604414,,,,,,,,,,,,1.3000001,0.8,0.0,,,,False,,0.23312101986234376
2018-12-23,,1.4873226810750066,16.359791666666666,0.23074394367213266,,,39.27666666666666,,1.0859452536020848,2.348124999999998,,,,38.802083333333336,,,,,,253.38958333333335,,,0.9308333333333332,,,134.27914886897958,39.039236111111116,39.03895833333336,,,,,273.95833333333337,-13.137826918733776,,,0.103149375,,,,,,,,,,-8.290499295400043,0.7812499999999999,69.67854166666666,,6.964360778877827,,,142.99419920210252,,1.144375,0.3338933186721327,,,-12.2778945122325,-4.79743052376267,0.0,0.0,0.0,,0.0,96.14720672257641,,,,,,,,,,,,1.3000001,0.8,0.4,,,,False,,0.29110968430652023
2018-12-24,,1.727186408301951,24.69270833333333,0.3180143527010221,,,64.714375,,1.2981507687421552,6.7945833333333265,,,,64.36458333333333,,,,,,252.06041666666653,,,1.1537499999999998,,,184.935413786785,64.26694444444443,63.721875,,,,,285.2875,-8.847744568026252,,,0.10655895833333333,,,,,,,,,,-4.9306962033764075,0.8914583333333331,75.07020833333333,,1.6108768146389203,,,183.8185321921769,,1.420208333333333,0.4245733110343554,,,-6.73030060914294,-2.95620850214073,0.0,0.0,0.0,,0.0,96.28121186146649,,,,,,,,,,,,1.2,0.7,0.3,,,,False,,0.2497173544209989
2018-12-25,,1.3303132318337891,18.433541666666667,0.2727961610277801,,,54.95270833333333,,0.9366928912917803,11.773333333333332,,,,53.83958333333332,,,,,,252.5270833333334,,,0.7820833333333331,,,197.69357776017443,54.39125000000002,54.38145833333334,,,,,277.2729166666666,,,,,,,,,,,,,,-7.796793045349606,0.6352083333333335,80.43750000000001,,3.83174633280504,,,208.7966275764156,,0.9991666666666664,0.3407362740923533,,,-10.699100732674802,-6.156574450052742,0.0,0.0,0.0,,0.0,96.45668689227436,,,,,,,,,,,,0.8,0.5,1.6,,,,False,,0.181736018737642
2018-12-26,,1.5324736909022934,23.43145833333333,0.22432479883694012,,,,,1.1402538393922401,,,,,64.80208333333333,,,,,,228.23125,,,1.0022916666666666,,,216.32058533762637,64.51145833333332,64.40854166666666,,,,,264.69375,-13.4132643731553,,,0.06848291666666664,,,,,,,,,,-9.760581076603847,0.7712500000000001,76.94729166666667,,0.8634727120740379,,,212.67742099387627,,1.2550000000000003,0.29280771550360685,,,-13.5570590337692,-7.39410249594937,0.0,0.0,0.0,,0.0,96.6736290378362,,,,,,,,,,,,0.7,0.5,0.0,,,,False,,0.1678022634049363
2018-12-27,,0.9688549811080815,22.40895833333333,0.1946571897784376,,,,,0.7669969069891764,,,,,60.91458333333336,,,,,,237.7020833333333,,,,,,217.4136724862366,61.21993055555557,61.16791666666669,,,,,259.39374999999995,-15.047163001334994,,,0.050678125,,,,,,,,,,-11.958290344392786,0.5668749999999999,79.67895833333334,,9.864274214340824,,,212.59056525373285,,0.8272916666666666,0.24533531477843756,,,-13.6519333025438,-9.61068438139671,0.0,0.0,0.0,,0.0,96.93203206582515,,,,,,,,,,,,0.7,0.4,0.3,,,,False,,0.15319498894576725
2018-12-28,,,22.34229166666668,0.1543223941987703,,,,,0.6439752172267016,,,,,55.82916666666665,,,,,,228.2645833333333,,,,,,,53.41604166666665,54.483333333333356,,,,,246.48541666666665,-17.952408026821942,,,0.046348958333333336,,,,,,,,,,-14.56553332028573,0.5216666666666667,78.03374999999998,,6.899437543075537,,,,,0.6637500000000001,0.20067135253210355,,,-18.3087172860812,-10.8553854575762,0.0,0.0,0.0,,0.0,97.2318860828473,,,,,,,,,,,,0.6,0.4,1.6,,,,False,,0.14821816030357518
2018-12-29,,1.5229976069768572,18.086875000000013,0.20045523230730716,,,38.00541666666667,,1.1605931517442147,12.885208333333333,,,,36.25208333333333,,,,,,257.89166666666665,,,1.0270833333333331,,,127.1778852302098,37.57104166666666,38.45562500000001,,,,,264.92500000000007,-14.729978873720887,,,0.058129375,,,,,,,,,,-11.343460393172764,0.86875,77.89770833333334,,1.8924128941471203,,,136.39113260081774,,1.2235416666666663,0.2585846073073071,,,-14.321155602648098,-8.40607648886629,0.0,0.0,0.0,,0.0,97.57317729213987,,,,,,,,,,,,1.2,0.7,3.0,,,,False,,0.23596088193018133
2018-12-30,,2.07916964866402,12.761666666666665,0.26637980275554124,,,24.79187499999999,,1.5398444954993382,0.21562500000000015,,,,23.125,,,,,,264.1104166666666,,,1.3475,,,216.62412853750197,24.43611111111111,25.391458333333322,,,,,275.92499999999995,-11.24831730842049,,,0.06048979166666665,,,,,,,,,,-8.409129910018548,1.016458333333333,81.46354166666667,,-5.696589659853225,,,215.5064235321727,,1.7162499999999998,0.3268695944222078,,,-13.2566040137202,-6.52400048983469,0.0,0.0,0.0,,0.0,97.95588771614176,,,,,,,,,,,,0.7,0.4,4.2000003,,,,False,,0.18803925605155314
2018-12-31,,2.022644338148237,28.734791666666656,0.11765779510694925,,,,,1.5324953319501924,,,,,84.87291666666668,,,,,,180.55833333333328,,,1.4179166666666667,,231.5335416666668,244.9735894666409,87.55506944444444,87.19854166666666,,,,,228.31458333333333,-21.262990985780963,,,0.03434104166666666,,,,,,,,,,-17.880004771042426,1.040416666666667,77.67062500000002,,3.5888609562042886,,,234.33398001922788,,,0.15199883677361584,,,-24.014548663840298,-13.754058760114699,0.0,0.0,0.0,,0.0,98.37999488539316,,,,,,,,,,,,0.0,0.0,0.0,,,,False,,0.11384835882053923
2019-01-01,,,27.68104166666667,0.09345830142618576,,,,,0.7604953965606684,,,,,79.91458333333334,,,,,,193.59791666666663,,,0.7316666666666666,,,,84.72246527777777,90.13687500000003,,,,,223.8083333333333,,,,,,,,,,,,,,-20.252004505586427,0.6177083333333332,72.45500000000001,,0.053368415831032065,,,197.98275793131336,,,0.1334470775134394,,,-27.2036990730031,-13.9200297543249,0.0,0.0,0.0,,0.0,98.84547149540563,,,,,,,,,,,,0.6,0.4,0.4,,,,False,,0.10528332593810927
2019-01-02,,0.9160484603963286,22.02854166666667,0.18252265931623304,,,61.05833333333336,,0.7061056513818537,20.458958333333328,,,,56.98125,,,,,,241.44166666666672,,,,,,129.40797047422598,59.40791666666667,60.18416666666666,,,,,260.0125,-15.933850697029776,,,0.06534166666666667,,,,,,,,,,-11.954947463520071,0.4997916666666667,74.33791666666666,,25.863869635338286,,,126.56148415307224,,,0.2478643259828996,,,-15.290660826636099,-8.597839257571371,0.0,0.0,0.0,,0.0,99.352285033306,,,,,,,,,,,,1.2,0.7,0.4,,,,False,,0.17567100155291435
2019-01-03,,1.1920763623277617,23.51833333333333,0.2331319954378349,,,74.336875,,0.9586180358269012,19.383124999999996,,,,69.3833333333333,,,,,,234.58958333333337,,,,,,161.9689374362813,72.25354166666669,73.04041666666667,,,,,266.0249999999999,-12.819763547982653,,,0.07808645833333333,,,,,,,,,,-9.046643584337165,0.716875,75.7985416666667,,14.89437125728214,,,158.50570584650302,,,0.3112184537711681,,,-11.866916057049801,-5.54237038954716,0.0,0.0,0.0,,0.0,99.90039737621687,,,,,,,,,,,,1.7,1.0,0.7,,,,False,,0.19832832869799236
2019-01-04,,1.3042694499655656,27.90041666666667,0.3284088501411783,,,79.70583333333335,,0.924921529158058,13.145000000000005,,,,77.85000000000005,,,,,,245.87291666666655,,,0.7852083333333334,,,140.48341040818522,78.77541666666669,78.77041666666669,,,,,284.53333333333336,-8.458107430128537,,,0.13731541666666666,,,,,,,,,,-3.8317427765352505,0.6604166666666668,71.533125,,-1.6118671183550928,,,145.0247407611249,,0.9497916666666666,0.465724266807845,,,-7.195228571109282,-0.254708866962403,0.0,0.0,0.0,,0.0,100.48976436347381,,,,,,,,,,,,1.9,1.1,0.0,,,,False,,0.231826877306336
2019-01-05,,,24.625000000000004,,,,71.23624999999997,,0.8580645816422994,8.882083333333336,,,,70.82499999999997,,,,,,250.01041666666663,,,0.7708333333333334,,,,70.86847222222222,70.54416666666668,,,,,287.73958333333326,,,,0.19347708333333333,,,,,,,,,,,0.6743750000000001,65.22479166666669,,,,,162.5044190409379,,0.955625,,,,-7.2737386491093,1.09510478627885,0.0,0.0,0.0,,0.0,101.12033534490774,,,,,,,,,,,,2.2,1.3000001,0.0,,,,False,,
2019-01-06,,,23.036458333333325,,,,54.41187499999998,,1.9431909676217842,3.6379166666666687,,,,54.19583333333333,,,,,,267.31458333333325,,,1.866458333333333,,,,54.16895833333334,53.89916666666667,,,,,295.0520833333332,,,,0.10844708333333336,,,,,,,,,,,1.4489583333333331,77.3733333333333,,,,,,,2.2706249999999994,,,,-5.77463890330756,-4.7182942862200985,0.0,0.0,0.0,,0.0,101.79205270752828,,,,,,,,,,,,1.8000001,1.1,0.0,,,,False,,
2019-01-07,,3.3807461171020217,28.793958333333325,0.2477368779202757,,,82.26854166666666,,2.5440406959421717,7.916249999999998,,,,78.16666666666667,,,,,,230.31666666666675,,,2.274375000000001,,,247.45680519317932,80.0997222222222,79.86395833333331,,,,,275.87500000000006,-12.545967560098086,,,0.11968729166666665,,,,,,,,,,-6.893164578914808,1.6597916666666668,67.18166666666664,,-20.716030261805138,,,243.92549547590463,,2.86125,0.3674241695869423,,,-10.394790475274199,-4.322124910388601,0.0,0.0,0.0,,0.0,102.50485138304558,,,,,,,,,,,,1.6,1.0,0.0,,,,False,,0.37161716572193193
2019-01-08,,2.0954748479199745,28.303333333333338,0.2049306099677147,,,,,1.37537912864666,,,,,89.13749999999996,,,,,,201.24374999999995,,,1.0795833333333336,,,152.2052597134476,92.38954861111112,92.62291666666664,,,,,259.50416666666666,-14.419938916555973,,,0.12233812499999998,,,,,,,,,,-8.419299179939443,0.8947916666666669,63.94375000000003,,-4.375988167666449,,,153.028164147074,,1.4316666666666666,0.32726873496771475,,,-11.562782268650201,-5.053453281176131,0.0,0.0,0.0,,0.0,103.25865833873777,,,,,,,,,,,,1.7,1.0,0.0,,,,False,,0.2699755314303836
2019-01-09,,1.1158520673676755,28.329374999999995,0.3149534939594974,,,,,0.8367755168419185,,,,,85.3208333333333,,,,,,257.8666666666667,,,0.7374999999999999,,,177.72377021601937,87.5444097222222,87.36020833333338,,,,,289.71249999999986,-9.481926560336387,,,0.199573125,,,,,,,,,,-3.2343419916174434,0.6154166666666667,63.99937500000002,,-5.8010468081043625,,,188.0698956503548,,0.8783333333333333,0.5145266189594975,,,-11.181132801199801,3.24418910332321,0.0,0.0,0.0,,0.0,104.05339205424494,,,,,,,,,,,,2.2,1.3000001,0.0,,,,False,,0.27443913979389073
2019-01-10,,0.9676267510977518,19.48875,0.4039307989913892,,,,,0.7816462711077713,,,,,49.82291666666668,,,,,,255.2625,,,0.7125000000000002,,,157.27788749928172,49.472673611111134,49.55166666666667,,,,,294.8666666666667,-5.724945303225648,,,0.17333833333333334,,,,,,,,,,-0.8109183796088999,0.6147916666666667,70.10437500000002,,1.5273566308146134,,,153.62782680747318,,0.8316666666666666,0.5772691323247227,,,-3.38918923149458,1.23648827764708,0.0,0.0,0.0,,0.0,104.88896198690959,,,,,,,,,,,,1.5,0.90000004,0.0,,,,False,,0.36783115783714926
2019-01-11,,1.2181946535413848,27.485625,,,,,,1.0710069967186795,,,,,84.24166666666669,,,,,,225.40416666666667,,,1.047708333333333,,,168.56203977982892,84.25031250000002,85.47187499999997,,,,,275.8187500000001,,,,,,,,,,,,,,-5.02539092916095,0.8402083333333336,78.59499999999998,,17.411913288374244,,,167.22924090697805,,1.1779166666666665,0.4260372223550424,,,-10.1951798632587,-1.01561639227026,0.0,0.0,0.0,,0.0,105.76526802831995,,,,,,,,,,,,1.2,0.7,0.0,,,,False,,
2019-01-12,,,28.07541666666667,,,,,,0.9453739423952556,,,,,95.81041666666664,,,,,,200.81041666666667,,,0.9968749999999998,,,,97.28211805555556,106.38895833333332,,,,,252.975,,,,,,,,,,,,,,-9.638006703167207,0.7612499999999999,75.58208333333333,,-2.7677172823765566,,,204.24526509261784,,,0.3035654138927146,,,-14.7032959823889,-3.9809188294021296,0.0,0.0,0.0,,0.0,106.68219995472755,,,,,,,,,,,,0.90000004,0.5,0.0,,,,False,,
2019-01-13,,0.8620211024588222,27.431875000000005,0.21219714509290166,,,,,0.9356094422813721,,,,,95.74375,,,,,,205.8791666666667,,,1.0089583333333336,,,217.59391387285717,99.16027777777776,99.49666666666666,,,,,259.00625,,,,,,,,,,,,,,-7.561738114067232,0.7806249999999998,63.30124999999998,,1.7095630013931689,,,201.62063896279682,,1.090833333333333,0.35968729526119203,,,-12.5974698727813,-1.24143781268072,0.0,0.0,0.0,,0.0,107.63963687401224,,,,,,,,,,,,2.2,1.3000001,0.0,,,,False,,0.2819822874751692
2019-01-14,,1.0572710729416817,28.26041666666667,,,,,,1.0402031849020872,,,,,100.54583333333336,,,,,,199.18541666666667,,,1.079375,,,207.9979990506387,103.2963541666666,103.22875,,,,,258.51666666666665,,,,,,,,,,,,,,-7.00682160459818,0.8502083333333336,58.18833333333333,,2.03464199501564,,,193.5980675933598,,1.1739583333333334,0.3732194351772633,,,-11.831069867286901,-0.8803727462060921,0.0,0.0,0.0,,0.0,108.63744667185458,,,,,,,,,,,,1.9,1.1,0.0,,,,False,,
2019-01-15,,0.8812918002612996,24.093125,0.22248101213051816,,,68.60229166666667,,0.7932917000653251,11.173749999999995,,,,67.94375000000001,,,,,,234.16458333333333,,,0.7893750000000002,,,175.74134857768578,68.29166666666667,68.32895833333333,,,,,267.50000000000006,-13.757304090938813,,,0.13799791666666664,,,,,,,,,,-7.610286283945923,0.6554166666666669,63.71937500000001,,1.596603320954577,,,176.98123072576553,,0.8470833333333331,0.3604789287971848,,,-13.333092021095801,-2.2929050180615,0.0,0.0,0.0,,0.0,109.67548545974974,,,,,,,,,,,,1.9,1.1,0.5,,,,False,,0.3073500930216945
2019-01-16,,,23.646041666666665,,,,55.37833333333332,,1.1563609937752315,12.64270833333334,,,,53.28125000000003,,,,,,283.48958333333337,,,1.085625,,,,54.485277777777775,54.79624999999999,,,,,302.57916666666665,,,,0.14670520833333334,,,,,,,,,,,0.8477083333333332,72.82395833333334,,,,,,,1.3145833333333334,,,,-3.41813265491601,0.342774809834168,0.0,0.0,0.0,,0.0,110.75359702745828,,,,,,,,,,,,1.9,1.1,0.6,,,,False,,
2019-01-17,,,18.662708333333335,,,,,,0.9699950990360016,,,,,35.547916666666666,,,,,,296.41875,,,0.8977083333333336,,,,36.756180555555545,38.951250000000016,,,,,303.77499999999986,,,,0.08076625,,,,,,,,,,,0.741875,84.93500000000002,,,,,,,1.1235416666666669,,,,-2.47504456589621,0.884502856010783,0.0,0.0,0.0,,0.0,111.87161230243534,,,,,,,,,,,,1.6,1.0,3.5,,,,False,,
2019-01-18,,2.5833801574105735,30.036875,0.36077936988319176,,,71.40791666666667,,1.9207929560193095,19.143958333333327,,,,70.18749999999999,,,,,,271.54791666666665,,,1.7022916666666663,,223.87958333333327,227.99776914290612,70.8126388888889,70.84249999999999,,,,,293.775,-7.2435167589874245,,,0.13557604166666667,,,,,,,,226.7835416666666,,-2.8712103555776163,1.2604166666666667,72.77020833333333,,-9.413807362064029,,,225.60605686905987,,2.137083333333333,0.4963554115498585,223.76333333333332,,-4.7955505476599,-0.77343041116319,0.0,0.0,0.0,,0.0,113.02934881872135,,,,,,,,,,,,1.6,1.0,0.3,,,,False,,0.4657816908970504
2019-01-19,,2.8547807154905622,18.641666666666666,0.3579456133426112,,,40.00479166666669,,2.1933826788726405,3.8943750000000015,,,,37.28125,,,,,,279.56041666666664,,,1.973125,,226.8779166666667,228.8291705137196,38.94034722222224,39.535,,,,,297.02916666666664,-7.378032787098516,,,0.11988541666666667,,,,,,,,228.0354166666666,,-3.3892611440578966,1.5268750000000004,74.730625,,-6.750501196706601,,,228.28208429509655,,2.41875,0.4778310300092777,229.38583333333332,,-5.172300687866139,-1.13993823266981,0.0,0.0,0.0,,0.0,114.2266101977001,,,,,,,,,,,,2.0,1.2,1.2,,,,False,,0.5277796134016028
2019-01-20,,2.28146849106787,18.962708333333328,0.4858888551435954,,,40.93625,,1.7684400394336344,3.9235416666666674,,,,38.908333333333346,,,,,,293.91041666666666,,,1.5987499999999992,,,227.61897303631528,40.170555555555566,40.66708333333335,,,,,311.9604166666667,-3.2999769319866736,,,0.12935,,,,,,,,,,0.057426070704538076,1.2629166666666662,79.05187499999998,,-10.125132736328057,,,227.094111267387,,1.930625,0.6152388551435956,,,-1.37065614037351,2.33664097809935,0.0,0.0,0.0,,0.0,115.46318564305014,,,,,,,,,,,,1.8000001,1.1,7.7000003,,,,False,,0.5502279076695279
2019-01-21,,2.285792929676562,29.672291666666666,0.3775652188272565,,,21.938333333333336,,1.5849378157524734,-6.356874999999998,,,,57.729166666666686,,,,,,291.81458333333336,,,1.3452083333333331,,,259.10932915713687,46.46333333333335,59.72249999999998,,,,,290.4375,-7.061389150940451,,,0.05272395833333332,,,,,,,,,,-4.999905652213722,0.9714583333333332,86.90604166666668,,0.1912824608265354,,,258.3324321409521,,1.737291666666667,0.4302891771605897,,,-10.0074703592405,-1.2150372427086005,0.0,0.0,0.0,,0.0,116.73884945212582,,,,,,,,,,,,1.1,0.7,1.7,,,,False,,0.31420833220710304
2019-01-22,,1.9732182126020323,34.176458333333336,0.2092435764407795,,,57.20916666666666,,1.5326795531505084,24.403541666666676,,,,90.73333333333332,,,,,,263.7645833333334,,,1.3854166666666667,,,210.9563569462795,80.3707638888889,93.16979166666668,,,,,262.3937499999999,-14.1708995241913,,,0.07429979166666667,,,,,,,,,,-10.160371979575606,1.075,74.64499999999998,,1.9784577111263677,,,203.88161693937508,,1.6970833333333335,0.2835433681074462,,,-13.229278539121099,-7.42804106352895,0.0,0.0,0.0,,0.0,118.05336054590113,,,,,,,,,,,,1.2,0.8,1.7,,,,False,,0.3111772118622078
2019-01-23,,2.0023364302818494,17.739791666666672,0.24968574642186794,,,35.574375,,1.5786570242371292,8.240833333333333,,,,31.55833333333333,,,,,,266.2833333333333,,,1.4406249999999998,,,218.45409077421996,34.08034722222224,35.10833333333334,,,,,275.87708333333336,-12.023462669926984,,,0.07233875,,,,,,,,,,-8.499699767011428,1.1135416666666669,77.46437499999998,,-1.35636932530878,,,220.41024558403126,,1.7581249999999995,0.32202449642186803,,,-10.091909241737401,-7.14132876044278,0.0,0.0,0.0,,0.0,119.40646201951141,,,,,,,,,,,,1.3000001,0.8,8.0,,,,False,,0.3398300477590151
2019-01-24,,2.1963105238372136,37.96125,0.272261213285091,,,86.68645833333336,,1.6599630476259704,27.718958333333337,,,,85.87291666666665,,,,,,254.24999999999991,,,1.4720833333333336,,,219.14035308126915,87.0710416666667,88.65375,,,,,275.25625,-10.866248815624411,,,0.07083666666666667,,,,,,,,,,-7.7203440054680765,1.1045833333333337,79.85104166666666,,2.7292657735226595,,,214.87146718570648,,1.8668749999999987,0.3430978799517576,,,-9.86436189665955,-6.103685295387441,0.0,0.0,0.0,,0.0,120.79788071531156,,,,,,,,,,,,1.2,0.8,1.0,,,,False,,0.3216457210546116
2019-01-25,,1.7105862289113511,25.19270833333333,0.2747211325134725,,,,,1.2748340572278378,,,,,43.51458333333335,,,,,,254.54375000000005,,,1.1183333333333334,,,225.83037157568532,48.29930555555557,52.01229166666666,,,,,273.21041666666673,-10.834857939366298,,,0.06808979166666668,,,,,,,,,,-7.757079333056713,0.8508333333333332,80.09958333333331,,-4.3770469627110495,,,226.4132722674529,,1.4195833333333334,0.34281092418013914,,,-11.218783890540099,-5.92905922458317,0.0,0.0,0.0,,0.0,122.22732682025669,,,,,,,,,,,,1.0,0.6,3.5,,,,False,,0.30818407028482686
2019-01-26,,1.415167177338018,31.19833333333333,0.3186203383457931,,,63.90145833333332,,1.042437627667838,12.580208333333333,,,,60.735416666666644,,,,,,266.47916666666674,,,0.9175,,,154.66850063442925,62.84229166666666,63.88999999999999,,,,,286.6020833333334,-8.906808650385342,,,0.08892499999999999,,,,,,,,,,-5.5386184508233365,0.710625,78.21249999999998,,7.091786146376897,,,159.8737081337954,,1.1264583333333331,0.4075453383457934,,,-8.475135124948961,-3.33308437177698,0.0,0.0,0.0,,0.0,123.69449348929251,,,,,,,,,,,,1.5,0.90000004,0.0,,,,False,,0.3616021392184215
2019-01-27,,3.2280866865087625,38.288125000000015,0.36870754790476856,,,87.43291666666664,,2.4695346538959484,22.86979166666667,,,,82.61249999999997,,,,,,267.41041666666666,,,2.2216666666666662,,,235.93978963291974,85.08708333333333,85.21583333333331,,,,,293.68541666666664,-6.938223231384794,,,0.08973895833333334,,,,,,,,,,-3.919677770909466,,80.52270833333333,,7.8723502515256065,,,235.384209690562,,2.7322916666666672,0.4584465062381018,,,-6.33304701882861,-1.96636836335921,0.0,0.0,0.0,,0.0,125.19905649631781,,,,,,,,,,,,1.9,1.2,1.5,,,,False,,0.44543320390075475
2019-01-28,,1.67090542805629,43.98374999999999,0.18997618378347167,,,,,1.2965284403474058,,,,,122.62916666666668,,,,,,195.39166666666677,,,1.1754166666666668,,,224.71188109170112,126.35229166666667,126.57979166666668,,,,,252.93125,-15.71401402590575,,,0.08484249999999999,,,,,,,,,,-10.689687290304377,0.8904166666666669,69.77062499999998,,7.465953771586456,,,216.75882735532883,,1.449375,0.2748186837834717,,,-16.1529564676588,-6.17931279042904,0.0,0.0,0.0,,0.0,126.74067391415907,,,,,,,,,,,,1.0,0.6,0.0,,,,False,,0.34456342729826106
