date,lw_in,ws,es,sw_out,LE,H,wd,t_avg,sw_in,Rn,t_dew,vpd,rh,vp,lw_out,G,t_min,t_max,H_subday_gaps,ppt,LE_subday_gaps,G_subday_gaps,Rn_subday_gaps,rso,flux,energy,flux_corr,ebr,ebr_corr,LE_corr,ebc_cf,ebr_5day_clim,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2017-06-14,,,,,,,,,,,,,,,,,23.766,32.637,,,,,,362.1779495034069,,,,,,,,,,,,9.1,7.1,0.0,,,,False,,
2017-06-15,-40.117625,2.176833333333333,,43.94643750000001,139.51718749999998,-15.090060416666667,,27.63765625000001,272.40868750000004,196.61710416666668,,,,3.0452930110308376,-8.272479166666667,9.225001416666666,24.419,33.211,1.0,8.89,3.0,0.0,0.0,362.29242542451345,124.42712708333332,187.39210275,,0.6639934407979383,,,,,,4.948905841719607,,7.1,5.7000003,6.8,,,,False,,5.39806027904591
2017-06-16,-31.93800000000001,2.086979166666667,3.3059358576836018,36.10285416666668,101.06685416666667,3.125338333333333,165.69940416666662,25.43647916666667,197.19027083333336,131.96820833333337,23.613079650489954,0.2879139416666667,92.84554166666668,3.0180219160169353,-2.818791666666669,1.82966125,21.872,32.64,0.0,14.732000000000001,1.0,0.0,0.0,362.3833091060041,104.19219250000002,130.13854708333338,,0.8006251401691247,,,,,,3.5773760106823747,,5.7000003,5.0,9.7,,,,False,,3.9812647779734704
2017-06-17,-31.01452083333333,3.143291666666667,3.4128419298282617,49.65185416666668,165.4081625,-16.269122708333338,191.09922916666665,25.831395833333332,270.2718541666666,195.48722916666668,23.90343318822391,0.3246861458333333,92.39083333333332,3.0881557839949303,-5.881750000000001,1.871633333333332,20.318,31.489,0.0,0.254,0.0,0.0,0.0,362.45063463618243,149.13903979166668,193.61559583333332,,0.7702842281364946,,,,,,5.857046934201992,,7.8,6.4,0.0,,,,False,,4.549666841368664
2017-06-18,-18.79489583333333,2.699125,3.3901443806718814,26.84716666666667,91.80017291666668,-10.267692916666666,213.0689375,26.021520833333344,143.18141666666668,100.56089583333332,25.19729042605724,0.07233033125,98.2818125,3.3178140494218806,-3.0215416666666672,3.5608314166666664,23.26,31.152,0.0,0.254,0.0,0.0,0.0,362.49443361846846,81.53248,97.00006441666666,,0.8405404727338615,,,,,,3.2512111080980883,,5.6,4.5,3.4,,,,False,,2.8430881597602706
2017-06-19,-42.691041666666656,1.4155625,3.625504513136596,58.41025000000001,,,176.01293166666665,26.903625,339.6474375,252.46610416666672,20.83118539842689,1.0908997500000002,74.85000000000005,2.534604763136596,-13.919958333333335,8.100704354166668,22.025,32.526,6.0,0.0,6.0,0.0,0.0,362.51473511767614,,244.36539981250004,,,0.7702842281364946,157.84013818727774,1.2982220892919538,,,,5.594870485278971,7.8,6.4,0.0,,0.8741985002982666,5.594870485278971,True,5.594870485278971,6.129407586143709
2017-06-20,-46.69583333333333,0.9630416666666668,3.8000729815010934,59.30258333333333,,,139.61407875000003,27.5681875,331.90595833333333,242.86508333333325,21.230371174378067,1.2108303208333335,73.06541666666669,2.58924266066776,-16.95754166666667,5.967294791666667,20.899,33.854,12.0,0.0,12.0,0.0,0.0,362.51156561573447,,236.89778854166656,,,0.7709079661846363,167.59719544682952,1.2971717038405788,,,,5.944549968768344,8.400001,6.8,0.0,,0.8741985002982666,5.944549968768344,True,5.944549968768344,5.935227190129012
2017-06-21,-34.73125,2.103333333333333,3.559386395903297,50.18610416666666,129.40672499999997,-5.858329166666668,144.41883541666667,26.69522916666666,272.72381250000007,197.13379166666672,23.123787366154453,0.64346723125,84.54312500000002,2.915919164653296,-9.327333333333334,6.191619125,22.328000000000007,32.413000000000004,8.0,0.0,8.0,0.0,0.0,362.48494897676005,123.5483958333333,190.94217254166676,160.39325656741923,0.6470461406653001,0.7702842281364946,167.99866889792924,1.2982220892919538,,-7.605412330509991,4.586081568507193,5.9537523955307305,8.900001,6.9,0.0,0.8628626540930051,1.0295126649443958,7.103637486298308,False,,5.145038271902019
2017-06-22,-14.131791666666665,3.4957291666666674,3.448499539051838,39.899916666666655,113.69763541666664,5.006121458333328,135.04516875000004,26.27572916666666,220.6736666666667,170.41170833333337,25.07046024892109,0.15362575416666668,96.16041666666666,3.2948737848851724,-3.76975,4.841088583333334,22.857,31.042,0.0,2.286,0.0,0.0,0.0,362.43490642140745,118.70375687499997,165.57061975000005,153.97915455782152,0.7169373229032678,0.7709079661846363,147.48535545608237,1.2971717038405788,,6.4937991017391266,4.0277264091971405,5.224652728821952,7.9,5.9,30.1,0.8855343465035281,1.12282684014342,6.624678463927291,False,,3.857117895570014
2017-06-23,-11.698125000000005,4.012229166666667,,26.22475,,,,,128.4724375,92.09495833333334,,,,,-1.545395833333333,-0.4387535208333329,22.901,30.306,10.0,40.132,10.0,0.0,0.0,362.3614565104572,,92.53371185416668,,,0.7709079661846363,145.02709741152108,1.2971717038405788,,,,5.106546314810384,5.7000003,4.3,13.2,,1.187568857744093,5.106546314810384,True,5.106546314810384,
2017-06-24,-51.948541666666664,2.3863958333333337,3.047450207403904,58.7109375,186.87961736111114,-21.76521111111111,198.45855333333336,24.158999999999995,286.1288333333333,185.10806250000007,20.115906009317985,0.6288906666666666,81.54500000000002,2.418559540737237,-9.638708333333332,-1.015032500000001,19.96,28.68,1.0,0.0,1.0,0.0,0.0,362.2646151376255,165.11440625000003,186.12309500000006,214.35516945407548,0.8871247614381224,0.7702842281364946,242.6112472966226,1.2982220892919538,,-28.25607784254711,6.60665271502059,8.57690249092039,8.0,6.4,0.0,1.3401409942366538,1.1607753449462637,7.42896231835625,False,,4.929404852582476
2017-06-25,-63.83062500000001,0.9158125000000004,3.2751294624433918,63.5044375,183.52399722222225,-3.908264930555557,185.33157604166664,25.06170833333334,343.8728958333333,234.11958333333325,18.962396646201658,1.02080229375,75.12291666666665,2.2543271686933912,-17.58175,1.315498541666667,19.906,31.403,5.0,0.0,5.0,0.0,0.0,362.1443955316136,179.61573229166663,232.80408479166655,232.80408479166655,0.771531704232778,0.771531704232778,237.8696769236737,1.2961230167390387,,-5.0655921320070565,6.493686236371776,8.41661619444296,7.2000003,6.0,0.0,1.4027693657404934,1.221549080155059,7.329294480930353,False,,5.827605754566193
2017-06-26,-45.04958333333333,1.5764375000000002,3.0512570660506366,52.635124999999974,149.07845833333332,-3.46283125,127.69444291666665,23.94472916666666,278.6606875,194.27485416666664,18.805557412757032,0.8272731437499999,77.41097916666666,2.223983922300637,-13.298875,-0.8600370833333343,19.574,31.508000000000006,4.0,0.0,4.0,0.0,0.0,362.0008082674374,145.61562708333332,195.13489125,191.8819918318636,0.7462306005376337,0.7588811523852058,196.44506635165646,1.3177293926156213,,-4.5630745197928935,5.269198342178106,6.9433775310095935,6.1,4.8,7.4,1.4465369281467857,1.271431336828529,6.102870659283223,False,,5.18758249119176
2017-06-27,-45.868770833333336,1.8128958333333336,,58.32777083333333,119.01663541666666,3.934562154166665,,24.22925000000001,314.123125,219.844375,,,,2.5113056310911426,-9.917791666666668,-1.5181183333333341,17.999000000000006,30.461,2.0,-8.881784197001252e-16,4.0,0.0,0.0,361.8338612871109,122.95119757083332,221.36249333333336,162.01640689637742,0.555429222536314,0.7588811523852058,156.83171869875903,1.3177293926156213,,5.18468819761845,4.2078154636031915,5.544762115092452,6.7000003,5.4,0.0,1.0268077809571168,1.1987593360545203,6.473300529017009,False,,5.248763487273229
2017-06-28,-50.22395833333335,2.031895833333333,,61.80758333333333,191.52437083333336,-22.48939166666668,,25.313125,299.07922916666666,198.9207291666667,,,,2.6383700861292483,-11.873041666666667,3.6948429374999994,19.858,30.776,4.0,0.0,4.0,0.0,0.0,361.6435599297807,169.0349791666667,195.2258862291667,226.51842345366526,0.8658430622681067,0.7462306005376337,256.65574514814404,1.3400683371594977,,-30.137321694478675,6.778413718718902,9.083537600622764,9.6,7.4,0.0,1.2275050653457782,1.175195726357498,8.696448487120884,False,,5.199007779358936
2017-06-29,-32.967291666666675,2.1614166666666668,3.4952559229014186,54.790645833333336,165.12918958333333,-12.028170208333336,178.0710625,26.41045833333333,260.14118750000006,182.83170833333332,24.334383288003377,0.3488707395833333,91.66360416666667,3.146385183318085,-10.448458333333333,5.573584625,22.09,31.401,0.0,0.0,0.0,0.0,0.0,361.42990697143546,153.10101937499996,177.25812370833336,198.43775509814697,0.8637179282508805,0.771531704232778,214.0277433544226,1.2961230167390387,,-15.589988256275635,5.850446669758163,7.582898586877812,8.5,6.4,0.0,1.184827886544347,1.1474736542861763,7.343831496863142,False,,4.58749381988554
2017-06-30,-21.8125625,2.488458333333333,,37.87185416666667,84.74365416666666,-7.680877083333333,,25.98439583333333,166.02097916666662,111.21622916666664,,,,3.2651888152520465,-4.879666666666666,3.253710208333333,23.688,29.916,2.0,15.748,2.0,0.0,0.0,361.19290267433655,77.06277708333333,107.96251895833332,99.88283911153805,0.7137919513815223,0.771531704232778,109.83820068798978,1.2961230167390387,,-9.955361576451748,3.001188365006277,3.8899093174540402,6.5,5.1,14.7,0.7627273314104679,1.0876609995140547,5.547070993794243,False,,3.0643305606229716
2017-07-01,-28.17625000000001,2.0752916666666663,3.5547565448143583,53.638770833333346,,,228.97012499999985,26.763666666666666,256.0564166666666,182.491125,24.65178442782761,0.35352674791666666,91.70291666666668,3.2012297968976915,-8.249729166666668,5.15830975,23.406,31.337,5.0,0.0,5.0,0.0,0.0,360.9325448463372,,177.33281525,,,0.7913253228188218,180.48466717248996,1.2637027669452647,,,,6.3966711744456575,6.8,5.8,0.0,,1.1028743041532891,6.3966711744456575,True,6.3966711744456575,4.619938173837686
2017-07-02,-33.01104166666668,1.6225416666666663,3.6740289118770497,61.58385416666668,162.9289645833333,8.088371874999998,205.4555208333333,27.24575,300.8386458333333,217.05531249999996,25.521015584729852,0.2856700375,93.675625,3.3883588743770487,-10.8115625,8.768400208333334,22.306,32.295,6.0,0.0,6.0,0.0,0.0,360.64882891027634,171.01733645833332,208.2869122916666,219.60818890923562,0.8210661657841264,0.7787384309654092,209.221682280851,1.2841282261622695,,10.38650662838454,5.777165744613048,7.4186215998753795,6.7000003,6.0,4.0,1.236436933312563,1.0465817314505548,6.279490388703327,False,,5.214551605247661
2017-07-03,-15.357729166666665,2.3550416666666667,,31.342854166666662,,-2.903028749999999,,24.644687500000003,138.57500000000002,93.40291666666668,,,,3.0556285377528787,-1.5284999999999995,-0.6447696666666666,22.322,27.287,3.0,33.782,10.0,0.0,0.0,360.3417479836466,,94.04768633333332,,,0.7985320495514531,104.35156151808016,1.25229788905995,,-3.635456775505344,,3.690815310036456,4.3,3.6000001000000004,21.4,,1.0252264342712882,3.690815310036456,True,3.690815310036456,2.342298406987598
2017-07-04,-25.37216666666666,1.3610625,,39.93535416666667,,,,,204.2593958333333,146.06347916666667,,,,,-7.111604166666666,1.98086,21.491,30.995,7.0,12.445999999999998,8.0,0.0,0.0,360.01129296875,,144.08261916666666,,,0.80927236189548,169.88691951715754,1.2356779337648418,,,,5.981885028927781,5.8,5.3,18.0,,1.128657512010084,5.981885028927781,True,5.981885028927781,
2017-07-05,-21.304520833333328,2.11075,,37.3785625,94.66268541666666,-13.425208333333336,,26.39158333333333,180.1166875,124.78164583333334,,,,3.183265220450413,-3.3480416666666666,2.0648089583333338,22.664,32.669000000000004,4.0,18.034,5.0,0.0,0.0,359.65745265356077,81.23747708333332,122.716836875,99.54444103860676,0.6619912894762943,0.8160925535944961,115.99503634694736,1.225351212427414,,-16.450595308340624,3.3537914993871136,4.109572480002753,5.0,4.1,11.7,1.0023347745348403,1.1330259235932771,4.645406178678663,False,,3.664341346179361
2017-07-06,-32.33958333333333,2.537270833333334,3.466663510648841,54.28339583333335,144.356825,-5.185856770833333,217.585125,26.33952083333333,256.17914583333334,176.55818749999997,25.20037697388821,0.14378044791666664,96.55833333333334,3.3228830627321737,-7.002020833333333,4.979198125,22.964,30.735,0.0,0.0,0.0,0.0,0.0,359.2802138235212,139.17096822916665,171.57898937499994,170.53331465430642,0.8111189414048657,0.8160925535944961,176.887810535922,1.225351212427414,,-6.35449588161554,5.1141406876679385,6.266618492158277,6.7000003,5.7000003,2.5,1.0994066978272805,1.136850897942275,6.4800504435266175,False,,4.324082750416544
2017-07-07,-43.52210416666667,1.381145833333333,3.83279925921472,62.07437500000001,175.9015506249999,0.09106874999999966,213.77289583333337,27.81747916666667,329.55075,237.45310416666652,25.385629362842284,0.4623971666666667,90.45583333333332,3.3704020925480513,-13.498833333333332,8.693488125,22.49,33.036,1.0,0.0,1.0,0.0,0.0,358.879561384494,175.99261937499998,228.75961604166656,215.65276952943256,0.7693343013084286,0.8160925535944961,215.54117832620582,1.225351212427414,,0.11159120322674863,6.240607262491045,7.646935675376728,7.5,6.5,0.3,1.1764516423656504,1.171815779654868,7.616802567756642,False,,5.798776261294382
2017-07-08,-49.912625,1.6201041666666665,3.8043503380895514,60.05308333333333,177.31901874999997,-2.7426733333333333,169.74167416666668,27.7894375,312.17379166666666,215.06560416666662,24.52381161528852,0.6239175,86.37293749999998,3.1804328380895512,-12.857520833333336,8.500061458333333,23.2,33.632,8.0,0.0,8.0,0.0,0.0,358.45547849709646,174.57634541666664,206.56554270833325,213.91733651745946,0.8451377859431533,0.8160925535944961,217.27807461175183,1.225351212427414,,-3.3607380942923366,6.29072495255862,7.708347447665091,8.0,6.7000003,0.0,1.1504995699260483,1.1696313526151485,7.836530397155707,False,,5.752021241205631
2017-07-09,-56.86249999999999,1.0308541666666666,3.740236541644061,63.97804166666666,183.789955,-6.677796458333333,204.75935416666667,27.39858333333333,336.1748333333333,230.4656875,23.732023952428175,0.7109613708333336,84.67125,3.029275170810727,-15.131395833333334,5.116428958333332,21.65,32.854,11.0,0.0,11.0,0.0,0.0,358.00794672262384,177.11215854166667,225.34925854166664,218.35534778032272,0.7859451576980404,0.8111189414048657,226.5881680455816,1.2328648105147075,,-8.232820265258907,6.517823855117805,8.035595672108053,7.2000003,6.4,0.0,1.2555618050575543,1.2403574746638075,7.938287956138075,False,,5.894902307212727
2017-07-10,-56.85375,1.7198124999999995,3.5982039379831208,66.49639583333332,211.90020312500008,-14.415475000000002,196.72403541666665,26.82189583333334,337.38495833333343,225.27558333333332,23.993962394633158,0.5193008541666667,88.27645833333334,3.0789030838164537,-11.240770833333327,4.073621791666667,21.71,31.864,5.0,0.0,5.0,0.0,0.0,357.5369461807711,197.4847281250001,221.20196154166663,244.3231424694189,0.8927801848981385,0.8082931732499248,262.15760585111406,1.237174868098013,,-17.834463381695212,7.5105125934327805,9.291817427128665,8.3,6.9,0.0,1.3466401882178332,1.3049010393358862,9.003817295862676,False,,5.776974185220298
2017-07-11,-56.47437499999998,1.2357708333333333,3.8504940186881114,64.39227083333333,179.07291270833332,-2.969158020833333,180.70297916666667,27.84743750000001,328.0754166666667,222.2241875,24.662123805438753,0.6343815229166665,86.90874999999998,3.2161124957714415,-15.015416666666665,4.11899625,21.457,33.952,11.0,0.0,11.0,0.0,0.0,357.04245571933257,176.10375468749996,218.10519125,217.98810253875828,0.8074257823860942,0.8078594778180095,221.66344225112127,1.2378390394093701,,-3.675339712362959,6.353304868219774,7.864368795152039,8.1,6.8,0.0,1.1565247903768296,1.304465824129334,8.87036785288658,False,,5.848785673764162
2017-07-12,-46.01416666666666,1.8801875,,64.83408333333333,201.12754375,-8.534095104166667,,28.613145833333327,328.12831250000005,229.94052083333332,,,,3.5399921687751985,-12.660458333333333,7.667206458333332,24.283,33.563,1.0,0.0,1.0,0.0,0.0,356.5244530960484,192.59344864583332,222.273314375,238.2717744249503,0.8664713044270649,0.8082931732499248,248.8299424097836,1.237174868098013,,-10.558167984833297,7.141079552280517,8.834764153170065,7.2000003,5.9,0.0,1.4974176288754562,1.339779296036967,7.904697974389416,False,,5.917531136337572
2017-07-13,-54.325416666666676,1.8581666666666663,4.002745684194257,63.7030625,197.74141479166664,-6.301631249999999,200.1209375,28.70339583333333,330.06172916666674,224.38310416666667,26.291651461085518,0.4607219583333334,90.61875000000002,3.5420237258609237,-12.349854166666667,8.762015,24.557,33.652,0.0,0.0,0.0,0.0,0.0,355.982915172736,191.43978354166663,215.62108916666668,236.8444889518736,0.8878527804564198,0.8082931732499248,244.64070876239464,1.237174868098013,,-7.796219810521065,7.021469089812608,8.686785095043188,7.0,5.6,0.0,1.5512116505318316,1.3281124464794782,7.437429573626405,False,,5.989687766685992
2017-07-14,-40.17479166666666,1.813125,3.7317985372256715,49.1781875,141.58666875000003,4.551697916666663,171.39281125000005,27.45387500000001,258.8925,178.92943749999995,26.04277239838399,0.22459217500000006,95.56874999999998,3.507206362225672,-9.389916666666666,4.508635083333333,23.132,35.433,0.0,0.0,0.0,0.0,0.0,355.4178181218222,146.13836666666668,174.42080241666665,180.99294059548168,0.8378494115487599,0.8074257823860942,175.35564486383495,1.2385039242180411,,5.637295731646747,5.021419248316611,6.219047444184128,6.3,5.3,2.5,1.173405135919785,1.2869415750152748,6.820790593045581,False,,5.034067753448048
2017-07-15,-44.70520833333333,1.6118541666666668,3.8725505961275606,60.87383333333332,162.36038958333333,9.373581666666666,41.83497458333333,28.087895833333334,310.2800000000001,215.69039583333333,26.14976751426388,0.3448628520833333,92.83437500000004,3.527687744044228,-10.989437499999996,3.2254426041666666,23.662,33.798,4.0,0.0,4.0,0.0,0.0,354.82913764535317,171.73397125,212.46495322916667,212.46495322916672,0.8082931732499248,0.8082931732499248,200.86819356710242,1.237174868098013,,11.596759662064288,5.761706614190731,7.128238620430868,5.7000003,5.1,0.0,1.3976938732794788,1.2749073822814363,6.502027528050682,False,,5.623938874304202
2017-07-16,-66.83916666666666,0.9561458333333333,3.9351127242158563,64.78558333333332,144.2850015625,4.610674166666667,84.88089791666665,28.24502083333333,329.3340625,214.70881250000005,24.21540526623825,0.8192286791666666,83.441875,3.1158840450491887,-16.9995,3.2380712499999995,22.945,34.441,4.0,0.0,4.0,0.0,0.0,354.2168492065308,148.89567572916667,211.4707412500001,184.3088802168007,0.7040958708947006,0.8078594778180095,178.60160773530444,1.2378390394093701,,5.707272481496264,5.121042998460936,6.339026945988965,5.9,5.4,0.0,1.173893858155134,1.2212194696422434,6.594585252532679,False,,6.002305658335255
2017-07-17,-66.44374999999998,0.5419791666666666,3.919754051900553,61.41860416666668,151.81612170138882,5.067405208333335,181.9779391666667,27.98189583333334,325.3185000000001,218.01535416666664,23.49569213626831,0.9304027916666671,81.26416666666665,2.9893512602338856,-20.559208333333334,0.02273581249999997,20.744,34.937,13.0,0.0,13.0,0.0,0.0,353.5809282737792,156.8835269097222,217.99261835416664,194.19655424908456,0.7196735747025975,0.8078594778180095,187.92392225370318,1.2378390394093701,,6.2726319953813725,5.386966918788475,6.668197956083178,7.1,6.3,0.0,1.0584440879684112,1.1569932765211348,7.289057862762103,False,,5.776432576609254
2017-07-18,-56.52416666666667,0.7874374999999999,4.0643610969563415,58.51320833333333,160.5293842361111,-0.6274031574074068,179.00633541666667,28.6790625,299.97191666666663,201.98050000000003,24.89322320065373,0.8060059166666668,84.49354166666664,3.2583551802896733,-17.045958333333328,2.9504900000000007,22.274,35.324,17.0,0.0,17.0,0.0,0.0,352.9213505773084,159.9019810787037,199.03001000000003,198.5333844176077,0.8034063861962508,0.8054160842911725,199.31236458654686,1.2415942759326395,,-0.7789801689391012,5.699997130388327,7.07708380992262,7.6,6.6,0.0,1.0722854412399587,1.1711881894448246,7.729841938642632,False,,5.541755886638341
