date,rh,es,H,sw_in,vpd,t_dew,vp,theta_2,Rn,theta_1,ws,t_avg,theta_mean,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,161.40497933729785,,,0.9671083375733804,1.0340103183363611,,,1.0340103183363611,,,,,2.5,1.8000001,0.0,,,,False,
1997-01-02,,,,,,,,,,,,,,,,,,,,,,,,,161.8900086210426,,,0.9599746587524028,1.04169416440598,,,1.04169416440598,,,,,2.7,1.9,1.8000001,,,,False,
1997-01-03,,,,,,,,,,,,,,,,,,,,,,,,,162.41344999773526,,,0.9527760137794471,1.0495646254078397,,,1.0495646254078397,,,,,2.5,1.7,2.6000001,,,,False,
1997-01-04,,,,,,,,,,,,,,,,,,,,,,,,,162.97513180344419,,,0.947720494000795,1.0551634224754467,,,1.0551634224754467,,,,,2.7,1.8000001,0.0,,,,False,
1997-01-05,,,,,,,,,,,,,,,,,,,,,,,,,163.57486795386225,,,0.9293760973320064,1.0759906596164204,,,1.0759906596164204,,,,,2.1000001,1.4,5.4,,,,False,
1997-01-06,,,,,,,,,,,,,,,,,,,,,,,,,164.21245782810178,,,0.920085364414458,1.0868556752192222,,,1.0868556752192222,,,,,3.4,2.1000001,0.3,,,,False,
1997-01-07,,,,,,,,,,,,,,,,,,,,,,,,,164.88768615136962,,,0.9144389762724002,1.0935666850907635,,,1.0935666850907635,,,,,4.1,2.6000001,0.0,,,,False,
1997-01-08,,,,,,,,,,,,,,,,,,,,,,,,,165.60032287763113,,,0.9103277671149116,1.0985054352118526,,,1.0985054352118526,,,,,3.5,2.2,0.0,,,,False,
1997-01-09,,,,,,,,,,,,,,,,,,,,,,,,,166.35012307340568,,,0.9040901373650724,1.1060844031707415,,,1.1060844031707415,,,,,2.7,1.8000001,0.0,,,,False,
1997-01-10,,,,,,,,,,,,,,,,,,,,,,,,,167.13682680386668,,,0.8951205286148679,1.1171679880333267,,,1.1171679880333267,,,,,3.6000001000000004,2.3,0.0,,,,False,
