date,LE,sw_in,Rn,ws,sw_out,vpd,rh,wd,vp,t_dew,G,H,lw_in,lw_out,t_avg,es,t_min,t_max,G_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,LE_subday_gaps,rso,flux,energy,flux_corr,LE_corr,ebc_cf,H_corr,ebr_corr,ebr_5day_clim,ebr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2018-10-21,22.19433333333333,169.81208333333333,86.60291666666667,1.1033333333333333,33.735833333333325,0.424375,77.22486697755821,196.44583333333333,0.9809685006712864,6.058391691688644,-3.0375,51.26436111111111,330.7525,380.22583333333336,11.575972222222221,1.4053435006712869,7.37,18.506666666666668,0,4,0.0,0,4,189.39904686744296,73.45869444444443,89.64041666666668,88.19993066226665,26.64815480182113,1.200673811715654,61.55177586044553,0.8328656711276899,0.7876295120189184,0.8194818495501315,0.7752008452007486,0.9307633536523796,3.6000001000000004,2.6000001,0.0,0.3579858914822271,0.30581028828679996,0.7951067801267089,False,,1.8339922781695361
2018-10-22,21.361666666666665,139.83083333333332,72.80125,1.1462499999999998,27.55666666666667,0.2675,84.00355466373313,131.89583333333334,1.0695773264157211,7.6706210424738135,-4.425416666666666,43.217638888888885,336.7391666666667,376.2120833333333,11.023055555555556,1.3370773264157212,7.506666666666668,16.736666666666668,0,9,0.0,0,9,187.46431852467651,64.57930555555555,77.22666666666666,77.5386809593388,25.648393741265892,1.200673811715654,51.8902872180729,0.8328656711276899,0.7902889165414501,0.8362306485957642,0.7457240270178547,0.8953713100074749,4.0,2.8,0.0,0.3197754678598125,0.2929390284957388,0.8202292797880685,False,,1.5244627214494983
2018-10-23,17.981041666666673,133.27916666666667,59.95833333333332,0.9779166666666668,26.02625,0.495625,69.57726341495005,284.19583333333327,0.9416816787889688,5.3464730130876355,-3.25,34.26645833333333,337.8125,385.10708333333326,12.195000000000002,1.4373066787889688,8.783333333333333,17.01,0,1,0.0,0,1,185.54777667376496,52.2475,63.20833333333332,62.73220497761364,21.589365836534668,1.200673811715654,41.142839141078966,0.8328656711276899,0.7949038486164955,0.8265919578114702,0.6284108166555051,0.7545164105571123,3.7,2.6000001,0.0,0.29019860828355826,0.2810735190236181,0.730791177568759,False,,1.5876236554455077
2018-10-24,,168.90208333333337,77.93666666666667,1.2733333333333334,32.36208333333333,0.6889583333333332,66.22837340060175,271.6125,0.9623974719389691,5.793712735842786,1.4320833333333327,,337.26166666666666,395.86499999999984,13.879166666666665,1.6513558052723016,7.666666666666668,20.876666666666672,0,8,0.254,0,8,183.650153472403,,76.50458333333333,,27.65863074857813,1.200673811715654,,0.8328656711276899,0.8002381313601536,,,0.9681854811497888,5.5,3.6000001000000004,0.0,,0.2689404039599301,0.9681854811497888,True,0.9681854811497888,2.043685281234723
2018-10-25,26.34708333333333,171.52791666666667,65.46874999999999,1.9166666666666667,33.22541666666666,1.059375,47.98060180747752,274.2416666666667,0.7342483201045081,,3.2695833333333337,27.525,336.4391666666668,409.27291666666673,15.388194444444444,1.7936233201045082,11.27,21.97,0,0,0.0,0,0,181.77217153486302,53.87208333333334,62.19916666666665,64.42251718924406,31.50695729411081,1.1958423213490734,32.91555989513325,0.8362306485957642,0.8056886690990388,0.8661222685191391,0.9236081951850272,1.1044897681470909,7.5,4.8,0.0,0.23010203503064394,0.23913918247730384,1.1478680758910584,False,,2.8404828128585136
2018-10-26,20.025416666666672,163.30791666666667,60.98125000000001,2.165,31.71458333333333,1.2914583333333336,37.26844061623861,276.00416666666666,0.6024705065378418,,4.5975,20.75000000000001,346.49833333333333,417.11041666666665,16.227361111111108,1.8939288398711749,11.496666666666664,23.153333333333336,0,0,0.0,0,0,179.9145434446316,40.77541666666668,56.383750000000006,49.32955889702325,24.22648378976133,1.2097867521571999,25.103075107261915,0.8265919578114702,0.8107355852996857,0.7231767427080794,0.7025642557070445,0.8499529290935659,6.3,4.1,0.0,0.20730559246184532,0.2114285698965701,0.8668571365759373,False,,3.249651115944678
2018-10-27,15.200416666666667,151.57833333333332,53.75416666666669,2.23125,29.72125,0.7574999999999998,65.61015838670815,271.5291666666667,1.212968729833625,9.321020001823355,4.412916666666667,17.551666666666662,347.5604166666667,415.66333333333336,17.018888888888892,1.9704687298336248,12.93,22.23,0,0,0.0,0,0,178.0779712871172,32.75208333333333,49.34125000000002,39.623036522215294,18.389262710602843,1.2097867521571999,21.233773811612448,0.8265919578114702,0.8145722388324118,0.6637870611979494,0.5336907421616447,0.6456519896161018,4.6,3.1000001,0.0,0.20827482864149,0.188576283943854,0.5845864990835757,False,,2.507669965869114
2018-10-28,12.33125,110.96375,27.60708333333332,2.2616666666666667,22.17708333333333,0.6464583333333334,63.89750600837551,308.89166666666665,1.0489595019899765,6.848195483629088,-3.3433333333333333,12.264999999999993,337.48833333333334,398.6679166666667,14.757361111111114,1.6954178353233105,11.036666666666667,18.316666666666666,0,0,0.0,0,0,176.26314620328262,24.59624999999999,30.95041666666665,29.583732991390704,14.831708388477375,1.2027741217214296,14.752024602913327,0.8314113032036172,0.818720080256801,0.7946985097131164,0.4320161384558861,0.5196178315007619,4.3,2.9,0.0,0.17917856258646964,0.18389065369860103,0.5332828957259429,False,,2.034116391683745
2018-10-29,15.814166666666665,154.55291666666668,49.595416666666644,2.9112500000000003,31.77875,0.7641666666666668,52.742010879363754,314.76666666666665,0.7277592421225667,0.1244070496581647,-3.120416666666665,26.77833333333333,317.2754166666667,390.45416666666665,12.783055555555556,1.4919259087892336,9.63,16.54,0,0,0.0,0,0,174.47074796499416,42.5925,52.71583333333331,50.842189447838656,18.877193346865337,1.1936887820118252,31.964996100973323,0.8377392960957671,0.8220683889167346,0.8079640841619379,0.5529923018139941,0.6601007072142622,6.7000003,4.3,0.0,0.15351179237540982,0.17506336959179056,0.7527724892446994,False,,2.650092027055286
2018-10-30,20.902083333333334,170.41083333333333,47.35999999999999,3.2704166666666663,36.105,1.0533333333333337,35.591243332160076,302.6500000000001,0.45510722318837704,,-1.8087499999999992,22.524166666666673,307.04041666666666,393.98625,12.89555555555556,1.5084405565217098,9.393333333333333,17.693333333333328,0,0,0.0,0,0,172.70144457281873,43.42625000000001,49.16874999999999,50.92882435907578,24.5132501844414,1.1727658814444206,26.41557417463438,0.8526851060574545,0.8264801592439559,0.8832083386297195,0.7309859639852541,0.8572753983766659,9.0,5.6,0.0,0.15308489256726174,0.1643228002933265,0.9202076816426285,False,,3.4786781314914474
2018-10-31,21.56333333333333,144.23291666666663,45.89916666666668,2.869166666666666,29.43583333333333,1.2881249999999995,31.08874499358097,316.4291666666666,0.4510308300624046,,2.8525000000000014,18.489583333333325,339.25416666666666,408.1520833333333,14.90513888888889,1.7391558300624048,10.273333333333332,20.706666666666663,0,0,0.0,0,0,170.95589187693574,40.052916666666654,43.04666666666668,46.243952063659,24.89640795196439,1.1545713998437652,21.34754411169461,0.8661222685191391,0.8302871457134338,0.9304533839244228,0.7555621805543691,0.8723504844716655,9.1,5.6,0.0,0.15577687222708314,0.1521531804050147,0.8520578102680822,False,,3.5866378849102523
2018-11-01,19.935416666666665,151.37625,49.49708333333334,2.197083333333333,30.82458333333333,1.3374999999999997,38.79870087876545,293.20416666666665,0.6109907504512693,,3.882916666666668,24.18833333333333,346.06625,417.12083333333334,16.715416666666666,1.9484907504512696,12.676666666666668,23.34,0,0,0.0,0,0,169.23473322176253,44.12375,45.61416666666667,50.94401980385633,23.01686192730206,1.1545713998437652,27.92715787655427,0.8661222685191391,0.8330227638244486,0.9673255750223796,0.6997341370724958,0.8078930221582605,7.7000003,4.8,0.0,0.16831104628297094,0.14048659454244514,0.6743356538037367,False,,3.1833974618062633
2018-11-02,16.754583333333333,156.985,42.32833333333333,2.7608333333333333,33.61541666666667,1.20875,42.35904273687583,312.77083333333337,0.6947460062437286,,3.092916666666667,13.597083333333329,334.07958333333335,415.1208333333333,16.464305555555562,1.9034960062437285,12.843333333333335,21.77,0,0,0.0,0,0,167.53859911482064,30.35166666666666,39.23541666666666,35.46687907685589,19.578258670027076,1.1685315164523384,15.888620406828814,0.8557749499440117,0.8349229312115406,0.7735782934211225,0.5879451159861016,0.6870323979739853,8.400001,5.2000003,0.0,0.13212160737259673,0.1306070759494222,0.6791568341191182,False,,3.352427734512567
2018-11-03,18.375416666666673,146.79,30.778333333333325,3.084583333333333,32.465833333333336,1.3185416666666665,32.958483434462586,312.7916666666667,0.4706822274342892,,0.6387500000000006,6.9191666666666665,326.17333333333335,409.71916666666664,15.483333333333334,1.789223894100956,11.876666666666665,20.99,0,0,0.0,0,0,165.8681069203006,25.294583333333332,30.139583333333324,28.99750843257161,21.06543099452849,1.1463920180238172,7.932077438043128,0.8723019562922535,0.8349306674736575,0.83924794359577,0.6442167469143191,0.738524936539845,9.900001,6.0,0.0,0.1230874894233075,0.12307620497324302,0.7384572298394582,False,,3.7667445766155585
