date,rh,theta_14,g_4,theta_6,theta_3,g_5,theta_11,g_3,theta_15,G,theta_4,theta_24,sw_out,theta_16,theta_17,theta_25,Rn,theta_7,theta_8,theta_23,lw_in,theta_20,H,sw_in,theta_22,g_2,theta_1,theta_26,theta_5,theta_27,theta_13,lw_out,LE,g_1,ws,wd,theta_12,theta_21,theta_18,theta_28,t_avg,theta_mean,theta_10,theta_9,theta_19,theta_2,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,190.30706007503326,,,1.3741886278617967,0.7277021361732378,,,0.7277021361732378,,,,,3.7,2.5,0.0,,,,False,
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,192.67127837095575,,,1.375138910324654,0.7271992614650922,,,0.7271992614650922,,,,,3.2,2.2,0.3,,,,False,
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,195.04932218759683,,,1.3768132951779417,0.7263148921515595,,,0.7263148921515595,,,,,1.6,1.3000001,0.0,,,,False,
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,50.12716666666668,,,,,,,,,,27.160187500000013,,2.3587291666666665,265.9145833333333,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,197.44031682095363,77.2873541666667,,1.3800529012962228,0.7246099037658223,106.66063735121708,37.48249555912443,0.7246099037658223,,69.17814179209266,0.9563368354131184,1.3197954243283223,2.4,1.7,0.0,0.7763502496048955,,,False,
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,34.65012500000001,,,,,,,,,,,,1.2003541666666664,184.95833333333337,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,199.8433809747192,,,1.3818617851765005,0.7236613753467924,,31.620770492259393,0.7236613753467924,,47.8816835890889,,1.113398336660667,2.2,1.6,0.0,,0.6958739604129168,1.113398336660667,True,1.113398336660667
2010-03-06,,,,,,,,,,,,,,,,,,,,,,,61.70120833333332,,,,,,,,,,,,1.241291666666667,186.65835416666664,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,202.2576274826991,,,1.382702757967376,0.7232212377084117,,47.43115573838908,0.7232212377084117,,85.31443093241961,,1.6700975049910003,3.5,2.4,0.0,,0.6958739604129168,1.6700975049910003,True,1.6700975049910003
2010-03-07,,,,,,,,,,,,,,,,,,,,,,,64.51866666666666,,,,,,,,,,,,2.3714166666666663,245.78125000000003,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,204.68216403878282,,,1.3828072273092715,0.7231665992560979,,45.34275744333736,0.7231665992560979,,89.21687856302447,,1.5965629531190038,3.3,2.3,0.0,,0.6941578057039147,1.5965629531190038,True,1.5965629531190038
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,62.882375,,,,,,,,,,20.17584375,,3.4432916666666658,268.3771041666667,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,207.11609393288128,83.05821875,,1.386008855532639,0.7214961116649597,115.11942671226707,27.96389810534285,0.7214961116649597,,87.15552860692424,0.7104112430617252,0.9846362739535012,2.3,1.6,0.0,0.6153976712209381,0.6530615837534243,1.0448985340054788,False,
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,26.934979166666675,,,,,,,,,,,,1.5292291666666664,225.00002083333337,,,,,,,,,,,,,0.0,22.0,4.0,,11.0,209.5585167912395,,,1.3899580276883503,0.7194461847622171,,33.92741329346821,0.7194461847622171,,37.43849051832682,,1.1946174916070933,2.5,1.7,0.0,,0.7027161715335843,1.1946174916070933,True,1.1946174916070933
2010-03-10,64.17658333333334,,,,,,,,,,,,33.18087500000001,,,,103.14525,,,,238.46839583333332,,68.56040625,217.86614583333335,,,,,,,,320.0084166666666,25.303874999999994,,2.720208333333334,245.820875,,,,,,,,,,,,,0.0,48.0,3.0,0.0,3.0,212.0085293195295,93.86428125,,1.395445445968346,0.7166170507698113,130.9824838094045,35.310177134102275,0.7166170507698113,,95.6723066753022,0.8909742519704291,1.2433059623871887,2.5,1.8000001,0.0,0.6907254962859105,0.7419986058974766,1.3355975648153184,False,
