date,lw_in,sw_in,es,ws,wd,Rn,t_dew,H,sw_out,lw_out,vp,LE,vpd,rh,G,t_avg,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,G_subday_gaps,ASCE_ETo,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2014-01-25,,,,,,,,,,,,,,,,,,,48,48,48,48,,151.5437483581134,,,,,,,,,,,,2.6000001,1.7,0.0,,,,False,
2014-01-26,,,,,,,,,,,,,,,,,,,48,48,48,48,,152.88811095887075,,,,,,,,,,,,2.5,1.7,0.0,,,,False,
2014-01-27,,,,,,,,,,,,,,,,,,,48,48,48,48,,154.2644110353576,,,,,,,,,,,,3.6000001000000004,2.3,0.0,,,,False,
2014-01-28,,,,,,,,,,,,,,,,,,,48,48,48,48,,155.6721935445393,,,,,,,,,,,,3.1000001,2.0,0.0,,,,False,
2014-01-29,,,,,,,,,,,,,,,,,,,48,48,48,48,,157.11098779900718,,,,,,,,,,,,2.1000001,1.5,3.8,,,,False,
2014-01-30,,,,,,,,,,,,,,,,,,,48,48,48,48,,158.58030747616456,,,,0.685716439297883,,,1.4583287532437132,,0.685716439297883,,,1.9,1.4,0.0,,,,False,
2014-01-31,,,,,,,,,,,,,,,,,,,48,48,48,48,,160.07965065210246,,,,0.7654220921257238,,,1.30646869261744,,0.7654220921257238,,,3.5,2.3,0.0,,,,False,
2014-02-01,,,,,,,,,,,,,,,,,,,48,48,48,48,,161.60849986074498,,,,0.7422241644621289,,,1.347301863615118,,0.7422241644621289,,,3.7,2.4,0.0,,,,False,
2014-02-02,,,,,,,,,,,,,,,,,,,48,48,48,48,,163.16632217875653,,,,0.7306252006303314,,,1.3686908132066498,,0.7306252006303314,,,2.0,1.4,6.6,,,,False,
2014-02-03,,,,,,,,,,,,,,,,,,,48,48,48,48,,164.75256933661444,,,,0.7226546353475474,,,1.383786875620148,,0.7226546353475474,,,1.8000001,1.3000001,0.0,,,,False,
2014-02-04,,,,,,,,,,,,,,,,,,,48,48,48,48,,166.3666778561626,,,,0.7173409251590246,,,1.3940372909552228,,0.7173409251590246,,,2.3,1.6,0.0,,,,False,
2014-02-05,,,,,,,,,,,,,,,,,,,48,48,48,48,,168.00806921486856,,,,0.7142676942984407,,,1.4000353200661102,,0.7142676942984407,,,2.3,1.6,21.0,,,,False,
2014-02-06,,,,,,,,,,,,,,,,,,,48,48,48,48,,169.67615003692498,,,,0.711962771153003,,,1.4045678236525332,,0.711962771153003,,,1.6,1.2,2.5,,,,False,
2014-02-07,,,,,,,,,,,,,,,,,,,48,48,48,48,,171.3703123112421,,,,0.7101700531509958,,,1.4081134448897703,,0.7101700531509958,,,2.2,1.5,31.800001,,,,False,
2014-02-08,,,,,,,,,,,,,,,,,,,48,48,48,48,,173.08993363629608,,,,0.7087358787493903,,,1.410962856522184,,0.7087358787493903,,,1.9,1.2,28.800001,,,,False,
2014-02-09,,,,,,,,,,,,,,,,,,,48,48,48,48,,174.83437749170918,,,,0.7077655496717852,,,1.4128972517293807,,0.7077655496717852,,,1.3000001,1.0,12.7,,,,False,
2014-02-10,,,,,,,,,,,,,,,,,,,48,48,48,48,,176.60299353635662,,,,0.7090909832498442,,,1.4102562627674198,,0.7090909832498442,,,1.8000001,1.5,0.0,,,,False,
2014-02-11,,,,,,,,,,,,,,,,,,,48,48,48,48,,178.39511793271006,,,,0.6967663552318871,,,1.4352013303902933,,0.6967663552318871,,,2.6000001,1.9,0.0,,,,False,
2014-02-12,,,,,,,,,,,,,,,,,,,48,48,48,48,,180.21007369705146,,,,0.7017289292109435,,,1.425051694996309,,0.7017289292109435,,,3.0,2.2,0.0,,,,False,
2014-02-13,,,,,,,,,,,,,,,,,,,48,48,48,48,,182.0471710751059,,,,0.7033637467083039,,,1.4217394693427607,,0.7033637467083039,,,2.8,2.0,0.0,,,,False,
2014-02-14,,,,,,,,,,,,,,,,,,,48,48,48,48,,183.90570794257383,,,,0.7054581946528032,,,1.4175184406103012,,0.7054581946528032,,,2.4,1.9,0.0,,,,False,
2014-02-15,,,,,,,,,,,,,,,,,,,48,48,48,48,,185.7849702299628,,,,0.7108803990789987,,,1.4067063901263537,,0.7108803990789987,,,2.4,1.8000001,0.0,,,,False,
2014-02-16,,,,,,,,,,,,,,,,,,,48,48,48,48,,187.6842323710526,,,,0.715842973058055,,,1.3969544126808098,,0.715842973058055,,,2.9,2.1000001,0.0,,,,False,
2014-02-17,,,,,,,,,,,,,,,,,,,48,48,48,48,,189.60275777425448,,,,0.7179328963053832,,,1.3928878383288839,,0.7179328963053832,,,4.4,2.9,0.0,,,,False,
2014-02-18,,,,,,,,,,,,,,,,,,,48,48,48,48,,191.53979931606304,,,,0.7200228195527113,,,1.3888448710850785,,0.7200228195527113,,,4.0,2.7,0.0,,,,False,
2014-02-19,,,,,,,,,,,,,,,,,,,48,48,48,48,,193.49459985573483,,,,0.7217678606601086,,,1.3854870166779498,,0.7217678606601086,,,3.9,2.7,0.0,,,,False,
2014-02-20,,,,,,,,,,,,,,,,,,,48,48,48,48,,195.4663927702671,,,,0.7265273482972745,,,1.3764106779237557,,0.7265273482972745,,,4.3,2.9,0.0,,,,False,
2014-02-21,,,,,,,,,,,,,,,,,,,48,48,48,48,,197.4544025086947,,,,0.7282110988608217,,,1.3732281773298316,,0.7282110988608217,,,4.0,2.8,0.0,,,,False,
2014-02-22,,,,,,,,,,,,,,,,,,,48,48,48,48,,199.45784516466748,,,,0.7287080920026643,,,1.3722916089099004,,0.7287080920026643,,,3.9,2.8,0.0,,,,False,
2014-02-23,,,,,,,,,,,,,,,,,,,48,48,48,48,,201.47592906622157,,,,0.7251456769910744,,,1.3790332504627325,,0.7251456769910744,,,4.3,3.0,0.0,,,,False,
2014-02-24,,,,,,,,,,,,,,,,,,,48,48,48,48,,203.5078553816101,,,,0.7246905712411066,,,1.3798992834795656,,0.7246905712411066,,,3.6000001000000004,2.6000001,0.0,,,,False,
2014-02-25,,,,,,,,,,,,,,,,,,,48,48,48,48,,205.5528187400131,,,,0.7242354654911388,,,1.3807664049175663,,0.7242354654911388,,,3.7,2.7,0.8,,,,False,
2014-02-26,,,,,,,,,,,,,,,,,,,48,48,48,48,,207.61000786591083,,,,0.7204526032594752,,,1.3880163600989086,,0.7204526032594752,,,2.7,1.9,18.6,,,,False,
2014-02-27,,,,,,,,,,,,,,,,,,,48,48,48,48,,209.6786062258609,,,,0.7166697410278116,,,1.3953428514588193,,0.7166697410278116,,,3.0,2.1000001,23.2,,,,False,
2014-02-28,,,,,,,,,,,,,,,,,,,48,48,48,48,,211.75779268639184,,,,0.7159799767479498,,,1.396687103656301,,0.7159799767479498,,,3.4,2.4,11.0,,,,False,
2014-03-01,,,,,,,,,,,,,,,,,,,48,48,48,48,,213.8467421816928,,,,0.7152902124680881,,,1.398033948415887,,0.7152902124680881,,,3.7,2.5,0.7,,,,False,
2014-03-02,,,,,,,,,,,,,,,,,,,48,48,48,48,,215.94462638975457,,,,0.7149453303281571,,,1.3987083453513909,,0.7149453303281571,,,2.5,1.9,2.6000001,,,,False,
2014-03-03,,,,,,,,,,,,,,,,,,,48,48,48,48,,218.05061441559292,,,,0.7150818122936294,,,1.3984413850388582,,0.7150818122936294,,,2.3,1.7,4.4,,,,False,
2014-03-04,,,,,,,,,,,,,,,,,,,48,48,48,48,,220.1638734801672,,,,0.7208048194449277,,,1.387338115705265,,0.7208048194449277,,,2.4,1.9,0.0,,,,False,
2014-03-05,,,,,,,,,,,,,,,,,,,48,48,48,48,,222.28356961359268,,,,0.7270952802305198,,,1.3753355676892276,,0.7270952802305198,,,2.6000001,2.1000001,8.6,,,,False,
2014-03-06,,,,,,,,,,,,,,,,,,,48,48,48,48,,224.40886835123226,,,,0.7340909836870839,,,1.3622289637414526,,0.7340909836870839,,,3.8,2.8,0.0,,,,False,
2014-03-07,,,,,,,,,,,,,,,,,,,48,48,48,48,,226.53893543124775,,,,0.7411269540982013,,,1.3492964929561817,,0.7411269540982013,,,5.0,3.5,0.0,,,,False,
2014-03-08,,,,,,,,,,,,,,,,,,,48,48,48,48,,228.6729374921835,,,,0.7487759753167359,,,1.3355129343953578,,0.7487759753167359,,,4.3,3.2,0.0,,,,False,
2014-03-09,,,,,,,,,,,,,,,,,,,48,48,48,48,,230.81004276916008,,,,0.7572350257244398,,,1.32059395832002,,0.7572350257244398,,,3.3,2.7,1.2,,,,False,
2014-03-10,,,,,,,,,,,,,,,,,,,48,48,48,48,,232.94942178725398,,,,0.7656940761321437,51.96318944497959,,1.3060046187786096,,0.7656940761321437,,1.829674855955398,4.6,3.4,0.0,,0.5381396635162936,1.829674855955398,True,1.829674855955398
2014-03-11,,,,,,,,,,,,,,,,,,,48,48,48,48,,235.09024805065238,,,,0.7743098379670464,72.80943570251605,,1.2914726779469885,,0.7743098379670464,,2.563691628710556,7.0,4.8,0.0,,0.5341024226480325,2.563691628710556,True,2.563691628710556
2014-03-12,,,,,,,,46.80098054166667,,,,63.71916085416669,,,,,12.569946,13.752471,0,0,41,48,,237.23169872617783,110.52014139583336,,141.29915514353746,0.7821712825074041,81.46445961286429,59.83469553067316,1.2784923486251032,,0.7821712825074041,2.2436141372902223,2.8684435077926613,9.7,6.3,0.0,0.4553084933004224,0.5589280352792892,3.5212466222595222,False,
2014-03-13,293.0861730000001,245.35368166666663,1.9214661647596167,1.7897977708333337,179.98772072916665,129.44616439583336,3.718755055736647,45.10702064583333,,,0.8253983543429508,58.74255835416667,1.0960678104166668,49.94291666666666,,16.0070001875,7.937578,25.648083,0,0,0,48,4.010523818771668,239.37295531979703,103.849579,,131.44971777064336,0.7900327270477617,74.3545885417673,57.09512922887607,1.2657703481941256,,0.7900327270477617,2.060466728176471,2.6080776879663428,5.9,4.2000003,0.0,0.6209708337321649,0.5971363109805956,2.507972685259395,False,
2014-03-14,308.84402375000013,215.1775839583333,1.8726707629302792,1.7515206249999995,242.32070077083335,115.36884562499996,9.306127281607413,46.08138174999999,,,1.1899387254302791,48.8351623125,0.6827320375,67.12916666666666,,15.945942333333335,10.008584,23.449402,0,0,0,48,3.2216628612412084,241.51320434474368,94.91654406249998,,119.51285420198916,0.7941952746110569,61.49011946264242,58.022734739346745,1.2591361746514198,,0.7941952746110569,1.7128525104397536,2.1567145577371925,5.8,4.1,0.0,0.5260279409115104,0.5973964167867671,2.4493253088257445,False,
