date,lw_in,sw_in,es,ws,wd,Rn,t_dew,H,sw_out,lw_out,vp,LE,vpd,rh,G,t_avg,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,G_subday_gaps,ASCE_ETo,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2014-06-18,327.56713064583334,364.9465577083333,2.9322649359629587,2.3978596875,207.92518983333332,198.6422007500001,7.908319697394787,46.587751,,,1.0952821172129577,139.39993612499998,1.83698281875,42.33420833333334,,22.7217569375,14.551356,31.890062,0,0,0,48,7.363122763142794,363.00847021922834,185.987687125,,212.10427695335247,0.8768691032378556,158.97462416028014,53.12965279307239,1.1404210689001144,,0.8768691032378556,4.921296558031722,5.612350281084988,11.2,8.1,0.0,0.6928827507512332,0.5898614700211737,4.777877907171507,False,
2014-06-19,323.4568051041666,363.23284104166675,2.5850614476688683,3.5901372083333336,260.0974284791666,197.82830499999992,11.05800577791831,60.30836258333333,,,1.3427558226688687,110.82243612499997,1.2423056250000004,56.00716666666667,,20.82295575,13.633017,29.726773,0,0,0,48,7.205847423352186,363.03717367874685,171.13079870833332,,194.8524767383101,0.8782582678595593,126.18433572517344,68.66814101313662,1.1386172343553824,,0.8782582678595593,3.905258985586182,4.4465951856096435,12.8,8.900001,0.0,0.49961738044856896,0.5735505091742965,5.104600105201748,False,
2014-06-20,337.25529616666665,362.9042879166668,2.9001249156352533,4.387232437500002,254.070523375,201.5696331875,10.095493861060758,46.85329820833334,,,1.2984118510519194,129.34692316666664,1.6017130645833342,48.47485416666667,,22.642392958333332,15.706008,31.79607,0,0,0,48,8.459173270663333,363.03902061465897,176.20022137499996,,200.26304190339326,0.8798439277677548,147.0112131077971,53.25182879559614,1.1365652116700882,,0.8798439277677548,4.566041077595101,5.189603443851193,12.400001,8.7,0.0,0.5965061429714016,0.5554895365908007,4.832758968339966,False,
2014-06-21,324.97182172916666,360.09984166666663,2.4179535096994167,4.456923791666667,250.90850560416672,200.30225270833333,10.789198058080895,76.73601370833335,,,1.3159726326160837,109.40493672916669,1.101980877083333,55.87931249999999,,20.036849187500003,15.043754000000002,26.867023,0,0,0,48,6.983401371259506,363.01403280591654,186.14095043750007,,211.2419670210938,0.8811741012566539,124.1581392067049,87.08382781438894,1.1348495133639165,,0.8811741012566539,3.852391695696744,4.371884841148642,11.7,8.2,0.0,0.5331566879449564,0.5501053402288932,4.5108637898769235,False,
2014-06-22,323.50054908333334,358.89542875000006,2.3347837254547184,4.29906675,259.2540126041667,202.83932464583327,11.571966189051793,77.3065641875,,,1.3853625129547182,102.19329352083332,0.9494212125000004,62.52214583333333,,19.274448187500006,13.478747,27.546412,0,0,0,48,6.748004577709047,362.9622315093876,179.4998577083333,,203.24418285486152,0.8831734083947475,115.7114701931294,87.5327126617321,1.1322804677935177,,0.8831734083947475,3.59581577309767,4.071471965662338,12.5,8.7,0.0,0.4679852834094643,0.5118208600451283,4.452841482392616,False,
2014-06-23,337.4718263541667,352.31227604166673,2.626739115882029,4.304279354166667,256.1291636458332,202.70623645833328,12.224158046987624,63.86479095833334,,,1.4498780137986955,105.17035797916668,1.1768611020833335,58.85129166666668,,21.018442250000003,13.393157999999998,30.134194,0,0,0,48,7.283026888567185,362.8836374424817,169.0351489375,,190.95657306458244,0.8852020447619339,118.8094385925771,72.14713447200535,1.1296855965452948,,0.8852020447619339,3.7067838385629934,4.187500311931494,12.400001,8.7,0.0,0.4813218749346545,0.5290140565639008,4.602422292105937,False,
2014-06-24,342.00432154166657,354.13457395833353,2.8079835217362112,4.619805666666667,243.26432881250003,202.76672181250004,12.335744925097348,57.1653015625,,,1.460425952986211,122.26284704166665,1.34755756875,52.08372916666667,,22.511566145833346,17.059288000000002,29.566601,0,0,0,48,7.686772362727016,362.77827077232484,179.42814860416664,,202.31379006621174,0.8868804669491126,137.85718774735608,64.4566023188557,1.1275476654030063,,0.8868804669491126,4.3154233937602235,4.865845572859858,12.0,8.400001,0.0,0.579267261141976,0.5202263562167256,4.369901912446851,False,
2014-06-25,353.75238491666664,291.2251820833333,2.380025226918585,4.679610833333334,244.3349323125,183.70030747916675,14.822913192998787,70.40419006249998,,,1.7201607102519187,78.29007066666667,0.6598645166666669,71.41824999999993,,20.0661226875,15.721115,24.984543,0,0,0,48,5.061799044263458,362.64615111151016,148.69426072916667,,167.2948451413281,0.8888155555752605,88.08359639474995,79.21124874657814,1.12509282013272,,0.8888155555752605,2.756845557620507,3.101707143093617,10.2,7.3,0.0,0.4248913894648791,0.5209957766655225,3.8032691696583134,False,
2014-06-26,348.5734800208332,347.9567408333335,2.3707274691262348,5.212998604166667,253.42106518750003,220.5081548958333,13.76888765250753,89.26485385416667,,,1.6020472316262355,105.12133254166667,0.7686802374999996,67.97741666666666,,19.938317583333333,15.95107,25.131399,0,0,0,48,6.001932037387447,362.487297520492,194.38618639583336,,218.15618116028344,0.8910413876974413,117.97581346172134,100.18036769856207,1.1222823247123468,,0.8910413876974413,3.7012055347048514,4.1537975517267665,9.1,6.7000003,0.0,0.6199697560799761,0.5396312254670396,3.6155293725185333,False,
2014-06-27,345.60938875000005,346.1453864583333,2.5729684726383817,5.030790645833334,249.00333354166665,210.300473,15.186033953048954,81.45554802083333,,,1.7646088955550494,100.32163989583336,0.8083595770833333,69.62160416666667,,21.01965139583334,14.9867,27.497099,0,0,0,48,6.085759987377044,362.3017285167295,181.77718791666672,,203.5258355441941,0.8931406051257563,112.3245761306618,91.20125941353231,1.1196445377815931,,0.8931406051257563,3.535892371563524,3.9589425800047033,10.2,7.4,0.0,0.5349922405411761,0.5599985851576378,4.14398953016652,False,
2014-06-28,342.38141810416664,351.2065779166668,2.746219056057293,3.9906416250000007,244.0660852291666,202.49895277083328,13.583005282313136,64.35227445833333,,,1.5880517664739595,116.15462350000001,1.1581672895833333,59.64295833333333,,22.02072577083333,15.473991,29.923109000000004,0,0,0,48,7.052145936712382,362.0894620907228,180.50689795833333,,201.63827125398103,0.8952015747594321,129.75247896677828,71.88579228720275,1.1170668463901334,,0.8952015747594321,4.097885797101907,4.577612364235545,11.8,8.5,0.0,0.5385426310865347,0.5623618187821394,4.7800754596481845,False,
2014-06-29,361.34908329166666,344.6396710416665,3.458275606882361,2.627877666666667,246.93237566666664,193.9963908333334,13.134476477597694,28.604268625,,,1.5380064339656931,148.65009504166667,1.9202691729166668,47.78756249999999,,25.46927122916668,16.788819,35.005594,0,0,0,48,7.6414521813377,361.85051572912454,177.25436366666668,,197.56228705225604,0.8972074899081431,165.68084497030398,31.881442081952,1.1145693847276965,,0.8972074899081431,5.261805721166137,5.864647565196817,14.2,9.8,0.0,0.5984334250200832,0.5916317915153236,5.797991556850172,False,
2014-06-30,366.1366447916666,333.11714604166673,3.6197004857507,2.9523476875,245.695323125,188.93708939583337,13.441458373065766,27.50358170833333,,,1.5697274982507003,151.9542893958333,2.0499729875,46.81720833333333,,26.18830133333334,18.373703,36.610873,0,0,0,48,8.206762369530841,361.58490644513563,179.45787110416663,,199.69141350173462,0.8986759518461107,169.08685392513314,30.60455957660148,1.1127481468105869,,0.8986759518461107,5.382508690531572,5.9893765705808875,13.7,9.6,0.0,0.6238933927688424,0.5916912781634462,5.680236270369082,False,
2014-07-01,332.7259739375,360.9937225000001,,,,215.45243064583335,,75.56088770833331,,,,115.72376489583333,0.7977452500000002,67.59135416666665,,,15.683016,20.094992,0,0,0,48,,361.2926508164364,191.28465260416664,,212.56940505800858,0.8998691629774588,128.60065624754844,83.9687488104602,1.111272661784777,,0.8998691629774588,4.074747241806518,4.528155213502508,10.6,7.6,0.0,0.5958098965134879,0.5990753389758342,4.55297257621634,False,
2014-07-02,338.63481022916665,355.99851375000026,,,,215.87068141666668,,66.58885372916666,,,,122.38220854166666,0.8270358895833332,67.98335416666666,,,,,0,0,0,48,,360.9737650309153,188.97106227083333,,209.89504260237808,0.9003121747320979,135.93308185361752,73.96196074876053,1.1107258438414052,,0.9003121747320979,4.309197571909461,4.786337109338472,10.5,7.6,0.0,0.6297811985971673,0.6042889616363915,4.592596108436575,False,
2014-07-03,334.0076569166668,360.66903937500007,,,,209.86904743750003,,62.19657752083334,,,,128.5350198958334,0.9701150354166668,63.64245833333334,,,,,0,0,0,48,,360.6282649404976,190.73159741666674,,211.772799754871,0.9006425642832337,142.71479607243143,69.05800368243953,1.1103183878455032,,0.9006425642832337,4.525844093194992,5.0251279171963565,11.3,8.1,0.0,0.6203861626168342,0.5953259479848,4.82214017867688,False,
2014-07-04,317.3556143333332,373.2168,,,,203.35237185416665,,61.70647410416669,,,,129.06995395833334,0.96653029375,65.36964583333332,,,,,0,0,0,48,,360.2561661233826,190.77642806250003,,211.7979077593927,0.9007474629032995,143.29205384860433,68.50585391078836,1.1101890831607657,,0.9007474629032995,4.544679646097042,5.04545372955987,12.1,8.6,0.0,0.5866806662278917,0.5708636300679125,4.909427218584048,False,
2014-07-05,316.1271054791667,369.3024847916667,,,,192.8425297708334,,53.6058885,,,,135.35547608333331,1.2561541625,59.3,,,,,0,0,0,48,,359.8574839550186,188.9613645833333,,209.75070546010215,0.9008854781624404,150.24715056948352,59.50355489061865,1.1100190026813688,,0.9008854781624404,4.765999043761052,5.290349505336002,13.2,9.2,0.0,0.5750379897104351,0.5854135125858695,5.385804315789999,False,
2014-07-06,335.06740629166666,349.0664072916666,,,,182.49112616666667,,46.61919175000001,,,,127.51597708333334,1.5737030791666664,52.11508333333333,,,17.476146,33.31899,0,0,0,48,,359.43223368815285,174.13516883333335,,193.21558069254183,0.9012480681380941,141.48821128323868,51.72736940930315,1.1095724200174093,,0.9012480681380941,4.489962596483793,4.981938663968172,13.3,9.3,0.0,0.5356923294589432,0.5773977523851057,5.369799097181484,False,
2014-07-07,369.51550812500005,233.43325395833324,2.6625998181599235,3.8927968125,257.59232610416666,139.7973443958333,13.576618921098087,31.8674618125,,,1.5839804223265903,84.47566289583331,1.0786193958333332,59.90033333333333,,21.67915225,15.973151,28.333561,0,0,0,48,5.565374713951096,358.98043054229834,116.3431247083333,,129.039008156052,0.901612050269597,93.69402601770204,35.34498213834996,1.1091244839739922,,0.901612050269597,2.9792844440868773,3.3043973216596,10.7,7.3,0.0,0.4526571673506301,0.5801136247197851,4.234829460454431,False,
2014-07-08,348.340743625,338.85461166666664,2.591960470524312,4.875144395833332,265.8788587083334,205.153682125,14.057275049329267,82.92710868750002,,,1.6334951996909783,101.76848222916664,0.9584652708333332,64.78447916666667,,21.13235283333333,15.892879,29.052602,0,0,0,48,6.916237840376144,358.5020898029622,184.69559091666667,,204.74334680417343,0.9020834806091089,112.81492723982714,91.9284195643463,1.1085448536589708,,0.9020834806091089,3.5872765263086475,3.9766569318910814,8.1,5.7000003,0.0,0.6976590741391859,0.5929435459661931,3.379778389890365,False,
2014-07-09,334.29689433333334,345.5812891666667,2.337161520754794,5.160234229166669,259.63151845833323,208.77041420833328,14.443497251041519,84.69886618749997,,,1.6767622749214606,98.54004622916666,0.6603992458333333,73.22520833333333,,19.543658729166665,15.072247,26.668644,0,0,0,48,6.066785977729907,357.9972269309662,183.23891241666664,,203.074363145628,0.9023242007424788,109.2069193623343,93.8674437832936,1.1082491184179128,,0.9023242007424788,3.46816883082516,3.843595049286467,8.8,6.7000003,0.0,0.5736708771918214,0.6069854134750818,4.066802452378671,False,
2014-07-10,342.32834364583334,339.1041400000001,2.3051611640498457,5.4215589375,256.8661222291666,213.64358700000003,14.409302396725991,82.91618016666669,,,1.6718465994665126,109.86083039583336,0.6333145645833334,72.78672916666669,,19.4818389375,16.050245999999998,25.321323,0,0,0,48,5.820075883092282,357.46585768219285,192.77701056250004,,213.5975734425317,0.9025243473300344,121.72616807606137,91.87140536647036,1.1080033496695472,,0.9025243473300344,3.866379912232299,4.283961893848437,8.8,6.7000003,0.0,0.6393972689595905,0.6062401462450419,4.061809161713826,False,
2014-07-11,341.72195429166663,342.7481883333333,2.381583806024472,5.251668437500001,255.0290976875,211.5256672083333,14.024381461930284,75.49349858333333,,,1.6296421497744709,119.658848375,0.75194165625,68.44333333333334,,20.0118285625,16.402822,25.743237,0,0,0,48,6.1276176426277615,356.90799823806054,195.1523469583333,,216.20037480573797,0.902645738397462,132.56457465521277,83.63580015052517,1.107854341366945,,0.902645738397462,4.213353343377742,4.6677817931739645,9.3,6.9,0.0,0.6764901149527484,0.630966162360575,4.353666520287969,False,
2014-07-12,339.84338900000006,345.76563229166663,2.4492693358148148,5.1891952708333315,253.96023354166664,211.6057245625,14.383798382761308,74.23329341666667,,,1.6715149045648152,117.32557808333333,0.7777544312499999,69.20054166666667,,20.280003541666673,15.8344,27.435036,0,0,0,48,6.442560298823636,356.3236653470211,191.5588715,,212.2520961134069,0.9025063827763072,129.99972113484026,82.25237497856668,1.1080254046777829,,0.9025063827763072,4.132261953673839,4.578651223454062,9.2,6.8,0.0,0.6733310622726563,0.6278979568447215,4.269706106544106,False,
2014-07-13,357.54311820833334,339.871050625,2.966622107759305,4.519296250000001,255.2144947083333,210.7611715,15.196759597811903,47.6885685625,,,1.7643490806759716,124.695155875,1.2022730270833335,62.62381250000001,,23.00320897916666,15.195025,32.44553,0,0,0,48,7.473236751675502,355.7128764773408,172.3837244375,,191.05785772148712,0.9022592762910115,138.20324063343995,52.8546170880472,1.108328865413032,,0.9022592762910115,4.4033629130366165,4.880374221407696,13.2,9.2,0.0,0.5304754588486627,0.6336012095075831,5.829131127469765,False,
2014-07-14,375.33631856249986,320.37266125,3.357366591611485,3.5594484375,267.252754875,201.8436544375,14.743133552542288,29.543004104166666,,,1.709753554111486,140.30850191666667,1.6476130375000002,53.02939583333333,,25.17352464583333,19.110217,35.242854,0,0,0,48,8.068226247487322,355.07564998139765,169.85150602083334,,188.37189542953567,0.9016817802545802,155.60756021603555,32.76433521350017,1.109038711769978,,0.9016817802545802,4.965115831361952,5.506505665402382,12.400001,8.8,0.0,0.6257392801593615,0.6245738704687099,5.496250060124649,False,
2014-07-15,379.3432135625,309.6034329166667,2.8866510537426113,5.665487541666668,260.7201813125,208.94392075000005,16.549227458579395,70.77761691666667,,,1.926148564159278,108.7152876458333,0.9605024895833332,65.75429166666666,,23.11771377083333,17.817647,28.002354,0,0,0,48,6.064797663364534,354.41200527169286,179.49290456249997,,199.148802571886,0.9013004459201258,120.62047471289921,78.52832785898683,1.109507938808477,,0.9013004459201258,3.839489700634835,4.259944303827732,9.1,6.3,0.0,0.6761816355282114,0.6017079928770753,3.7907603551255744,False,
2014-07-16,374.51563281250014,249.9742933333333,2.4940199297521755,5.74649775,252.7464376666666,167.56759602083338,15.802443524438619,63.75384445833333,,,1.8306651110021757,83.16061997916667,0.6633548187499999,72.17091666666666,,20.905727604166664,17.645225,25.797195,0,0,0,48,5.102559286992654,353.7219630087348,146.9144644375,,163.02221754729882,0.9011928965748158,92.27837935167612,70.7438381956227,1.1096403486986222,,0.9011928965748158,2.9307210455376773,3.2520463229088192,7.2000003,5.3,0.0,0.6135936458318527,0.5835611822378526,3.0928742658606185,False,
2014-07-17,369.30060862500005,315.2961681249998,2.3975131668616503,5.3863287291666655,252.68376012500005,219.2912638125,15.076023076067619,94.08581502083338,,,1.746979662694984,91.38616075,0.6505335041666669,72.60406250000003,,20.152162687500006,17.081639000000006,25.56859,0,0,0,48,5.660079989648867,353.0055453009068,185.47197577083332,,205.88540667358032,0.9008505205271236,101.44431142308304,104.44109525049728,1.1100620771300216,,0.9008505205271236,3.2182675182999594,3.5724767261241333,8.3,6.2000003,0.0,0.576205895687478,0.5619878968860287,3.484325129289747,False,
2014-07-18,368.64426524999993,318.4798575000001,2.466397432454141,4.899855895833333,257.0494115625001,218.03748781250007,14.837028329062614,92.95341793750003,,,1.7197277616208082,92.38814437499997,0.7466696708333335,69.84056250000002,,20.552607645833334,17.012697,26.734939,0,0,0,48,6.002541226043608,352.26277591639234,185.3415623125,,205.85248400173538,0.9003610678360215,102.61232707123912,103.24015693049624,1.1106655271128685,,0.9003610678360215,3.254807783650407,3.6150028026791454,9.5,7.0,0.0,0.5164289718113066,0.5470597155807296,3.8294180090651073,False,
2014-07-19,353.0083373333334,331.5608708333333,2.609063657127145,4.836374833333331,255.9333487708334,209.19374056250004,15.038704006593953,81.91004089583333,,,1.7455846904604768,98.96874925,0.8634789666666668,68.78210416666666,,21.159450833333327,15.321986,29.61331,0,0,0,48,6.6378347103310364,351.4936805071675,180.8787901458333,,201.103167440298,0.8994328256889901,110.0346200664705,91.06854737382751,1.1118117678593429,,0.8994328256889901,3.488678718372044,3.878754053366487,9.8,7.1,0.0,0.5463033877980968,0.5282270090218657,3.7504117640552463,False,
2014-07-20,384.139481625,147.96302124999997,2.3525465187791395,4.730344666666666,255.91408760416667,100.9764751458333,15.392985630583048,30.2369281875,,,1.7840973521124728,52.26496797916666,0.5684491666666668,74.56008333333334,,19.952891270833334,16.460365,23.329083,0,0,0,48,3.324856904766058,350.69828684502954,82.50189616666665,,91.86654549790363,0.8980624635390183,58.197475232629955,33.66907026527369,1.1135082921284492,,0.8980624635390183,1.8402173616211068,2.0490972914838395,7.5,5.4,0.0,0.3794624613858962,0.5162535061896518,2.78776893342412,False,
2014-07-21,368.34163783333327,302.30747708333337,2.5611319967471298,4.42241172916667,253.30034110416668,201.90283983333333,15.931353668280645,81.5188848333333,,,1.8466225488304648,82.1957208541667,0.7145094479166666,71.57675000000002,,21.244448770833326,17.758651,26.272843,0,0,0,48,5.46262267725722,349.87662506956985,163.71460568749995,,182.5874344493607,0.896636760252552,91.67114766855526,90.91628678080544,1.1152788334468176,,0.896636760252552,2.8976615782467183,3.2317006247106637,8.3,6.2000003,0.0,0.5212420110222679,0.5231338053242854,3.243429749950711,False,
2014-07-22,356.068344125,298.0757543750001,2.555884860757548,4.879065249999999,252.96189537500013,183.69406608333333,15.374482500205726,70.46159722916667,,,1.7799785315908812,88.48195558333332,0.7759063291666667,69.8891666666667,,21.132050354166672,16.994522,27.673613,0,0,0,48,5.925391911831089,349.02872794793905,158.9435528125,,177.54036943182655,0.8952530251072417,98.83457871894275,78.7057907128838,1.1170026483632498,,0.8952530251072417,3.1189337094664595,3.48385721354345,8.6,6.4,0.0,0.544352689616164,0.5425486691075241,3.4723114822881542,False,
2014-07-23,361.53154912500014,331.80181791666666,2.813909534729284,3.7224143750000014,250.23246149999986,210.86322881250007,15.946330286738302,74.50983254166665,,,1.8485735472292848,103.35270918750004,0.9653359874999996,65.22818749999999,,22.71271641666667,18.383066,28.689942,0,0,0,48,6.293251206019572,348.1546311461988,177.86254172916668,,198.85432428564425,0.8944363788321549,115.55065472900965,83.30366955663456,1.1180225040775702,,0.8944363788321549,3.6486738096102287,4.079299429182676,10.6,7.7000003,0.0,0.5297791260063556,0.5422709978489576,4.1754868461182735,False,
2014-07-24,359.21091358333354,331.47850416666665,3.4376127833661605,2.284764,242.63333331250007,187.4159967708334,13.630297616466393,32.55343797916667,,,1.5961336312828267,133.96805641666666,1.8414791520833336,50.42374999999999,,25.505258437500004,17.625785999999994,34.370395,0,0,0,48,7.018291359005081,347.2543735119908,166.52149439583332,,186.35620700704845,0.8935655917784111,149.92526306886762,36.430943938180825,1.119112026247294,,0.8935655917784111,4.74226689319978,5.3071279118542645,11.900001,8.5,0.0,0.6243679896299136,0.5782602787028581,4.915212368974294,False,
2014-07-25,364.59952454166665,339.96802291666665,3.983968245141226,2.2445823541666665,228.2930598333334,185.7775615833334,11.28069199372344,15.005419833333333,,,1.3952083493078928,147.75934079166666,2.5887598958333333,40.486479166666655,,27.84943566666667,19.47332,37.111414,0,0,0,48,7.787754277392665,346.3279973681919,162.76476062499995,,182.2832109432518,0.8929223913861807,165.47836880009666,16.804842143155113,1.1199181582260371,,0.8929223913861807,5.242344828077003,5.870997164645788,12.900001,9.0,0.0,0.6523330182939764,0.5882091445729157,5.293882301156241,False,
2014-07-26,355.94061733333336,347.7942625,3.4448728519696736,3.6215518541666665,264.55011599999995,196.49280358333328,13.21863106085856,30.3702851875,,,1.55478032488634,130.345467625,1.8900925270833333,48.5749375,,25.57585233333333,18.810777,35.180182,0,0,0,48,8.523171447455482,345.37554881716784,160.7157528125,,180.11823477971225,0.8922791909939499,146.08148317322332,34.03675160648897,1.120725452406948,,0.8922791909939499,4.614347817550454,5.171417045387245,13.900001,9.5,0.0,0.544359688988131,0.5945505830462023,5.648230538938923,False,
2014-07-27,375.92723312499993,282.8545908333333,3.2991213036182074,4.0625650625,256.38662139583334,167.68812608333334,13.20575136809193,24.17857268750002,,,1.556061111951541,120.90742241666672,1.7430601916666666,51.34047916666666,,24.772276854166666,18.299241,34.698697,0,0,0,48,8.019771770346463,344.39707805516724,145.08599510416676,,162.78153218382647,0.8912927231838779,135.65399926610078,27.12753291772569,1.1219658525066802,,0.8912927231838779,4.276907748341427,4.798544447960316,11.3,7.6,0.0,0.6313874273631993,0.5923211152386251,4.5016404758135495,False,
2014-07-28,356.0345244166667,298.60496604166667,2.725468488522825,4.4272048124999985,252.6687672916668,182.68826829166667,14.363700920855862,53.09615627083334,,,1.6670155801894908,96.93383770833331,1.0584529083333336,62.46335416666666,,21.981197687500003,16.309593,29.808492,0,0,0,48,6.5532537945128775,343.3926396963515,150.02999397916668,,168.50450820683906,0.8903618993683247,108.87015468328545,59.63435352355362,1.1231388053660645,,0.8903618993683247,3.419654320892734,3.8407464687323656,9.2,6.5,0.0,0.5908840721126716,0.5654274422433488,3.675278374581768,False,
2014-07-29,360.5078405625,322.98213958333326,3.146495204810518,4.2227994791666665,260.0834268541667,192.31000910416665,14.123472013253243,43.48810414583331,,,1.6407317089771851,115.57919499999998,1.5057634958333337,56.25652083333333,,23.931119,15.843229999999998,33.366375,0,0,0,48,7.717881070958178,342.36229310587953,159.06729914583332,,178.81233671012436,0.8895767600403317,129.92605044533744,48.88628626478691,1.1241300862610908,,0.8895767600403317,4.085108632686256,4.5921935196475285,10.8,7.8,0.0,0.5887427589291704,0.537726041695377,4.19426312522394,False,
2014-07-30,359.76775329166674,330.32746875,3.07174333566738,4.145043604166666,255.32047756250003,200.40427577083344,15.52467403953908,56.36351477083334,,,1.7985352210840466,103.53199252083334,1.2732081145833336,61.96025000000003,,23.643619645833322,17.161569,33.266395,0,0,0,48,7.561947956404793,341.30610274142293,159.8955072916667,,179.7866544328235,0.8893624935404255,116.4114669471693,63.375187485654145,1.1244009133094226,,0.8893624935404255,3.6582883935229993,4.113382810826521,11.1,8.0,0.0,0.5141728513533151,0.5196603604647555,4.157282883718044,False,
2014-07-31,345.4159083333332,337.8154687500001,2.9530624689721616,4.899036395833334,255.4034838958333,195.68870366666667,15.169778756976257,56.93578906250003,,,1.7582296023054953,99.94556135416664,1.1948328666666663,62.26029166666669,,23.06487614583334,16.308841,32.365867,0,0,0,48,7.652201602181017,340.2241385024213,156.88135041666666,,176.39520350927106,0.889374242017988,112.3773959625707,64.01780754670033,1.1243860601708031,,0.889374242017988,3.5295899481626867,3.968621735833113,13.2,9.1,0.0,0.4361122786629795,0.4923106342791878,4.480026771940609,False,
2014-08-01,350.46505731250005,339.90147916666666,3.235860361021601,5.063326833333334,255.94747085416665,193.6292938125,15.431779096419547,50.919907562500036,,,1.7882005985215994,109.52468835416664,1.4476597624999998,57.51629166666667,,24.54905585416667,17.558557999999998,34.493579,0,0,0,48,8.545741297262609,339.11647608633683,160.44459591666669,,180.3931546153832,0.8894162101591442,123.14222194642626,57.250932668956956,1.1243330047032412,,0.8894162101591442,3.8734258614974335,4.35502053735265,13.8,9.5,0.0,0.4584232144581737,0.485242516507276,4.609803906819121,False,
2014-08-02,334.34053389583335,335.2182481249999,2.472056336087724,5.215940166666667,259.70423897916663,199.2850255,14.706948029781742,85.19400083333338,,,1.7058616277543897,82.29593322916666,0.7661947083333333,71.31541666666666,,20.326883583333334,15.297603,28.200048,0,0,0,48,6.345447139931326,337.9831973511148,167.48993406250003,,188.34864086516583,0.8892548058385086,92.54482819642121,95.80381266874468,1.1245370769259615,,0.8892548058385086,2.898632197904936,3.259619378915493,11.0,7.8,0.0,0.4178999203737812,0.4712671274444046,3.675883594066356,False,
2014-08-03,349.08339512500015,288.30931208333334,2.2904575936939566,4.776095749999999,253.54744972916674,182.2979501458333,14.293574316137606,73.728521625,,,1.65878234577729,72.250459625,0.6316752479166668,73.3129791666667,,19.32267177083333,15.829036,26.225534000000003,0,0,0,48,5.474756761121576,336.82439068300573,145.97898125,,164.19529146868538,0.8890570487390651,81.266393115573,82.92889835311236,1.12478721294464,,0.8890570487390651,2.5423526365766134,2.8596057364174663,8.900001,6.5,0.0,0.4399393440642255,0.4936662498610781,3.2088306240970077,False,
2014-08-04,368.36246022916674,254.41876916666672,2.3429816045512046,4.445262729166667,260.2980988333333,173.94690329166667,14.651811412897905,67.02893106250002,,,1.6998497253845382,71.1061174375,0.6431318791666666,72.66889583333334,,19.7313953125,15.345663,25.33641,0,0,0,48,4.707375537060947,335.64015136886104,138.13504850000004,,155.3668858185586,0.8890893820277612,79.9763430706225,75.3905427479361,1.1247463080925373,,0.8890893820277612,2.5030692079220835,2.8153178505104752,7.1,5.2000003,0.4,0.5414072477092885,0.498855487920634,2.5940486868439434,False,
2014-08-05,395.9635480625,110.39548166666668,2.4993001853107297,2.2784434999999994,260.71659306249995,81.27628431250002,16.676831132318874,6.0868851458333335,,,1.940936318644064,44.56437866666666,0.5583638666666665,76.50299999999997,,20.904023270833328,17.213573999999998,24.684829,0,0,0,48,2.5493440604175555,334.4305819719682,50.6512638125,,56.9974235753876,0.8886588311400803,50.1479050284056,6.849518546982012,1.1252912422161807,,0.8886588311400803,1.5705215774821102,1.7672941768521595,4.9,3.6000001000000004,0.0,0.4909150354890711,0.5138784875132149,1.8499626064354224,False,
2014-08-06,389.9476007291667,273.13000750000003,3.2130510144146616,3.0325319166666667,250.85856385416665,187.98578154166665,17.05967463209367,46.2645098125,,,1.9925373394146624,92.66503293749996,1.220513675,62.65916666666667,,24.71565035416667,18.531842,31.827015000000006,0,0,0,48,5.895997643352612,333.1957927104532,138.92954274999997,,156.4189025907972,0.8881889621323414,104.33031357993023,52.088589010866954,1.125886542880724,,0.8881889621323414,3.2776987333404093,3.690316895485161,7.1,5.5,0.0,0.6709667082700292,0.5401102789671662,2.9706065343194132,False,
2014-08-07,357.72906177083337,295.4963691666666,2.6889577184112943,4.481322791666665,251.35282887500009,186.16218510416664,15.288359477210108,64.93579035416667,,,1.7728437538279602,84.42310702083336,0.9161139645833332,67.12447916666663,,21.765327479166668,16.770517,29.142209,0,0,0,48,6.135861445846927,331.9359018372427,149.35889737500003,,168.25018018851557,0.8877190931246027,95.10115043676714,73.14902975174842,1.1264824737296004,,0.8877190931246027,2.9776782047585133,3.354302310067085,9.8,7.1,0.0,0.4724369450798712,0.5595104878229417,3.9725244635428862,False,
2014-08-08,346.58692729166665,311.2409783333333,2.7268452343320053,4.234156,256.0506889999999,185.5427352083333,14.287332038092996,54.31626827083333,,,1.6619181343320049,109.17735281250003,1.0649271,62.42995833333331,,21.88689985416667,15.98952,30.052033,0,0,0,48,6.576176250993842,330.65103602054256,163.49362108333338,,184.22581699368016,0.8874631349250144,123.02184565866492,61.20397133501522,1.1268073688317142,,0.8874631349250144,3.851233776490696,4.339598598443307,11.0,7.7000003,0.0,0.5635842116062394,0.567011760649749,4.365990727106595,False,
