date,rh,es,H,sw_in,vpd,t_dew,vp,theta_2,Rn,theta_1,ws,t_avg,theta_mean,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2004-02-14,27.63458333333333,0.9803084964879905,50.04378125,128.91504166666667,0.06824166666666666,5.380042133813811,0.912066829821324,0.10429166666666667,38.5383125,0.06302083333333333,1.499375,6.5930833333333325,0.08365624999999995,-4.3685,14.76560416666667,,4.191,10.34,0.0,0.0,5.0,0.1,5.0,1.272313269893045,214.90409595813236,64.80938541666667,42.9068125,0.820132414877617,1.1180994200830223,53.15227776850505,12.10975060233534,1.219315298187822,1.5104684230893797,41.04252716616971,0.5132899680538566,0.4209657410324644,2.9,2.1000001,0.3,0.20045986713641795,0.20015400741008246,0.42032343557657387,False,
2004-02-15,35.33041666666667,1.2105128397974396,79.11103125000002,210.5639375,0.07888958333333332,8.286427990429692,1.1316232564641069,0.10195833333333336,90.1693958333333,0.06127083333333332,1.58625,9.438104166666667,0.08161458333333331,1.1568124999999991,18.213916666666666,,4.412,15.02,0.0,0.0,14.0,0.1,14.0,1.8833707954793575,216.71886029505097,97.32494791666667,89.0125833333333,0.8423882480520737,1.1202532258283364,81.98539236728016,15.343189350999793,1.1871010811373324,1.0933841516789298,66.64220301628036,0.6348778949173599,0.5348136776264234,4.0,2.8,0.0,0.1910048848665798,0.20015400741008246,0.5604312207482308,False,
2004-02-16,31.769791666666666,1.4619185992217067,,194.25252083333336,0.09738125,11.092641754772687,1.3645373492217068,0.1004375,93.03624999999997,0.05954166666666669,,12.35227083333333,0.07998958333333332,3.929041666666666,,,6.819,17.15,0.0,0.0,8.0,0.0,8.0,,218.55038121534898,,89.1072083333333,0.8770063367304162,1.1216771922333522,,13.170373371297838,1.1402426164081307,,,,0.4603542170431896,3.2,2.3,0.0,,0.20015400741008246,0.4603542170431896,True,0.4603542170431896
2004-02-17,26.04958333333333,1.7850958420703078,62.83025,188.34660416666668,0.12780208333333332,14.08498267707781,1.6572937587369738,0.09935416666666667,77.44091666666664,0.05837499999999999,1.7689583333333332,15.482083333333335,0.07886458333333334,5.570229166666668,22.48752083333333,,12.17,20.39,0.0,0.0,2.0,0.0,2.0,2.238406459153482,220.397871973258,85.31777083333333,71.87068749999997,0.8770063367304162,1.1209436242315631,74.82422565654682,19.721698268190575,1.1402426164081307,1.1871010811373324,55.10252738835623,0.7883804994348121,0.6914146937590204,4.2000003,3.0,0.0,0.2304715645863401,0.20731210552977908,0.6219363165893372,False,
2004-02-18,43.72083333333334,1.15968524720074,,145.4227291666666,0.07302500000000002,7.6583668773278495,1.0866602472007398,0.09837500000000003,67.86670833333332,0.06202083333333334,,8.701666666666663,0.08019791666666666,-1.5871458333333326,,,2.484,13.11,0.0,0.0,26.0,5.199999999999998,26.0,,222.2605382282238,,69.45385416666666,0.8770063367304162,1.1252281429251976,,21.175273847993385,1.1402426164081307,,,,0.7375837865426087,5.4,3.5,5.0,,0.21073822472645964,0.7375837865426087,True,0.7375837865426087
2004-02-19,79.78897916666666,0.9585413478377096,,199.666125,0.02530625,5.452646462039597,0.93323509783771,0.10883333333333338,126.64937500000002,0.07985416666666666,,5.944208333333335,0.09434375000000003,1.5456874999999992,,,1.474,13.42,0.0,0.0,10.0,0.0,10.0,,224.13757864280223,,125.10368750000002,0.8423882480520737,1.127530795356802,,16.555815657239553,1.1871010811373324,,,,0.5751677471505037,3.6000001000000004,2.5,5.9,,0.2300670988602015,0.5751677471505037,True,0.5751677471505037
2004-02-20,82.7483333333333,0.8887739095223424,,62.36914583333334,0.01683541666666666,4.768094613301094,0.8719384928556758,0.1072708333333334,31.77702083333333,0.07300000000000002,,5.192770833333333,0.09013541666666663,-3.5970416666666667,,,1.608,8.58,0.0,0.0,18.0,0.2,18.0,,226.02818549632931,,35.374062499999994,0.8770063367304162,1.1311343644759508,,13.6492503675475,1.1402426164081307,,,,0.4738523486884923,2.6000001,1.9,2.0,,0.2493959729939433,0.4738523486884923,True,0.4738523486884923
2004-02-21,97.44583333333333,0.7061260632013372,,67.44597916666667,0.0021,1.7908600249764737,0.7040260632013373,0.10572916666666672,45.47679166666668,0.07335416666666665,,1.9873541666666659,0.08954166666666663,-5.045645833333333,,,0.5760000000000001,3.1060000000000003,0.0,0.0,34.0,4.5,34.0,,227.93154531334727,,50.52243750000001,0.8423882480520737,1.1360333561783102,,11.646179638985734,1.1871010811373324,,,,0.4030872706915278,2.0,1.5,2.0,,0.2687248471276852,0.4030872706915278,True,0.4030872706915278
2004-02-22,96.48333333333336,0.7374802918402154,,44.20383333333333,0.00239375,2.3243499582316813,0.7350865418402156,0.19691666666666666,29.981875,0.14166666666666666,,2.526333333333333,0.1692916666666666,-10.72354166666667,,,-0.022,5.184,0.0,0.0,48.0,20.6,48.0,,229.8468395057156,,40.70541666666667,0.8423882480520737,1.1414006218698305,,10.81383733423396,1.1871010811373324,,,,0.3744698664452273,1.6,1.3000001,44.2,,0.28805372126142703,0.3744698664452273,True,0.3744698664452273
2004-02-23,99.27083333333331,0.6929295300242019,,62.91287500000001,0.0008833333333333336,1.5135183397033969,0.6920461966908685,0.1987916666666667,56.12927083333335,0.1401875,,1.6863125000000003,0.16948958333333333,-14.550604166666671,,,-0.241,4.302,0.0,0.0,48.0,25.300000000000004,48.0,,231.77324502729667,,70.67987500000002,1.1163006093250682,1.1492470631761829,,10.660278652691208,0.8958160477979267,,,,0.36885911447420267,1.6,1.2,21.800001,,0.3073825953951689,0.36885911447420267,True,0.36885911447420267
