date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,ws,lw_in,t_avg,G,lw_out,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2017-01-01,79.16144104166669,0.4852973055323351,,,70.83654249374997,0.02287802993750001,-3.9694724177489764,0.4624192755948351,,,1.8908826625,245.1582083333334,-3.177055006249999,,,,171.79965041666665,-6.166925,-0.5224223,48.0,48.0,48.0,0.0,48.0,0.12782115819840015,95.65497369969212,,,0.9294869143933776,1.075862375806164,,,1.075862375806164,,,,,0.90000004,0.5,0.0,,,,False,
2017-01-02,91.01258145833334,0.5521879605714427,,,12.143459254999998,0.007028012977083332,-1.7516614183594494,0.5451599475943593,,,1.8110135458333336,303.84374791666664,-1.412411652083334,,,,84.69957156249998,-3.05607,-0.244139,48.0,48.0,48.0,0.35000000000000003,48.0,0.0521683473043113,96.13878426165131,,,0.9294869143933776,1.075862375806164,,,1.075862375806164,,,,,1.0,0.6,0.8,,,,False,
2017-01-03,82.32536083333333,0.33875689437216555,,,69.08113160833334,0.029449044108333326,-11.516334719919698,0.3093078502638324,,,4.545729189583333,230.57995000000003,-9.210100487500002,,,,295.76611875,-17.57837,-0.2044171,48.0,48.0,48.0,0.0,48.0,0.3952551793301065,96.6619924085818,,,0.9294869143933776,1.075862375806164,,,1.075862375806164,,,,,0.3,0.2,0.0,,,,False,
2017-01-04,68.92354687500001,0.12937744616355726,,,89.69173594583332,0.0409212409625,-24.431522940174972,0.08845620520105718,,,4.394184708333333,166.65623125000005,-19.641162083333334,,,,291.3302145833334,-22.29974,-17.392529999999994,48.0,48.0,30.0,0.0,30.0,0.24892165741180972,97.22455227853428,,,0.9294869143933776,1.075862375806164,,,1.075862375806164,,,,,0.2,0.1,0.0,,,,False,
2017-01-05,70.23153687500002,0.12206973158961365,22.61240225,,82.264669625,0.03697435970416668,-24.86069747379779,0.08509537188544693,,,3.2490861666666664,168.24824999999996,-20.320013958333334,,,6.721377145833329,294.82133541666667,-23.04866,-18.08175,48.0,48.0,2.0,0.0,2.0,0.20434441596106637,97.82641158392984,29.33377939583333,,0.9294869143933776,1.075862375806164,27.265364098129158,6.247432103754789,1.075862375806164,,21.01793199437437,0.2278276010637397,0.21176277392638088,0.1,0.1,0.0,2.1176277392638085,,,False,
2017-01-06,73.60738729166665,0.12113248143682595,18.762508500000006,,94.1043386125,0.03317993999166668,-24.745038064334675,0.08795254144515934,,,1.735917158333333,160.59771666666668,-20.715543333333333,,,,248.37153125,-25.13699,-15.94863,48.0,48.0,2.0,0.0,19.0,0.16131574696813897,98.46751117044609,,,,,,,,,,,,0.2,0.1,0.0,,,,False,
2017-01-07,69.68167479166665,0.1646041312254525,,,105.48860298125004,0.054885327924999984,-21.89990060337137,0.10971880330045253,,,2.2048777791666665,178.52242499999997,-17.03855875,,,,221.8811975,-21.22697,-12.36958,48.0,48.0,35.0,0.0,46.0,0.28487259911530916,99.1477845581104,,,,,,,,,,,,0.4,0.3,0.0,,,,False,
2017-01-08,69.50618854166669,0.2016932296987726,,,70.60083756229166,0.06863142666041668,-20.457913971686594,0.13306180303835602,,,1.8957968625000003,216.53843125,-15.55233916666667,,,,184.65255604166668,-23.67858,-7.928798,48.0,48.0,48.0,0.0,48.0,0.3244040424392898,99.8671574669482,,,,,,,,,,,,0.7,0.4,0.0,,,,False,
2017-01-09,82.93033104166666,0.3805862084251308,,,22.61715371666665,0.06530516763541665,-9.036624212967258,0.3152810407897142,,,2.6645093916666664,275.7833041666666,-6.4075918541666645,,,,,-9.025001,-3.466247,48.0,48.0,48.0,1.3800000000000003,48.0,0.3729729405628519,100.62554732959757,,,,,,,,,,,,1.1,0.7,3.0,,,,False,
2017-01-10,81.81830437499998,0.3531774862973361,,,33.92758836979166,0.05524669067708333,-10.967192785309322,0.2979307956202528,,,3.9678946875,258.71723541666677,-8.171812645833333,,,,221.60720291666675,-16.58294,-3.113661,48.0,48.0,24.0,3.75,27.0,0.22733327108073978,101.4228627933453,,,,,,,,,,,,0.6,0.4,5.0,,,,False,
