date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,ws,lw_in,t_avg,G,lw_out,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2017-01-01,79.16144104166669,0.4852973055323351,-10.831172822916665,,70.83654249374997,0.10286554104999997,-6.468400788894403,0.382431764482335,-17.45278110416667,,1.8908826625,245.1582083333334,-3.177055006249999,,,4.448415336645834,171.79965041666665,-6.166925,-0.5224223,0.0,48.0,2.0,0.0,0.0,0.3361441932531298,95.67678399319232,-6.382757486270831,,,,,,,,,0.15321623589917527,,0.90000004,0.5,0.0,,,,False,
2017-01-02,91.01258145833334,0.5521879605714427,-2.157657666666666,,12.143459254999998,0.04734885275208331,-2.8763857761549154,0.5048391078193594,-0.6405447666666665,,1.8110135458333336,303.84374791666664,-1.412411652083334,,,5.525520112562499,84.69957156249998,-3.05607,-0.244139,0.0,48.0,6.0,0.35000000000000003,0.0,0.15355137891864237,96.16061347676658,3.3678624458958333,,,,,,,,,0.19063144274602056,,1.0,0.6,0.8,,,,False,
2017-01-03,85.04157687500002,0.3454430253705059,,,69.08113160833334,0.03655341013958333,-11.12127079463099,0.3088896152309227,-34.15325166666667,,4.545729189583333,230.57995000000003,-8.8120479875,,,11.592494117291665,295.76611875,-16.75151,-0.2044171,0.0,48.0,10.0,0.0,0.0,0.42220587904946866,96.68384171525871,,,,,,,,,,0.3971724198771142,,0.3,0.2,0.0,,,,False,
2017-01-04,74.78814312499998,0.14371648515005264,,,89.69173594583332,0.03692474618125,-22.241799643282352,0.1067917389688026,-33.644362854166665,,4.221660208333334,166.65623125000005,-18.418606666666665,,,6.365220962500003,291.3302145833334,-20.88976,-16.080579999999998,0.0,48.0,6.0,0.0,0.0,0.22751992990816913,97.24642279381231,,,,,,,,,,0.2161359975105522,,0.2,0.1,0.0,,,,False,
2017-01-05,76.03968020833334,0.13278133058470748,3.5829462187500014,,82.264669625,0.03252741922083333,-22.975222183339838,0.10025391136387417,-33.669794749999994,,3.0265162291666674,168.24824999999996,-19.34181375,,,3.450831875,294.82133541666667,-22.13671,-17.00618,0.0,48.0,1.0,0.0,0.0,0.17728540288591949,97.848304368506,7.033778093750001,,,,,,,,,0.1170753728182114,,0.1,0.1,0.0,,,,False,
2017-01-06,79.21581812499997,0.1312446737010477,,,94.1043386125,0.028607599293750008,-22.971610536165983,0.10263707440729776,-34.23134902083333,,1.668387258333334,160.59771666666668,-19.777702291666664,,,1.8305284215833328,248.37153125,-24.22685,-15.40856,0.0,48.0,9.0,0.0,0.0,0.13325846532941724,98.48942722537,,,,,,,,,,0.0620787205673092,,0.2,0.1,0.0,,,,False,
2017-01-07,70.36664687499997,0.1659492053662098,,,105.48860298125004,0.054169923533333324,-21.68666127073671,0.11177928183287644,,,2.202057127083333,178.52242499999997,-16.9215675,,,,275.49711291666665,-21.22697,-12.36958,43.0,48.0,48.0,0.0,43.0,0.2754650979555638,99.16972482161565,,,,,,,,,,,,0.4,0.3,0.0,,,,False,
2017-01-08,69.50618854166669,0.2016932296987726,,,70.60083756229166,0.06863142666041668,-20.457913971686594,0.13306180303835602,,,1.8957968625000003,216.53843125,-15.55233916666667,,,,137.021120625,-23.67858,-7.928798,48.0,48.0,48.0,0.0,48.0,0.3224412821367477,99.88912281142557,,,,,,,,,,,,0.7,0.4,0.0,,,,False,
2017-01-09,85.94332895833334,0.3907605270066106,,,22.61715371666665,0.053668460539583324,-8.273725561626295,0.3370920664670274,,,2.358593245833333,275.7833041666666,-6.09149825,,,,172.53131625,-9.025001,-2.806648,25.0,48.0,48.0,1.3800000000000003,25.0,0.3209777442107254,100.64753855871544,,,,,,,,,,,,1.1,0.7,3.0,,,,False,
2017-01-10,88.52954604166668,0.37235248934293,,,33.92758836979166,0.03357985731874999,-9.193731721290613,0.33877263202417995,-31.252218272916675,,3.4838361374999987,258.71723541666677,-7.403234208333334,,,3.053908841958332,213.416635,-15.471379999999998,-2.519791,0.0,48.0,20.0,3.75,0.0,0.12846914944151278,101.44488063932155,,,,,,,,,,0.10476867989651796,,0.6,0.4,5.0,,,,False,
2017-01-11,81.06113166666664,0.2067205582223185,,,45.98332475354167,0.03955477815624999,-16.893923367437356,0.1671657800660685,-8.402166683333332,,2.653350460416666,251.46895416666663,-14.020428124999995,,,3.492127992812499,273.91228248958333,-15.06102,-12.63558,0.0,48.0,19.0,1.5100000000000002,0.0,0.2525752826742231,102.28104833509887,,,,,,,,,,0.11906380686282605,,0.3,0.2,1.9,,,,False,
2017-01-12,66.41985437499999,0.20217768138855452,,,96.74536893687498,0.06928827015208333,-19.868835180257683,0.13288941123647133,,,3.565512027083333,199.9925875,-14.538309937499996,,,4.772319497770835,283.89225208333335,-20.3493,-9.711508,21.0,48.0,4.0,0.0,3.0,0.3928372652269911,103.15593112243191,,,,,,,,,,0.16263335579371618,,0.5,0.3,0.0,,,,False,
2017-01-13,68.11054458333334,0.15438545767172232,9.340318052083337,,54.89758908562499,0.05180373886041666,-22.885099109979617,0.10258171881130572,,,1.5625835041666665,233.92943125,-17.924448958333326,,,,,-22.69785,-13.35573,48.0,48.0,7.0,0.0,18.0,0.23882732303937518,104.06940815766072,,,,,,,,,,,,0.4,0.3,0.0,,,,False,
