date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2008-01-01,86.53166666666668,2.615209617863545,,16.34685416666666,114.45,0.03885416666666665,20.80172258351601,2.576355451196879,83.398125,59.79916666666664,1.1789166666666668,21.429583333333333,-2.522479166666665,,188.01770833333333,16.61,28.87,0,0,34,6.603999999999999,34,1.8114196948207844,197.17015568181824,,85.92060416666666,1.6636951218873777,0.6010716668241178,,,0.6010716668241178,,,,,4.8,3.4,2.0,,,,False,
2008-01-02,43.15002083333332,1.3165975321989305,,,188.575,0.07512500000000001,9.465450767394882,1.2414725321989304,82.13333333333334,61.06187499999997,4.710562500000001,10.555,61.31229166666669,,206.5962708333333,2.69,17.22,0,0,29,0.0,29,1.3732526266046072,197.5986214174261,,20.82104166666665,1.6589752030000426,0.6027817644239823,,,0.6027817644239823,,,,,8.3,5.3,0.0,,,,False,
2008-01-03,52.18583333333334,1.163779981901989,,,166.96666666666667,0.05522916666666666,7.415518680840527,1.1085508152353225,84.52854166666664,60.35212500000001,4.902729166666666,8.336041666666665,68.35812499999999,,128.91629166666664,1.05,15.84,0,0,18,0.0,18,1.2778206564821974,198.0602996216024,,16.170416666666654,1.6024671285838423,0.6240377616255603,,,0.6240377616255603,,,,,4.0,2.6000001,0.0,,,,False,
2008-01-04,67.52754166666669,1.7026472198227012,,17.781437499999992,128.34583333333333,0.05685416666666668,13.736543304983337,1.6457930531560352,77.56916666666666,59.594958333333295,3.2920833333333337,14.515625000000002,24.56520833333333,,72.36270833333334,9.65,22.02,0,0,14,0.0,14,1.7531632783174236,198.55497631179904,,53.00395833333332,1.500263095073307,0.6665497560287166,,,0.6665497560287166,,,,,4.3,2.8,0.0,,,,False,
2008-01-05,80.4089791666667,1.996818442363529,,20.9076875,140.02083333333334,0.0415,16.430844396077234,1.9553184423635284,94.926875,59.325499999999984,2.2877499999999995,17.0575,7.976666666666667,,90.29166666666669,11.96,23.71,0,0,38,1.016,38,1.724455779854088,199.08242073076408,,86.95020833333334,1.4681635555634938,0.6811230235286636,,,0.6811230235286636,,,,,4.8,3.3,1.9,,,,False,
2008-01-06,76.85062499999997,2.354804180120842,,21.78070833333333,175.17083333333332,0.06327083333333333,18.86394947286028,2.2915333467875083,111.97166666666662,59.07785416666668,2.2372708333333327,19.610645833333333,-0.4756041666666677,,57.92354166666666,14.1,26.53,0,0,30,0.508,30,2.181942546922184,199.6423853812597,,112.44727083333328,1.4259401110510042,0.7012917248417533,,,0.7012917248417533,,,,,4.9,3.4,0.0,,,,False,
2008-01-07,80.11937499999998,2.44600835211229,,20.1693125,143.39166666666668,0.054062500000000006,19.499663815300053,2.3919458521122885,88.39104166666662,58.61804166666664,2.31825,20.205625000000005,3.7566875000000017,,85.23437499999999,13.77,26.63,0,0,23,0.254,23,1.775426465822301,200.23460606771846,,84.63435416666663,1.386077411521634,0.7214604261548431,,,0.7214604261548431,,,,,5.1,3.5,0.0,,,,False,
2008-01-08,76.58937500000003,2.4336989118176278,,20.33627083333334,155.92916666666662,0.06316666666666668,19.48898239297711,2.3705322451509607,82.29687500000003,58.16974999999999,2.2026041666666667,20.25127083333334,4.2833541666666655,,78.605875,14.21,26.31,0,0,31,0.0,31,1.9024285655913402,200.8588019454311,,78.01352083333336,1.3483828546677985,0.7416291274679329,,,0.7416291274679329,,,,,5.7000003,4.0,0.0,,,,False,
2008-01-09,79.53791666666666,2.382791929070531,,21.809708333333337,158.43541666666667,0.05504166666666668,18.946007298219524,2.3277502624038644,95.61689583333334,57.68741666666665,1.8505000000000005,19.65125,5.852083333333327,,87.74447916666668,13.53,27.42,0,0,26,0.0,26,2.102282259896901,201.51467557787646,,89.76481250000002,1.3126842348712549,0.7617978287810225,,,0.7617978287810225,,,,,4.4,3.2,0.0,,,,False,
2008-01-10,78.75458333333333,2.392206447730725,,22.14291666666668,158.29166666666666,0.05837499999999999,19.001821435776368,2.3338314477307254,97.569375,57.218208333333365,1.990145833333334,19.722291666666674,9.965416666666664,,82.44589583333331,13.57,27.35,0,0,31,0.0,31,2.094054129184418,202.2019130028133,,87.60395833333334,1.2788271128172797,0.7819665300941122,,,0.7819665300941122,,,,,4.7000003,3.3,0.0,,,,False,
2008-01-11,80.57875,2.4709143412965293,,20.520895833333334,146.58541666666662,0.052833333333333336,19.58670216413846,2.418081007963196,99.059,56.73054166666669,1.8031458333333328,20.287916666666668,21.404791666666668,,111.23639583333332,14.09,27.35,0,0,41,0.0,41,1.9427669138391064,202.92018380776344,,77.65420833333334,1.2466725819356914,0.8021352314072021,,,0.8021352314072021,,,,,4.5,3.2,0.7,,,,False,
2008-01-12,83.67895833333334,2.5908464541124494,,12.992208333333332,105.56458333333336,0.04791666666666667,20.617264975845032,2.5429297874457832,69.29312499999999,56.36481249999998,1.5935833333333331,21.28895833333334,0.06520833333333273,,143.34645833333332,16.87,27.19,0,0,28,0.0,28,1.6334217894814291,203.66914121551827,,69.22791666666666,1.2130430888200676,0.8243730245169645,,,0.8243730245169645,,,,,4.4,3.2,0.0,,,,False,
2008-01-13,84.92458333333335,2.7432892106506643,,22.19806250000001,168.01041666666666,0.04783333333333332,21.47327548822189,2.6954558773173307,114.6825,55.961166666666664,2.0145625000000007,22.14833333333333,3.709604166666667,,181.62375,17.2,28.59,0,0,30,0.0,30,2.3131264411470895,204.44842218030013,,110.97289583333333,1.1811802769107809,0.8466108176267269,,,0.8466108176267269,,,,,3.2,2.3,0.3,,,,False,
2008-01-14,75.53562500000002,2.277313982085459,,16.47191666666667,130.96252083333337,0.058624999999999976,18.511202662538466,2.218688982085458,78.92856250000001,55.5220625,2.239416666666667,19.264375,-0.4293749999999994,,139.08104166666672,13.41,24.95,0,0,22,0.0,22,1.6273378473081586,205.25764749520897,,79.3579375,1.1886080387338265,0.8413202396521376,,,0.8413202396521376,,,,,4.6,3.2,0.0,,,,False,
2008-01-15,66.43166666666666,1.9035714383532147,,18.2645625,139.1875,0.06766666666666664,15.406277672878597,1.8359047716865475,73.67979166666666,54.980395833333304,2.4931458333333336,16.239791666666665,-14.16185416666667,,56.03002083333334,11.43,23.09,0,0,13,0.0,13,1.803412466649057,206.09642191156902,,87.84164583333332,1.2244307815663051,0.8167060278579318,,,0.8167060278579318,,,,,5.4,3.7,0.0,,,,False,
