date,rh,theta_4,H,sw_out,sw_in,theta_3,theta_2,Rn,theta_1,ws,t_avg,theta_mean,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2004-01-01,,,,,,,,,,,,,,,,,,,,,,,110.85240585917583,,,1.2850156605231409,0.7782006326622443,,,0.7782006326622443,,,,,2.3,1.4,0.4,,,,False,
2004-01-02,,,,,,,,,,,,,,,,,,,,,,,111.33808869436035,,,1.2714626147356662,0.7864957950084104,,,0.7864957950084104,,,,,1.7,1.1,0.0,,,,False,
2004-01-03,,,,,,,,,,,,,,,,,,,,,,,111.86303649670592,,,1.261773699403884,0.7925351435621483,,,0.7925351435621483,,,,,2.9,1.8000001,0.7,,,,False,
2004-01-04,,,,,,,,,,,,,,,,,,,,,,,112.4271656906369,,,1.253717248466656,0.7976280147880538,,,0.7976280147880538,,,,,1.6,1.0,8.7,,,,False,
2004-01-05,,,,,,,,,,,,,,,,,,,,,,,113.03038389696552,,,1.2671267642510264,0.7891870239131759,,,0.7891870239131759,,,,,1.0,0.7,0.0,,,,False,
2004-01-06,,,,,,,,,,,,,,,,,,,,,,,113.67258959493591,,,1.2626144696967048,0.7920073973492574,,,0.7920073973492574,,,,,0.6,0.4,0.0,,,,False,
2004-01-07,,,,,,,,,,,,,,,,,,,,,,,114.35367177146256,,,1.267875490238654,0.7887209806475307,,,0.7887209806475307,,,,,0.8,0.5,0.0,,,,False,
2004-01-08,,,,,,,,,,,,,,,,,,,,,,,115.07350955947315,,,1.2717294667634458,0.7863307614826305,,,0.7863307614826305,,,,,0.7,0.5,0.0,,,,False,
2004-01-09,,,,,,,,,,,,,,,,,,,,,,,115.83197186732113,,,1.2688391729128243,0.7881219474839661,,,0.7881219474839661,,,,,0.7,0.5,0.0,,,,False,
2004-01-10,,,,,,,,,,,,,,,,,,,,,,,116.62891700127243,,,1.2645176668319908,0.7908153648064961,,,0.7908153648064961,,,,,1.0,0.6,0.0,,,,False,
2004-01-11,,,,,,,,,,,,,,,,,,,,,,,117.46419228310394,,,1.2554976478363142,0.7964969123784255,,,0.7964969123784255,,,,,1.3000001,0.8,0.0,,,,False,
2004-01-12,,,,,,,,,,,,,,,,,,,,,,,118.33763366486704,,,1.2548157693604451,0.7969297361553564,,,0.7969297361553564,,,,,1.3000001,0.8,0.0,,,,False,
2004-01-13,,,,,,,,,,,,,,,,,,,,,,,119.24906534287994,,,1.257513323996307,0.7952202023769067,,,0.7952202023769067,,,,,1.0,0.7,0.0,,,,False,
2004-01-14,,,,,,,,,,,,,,,,,,,,,,,120.19829937300727,,,1.2609162125676023,0.7930741075679415,,,0.7930741075679415,,,,,1.5,0.90000004,0.0,,,,False,
2004-01-15,,,,,,,,,,,,,,,,,,,,,,,121.18513528927224,,,1.2680540004942884,0.7886099484802692,,,0.7886099484802692,,,,,0.8,0.6,0.0,,,,False,
2004-01-16,,,,,,,,,,,,,,,,,,,,,,,122.20935972782455,,,1.2746428565895105,0.7845334831088633,,,0.7845334831088633,,,,,1.2,0.8,0.90000004,,,,False,
2004-01-17,,,,,,,,,,,,,,,,,,,,,,,123.27074605825031,,,1.277970219141458,0.7824908476128664,,,0.7824908476128664,,,,,1.2,0.8,2.4,,,,False,
2004-01-18,,,,,,,,,,,,,,,,,,,,,,,124.36905402417248,,,1.2788861669022384,0.7819304218625134,,,0.7819304218625134,,,,,1.8000001,1.1,0.0,,,,False,
2004-01-19,,,,,,,,,,,,,,,,,,,,,,,125.50402939503556,,,1.2771932148976357,0.7829668904717348,,,0.7829668904717348,,,,,0.90000004,0.6,0.0,,,,False,
2004-01-20,,,,,,,,,,,,,,,,,,,,,,,126.6754036309127,,,1.2775682062870537,0.7827370742938733,,,0.7827370742938733,,,,,0.6,0.4,0.0,,,,False,
2004-01-21,,,,,,,,,,,,,,,,,,,,,,,127.88289356210652,,,1.27331255245921,0.785353131144943,,,0.785353131144943,,,,,1.5,0.90000004,0.0,,,,False,
2004-01-22,,,,,,,,,,,,,,,,,,,,,,,129.12620108524186,,,1.270805383742771,0.7869025523442494,,,0.7869025523442494,,,,,2.0,1.2,0.0,,,,False,
2004-01-23,,,,,,,,,,,,,,,,,,,,,,,130.4050128774731,,,1.2629545925886174,0.7917941039751459,,,0.7917941039751459,,,,,0.8,0.5,1.4,,,,False,
2004-01-24,,,,,,,,,,,,,,,,,,,,,,,131.71900013034258,,,1.261711586724649,0.7925741591990597,,,0.7925741591990597,,,,,1.0,0.7,0.0,,,,False,
2004-01-25,,,,,,,,,,,,,,,,,,,,,,,133.06781830474034,,,1.2534880029534985,0.7977738898527756,,,0.7977738898527756,,,,,1.1,0.7,0.6,,,,False,
2004-01-26,,,,,,,,,,,,,,,,,,,,,,,134.45110690832306,,,1.2427900187445728,0.8046411581339931,,,0.8046411581339931,,,,,0.90000004,0.6,0.0,,,,False,
2004-01-27,,,,,,,,,,,,,,,,,,,,,,,135.86848929665456,,,1.2321637534564958,0.8115804390404893,,,0.8115804390404893,,,,,1.1,0.7,3.5,,,,False,
2004-01-28,,,,,,,,,,,,,,,,,,,,,,,137.31957249923272,,,1.2248669948941675,0.8164151733767657,,,0.8164151733767657,,,,,0.90000004,0.6,0.0,,,,False,
2004-01-29,,,,,,,,,,,,,,,,,,,,,,,138.80394707146579,,,1.2179556519479826,0.8210479572064983,,,0.8210479572064983,,,,,0.6,0.4,1.8000001,,,,False,
