date,lw_in,H,sw_out,sw_in,lw_out,t_avg,es,vp,LE,ws,vpd,rh,wd,G,Rn,t_dew,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,ppt,G_subday_gaps,ASCE_ETo,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,160.871806340919,,,,0.7408881778229938,,,1.3497313493898278,,0.7408881778229938,,,4.4,2.8,0.0,,,,False,
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,162.3977983035869,,,,0.703319659244494,,,1.4218285908205666,,0.703319659244494,,,4.8,3.0,0.4,,,,False,
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,163.95264577382892,,,,0.7015512274771241,,,1.425412658169154,,0.7015512274771241,,,3.7,2.4,0.0,,,,False,
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,165.5357983773527,,,,0.6932751644867677,,,1.4424287082897322,,0.6932751644867677,,,4.8,3.0,0.0,,,,False,
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,167.1466906004291,,,,0.6909546901287588,,,1.4472729026756457,,0.6909546901287588,,,3.3,2.2,0.0,,,,False,
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,168.7847419587591,,,,0.6917716907346669,,,1.4455636352190016,,0.6917716907346669,,,3.4,2.3,0.0,,,,False,
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,170.4493571930209,,,,0.7012127047789325,,,1.4261008010618754,,0.7012127047789325,,,3.3,2.3,0.0,,,,False,
2016-02-07,,,,,,,,,,,,,,,,,,,,,,,,,172.1399264911421,,,,0.7089875967451773,,,1.4104619101812266,,0.7089875967451773,,,3.7,2.5,0.0,,,,False,
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,173.8558257372547,,,,0.7172611582346682,,,1.3941923224466972,,0.7172611582346682,,,4.8,3.2,0.0,,,,False,
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,175.59641678720956,,,,0.7258112635841321,,,1.3777686434099896,,0.7258112635841321,,,3.2,2.3,0.0,,,,False,
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,177.36104777043798,,,,0.7421242065372642,,,1.3474833339098031,,0.7421242065372642,,,2.5,1.9,0.0,,,,False,
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,179.1490534178709,,,,0.7580527709889093,,,1.3191693748384576,,0.7580527709889093,,,2.3,1.8000001,0.0,,,,False,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,180.95975541554475,,,,0.7745940402567787,,,1.2909988303918514,,0.7745940402567787,,,2.8,2.1000001,0.0,,,,False,
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,182.7924627834431,,,,0.7905292572533291,,,1.264975319793313,,0.7905292572533291,,,3.0,2.2,0.0,,,,False,
2016-02-14,,,,,,,,,,,,,,,,,,,,,,,,,184.6464722790514,,,,0.8059423615778148,,,1.2407835196083667,,0.8059423615778148,,,4.3,2.9,0.0,,,,False,
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,186.5210688250251,,,,0.8192426482775029,,,1.220639577422572,,0.8192426482775029,,,2.6000001,2.0,0.0,,,,False,
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,188.4155259603024,,,,0.8330385933051655,,,1.2004245758079444,,0.8330385933051655,,,3.5,2.6000001,6.9,,,,False,
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,190.32910631392483,,,,0.8386608505082775,,,1.1923771085700992,,0.8386608505082775,,,2.8,1.9,6.5,,,,False,
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,192.2610621007612,,,,0.8355128042136335,,,1.1968697486822817,,0.8355128042136335,,,4.2000003,2.8,0.90000004,,,,False,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,194.2106356382714,,,,0.831663603653347,,,1.2024092380707558,,0.831663603653347,,,3.1000001,2.1000001,0.0,,,,False,
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,,196.17705988338184,,,,0.8254314174651813,,,1.2114876885482522,,0.8254314174651813,,,3.3,2.4,0.0,,,,False,
2016-02-21,,,,,,,,,,,,,,,,,,,,,,,,,198.15955898849376,,,,0.8154189570982306,,,1.226363443350181,,0.8154189570982306,,,3.5,2.5,0.0,,,,False,
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,200.15734887558452,,,,0.8054351763592259,,,1.2415648451316184,,0.8054351763592259,,,2.6000001,2.0,0.0,,,,False,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,202.16963782732014,,,,0.7926103703242636,,,1.2616539442839885,,0.7926103703242636,,,2.2,1.8000001,0.0,,,,False,
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,204.1956270940421,,,,0.7781191776237196,,,1.2851501784776431,,0.7781191776237196,,,2.1000001,1.8000001,0.0,,,,False,
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,206.23451151545433,,,,0.7620276528939044,,,1.3122883352098351,,0.7620276528939044,,,2.0,1.8000001,0.0,,,,False,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,208.2854801557904,,,,0.7455795987142841,,,1.3412384160248638,,0.7455795987142841,,,2.3,1.9,0.0,,,,False,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,210.34771695121083,,,,0.7272615720890436,,,1.3750210905926474,,0.7272615720890436,,,2.6000001,2.0,0.0,,,,False,
2016-02-28,,,,,,,,,,,,,,,,,,,,,,,,,212.42040136813807,,,,0.7176196696061168,,,1.3934958061404237,,0.7176196696061168,,,2.9,2.2,0.0,,,,False,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,214.50270907121708,,,,0.7084532793420496,,,1.4115256844159347,,0.7084532793420496,,,2.5,2.1000001,0.0,,,,False,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,216.5938125995551,,,,0.6986636100013974,,,1.4313039718756784,,0.6986636100013974,,,3.8,2.9,0.0,,,,False,
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,218.69288204987708,,,,0.6898667570339961,,,1.449555279775165,,0.6898667570339961,,,3.6000001000000004,2.8,0.0,,,,False,
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,220.79908576521197,,,,0.6834429544446409,,,1.4631799091594857,,0.6834429544446409,,,2.2,1.7,4.1,,,,False,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,222.91159102771041,,,,0.6766016191475983,,,1.4779745890348712,,0.6766016191475983,,,2.9,2.2,18.4,,,,False,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,225.02956475418515,,,,0.6710944804089464,,,1.4901031511846554,,0.6710944804089464,,,2.6000001,1.8000001,17.0,,,,False,
2016-03-06,,,,,,,,,,,,,,,,,,,,,,,,,227.15217419295442,,,,0.6672194096659183,,,1.4987573585437322,,0.6672194096659183,,,4.0,2.8,8.3,,,,False,
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,229.2785876205687,,,,0.6654718495286679,,,1.502693165320618,,0.6654718495286679,,,3.2,2.3,0.6,,,,False,
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,231.40797503699886,,,,0.6675331558374974,,,1.498052930038186,,0.6675331558374974,,,3.1000001,2.3,1.1,,,,False,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,233.53950885786819,,,,0.6754839841649846,,,1.4804200002405292,,0.6754839841649846,,,2.6000001,1.9,3.9,,,,False,
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,235.6723646023193,,,,0.6774136079995093,,,1.4762029994542485,,0.6774136079995093,,,2.3,1.7,7.7000003,,,,False,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,237.8057215751172,,,,0.6832927927931727,,,1.463501460204472,,0.6832927927931727,,,2.6000001,1.9,3.9,,,,False,
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,239.93876354160446,,,,0.6905589624946071,,,1.4481022683241325,,0.6905589624946071,,,3.3,2.3,17.800001,,,,False,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,242.070679394146,,,,0.6981304244738116,,,1.4323971065345142,,0.6981304244738116,,,2.9,2.0,4.4,,,,False,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,244.2006638087188,,,,0.7063991321489571,,,1.4156302782505852,,0.7063991321489571,,,3.2,2.5,0.0,,,,False,
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,246.32791789033226,,,,0.7147651498044557,,,1.3990609366916928,,0.7147651498044557,,,4.0,3.1000001,0.0,,,,False,
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,248.45164980599134,,,,0.7232215337683638,,,1.3827021919403797,,0.7232215337683638,,,4.1,3.2,0.0,,,,False,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,250.57107540394856,,,,0.7300636209707405,,,1.3697436377809569,,0.7300636209707405,,,4.1,3.3,0.0,,,,False,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,252.68541881802747,,,,0.7355746501582225,,,1.3594813249544413,,0.7355746501582225,,,4.5,3.5,0.0,,,,False,
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,254.79391305583874,,,,0.7419181412737698,,,1.3478575928648135,,0.7419181412737698,,,4.2000003,3.3,0.0,,,,False,
2016-03-20,,,,,,,,,,,,,,,,,,,,,,,,,256.89580056975313,,,,0.7444954573560115,,,1.3431915401490602,,0.7444954573560115,,,3.3,2.5,1.3000001,,,,False,
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,258.99033380954126,,,,0.75061121410023,,,1.3322476152967104,,0.75061121410023,,,3.9,2.8,0.6,,,,False,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,261.0767757556387,,,,0.7582332106458999,,,1.318855447057181,,0.7582332106458999,,,4.5,3.4,0.0,,,,False,
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,263.1544004320461,,,,0.7619470578693981,,,1.3124271426367335,,0.7619470578693981,,,4.8,3.6000001000000004,0.0,,,,False,
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,265.2224933979271,,,,0.7670902803582947,,,1.303627520261262,,0.7670902803582947,,,5.2000003,3.9,0.0,,,,False,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,267.2803522170262,,,,0.7737543779619827,,,1.2923997956999391,,0.7737543779619827,,,5.9,4.3,0.0,,,,False,
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,269.3272869040839,,,,0.7810873486487098,,,1.2802665434666325,,0.7810873486487098,,,6.5,4.7000003,0.0,,,,False,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,,,,271.3626203474906,,,,0.7881398955920402,,,1.2688102779631696,,0.7881398955920402,,,5.3,4.0,0.0,,,,False,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,273.38568870748117,,,,0.797940343985818,,,1.2532265194223255,,0.797940343985818,,,6.2000003,4.3,0.0,,,,False,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,275.39584178924054,,,,0.8072000512700472,,,1.2388502681913878,,0.8072000512700472,,,5.2000003,3.9,0.0,,,,False,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,277.3924433903529,,,,0.8166813871347056,,,1.2244677248106026,,0.8166813871347056,,,5.3,4.0,0.0,,,,False,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,279.3748716220992,,,,0.8233986099441741,,,1.214478610873292,,0.8233986099441741,,,5.8,4.3,0.0,,,,False,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,281.3425192041749,,,,0.8292912325521177,,,1.205848995801549,,0.8292912325521177,,,5.3,4.2000003,0.0,,,,False,
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,283.2947937324699,,,,0.8353801814366908,,,1.197059760599294,,0.8353801814366908,,,4.9,4.1,0.0,,,,False,
2016-04-03,,,,,,,,,,,,,,,,,,,,,,,,,285.2311179196265,,,,0.8432881495296023,,,1.1858342851821335,,0.8432881495296023,,,5.7000003,4.4,0.0,,,,False,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,287.15092980816,,,,0.8445450476545391,,,1.184069461750073,,0.8445450476545391,,,6.6,5.0,0.0,,,,False,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,289.05368295600175,,,,0.8400876093368679,,,1.1903520405322494,,0.8400876093368679,,,6.8,5.2000003,0.0,,,,False,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,290.9388465943948,,,,0.8354012063025135,,,1.1970296337325164,,0.8354012063025135,,,7.9,5.9,0.0,,,,False,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,292.8059057581474,,,,0.8312091727424239,,,1.2030666080123749,,0.8312091727424239,,,6.8,5.1,3.6000001000000004,,,,False,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,294.6543613883188,,,,0.8241486400669239,,,1.2133733544943983,,0.8241486400669239,,,4.7000003,3.8,18.2,,,,False,
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,296.48373040748874,,,,0.8188204763142634,,,1.2212689214872543,,0.8188204763142634,,,2.5,2.0,12.900001,,,,False,
2016-04-10,,,,,,,,,,,,,,,,,,,,,,,,,298.29354576782697,,,,0.8113195679698172,,,1.2325599424432991,,0.8113195679698172,,,2.3,1.8000001,0.0,,,,False,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,300.0833564722561,,,,0.8056372494167731,,,1.2412534310248595,,0.8056372494167731,,,3.8,3.2,0.0,,,,False,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,301.8527275690632,,,,0.8005839596332696,,,1.249088228620117,,0.8005839596332696,,,5.4,4.2000003,0.0,,,,False,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,303.60124012039296,,,,0.7939029711297039,,,1.2595997702049475,,0.7939029711297039,,,6.8,5.0,0.0,,,,False,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,305.32849114511237,,,,0.7909978590593582,,,1.2642259249464771,,0.7909978590593582,,,5.6,4.3,0.0,,,,False,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,307.0340935366042,,,,0.7925645909624212,,,1.2617268187387571,,0.7925645909624212,,,7.8,5.6,0.0,,,,False,
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,308.717675956116,,,,0.7973248726303432,,,1.2541939105712827,,0.7973248726303432,,,6.7000003,5.3,0.0,,,,False,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,,310.37888270233896,,,,0.8026309651567178,,,1.2459025921143534,,0.8026309651567178,,,6.7000003,5.3,0.0,,,,False,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,312.01737355796075,,,,0.8078037840094752,,,1.2379243818796848,,0.8078037840094752,,,6.4,5.3,0.0,,,,False,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,313.6328236139848,,,,0.8133876103314335,,,1.2294261521791892,,0.8133876103314335,,,6.7000003,5.2000003,0.0,,,,False,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,315.22492307266253,,,,0.8172693996219376,,,1.2235867395287188,,0.8172693996219376,,,7.1,5.4,0.0,,,,False,
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,316.79337702993666,,,,0.8213594532024223,,,1.2174937490535611,,0.8213594532024223,,,6.0,4.6,1.6,,,,False,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,318.3379052383356,,,,0.8248089818490587,,,1.2124019282115448,,0.8248089818490587,,,4.8,3.5,0.90000004,,,,False,
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,319.8582418513065,,,,0.8285306615631591,,,1.2069559358410895,,0.8285306615631591,,,6.0,4.6,0.0,,,,False,
2016-04-24,,,,,,,,,,,,,,,,,,,,,,,,,321.35413515000783,,,,0.8335178345866727,,,1.199734377004522,,0.8335178345866727,,,7.2000003,5.2000003,0.0,,,,False,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,322.82534725362694,,,,0.8356767539507467,,,1.196634937219922,,0.8356767539507467,,,8.3,5.9,0.0,,,,False,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,324.27165381430706,,,,0.8384932355385839,,,1.1926154649985656,,0.8384932355385839,,,6.9,5.1,0.0,,,,False,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,325.6928436978088,,,,0.8408977397094108,,,1.1892052419424628,,0.8408977397094108,,,5.8,4.2000003,0.0,,,,False,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,327.08871865104595,,,,0.8440673933507987,,,1.1847395218409946,,0.8440673933507987,,,7.8,5.9,0.0,,,,False,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,328.45909295765586,,,,0.8468910996873679,,,1.1807893604846629,,0.8468910996873679,,,7.5,5.6,0.0,,,,False,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,329.803793082785,,,,0.8494960028907954,,,1.1771685759521486,,0.8494960028907954,,,9.6,7.0,0.0,,,,False,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,331.12265730827374,,,,0.8520780334697694,,,1.1736014316997159,,0.8520780334697694,,,7.7000003,6.0,0.0,,,,False,
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,332.415535359435,,,,0.8555410985292528,,,1.1688509198670691,,0.8555410985292528,,,7.3,5.7000003,0.0,,,,False,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,333.682288024621,,,,0.8590041635887359,,,1.1641387112982242,,0.8590041635887359,,,6.5,5.2000003,0.0,,,,False,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,334.92278676877066,,,,0.8598293169626935,,,1.1630215209833192,,0.8598293169626935,,,7.0,5.4,1.4,,,,False,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,336.1369133421224,,,,0.85956757810516,,,1.163375661753565,,0.85956757810516,,,5.4,4.3,0.8,,,,False,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,337.3245593852628,,,,0.8584547553933263,,,1.1648837562112644,,0.8584547553933263,,,3.6000001000000004,2.9,2.6000001,,,,False,
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,338.4856260316708,,,,0.8574174486167977,,,1.1662930368552906,,0.8574174486167977,,,1.9,1.6,0.6,,,,False,
2016-05-08,,,,,,,,,,,,,,,,,,,,,,,,,339.62002350888906,,,,0.8571645307739953,,,1.1666371671924272,,0.8571645307739953,,,4.6,3.9,0.0,,,,False,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,340.727670739434,,,,0.8553453495925798,,,1.1691184157093066,,0.8553453495925798,,,6.2000003,5.1,0.0,,,,False,
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,341.8084949425265,,,,0.8537128376354378,,,1.1713540618291969,,0.8537128376354378,,,7.5,6.0,0.0,,,,False,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,342.86243123768816,,,,0.8518714200197421,,,1.1738860777566935,,0.8518714200197421,,,7.6,6.0,0.0,,,,False,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,343.8894222512156,,,,0.8500921128753071,,,1.1763431101809103,,0.8500921128753071,,,7.6,6.0,0.0,,,,False,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,344.88941772649986,,,,0.8463256559531769,,,1.181578264780059,,0.8463256559531769,,,6.9,5.4,0.0,,,,False,
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,,345.8623741391156,,,,0.8448623564934656,,,1.1836247553393442,,0.8448623564934656,,,7.4,5.7000003,0.0,,,,False,
2016-05-15,,,,,,,,,,,,,,,,,,,,,,,,,346.80825431755915,,,,0.8441079995188612,,,1.1846825294512038,,0.8441079995188612,,,8.7,6.5,0.0,,,,False,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,347.7270270704574,,,,0.844902227432943,,,1.183568900082426,,0.844902227432943,,,9.8,7.3,0.0,,,,False,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,348.61866682102425,,,,0.8455530454493349,,,1.1826579129267882,,0.8455530454493349,,,10.3,7.7000003,0.0,,,,False,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,349.4831532494778,,,,0.8475395043739262,,,1.1798860051233786,,0.8475395043739262,,,12.7,8.900001,0.0,,,,False,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,350.32047094407966,,,,0.8508339552596103,,,1.1753174562654538,,0.8508339552596103,,,9.400001,6.7000003,0.0,,,,False,
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,351.13060906139253,,,,0.8535583727887412,,,1.0679713064941947,,0.9363547446632041,,,8.3,5.9,0.0,,,,False,
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,351.9135609962989,,,,0.8568358457463844,,,1.0291318453322869,,0.9716927957633256,,,6.0,4.4,0.0,,,,False,
2016-05-22,,,,,,,,,,,,,,,,,,,,,,,,,352.66932406225317,,,,0.8604490986462431,91.22012420554412,,0.9954337190857786,,1.0045872274835286,,3.21195002459838,6.9,5.3,0.0,,0.6060283065279962,3.21195002459838,True,3.21195002459838
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,353.3978991821824,,,,0.8660832997795793,90.64604345442407,,0.9974916708974741,,1.0025146366387894,,3.1917360784024,7.4,5.3,0.0,,0.6022143544155472,3.1917360784024,True,3.1917360784024
2016-05-24,,70.7597619375,,,,,,,104.967422,,,,,,,,16.470444,20.617342,0.0,0.0,15.0,,0.0,,354.09929059039,175.7271839375,,174.9247642513763,0.8723369161320496,104.48811126430635,70.43665298706995,0.9954337190857786,,1.0045872274835286,3.696005860672107,3.679128859651668,7.6,5.7000003,0.0,0.6454611694760205,0.5942073970375129,3.386982341376044,False,
2016-05-25,316.25132985416667,64.6368129166667,74.06394954166669,352.94839556250014,405.69639575,19.34114935416667,2.2666006773664624,1.6144646877831292,97.17106670833333,4.738218958333333,0.6521359895833333,67.78958333333334,269.9603831041666,16.633207541666668,189.43938014583333,13.874342006593428,16.452464000000006,23.636791,0.0,0.0,0.0,0.0,0.0,5.550769743116379,354.7735055457493,161.80787962500003,172.80617260416665,160.8733602948235,0.8762796029290854,96.60985646082706,64.26350383399644,0.9942245128460844,0.9363547446632041,1.0058090371734878,3.4193209054443408,3.3995726614798314,7.9,6.0,0.0,0.5665954435799719,0.601597168796915,3.6095830127814894,False,
