date,rh,sw_in,H,sw_out,Rn,theta_1,ws,lw_in,t_avg,G,lw_out,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2014-01-25,,,,,,,,,,,,,,,,,,,,,131.74466529790865,,,1.2601359964618841,0.7935651412289829,,,0.7935651412289829,,,,,1.2,0.8,0.0,,,,False,
2014-01-26,,,,,,,,,,,,,,,,,,,,,133.19604598226042,,,1.304027992059671,0.7668547041084078,,,0.7668547041084078,,,,,1.3000001,0.8,0.0,,,,False,
2014-01-27,,,,,,,,,,,,,,,,,,,,,134.68368474857786,,,1.3503410128759468,0.7405536753047344,,,0.7405536753047344,,,,,1.3000001,0.90000004,0.0,,,,False,
2014-01-28,,,,,,,,,,,,,,,,,,,,,136.20719882773372,,,1.400064815858564,0.7142526465010609,,,0.7142526465010609,,,,,1.4,0.90000004,5.1,,,,False,
2014-01-29,,,,,,,,,,,,,,,,,,,,,137.7661879786416,,,1.4317746925160226,0.6984339122817742,,,0.6984339122817742,,,,,1.8000001,1.2,31.7,,,,False,
2014-01-30,,,,,,,,,,,,,,,,,,,,,139.36023430992506,,,1.4725373901790049,0.6790999037915348,,,0.6790999037915348,,,,,1.5,1.0,0.0,,,,False,
2014-01-31,,,,,,,,,,,,,,,,,,,,,140.9889021318613,,,1.5255638824888993,0.6554953296144755,,,0.6554953296144755,,,,,1.2,0.8,0.0,,,,False,
2014-02-01,,,,,,,,,,,,,,,,,,,,,142.65173783944584,,,1.5996248140481673,0.6251465913868278,,,0.6251465913868278,,,,,1.3000001,0.90000004,0.0,,,,False,
2014-02-02,,,,,,,,,,,,,,,,,,,,,144.34826982730974,,,1.6694841146333017,0.5989874304492244,,,0.5989874304492244,,,,,1.8000001,1.2,0.0,,,,False,
2014-02-03,,,,,,,,,,,,,,,,,,,,,146.07800843710476,,,1.7853917140460036,0.5601011767517553,,,0.5601011767517553,,,,,1.1,0.8,14.1,,,,False,
2014-02-04,,,,,,,,,,,,,,,,,,,,,147.8404459378594,,,1.7663071157024293,0.5661529589673411,,,0.5661529589673411,,,,,0.7,0.5,0.0,,,,False,
2014-02-05,,,,,,,,,,,,,,,,,,,,,149.63505653969474,,,1.7663071157024293,0.5661529589673411,,,0.5661529589673411,,,,,0.5,0.4,2.5,,,,False,
2014-02-06,,,,,,,,,,,,,,,,,,,,,151.4612964411778,,,1.7663071157024293,0.5661529589673411,,,0.5661529589673411,,,,,0.8,0.6,9.5,,,,False,
2014-02-07,,,,,,,,,,,,,,,,,,,,,153.318603910481,,,1.7663071157024293,0.5661529589673411,,,0.5661529589673411,,,,,1.2,0.8,29.4,,,,False,
2014-02-08,,,,,,,,,,,,,,,,,,,,,155.20639940040928,,,1.995520228192233,0.5011224571278401,,,0.5011224571278401,,,,,1.9,1.3000001,23.0,,,,False,
2014-02-09,,,,,,,,,,,,,,,,,,,,,157.12408569725227,,,1.7268929990129431,0.5790746737473484,,,0.5790746737473484,,,,,1.6,1.1,0.0,,,,False,
2014-02-10,,,,,,,,,,,,,,,,,,,,,159.07104810331347,,,1.6143728683171583,0.6194355837027986,,,0.6194355837027986,,,,,1.2,0.90000004,0.0,,,,False,
2014-02-11,,,,,,,,,,,,,,,,,,,,,161.04665465287363,,,1.5902462933919117,0.6288334103688131,,,0.6288334103688131,,,,,1.7,1.2,0.4,,,,False,
2014-02-12,,,,,,,,,,,,,,,,,,,,,163.05025636124589,,,1.5753217374808597,0.6347909612414335,,,0.6347909612414335,,,,,2.1000001,1.4,11.5,,,,False,
2014-02-13,,,,,,,,,,,,,,,,,,,,,165.08118750648603,,,1.56552669679496,0.6387626618231805,,,0.6387626618231805,,,,,1.8000001,1.3000001,3.2,,,,False,
2014-02-14,,,,,,,,,,,,,,,,,,,,,167.13876594323426,,,1.5591579514371194,0.64137183732942,,,0.64137183732942,,,,,2.1000001,1.4,27.6,,,,False,
2014-02-15,,,,,,,,,,,,,,,,,,,,,169.22229344807408,,,1.5544152942806464,0.6433287189590996,,,0.6433287189590996,,,,,2.3,1.6,2.4,,,,False,
2014-02-16,,,,,,,,,,,,,,,,,,,,,171.33105609571345,,,1.5507464612580897,0.6448507380044061,,,0.6448507380044061,,,,,2.9,1.9,2.0,,,,False,
2014-02-17,,,,,,,,,,,,,,,,,,,,,173.46432466520946,,,1.5478238409048255,0.6460683532406509,,,0.6460683532406509,,,,,3.7,2.4,0.0,,,,False,
2014-02-18,,,,,,,,,,,,,,,,,,,,,175.62135507538372,,,1.5491064940272607,0.6455334115863581,,,0.6455334115863581,,,,,2.7,1.8000001,0.0,,,,False,
2014-02-19,,,,,,,,,,,,,,,,,,,,,177.80138884850322,,,1.5228947490094649,0.6566441972765545,,,0.6566441972765545,,,,,1.8000001,1.2,0.0,,,,False,
2014-02-20,,,,,,,,,,,,,,,,,,,,,180.00365360122655,,,1.5264541565770875,0.6551130249744247,,,0.6551130249744247,,,,,2.2,1.5,5.9,,,,False,
2014-02-21,,,,,,,,,,,,,,,,,,,,,182.22736356175628,,,1.5392645682339212,0.6496608969225819,,,0.6496608969225819,,,,,2.3,1.6,0.0,,,,False,
2014-02-22,,,,,,,,,,,,,,,,,,,,,184.47172011206948,,,1.555015699598492,0.6430803240495911,,,0.6430803240495911,,,,,2.5,1.7,0.0,,,,False,
2014-02-23,,,,,,,,,,,,,,,,,,,,,186.73591235404461,,,1.5622194957470776,0.6401149151718815,,,0.6401149151718815,,,,,3.3,2.2,0.0,,,,False,
2014-02-24,,,,,,,,,,,,,,,,,,,,,189.01911769824486,,,1.5694903474323658,0.6371495062941718,,,0.6371495062941718,,,,,2.9,2.0,0.0,,,,False,
2014-02-25,,,,,,,,,,,,,,,,,,,,,191.32050247406826,,,1.5764689150592288,0.6343290314496492,,,0.6343290314496492,,,,,1.7,1.4,0.0,,,,False,
