date,H,sw_out,sw_in,LE,theta_1,ws,rh,wd,G,Rn,t_avg,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,G_subday_gaps,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2008-02-20,43.69687500000001,24.24041666666667,140.19104166666668,11.755833333333333,13.986666666666665,6.8175,,225.13041666666663,,49.35124999999999,5.8652083333333325,3.07,8.88,0.0,0.0,0.0,48.0,224.14365765804482,55.45270833333334,,,,19.06773857898254,,,,,0.4083803083657683,0.6623851104322178,3.3,2.4,1.6,,0.2759937960134241,0.6623851104322178,True,0.6623851104322178
2008-02-21,33.04854166666666,24.41312499999999,147.3116666666666,23.201875,13.839375000000004,5.152499999999997,,223.37354166666668,,60.00187500000001,5.678958333333334,2.7,9.76,0.0,0.0,0.0,48.0,226.04761437612896,56.25041666666665,,,,21.700196986740426,,,,,0.8058564332980603,0.7536995758144528,3.8,2.7,1.2,,0.2791479910423899,0.7536995758144528,True,0.7536995758144528
2008-02-22,-17.638958333333328,14.09458333333333,112.5904166666666,25.488541666666666,14.782499999999995,7.021250000000001,,231.99249999999995,,30.81916666666667,5.6400000000000015,2.51,9.02,0.0,0.0,0.0,48.0,227.96364197402423,7.8495833333333325,,,,12.192337155601516,,,,,0.8852450855533915,0.4234532791070337,1.9,1.5,14.3,,0.28230218607135577,0.4234532791070337,True,0.4234532791070337
2008-02-23,24.987500000000008,30.44583333333334,197.92062499999997,36.34541666666666,14.791875000000005,2.864583333333334,,187.6195833333333,,85.00083333333339,6.131458333333334,2.31,9.57,0.0,0.0,0.0,48.0,229.89092023121162,61.33291666666666,,73.86583632255261,0.8303286027770946,43.77232886486961,30.09350745768301,1.2043424695420908,,0.8303286027770946,1.2629053535061632,1.5209705522395405,3.1000001,2.3,0.0,0.661291544451974,0.2854563811003216,0.6565496765307396,False,
2008-02-24,49.97812500000001,34.25916666666667,212.07854166666664,34.129583333333336,14.638541666666665,7.50125,,222.6904166666667,,90.90583333333328,8.091458333333332,4.89,11.52,1.0,0.0,0.0,48.0,231.8286249916356,84.10770833333333,,100.7127127040186,0.8351250410711785,40.867632575783865,59.84508012823474,1.1974254762105367,,0.8351250410711785,1.188122274480608,1.422687880316288,3.3,2.3,6.4,0.6185599479636036,0.2886105761292874,0.663804325097361,False,
2008-02-25,50.38666666666666,38.5475,235.48208333333332,33.541666666666664,14.454166666666666,1.98875,,63.11041666666669,,97.231875,9.903333333333334,4.84,13.23,0.0,0.0,0.0,48.0,233.77592883619968,83.92833333333333,,99.92402313220863,0.8399214793652622,39.934288490889024,59.989734641319586,1.1905874829581822,,0.8399214793652622,1.1696717294496175,1.3925965202527637,4.2000003,3.0,0.0,0.4641988400842545,0.2917647711582533,0.8752943134747598,False,
2008-02-26,55.74208333333334,38.20270833333335,235.4,29.96041666666667,14.287499999999996,1.7164583333333328,,52.7075,,100.09479166666672,11.362708333333332,8.12,14.16,0.0,0.0,0.0,48.0,235.7320017644497,85.70250000000001,,101.15976023020822,0.8471995169321055,35.364062499893635,65.7956977303146,1.1803595021173034,,0.8471995169321055,1.0462406512242803,1.2349400941739748,5.1,3.6000001000000004,0.0,0.3430389055194678,0.2949189661872191,1.061708307765885,False,
2008-02-27,,36.80479166666667,236.50833333333333,,14.111458333333326,,,,,101.90395833333334,13.625,10.18,16.89,3.0,1.0,0.0,48.0,237.69601188418616,,,,0.8548889789050149,28.107000336859226,,1.1697425334466829,,0.8548889789050149,,0.9836414320134104,4.5,3.3,0.0,,0.2980731612161849,0.9836414320134104,True,0.9836414320134104
2008-02-28,61.17583333333334,37.776875,232.3914583333334,34.007291666666674,13.934375000000005,1.4302083333333329,27.47916666666667,60.11666666666667,,101.90708333333332,14.519374999999995,11.6,17.34,0.0,0.0,0.0,48.0,239.66712610772015,95.18312500000002,,110.64492833082514,0.8602574599298869,39.53152777011472,71.11340056071042,1.1624426948666071,,0.8602574599298869,1.1911486877663298,1.3846420905939152,5.1,3.6000001000000004,0.0,0.3846227922587877,0.3012273562451508,1.0844185126052786,False,
2008-02-29,72.00395833333333,39.91791666666668,241.7420833333333,32.08395833333333,13.732499999999993,1.82625,30.375,66.62625000000001,,106.53895833333338,14.202083333333333,11.63,16.05,0.0,0.0,0.0,48.0,241.6445108534585,104.08791666666669,,120.48823098447905,0.8638845123394251,37.13917528912403,83.34905569535499,1.157562134424624,,0.8638845123394251,1.1234403080275928,1.3004519608590774,4.8,3.5,0.0,0.3715577031025936,0.29394982732389746,1.0288243956336411,False,
2008-03-01,,,237.84958333333327,,13.507916666666665,,,,,,,7.1,17.93,4.0,4.0,4.0,48.0,243.62733275148827,,,,0.8667864314287776,29.923254048131852,,1.153686725750469,,0.8667864314287776,,1.05362711806217,4.8,3.5,0.0,,0.3010363194463343,1.05362711806217,True,1.05362711806217
2008-03-02,40.45854166666665,39.737708333333345,230.69854166666667,24.61947916666666,13.249166666666667,3.570208333333333,25.5625,101.3747916666667,,75.11249999999995,7.8329166666666685,5.99,10.23,1.0,0.0,0.0,48.0,245.61475935180775,65.07802083333331,,74.87074533765434,0.8692049283046736,28.324136650588628,46.54660868706571,1.1504766798209871,,0.8692049283046736,0.8568448920168906,0.9857800664891644,5.6,3.8,0.0,0.2594158069708328,0.2895643341371216,1.1003444697210618,False,
2008-03-03,60.42916666666667,43.35104166666664,254.97500000000008,25.26125000000001,12.959791666666662,2.2112499999999997,14.416666666666664,56.97583333333332,,97.24374999999998,6.955208333333334,3.08,9.99,0.0,0.0,0.0,48.0,247.6059598338389,85.69041666666669,,98.11541079844734,0.8733634805106755,28.924096969602147,69.19131382884521,1.1449986429651,,0.8733634805106755,0.8784475023200019,1.0058211980724838,5.2000003,3.6000001000000004,0.0,0.27939476948139075,0.2938274621165803,1.0577788930024354,False,
2008-03-04,50.40020833333333,38.52875,238.4414583333333,30.129999999999992,12.745833333333328,2.1958333333333333,18.0,136.90749999999997,,93.3008333333334,10.80625,6.41,15.44,0.0,0.0,0.0,48.0,249.6001057158466,80.5302083333333,,92.06142288116442,0.8747443371289632,34.444349875863146,57.61707300530127,1.1431911674697364,,0.8747443371289632,1.0516042237163228,1.2021846602263688,4.6,3.3,0.0,0.3642983818867784,0.2912414495835272,0.9610967836256398,False,
2008-03-05,57.83104166666666,40.06625,236.28229166666665,25.82145833333334,12.570208333333332,2.711041666666666,18.5625,146.43979166666668,,90.88104166666665,9.638333333333335,6.39,11.9,0.0,0.0,0.0,48.0,251.59637156288537,83.6525,,94.83775485123915,0.8820590505460177,29.274069935963105,65.56368491527604,1.1337109452943923,,0.8820590505460177,0.9002237449272524,1.020593512837933,5.8,4.0,0.0,0.2551483782094833,0.2862039781452478,1.1448159125809911,False,
2008-03-06,65.65374999999997,41.094375000000014,248.43958333333322,26.10645833333334,12.324374999999998,1.345625,14.916666666666664,132.26770833333336,,102.38812499999996,8.811458333333334,4.93,11.75,0.0,0.0,0.0,48.0,253.59393569188475,91.76020833333332,,103.51073810115508,0.8864800890866157,29.44957101093169,74.0611670902234,1.1280569211998317,,0.8864800890866157,0.9094433933550018,1.0259039143135706,4.6,3.3,0.0,0.31087997403441536,0.28737941603611705,0.9483520729191862,False,
2008-03-07,60.01583333333333,38.211666666666666,226.67354166666664,24.215416666666666,12.150833333333333,1.399166666666667,15.416666666666664,112.11833333333333,,92.7247916666667,11.145833333333336,8.54,13.92,0.0,0.0,0.0,48.0,255.59198087249507,84.23124999999997,,94.27516923544815,0.8934616684658089,27.102916130971483,67.17225310447667,1.1192421961617351,,0.8934616684658089,0.8454458907706802,0.9462587155220906,4.7000003,3.4,0.0,0.278311386918262,0.2887101904619048,0.9816146475704762,False,
2008-03-08,50.04666666666668,43.12833333333333,255.87833333333333,27.61625,12.018333333333333,3.3237500000000004,23.35416666666667,223.00208333333327,,102.78875,13.760208333333333,10.55,18.48,0.0,0.0,0.0,48.0,257.5896950223124,77.66291666666667,,86.38223383145815,0.8990612215261314,30.716762483785228,55.66547134767291,1.1122713070668622,,0.8990612215261314,0.966591961806775,1.075112504759144,6.1,4.2000003,0.0,0.2559791495155712,0.27359255217693,1.1490888012208718,False,
2008-03-09,74.08739583333336,,260.8352083333333,30.47416666666668,11.838541666666671,1.751041666666666,,,,107.219375,10.770208333333334,7.39,13.72,2.0,1.0,1.0,48.0,259.58627189511293,104.56156250000004,,115.7742417901473,0.9031504839351796,33.74206979758851,82.03217199255879,1.1072351925703794,,0.9031504839351796,1.0635798479062388,1.1776330377104391,6.4,4.4,0.0,0.267643872206918,0.2782035956687917,1.2240958209426835,False,
2008-03-10,,,260.73062500000003,,11.653333333333334,,,,,,,9.14,16.31,1.0,1.0,1.0,48.0,261.5809117607423,,,,0.9071076519571741,27.330148165205532,,1.1024049878119777,,0.9071076519571741,,0.9623213171000488,4.8,3.6000001000000004,0.0,,0.26731146954691715,0.9623213171000488,True,0.9623213171000488
2008-03-11,,,246.70604166666664,,11.511666666666665,,,,,,,12.54,18.45,3.0,2.0,2.0,48.0,263.5728220753142,,,,0.9114150311045278,28.254928549307863,,1.0971949834842176,,0.9114150311045278,,0.9948837412727299,5.2000003,3.8,0.0,,0.2618115108612448,0.9948837412727299,True,0.9948837412727299
2008-03-12,,,228.23416666666665,,11.36916666666666,,,,,,,13.89,20.73,4.0,4.0,4.0,48.0,265.56121814040006,,,,0.9155115780624072,34.977753113585045,,1.0922854761885203,,0.9155115780624072,,1.2316009866466222,6.9,4.8,0.0,,0.2565835388847129,1.2316009866466222,True,1.2316009866466222
2008-03-13,,,,,11.243749999999995,,,,,,,13.01,19.57,6.0,6.0,6.0,48.0,267.5453237499102,,,,0.9194760306332322,32.837358908016206,,1.0875759309476636,,0.9194760306332322,,1.1562356077776328,6.6,4.6,0.0,,0.25135556690818106,1.1562356077776328,True,1.1562356077776328
2008-03-14,,,282.84937500000007,,11.076458333333333,,,,,,,6.57,14.92,6.0,6.0,6.0,48.0,269.52437182339366,,,,0.9212795090815497,32.853381246208194,,1.085446913930528,,0.9212795090815497,,1.1567997700170298,6.8,4.7000003,0.0,,0.2461275949316492,1.1567997700170298,True,1.1567997700170298
2008-03-15,,,252.64749999999992,,10.835833333333332,,,,,,,-0.76,8.23,4.0,4.0,4.0,48.0,271.49760502451824,,,,0.9252439616523748,23.945617695044298,,1.080796029421386,,0.9252439616523748,,0.8431486803429107,5.0,3.5,0.0,,0.2408996229551173,0.8431486803429107,True,0.8431486803429107
2008-03-16,,,243.0445833333334,,10.771666666666661,,,,,,,-0.73,6.85,8.0,7.0,7.0,48.0,273.46427636351865,,,,0.9270474401006922,17.402137216991267,,1.0786934484079735,,0.9270474401006922,,0.6127463161114873,3.6000001000000004,2.6000001,0.7,,0.2356716509785855,0.6127463161114873,True,0.6127463161114873
2008-03-17,,,280.9041666666666,,10.650625000000003,,,,,,,2.51,10.99,5.0,5.0,5.0,48.0,275.423649782447,,,,0.9304800606291206,25.52414992569989,,1.0747140560152093,,0.9304800606291206,,0.8987303481080092,5.6,3.9,0.0,,0.23044367900205365,0.8987303481080092,True,0.8987303481080092
2008-03-18,,,,,10.565416666666666,,,,,,,11.32,17.7,10.0,10.0,10.0,48.0,277.37500072209133,,,,0.9304800606291206,26.86395041257287,,1.0747140560152093,,0.9304800606291206,,0.9459060370719036,5.9,4.2000003,0.0,,0.2252157070255218,0.9459060370719036,True,0.9459060370719036
2008-03-19,,,,,10.488958333333324,,,,,,,10.43,19.17,6.0,6.0,6.0,48.0,279.31761666947455,,,,0.9302434383314242,26.865121173455965,,1.0749874267253074,,0.9302434383314242,,0.9459472607106568,6.0,4.3,0.0,,0.21998773504898994,0.9459472607106568,True,0.9459472607106568
2008-03-20,,,,,10.36833333333333,,,,,,,11.79,18.79,6.0,6.0,6.0,48.0,281.2507976848967,,,,0.930006816033728,23.786985238247123,,1.0752609365432153,,0.930006816033728,,0.8375630759825865,5.2000003,3.9,0.0,,0.2147597630724581,0.8375630759825865,True,0.8375630759825865
2008-03-21,,,,,10.191875,,,,,,,13.13,18.93,4.0,4.0,4.0,48.0,283.1738569075222,,,,0.9297701937360316,24.39808061640027,,1.0755345855751397,,0.9297701937360316,,0.8590803434932975,5.4,4.1,0.0,,0.20953179109592626,0.8590803434932975,True,0.8590803434932975
2008-03-22,,,,,10.047083333333337,,,,,,,12.03,18.56,2.0,2.0,2.0,48.0,285.0861210385767,,,,0.9293154547000296,29.011378777707616,,1.0760608735628812,,0.9293154547000296,,1.0215190955969722,7.1,5.0,0.0,,0.2043038191193944,1.0215190955969722,True,1.0215190955969722
2008-03-23,,,,,9.9025,,,,,,,11.27,18.53,6.0,4.0,4.0,48.0,286.98693080126344,,,,0.9289394534664482,27.703620692023662,,1.0764964242485136,,0.9289394534664482,,0.9754716510000264,6.9,4.9,0.0,,0.19907584714286253,0.9754716510000264,True,0.9754716510000264
2008-03-24,,,,,9.738749999999994,,,,,,,13.07,20.02,6.0,6.0,6.0,48.0,288.8756413765715,,,,0.9289157627773568,26.976090181893873,,1.0765238787746578,,0.9289157627773568,,0.9498545883150205,6.8,4.9,0.0,,0.19384787516633067,0.9498545883150205,True,0.9498545883150205
2008-03-25,,,,,9.626458333333328,,,,,,,12.29,21.03,4.0,4.0,4.0,48.0,290.75162281420376,,,,0.9286791404796604,27.31992945428506,,1.0767981710922274,,0.9286791404796604,,0.961961506267974,7.2000003,5.1,0.0,,0.1886199031897988,0.961961506267974,True,0.961961506267974
2008-03-26,,,,,9.510416666666666,,,,,,,12.36,19.3,4.0,4.0,4.0,48.0,292.61426041791594,,,,0.9280858577348899,27.083542713634092,,1.0774865188018543,,0.9280858577348899,,0.9536380973265676,7.3,5.2000003,0.0,,0.18339193121326694,0.9536380973265676,True,0.9536380973265676
2008-03-27,,,,,9.380833333333328,,,,,,,11.28,19.4,6.0,6.0,6.0,48.0,294.4629551046172,,,,0.9270176078910776,22.769539577912283,,1.0787281616742468,,0.9270176078910776,,0.801737816565308,5.9,4.5,0.0,,0.17816395923673511,0.801737816565308,True,0.801737816565308
2008-03-28,,,,,9.221250000000003,,,,,,,12.04,19.88,8.0,8.0,8.0,48.0,296.2971237366515,,,,0.9269561571887042,24.55711034834153,,1.0787996737977608,,0.9269561571887042,,0.8646799363010162,6.9,5.0,0.0,,0.17293598726020326,0.8646799363010162,True,0.8646799363010162
2008-03-29,,,,,9.093749999999998,,,,,,,6.94,16.62,7.0,7.0,7.0,48.0,298.11619942674236,,,,0.9268947064863304,21.909553694638067,,1.0788711954034096,,0.9268947064863304,,0.7714568703048884,6.4,4.6,0.0,,0.1677080152836714,0.7714568703048884,True,0.7714568703048884
2008-03-30,,,,,8.913124999999997,,,,,,,4.49,9.42,9.0,8.0,8.0,48.0,299.9196318151513,,,,0.9260630789402148,16.61209548920512,,1.0798400484170028,,0.9260630789402148,,0.5849281721537067,4.9,3.6000001000000004,0.0,,0.16248004330713955,0.5849281721537067,True,0.5849281721537067
2008-03-31,,,,,8.743125,,,,,,,5.49,13.32,6.0,6.0,6.0,48.0,301.70688731866863,,,,0.9252314513940988,16.970781861580445,,1.0808106431025917,,0.9252314513940988,,0.5975578710563092,4.9,3.8,0.0,,0.1572520713306077,0.5975578710563092,True,0.5975578710563092
2008-04-01,,,,,8.605624999999998,,,,,,,7.86,16.23,7.0,7.0,7.0,48.0,303.4774493511263,,,,0.9243998238479828,18.99708629464577,,1.0817829841608122,,0.9243998238479828,,0.6689060371579337,5.9,4.4,0.0,,0.15202409935407585,0.6689060371579337,True,0.6689060371579337
2008-04-02,,,,,8.499583333333335,,,,,,,7.25,15.54,6.0,6.0,6.0,48.0,305.23081851518936,,,,0.9235208868349024,19.17760239129353,,1.0828125430137343,,0.9235208868349024,,0.6752621859367023,6.5,4.6,0.0,,0.146796127377544,0.6752621859367023,True,0.6752621859367023
2008-04-03,,,,,8.382083333333332,,,,,,,6.01,16.6,6.0,6.0,6.0,48.0,306.96651276525574,,,,0.922641949821822,16.484330373559857,,1.0838440634453237,,0.922641949821822,,0.5804294371441497,5.4,4.1,0.0,,0.14156815540101214,0.5804294371441497,True,0.5804294371441497
2008-04-04,,,,,8.255000000000006,,,,,,,11.2,18.94,6.0,6.0,6.0,48.0,308.68406754136527,,,,0.9205946676065296,20.52209167825929,,1.086254390979602,,0.9205946676065296,,0.7226029721497454,7.2000003,5.3,0.0,,0.1363401834244803,0.7226029721497454,True,0.7226029721497454
2008-04-05,,,,,8.143333333333333,,,,,,,8.1,15.27,4.0,4.0,4.0,48.0,310.38303587408575,,,,0.9188996959357272,18.245724060336343,,1.0882580595281266,,0.9188996959357272,,0.6424498360949473,6.7000003,4.9,0.0,,0.13111221144794846,0.6424498360949473,True,0.6424498360949473
2008-04-06,,,,,8.02604166666667,,,,,,,6.51,18.54,3.0,2.0,2.0,48.0,312.06298846042097,,,,0.9174220057761135,16.579432528770386,,1.0900109150466994,,0.9174220057761135,,0.5837780772871901,6.7000003,4.9,0.0,,0.11913838311983473,0.5837780772871901,True,0.5837780772871901
2008-04-07,78.45791666666666,52.15750000000001,312.5379166666668,23.502916666666664,7.922499999999995,3.781458333333335,33.958333333333336,207.59354166666665,,131.20145833333322,13.159999999999998,9.33,17.18,0.0,0.0,0.0,48.0,313.72351371084966,101.96083333333333,,111.38914706306669,0.9153569806545409,25.676230326949078,85.71291673611759,1.0924699555849058,,0.9153569806545409,0.8221498685525095,0.8981740303816964,6.8,5.0,0.0,0.17963480607633928,0.13680399478535188,0.6840199739267594,False,
2008-04-08,110.08750000000002,54.00187500000001,319.5960416666665,11.667916666666667,7.797291666666666,4.498541666666667,38.958333333333336,208.9945833333333,,148.55729166666663,10.299375,3.4,14.85,0.0,0.0,0.0,48.0,315.3642177676775,121.75541666666668,,133.40462765776658,0.9126776094980408,12.784269653644559,120.62035800412205,1.0956771477608451,,0.9126776094980408,0.4070395478604567,0.4459839308256092,7.8,5.4,0.0,0.08258961681955725,0.14341703920952725,0.7744520117314471,False,
2008-04-09,116.38645833333334,,314.72041666666667,10.703854166666668,7.674999999999994,4.978437499999999,,,,144.49489583333332,7.333541666666666,2.8,11.93,2.0,2.0,2.0,48.0,316.9847244949557,127.0903125,,139.70701762564022,0.9096916866449184,11.766463653355034,127.9405539722852,1.0992735392450956,,0.9096916866449184,0.3723551137914259,0.4093201237935112,5.9,4.3,1.5,0.09519072646360724,0.14341703920952725,0.6166932686009671,False,
2008-04-10,96.36333333333334,52.136875,318.52125,23.14791666666667,7.563124999999998,1.3385416666666667,25.41666666666667,101.57437499999996,,149.24625,12.715208333333342,6.96,16.91,0.0,0.0,0.0,48.0,318.58467544028,119.51125000000002,,131.71894759703258,0.9073201098267232,25.512403413043913,106.20654418398868,1.102146848911986,,0.9073201098267232,0.8093875673607558,0.8920639569151948,6.3,4.7000003,0.0,0.18980082978190335,0.14952167940094166,0.7027519380409296,False,
2008-04-11,91.663125,52.09333333333331,318.7970833333333,25.869999999999994,7.4775,2.236875000000001,15.229166666666664,65.36666666666667,,141.39395833333333,15.242708333333338,12.66,17.94,0.0,0.0,0.0,48.0,320.1637297688603,117.53312499999998,,129.90798316245846,0.9047413572191104,28.593807272739486,101.31417588971895,1.1052882594796871,,0.9047413572191104,0.9067574645355831,1.0022283797467486,8.3,5.9,0.0,0.16986921690622855,0.14158545268576553,0.8353541708460167,False,
2008-04-12,,,,,7.365624999999999,,,,,,,12.63,19.9,3.0,2.0,2.0,48.0,321.7215641703084,,,,0.90207797111381,25.98604440546915,,1.1085516241631352,,0.90207797111381,,0.9149941056788036,9.0,6.3,0.0,,0.14523715963155615,0.9149941056788036,True,0.9149941056788036
2008-04-13,93.73770833333336,53.279791666666654,325.31416666666667,27.15541666666667,7.2891666666666675,1.9360416666666664,11.666666666666664,83.60000000000002,,146.9391666666666,19.23625,14.92,23.33,1.0,0.0,0.0,48.0,323.25787273865984,120.89312500000004,,134.40605515645495,0.8994618944754741,30.190736076154167,104.21531908030079,1.1117758363550856,,0.8994618944754741,0.9554667041468328,1.062264794112282,8.2,5.9,0.0,0.1800448803580139,0.15560808150629088,0.9180876808871162,False,
2008-04-14,86.06916666666666,55.18770833333333,328.61500000000007,23.21041666666666,7.199791666666665,3.7722916666666655,12.916666666666664,224.970625,,135.99395833333332,19.61020833333333,13.53,25.12,0.0,0.0,0.0,48.0,324.7723668262093,109.27958333333332,,121.84879625895502,0.8968458178371381,25.880052295545784,95.96874396340924,1.1150188584383791,,0.8968458178371381,0.8169551295250952,0.9109203759184498,9.900001,6.9,0.0,0.13201744578528254,0.15029028090859511,1.0370029382693065,False,
2008-04-15,91.23375000000004,56.78875,329.9081250000001,18.142083333333346,7.107291666666666,5.685208333333335,22.85416666666667,225.53,,128.17333333333335,13.86416666666667,10.88,17.31,0.0,0.0,0.0,48.0,326.26477487178863,109.37583333333338,,122.38753127273459,0.8936844480472009,20.300323422854444,102.08720784988014,1.1189631890597516,,0.8936844480472009,0.6350513088445314,0.710599037761246,9.8,6.8,0.0,0.10449985849430088,0.14626409895419326,0.994595872888514,False,
2008-04-16,105.98333333333328,54.49999999999997,329.5183333333333,23.25583333333333,6.998541666666667,2.061875,16.229166666666668,117.010625,,142.34020833333338,12.585625,8.77,15.95,0.0,0.0,0.0,48.0,327.73484220419107,129.23916666666662,,145.1272514122656,0.8905230782572638,26.11480140283903,119.01245000942656,1.1229355245424748,,0.8905230782572638,0.81306030023557,0.9130142947296918,8.1,5.8,0.0,0.1574162577120158,0.14530087224711788,0.8427450590332837,False,
2008-04-17,102.86458333333336,54.77437499999999,332.2004166666668,21.644270833333326,6.902708333333332,1.7154166666666664,13.208333333333336,119.57791666666668,,149.64770833333338,14.011666666666667,9.56,17.92,1.0,0.0,0.0,48.0,329.18233082148424,124.50885416666668,,140.09860112133782,0.8887230362766502,24.354348823918286,115.74425229741956,1.1252099463850405,,0.8887230362766502,0.7577499152013105,0.8526277414569354,7.3,5.4,0.0,0.15789402619572876,0.1401588924802859,0.7568580193935439,False,
2008-04-18,91.0585416666666,53.61458333333334,325.80916666666667,21.76895833333333,6.84020833333333,2.1625,18.567291666666673,182.85416666666669,,146.973125,15.937916666666665,11.76,20.01,0.0,0.0,0.0,48.0,330.60701914701764,112.82749999999994,,127.04015904387181,0.8881246752929229,24.511151349503326,102.52900769436847,1.125968040095472,,0.8881246752929229,0.7635221497832465,0.8597015385609236,8.2,5.9,0.0,0.14571212517981755,0.14436275503943535,0.8517402547326687,False,
2008-04-19,101.27833333333336,58.60666666666666,340.79333333333324,21.62479166666667,6.786875000000002,7.118541666666665,32.806666666666665,237.26958333333332,,136.91916666666668,11.643958333333336,5.44,15.9,0.0,0.0,0.0,48.0,332.0087017629756,122.90312500000003,,138.4782884952109,0.8875263143091956,24.36524001375473,114.1130484814562,1.1267271560036485,,0.8875263143091956,0.755356981229717,0.8510812232284601,8.8,6.1,0.0,0.13952151200466562,0.15217092070508054,0.9282426163009914,False,
2008-04-20,96.046875,58.539375,338.50895833333334,20.866250000000008,6.710416666666664,6.404374999999999,34.224166666666676,226.81770833333331,,134.30416666666673,11.125000000000005,4.85,16.94,1.0,0.0,0.0,48.0,333.38718912237675,116.91312500000002,,131.77251824430462,0.8872345050220907,23.518303088855266,108.25421515544936,1.1270977338455763,,0.8872345050220907,0.7285001503444491,0.8210908685593901,8.0,5.7000003,0.0,0.14405102199019007,0.14991999521818294,0.8545440177196415,False,
2008-04-21,102.42437499999998,57.00541666666664,335.3995833333332,22.52625,6.665416666666663,4.4591666666666665,19.662916666666668,203.9177083333334,,141.21854166666668,13.574583333333335,9.2,17.85,0.0,0.0,0.0,48.0,334.74230724046123,124.950625,,140.7453506552805,0.8877779935056922,25.37374226978467,115.37160838549583,1.126407736298082,,0.8877779935056922,0.7882977289063381,0.8879446603463074,7.6,5.5,0.0,0.16144448369932862,0.15167630354069309,0.834219669473812,False,
2008-04-22,105.48187499999996,55.36375000000001,331.315,24.199791666666666,6.615416666666668,3.732083333333332,24.425,216.891875,,147.56604166666662,15.584375,11.32,20.52,0.0,0.0,0.0,48.0,336.0738973664516,129.68166666666662,,145.9510231114728,0.8885286577787114,27.23580320657889,118.71521990489391,1.1254561023388518,,0.8885286577787114,0.8484934302976403,0.9549421089229044,8.3,6.0,0.0,0.1591570181538174,0.14984161280885847,0.8990496768531508,False,
2008-04-23,100.43250000000002,55.55729166666666,327.03791666666666,21.243125,6.573125,6.116250000000001,36.17187499999999,237.278125,,137.25458333333336,12.49104166666667,8.92,16.23,0.0,0.0,0.0,48.0,337.38181563671014,121.67562500000004,,136.94057466214372,0.8885286577787116,23.90820466399701,113.03236999814672,1.1254561023388514,,0.8885286577787116,0.7426257640392475,0.8357926978920229,8.400001,5.9,0.0,0.1416597793037327,0.14756622511814127,0.8706407281970335,False,
2008-04-24,92.18854166666668,55.99395833333333,333.18520833333326,25.89145833333333,6.52354166666667,3.3004166666666666,15.924375,126.87083333333332,,141.90104166666666,15.004375000000005,11.45,18.55,0.0,0.0,0.0,48.0,338.6659327103452,118.08,,132.8938565641716,0.8885286577787116,29.13969977970211,103.75415678446949,1.1254561023388514,,0.8885286577787116,0.9073024746125156,1.0211291067197965,8.2,6.0,0.0,0.1701881844532994,0.1451033792730598,0.8706202756383588,False,
2008-04-25,97.95083333333336,55.88333333333333,335.15166666666664,20.515208333333334,6.449791666666664,1.621041666666667,10.277499999999996,114.55854166666666,,148.64666666666668,16.638333333333335,12.35,20.5,0.0,0.0,0.0,48.0,339.92613338835724,118.4660416666667,,133.35114811832295,0.88837661571201,23.09291799277151,110.25823012555144,1.125648719601345,,0.88837661571201,0.7200316184205252,0.8105026693475483,8.3,6.1,0.0,0.13286929005697515,0.14274427733352996,0.8707400917345327,False,
2008-04-26,110.70416666666668,54.34375000000002,331.1820833333333,23.96104166666667,6.432916666666664,2.261875,12.916249999999998,73.39895833333334,,149.2447916666666,19.744375,15.61,23.12,0.0,0.0,0.0,48.0,341.1623162174342,134.66520833333334,,151.93779500077804,0.8863180378038508,27.03436085543081,124.90343414534723,1.1282631711725446,,0.8863180378038508,0.8434843104870503,0.9516722829844066,11.3,7.7000003,0.0,0.1235937981696451,0.13926031504832725,1.0723044676502145,False,
2008-04-27,94.420625,51.02812500000001,307.9535416666667,21.992291666666667,6.391875000000005,1.995208333333333,8.226666666666665,64.10479166666667,,123.22208333333332,19.132083333333334,15.39,21.9,1.0,0.0,0.0,48.0,342.3743930795352,116.41291666666665,,131.6501795529548,0.8842594598956918,24.87085823120389,106.77932132175093,1.1308897957596755,,0.8842594598956918,0.7737240186406471,0.8749965974148771,9.8,6.9,0.0,0.12681110107461988,0.14153696370640573,0.9766050495741996,False,
2008-04-28,97.97145833333332,54.10499999999999,325.4329166666667,22.813125,6.349375000000001,1.8289583333333328,7.2389583333333345,112.6758333333333,,143.29687500000003,20.581666666666667,17.0,24.09,0.0,0.0,0.0,48.0,343.56228876841686,120.78458333333332,,137.21659037517608,0.8802476654104684,25.916711735170587,111.29987864000552,1.136043910475684,,0.8802476654104684,0.8037223238934369,0.9130638517725044,8.900001,6.3,0.0,0.14493077012261976,0.13753801475150468,0.8664894929344794,False,
2008-04-29,98.87062499999996,58.71708333333334,343.4481249999999,26.863124999999997,6.363124999999998,5.626458333333333,22.393749999999994,232.27291666666665,,140.93020833333338,18.724375000000006,12.68,23.54,0.0,0.0,0.0,48.0,344.7259405542733,125.73374999999994,,143.49304128263282,0.8762358709252452,30.657413022402714,112.83562826023012,1.1412452208148798,,0.8762358709252452,0.9447174346012644,1.078154257259187,11.7,8.0,0.0,0.13476928215739836,0.1356603412233896,1.0852827297871168,False,
