date,Rn,LE,H,G,rso,flux,energy,ebr_5day_clim,ebc_cf,ebr_corr,flux_corr,H_corr,ebr,LE_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
1999-06-22,114.04410555555563,47.106825491468065,56.75599752033875,10.393535862499997,373.77006512666964,103.8628230118068,103.65056969305563,0.9807439391987404,0.997956407185976,1.0020477776376893,103.65056969305563,56.64001137165342,1.0020477776376893,47.01055832140221,1.658677518955587,1.6552878574970662,11.0,8.0,0.0,0.20691098218713327,0.18881098367937746,1.5104878694350194,False,
1999-06-23,113.94107083333336,52.254943396674435,55.82220237628272,8.616047787916674,373.69158227803655,108.07714577295715,105.3250230454167,0.9797571274842808,0.997956407185976,1.0020477776376893,107.85628009449529,55.70812452464354,1.0261298089282518,52.14815556985176,1.8399477986912733,1.8361876945916882,11.1,8.1,0.0,0.22668983883848,0.18106418681999745,1.4666199132419788,False,
1999-06-24,117.54530694444443,61.83743519960611,50.10823648043416,6.982887945416668,373.5871585316192,111.94567168004028,110.56241899902777,0.9787336073638728,0.9998269402713512,1.0001730896835026,111.92629839247593,50.09956476262578,1.0125110565917042,61.82673362985013,2.1773567317550757,2.1769799189899057,14.900001,10.2,0.0,0.2134294038225398,0.19134903276194165,1.9517601341718047,False,
1999-06-25,112.07200972222229,61.80368261265125,59.92228060998056,4.9900093593749855,373.45681094498116,121.7259632226318,107.08200036284731,0.9765784427843908,0.997956407185976,1.0020477776376893,121.47720491890988,59.79982386792607,1.1367546628767058,61.67738105098381,2.1761682700702867,2.171721068231464,13.2,9.2,0.0,0.2360566378512461,0.20581204060243127,1.8934707735423677,False,
1999-06-26,110.0762625,35.831463218454864,69.1013774986713,2.0077760608333253,373.3005549660908,104.93284071712615,108.06848643916668,0.974839180860398,0.9876435358307905,1.0125110565917042,103.6362418306316,68.24752880356594,0.9709846429300588,35.38871302706567,1.2616609565953345,1.2460712881914735,12.900001,9.1,0.0,0.1369309107902718,0.21297697569498947,1.9380904788244042,False,
1999-06-27,109.64596805555556,50.937056715802534,55.733953757576415,4.751871759999994,373.1184044485809,106.67101047337894,104.89409629555556,0.9732673764955848,0.9876435358307905,1.0125110565917042,105.35293395457127,55.04527915496254,1.0169400780461149,50.307654799608706,1.7935437163255623,1.7713818576588745,10.900001,8.0,0.0,0.2214227322073593,0.2196086358023684,1.7568690864189471,False,
1999-06-28,114.19316527777771,48.12666428355958,57.77136648045832,6.747357831666667,372.9103716754172,105.8980307640179,107.44580744611108,0.9716380858636314,0.9876435358307905,1.0125110565917042,104.58950554129244,57.05751666053626,0.9855948154806372,47.53198888075621,1.6945870428887462,1.6736479388116845,11.7,8.400001,0.0,0.1992437785199888,0.22569941335837515,1.8958752979097648,False,
1999-06-29,113.66286944444437,53.222835828368616,47.77898064986293,8.034088183750002,372.676467391127,101.00181647823156,105.62878126069437,0.9703400039709444,0.9876435358307905,1.0125110565917042,99.7537911518932,47.18860138742154,0.9561959843970615,52.565189764471654,1.8740282403357469,1.8508718775319517,9.400001,7.2000003,0.0,0.25706552783504066,0.22109080596609826,1.5918538692831492,False,
1999-06-30,115.7956375,64.3984522835557,46.6338566802989,9.840885455833318,372.41670084277865,111.0323089638546,105.9547520441667,0.9689567089894304,0.9876435358307905,1.0125110565917042,109.66034221651812,46.05762710115673,1.0479219366921018,63.60271511536139,2.2675326546386443,2.239513968639089,11.2,8.2,0.0,0.27311145959013283,0.2275189518715574,1.8656554053467709,False,
1999-07-01,115.93048750000007,60.50960404177434,47.323297181684225,8.116247809166667,372.13107982991914,107.83290122345858,107.81423969083342,0.9672623646269218,0.9975292120955354,1.0024769078183426,107.56646899541231,47.20637135140835,1.0001730896835026,60.36009764400397,2.1306024946039592,2.1253382277310697,11.3,8.3,0.0,0.2560648467145867,0.222754705149498,1.8488640527408335,False,
1999-07-02,114.29570972222216,61.94087005330097,55.83446484000779,4.625185737708334,371.8196107637081,117.77533489330877,109.67052398451384,0.965432663982252,0.9998269402713512,1.0001730896835026,117.75495272581058,55.82480214267332,1.0739014514961136,61.93015058313728,2.180998774382872,2.180621331326794,15.6,10.7,0.0,0.20379638610530787,0.2227498639374964,2.3834235441312117,False,
1999-07-03,110.46537916666668,53.57762523023263,58.936069900785405,0.4846194058333289,371.4822987355002,112.51369513101805,109.98075976083337,0.9633466661252124,1.0029312972347857,0.9970772701551268,112.8435062144311,59.108829039514724,1.0230307135147354,53.7346771749164,1.88652072308524,1.8920506760641853,15.2,10.400001,0.0,0.1819279321284859,0.21287347552328664,2.2138843583156564,False,
1999-07-04,109.63210138888891,52.724491315157785,58.93718201559762,1.7610691179166682,371.1191475951479,111.6616733307554,107.87103227097224,0.9606233110890604,1.0029312972347857,0.9970772701551268,111.9889868850214,59.109944414266,1.0351404911956443,52.87904247075539,1.8564810413442248,1.8619229390871492,14.400001,9.900001,0.0,0.18807300515294387,0.19804005767157914,1.9605967689886912,False,
