date,rh,H,sw_in,g_2,vp,theta_1,G,lw_out,g_1,ws,es,LE,wd,sw_out,vpd,Rn,lw_in,t_avg,t_dew,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.58678886026087,,,0.8646205776191559,1.1565766833281124,,,1.1565766833281124,,,,,3.2,2.1000001,0.0,,,,False,
2009-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.84007994509662,,,0.8622145325117596,1.1598041581215879,,,1.1598041581215879,,,,,2.4,1.6,0.0,,,,False,
2009-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.12483094094796,,,0.8634658000874877,1.1581234600127517,,,1.1581234600127517,,,,,2.0,1.3000001,0.0,,,,False,
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.44058201158148,,,0.8710519011657784,1.148037216452479,,,1.148037216452479,,,,,1.8000001,1.2,0.0,,,,False,
2009-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.78685806406432,,,0.8698710943326518,1.149595619989167,,,1.149595619989167,,,,,1.6,1.1,0.4,,,,False,
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1631687910799,,,0.8716967886841602,1.1471878903093304,,,1.1471878903093304,,,,,2.6000001,1.8000001,6.0,,,,False,
2009-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.56900873517026,,,0.8870240367763593,1.1273651654742305,,,1.1273651654742305,,,,,2.0,1.4,0.5,,,,False,
2009-01-30,,,,-18.389630125,,67.38383125,-15.703233270833335,,-13.016836416666667,,,,,,,,,,,,,,,,,,,171.00385737552398,,,0.8854241355243577,1.1294022377284636,,,1.1294022377284636,,,,,2.4,1.6,0.0,,,,False,
2009-01-31,,,,-28.74212597916667,,67.42665208333334,-26.06963961458333,,-23.39715325,,,,,,,,,,,,,,,,,,,172.46717923785732,,,0.8801785585128494,1.1361331065478362,,,1.1361331065478362,,,,,3.3,2.2,0.0,,,,False,
2009-02-01,,,,-12.966172625,,67.49719791666668,-14.348822541666667,,-15.731472458333334,,,,,,,,,,,,,,,,,,,173.95842402785115,,,0.8794367404659474,1.13709145181969,,,1.13709145181969,,,,,4.7000003,3.0,0.0,,,,False,
2009-02-02,,,,-0.1870372291666661,,67.44745833333333,-1.5972036875000022,,-3.0073701458333315,,,,,,,,,,,,,,,,,,,175.47702678853167,,,0.8790327612201863,1.1376140277319118,,,1.1376140277319118,,,,,3.7,2.5,1.6,,,,False,
2009-02-03,,,,-15.943737770833332,,67.4343625,-13.648630187500002,,-11.353522604166665,,,,,,,,,,,,,,,,,,,177.02240808189725,,,1.2026520657922948,1.1223300537695748,,,0.8314956822871379,,,,,3.4,2.2,1.1,,,,False,
2009-02-04,,,,-26.67625868750001,,67.47764583333333,-24.89378689583334,,-23.11131510416667,,,,,,,,,,,,,,,,,,,178.59397419501678,,,1.2026520657922948,1.1053070488024528,,,0.8314956822871379,,,,,3.4,2.2,0.0,,,,False,
2009-02-05,,,,-35.48199541666667,,67.55323750000001,-34.55160958333333,,-33.62122375,,,,,,,,,,,,,,,,,,,180.19111737074124,,,1.2026520657922948,1.091542022723788,,,0.8314956822871379,,,,,2.8,1.8000001,0.0,,,,False,
2009-02-06,,,,-26.583005,,67.65735833333328,-27.17601895833334,,-27.76903291666666,,,,,,,,,,,3.855581,3.855581,0.0,0.0,10.0,,10.0,,181.8132160630893,,,1.2026520657922948,1.0878345001407648,,20.604577753631357,0.8314956822871379,,,,0.7255073877502257,3.2,2.1000001,0.0,,0.3454796920010745,0.7255073877502257,True,0.7255073877502257
2009-02-07,55.24972875,,,-1.3331666666666666,0.6597144912174419,67.68541666666663,-2.064552083333332,,-2.7959375000000013,3.254025187500001,1.2945562995507756,,206.9940207708333,,0.6348418083333335,64.62410354166663,,10.02414375,0.7730232622938402,3.034079,17.362520999999994,0.0,0.0,3.0,0.0,3.0,,183.4596352172892,,66.68865562499995,1.2026520657922948,1.0835855092030406,,28.727059003353194,0.8314956822871379,,,,1.0018911068031162,4.4,2.9,0.0,,0.3454796920010745,1.0018911068031162,True,1.0018911068031162
2009-02-08,49.92465574999999,23.71369738541667,,3.8824583333333336,0.8845342435171598,67.53958333333334,3.9111666666666665,,3.9398750000000007,3.1999852291666677,1.8196281539338264,25.55436610416666,244.91337222916664,,0.9350939104166668,63.163504999999994,,15.363028354166673,4.840121480095021,8.723572,22.475855,0.0,0.0,1.0,0.0,0.0,,185.12972657437598,49.268063489583334,59.25233833333332,1.2026520657922948,1.0729741376445932,59.25233833333333,30.733011185188627,0.8314956822871379,0.8314956822871379,28.519327148144693,0.8957975605777735,1.0773327867605575,4.8,3.1000001,0.0,0.3475266941960929,0.3454796920010745,1.0709870797513,False,
2009-02-09,69.15297835416666,,,-1.2539791666666666,0.7897279907051681,67.41875000000005,-0.6361666666666662,,-0.018354166666666543,2.582857708333333,1.1793300469551675,20.486310864583334,58.44996214583335,,0.38960205625,69.13209547916664,,9.174621520833329,3.3605905017987645,5.245794,13.939457999999998,0.0,0.0,2.0,0.0,3.0,,186.82282900016827,,69.7682621458333,1.2026520657922948,1.0703414047511164,,24.63790408175428,0.8314956822871379,,,0.7139069968249839,0.8585817245151401,3.7,2.5,0.0,0.3434326898060561,0.41640607905188265,1.0410151976297066,False,
2009-02-10,74.35347172916666,19.09478241666668,,5.2600625,1.4394463962257982,67.35416666666674,5.60003125,,5.94,3.6025761458333334,1.9834718837257983,,182.1077339583333,,0.5440254875000001,64.87336947916668,,16.82003947916667,12.002624965798097,7.783666999999999,21.857749,0.0,0.0,0.0,0.0,4.0,,188.53826883836663,,59.27333822916668,1.0841153711201554,1.0671885410024349,,32.75242677807593,0.922411052032918,,20.700947126103216,,1.1497272175327462,4.1,2.8,0.0,,0.4106168634045523,1.1497272175327462,True,1.1497272175327462
2009-02-11,76.76157520833331,,,10.52125,1.7307287126406432,67.1770833333333,10.962166666666667,,11.403083333333335,5.151123833333333,2.236794512640642,,209.61938191666667,,0.5060657999999999,47.86175902083333,,19.15562625,14.91634826000418,16.013170000000002,22.786953,0.0,0.0,1.0,0.0,4.0,,190.2753602874448,,36.89959235416666,0.986848836177284,1.066153013538326,,38.514591770291815,1.0133264217786984,,,,1.3550356492350224,5.0,3.3,0.0,,0.4106168634045523,1.3550356492350224,True,1.3550356492350224
2009-02-12,43.88350104166667,33.83152823958333,,5.001083333333333,0.9383239855805466,66.75625000000004,5.706583333333335,,6.412083333333335,4.840639187500002,2.04256130016388,62.79414178125001,252.17438647916663,,1.1042373145833333,49.28289477083334,,17.729715874999993,4.09175287336041,12.597945,20.182713,0.0,0.0,1.0,0.0,4.0,,192.03340580092285,96.62567002083334,43.57631143750001,0.986848836177284,1.053991296011386,95.35493000490965,61.96832573557793,1.0133264217786984,2.217389834828498,33.386604269331734,2.2062239397600285,2.177209527298646,6.0,3.9,0.0,0.558258853153499,0.3911366015742209,1.5254327461394614,False,
2009-02-13,43.38856145833333,,,-3.7125,0.5557994662675886,66.04166666666661,-3.3287187500000006,,-2.9449374999999987,3.174663875,1.3423767308509222,34.53460151041667,204.89647381250003,,0.7865772645833337,70.09445270833334,,11.039125854166665,-1.5331357676974104,6.2053980000000015,16.842335000000002,0.0,0.0,2.0,0.0,1.0,,193.8116965105473,,73.42317145833334,0.9459360014770368,1.043196420120517,,32.667522865366394,1.0571539707110678,,,1.2056024149209967,1.1404227277414274,4.4,2.9,0.0,0.3932492164625612,0.3879965066804171,1.1251898693732094,False,
2009-02-14,71.523964375,21.591234104166656,,-5.220770833333334,0.8091143454893931,65.55416666666666,-4.864468749999999,,-4.508166666666665,1.9932827708333327,1.1359929871560601,,112.85678860416664,,0.32687864166666664,28.584677916666664,,8.640259916666666,3.589455039811176,4.9012970000000005,12.971279,0.0,0.0,4.0,0.0,7.0,,195.60951267182418,,33.449146666666664,0.9459360014770368,1.0383373713566737,,25.62115530500521,1.0571539707110678,,20.423925655450038,,0.8923919653649591,3.4,2.3,0.0,,0.3879965066804171,0.8923919653649591,True,0.8923919653649591
