date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,ws,lw_in,t_avg,G,lw_out,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2005-01-01,,0.5014251456734892,,,,,,,4.705937500000001,20.0,,,-2.8318124999999994,-3.6934375,,,,-5.706,0.542,,,,,,,110.38050629275978,,8.399375000000001,1.3043155164580678,0.7666856580189652,,,0.7666856580189652,,,,,1.9,1.2,3.3,,,,False,
2005-01-02,,0.4888200148495712,,,,,,,29.538854166666663,20.0,,,-3.1038750000000004,-4.649562500000001,,,,-4.964,0.242,,,,,,,110.86727839086254,,34.18841666666666,1.3131686573998334,0.7615168046883408,,,0.7615168046883408,,,,,1.4,0.90000004,0.0,,,,False,
2005-01-03,,0.3852634575301155,,,,,,,13.053979166666672,20.0,3.7142500000000016,,-6.1844375000000005,-20.063125000000007,,,23.477104166666674,-7.523,-5.134,,,,,,,111.39341659156756,,33.11710416666668,1.3260624965769228,0.7541122704106212,,,0.7541122704106212,,,,,1.3000001,0.8,0.90000004,,,,False,
2005-01-04,,0.3698660439448256,,,,,,,5.738166666666665,20.0,,,-6.719354166666669,-17.209104166666666,,,,-8.815,-5.776,,,,,,,111.95883877736826,,22.94727083333333,1.3542555070012359,0.7384130947448215,,,0.7384130947448215,,,,,0.90000004,0.6,5.1,,,,False,
2005-01-05,,0.28547514066620344,,,,,,,-3.5707291666666663,20.0,5.90375,,-10.020208333333334,-7.6073958333333325,,,21.119,-10.859000000000002,-8.898,,,,,,,112.56345411116163,,4.036666666666665,1.3577065640245871,0.736536175413151,,,0.736536175413151,,,,,0.8,0.5,11.8,,,,False,
2005-01-06,,0.1850585458451883,,,,,,,-6.703645833333334,20.0,3.0928125000000004,,-15.54925,-7.958604166666666,,,240.04041666666663,-20.137,-10.908,,,,,,,113.20716269307734,,1.2549583333333327,1.3628733598996057,0.7337438895083135,,,0.7337438895083135,,,,,0.4,0.3,0.5,,,,False,
2005-01-07,,0.30714068518772353,,,,,,,-4.467583333333334,20.0,3.326125,,-9.255312499999997,-5.607729166666665,,,204.5205833333333,-16.886,-6.999,,,,,,,113.88985520425136,,1.1401458333333316,1.3724257763991696,0.7286368539533684,,,0.7286368539533684,,,,,0.5,0.3,0.0,,,,False,
2005-01-08,,0.2596881061513445,,,,,,,-9.559770833333333,20.0,2.1594583333333333,,-11.743416666666675,-5.789437499999997,,,205.11102083333333,-21.753,-4.5280000000000005,,,,,,,114.611412539477,,-3.770333333333333,1.3782105686593995,0.7255785311330988,,,0.7255785311330988,,,,,0.4,0.3,0.0,,,,False,
2005-01-09,,0.4945048319645309,,,,,,,-7.081375,20.0,,,-3.0815625000000004,-2.9222291666666664,,,,-10.515,0.447,,,,,,,115.3717054307205,,-4.1591458333333335,1.3696901825878147,0.7300921133205882,,,0.7300921133205882,,,,,0.7,0.4,0.0,,,,False,
2005-01-10,,0.32092656546888804,,,,,,,0.3338541666666665,20.0,,,-8.613541666666665,-4.673208333333333,,,,-12.025,-5.994,,,,,,,116.17059406353043,,5.0070625,1.351356775843774,0.7399970295598729,,,0.7399970295598729,,,,,0.3,0.2,0.0,,,,False,
