date,rh,H,sw_in,g_2,vp,theta_1,g_3,lw_out,g_1,ws,es,LE,wd,sw_out,G,vpd,Rn,lw_in,t_avg,t_dew,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2013-03-11,75.32920870833334,32.396969604166664,197.13821662500007,,1.2320087303180964,,,382.1674,,3.160668208333334,1.7099131228993467,,144.17848570833334,30.99627916666665,,0.4779043925812499,109.08519245833338,325.1106625,13.619986520833333,9.252799691802519,2.386156,21.916671,0.0,48.0,8.0,0.0,16.0,2.5847977896909136,244.6197589402427,,,0.8749012881574992,1.1429860871572757,,75.02741395559983,1.1429860871572757,,28.344150439084764,,2.625670409006565,5.8,4.0,0.0,,0.6564176022516414,2.625670409006565,True,2.625670409006565
2013-03-12,82.59418993749998,-9.263498500000004,59.29819064583332,,1.9642893082152089,,,393.95556041666686,,3.6392475416666654,2.2947520052193764,,196.86024291666664,7.168624333333335,,0.3304626970041667,30.138327812500005,371.9643083333335,19.547454395833327,16.688367167374846,14.530485,23.938494,0.0,48.0,1.0,29.464,16.0,1.5133933070257297,246.65087041236683,,,0.8809901069420522,1.1350865260803389,,40.16149467387346,1.1350865260803389,,-8.161050534172544,,1.4135101193090907,3.7,2.5,19.4,,0.5654040477236364,1.4135101193090907,True,1.4135101193090907
2013-03-13,50.91725502083332,,225.77990118750003,,0.7330279114547045,,,367.67115625,,2.3180594166666664,1.369279398356788,,235.84464552083332,29.570948812500006,,0.6362514869020833,116.45632870833329,287.9185291666667,11.440105000000004,1.8836738845063676,6.113913,15.298906,0.0,48.0,4.0,0.0,2.0,2.7878974361086293,248.6800640751038,,,0.8801281778095691,1.1361981416033784,,41.52842525335048,1.1361981416033784,,,,1.4503114682674996,4.1,3.1000001,0.0,,0.4678423940268581,1.4503114682674996,True,1.4503114682674996
2013-03-14,47.29663693750002,55.28061011979168,259.4162432708333,,0.43353268242839976,,,343.75844791666674,,2.569143979166667,0.9177953322783998,68.17486267708333,282.61243029166667,40.3149660625,,0.4842626498499998,111.48249166666665,236.13964791666675,5.404410354166667,-5.136539658981883,0.155444,10.852529,0.0,48.0,3.0,0.0,2.0,2.7303918927368476,250.7065583188377,123.455472796875,,0.880327287178903,1.1359411602525695,108.68122145466181,60.016191914311,1.1359411602525695,,48.665029540350815,2.367258661647797,2.083962395659166,5.0,3.4,0.0,0.6129301163703429,0.4256065027042933,1.4470621091945972,False,
2013-03-15,55.31147595833332,,255.8566406458334,,0.5631281358342746,,,355.7600374999999,,2.2144966875,1.1295447681613584,,221.19639808333343,37.962847666666654,,0.5664166323270833,118.35849562500003,256.2247437500001,7.516875041666666,-2.202260406835084,-2.996626,16.59939,0.0,48.0,6.0,0.0,6.0,2.89234917406647,252.72957890381699,,,0.879672580292612,1.1367865981083127,,45.2602705176071,1.1367865981083127,,,,1.5747440600058853,5.3,3.7,0.0,,0.4256065027042933,1.5747440600058853,True,1.5747440600058853
2013-03-16,60.96518391666665,25.00914995833333,152.32146852083332,,1.3132365267499528,,,390.66885833333333,,2.2812145625,2.125947230720786,48.99159597916666,199.2853182083333,23.78916383333333,,0.8127107039708333,71.740449875,333.87700625,17.45148147916667,10.250912244287944,9.442322,27.182399,0.0,48.0,10.0,0.254,11.0,3.255380526085644,254.74835958217784,74.00074593749999,,0.8815244644292702,1.1343984657844235,65.23346792992116,43.18729040707007,1.1343984657844235,,22.046177522851085,1.7208224104368872,1.5169470537382626,7.2000003,4.7000003,0.0,0.3227546716833747,0.4256065027042933,2.0003506903921293,False,
2013-03-17,80.74808566666665,31.844940666666666,97.43452947916671,,1.070657671711987,,,365.08561666666674,,2.9336507083333334,1.2823373797286537,29.883781880208332,41.48009241666668,14.277986312500005,,0.21167970801666672,54.30176675000001,336.2308208333333,10.442008875,7.415146863826236,6.858745,15.601804,0.0,48.0,3.0,0.0,4.0,1.6701788841307619,256.76214270594267,61.728722546875,,0.8833885896860229,1.1320046598693603,54.5304491538037,26.398991929641966,1.1320046598693603,,28.13145722416174,1.042648450425548,0.921063744159742,3.8,2.7,0.0,0.3411347200591637,0.4513566063679195,1.2186628371933828,False,
2013-03-18,93.33246385416665,,44.65947362500002,,1.1610556483329344,,,359.6376,,2.004801000000001,1.2351440892600178,,121.6350814375,5.553289729166668,,0.07408844092708335,30.64049693749999,351.17190625000006,9.913551354166666,8.796597146506,6.088828,12.898154,0.0,48.0,6.0,0.762,25.0,0.5690797282684875,258.7701798198044,,,0.8851662292059075,1.1297313058329297,,30.51064693507581,1.1297313058329297,,,,1.063983761343976,4.1,2.7,0.0,,0.3940680597570281,1.063983761343976,True,1.063983761343976
2013-03-19,64.90381445833331,,203.97288952083332,,1.0496905585139726,,,381.8065645833333,,2.328973947916667,,,,26.71698854166667,,0.6027115164916667,97.33861379166667,301.88926666666686,14.103121364583332,,8.947237,20.932576,0.0,48.0,10.0,0.254,9.0,3.127531490714985,260.77173223753584,,,0.8884803829123233,1.1255172530901918,,34.767863329468476,1.1255172530901918,,,,1.21730368818331,3.9,3.0,0.90000004,,0.40576789606110336,1.21730368818331,True,1.21730368818331
2013-03-20,32.291184958333346,35.71647985416667,178.97272220833335,,0.40845716612928296,,,365.6214645833332,,1.9082824375000005,1.238698444923033,49.28980067708332,242.75903939583336,24.079951145833334,,0.8302412787937502,64.07679333333333,274.80548333333326,9.863829083333334,-6.615085832927316,1.328109,13.766081,0.0,48.0,3.0,0.0,6.0,2.5819089251640284,262.7660716009146,85.00628053124998,,0.8918889268110796,1.1212158486768842,75.81616031521813,43.96102742861586,1.1212158486768842,,31.855132886602252,1.7187791150424578,1.532960060340515,4.2000003,2.9,0.0,0.5286069173587982,0.3945287656891422,1.1441334204985123,False,
