date,lw_in,theta_1,es,sw_out,vpd,H,vp,Rn,rh,ws,LE,wd,t_avg,sw_in,t_dew,lw_out,G,t_min,t_max,H_subday_gaps,G_subday_gaps,LE_subday_gaps,Rn_subday_gaps,rso,flux,energy,flux_corr,ebr,ebr_corr,LE_corr,ebc_cf,ebr_5day_clim,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2018-06-04,-79.26249999999997,,3.237662340786821,44.25989583333333,1.32983443125,-4.897334375,1.9078279095368216,196.05560416666665,64.28020833333333,1.4409962499999998,166.83538166666668,154.27379375,24.92139583333333,320.63825,16.347711750624516,-0.5635416666666658,7.060933749999998,18.766,31.052,4.0,0.0,4.0,0.0,359.7226906774076,161.9380472916667,188.99467041666665,200.84062058337855,0.8568392269192056,0.8063012692416892,206.91444752849284,1.2402312115178495,,-6.07382694511426,5.9023870370588645,7.320324625818765,7.3,6.1,0.0,1.200053236108977,1.1702596533842988,7.1385837740395655,False,,5.689820178836225
2018-06-05,-80.186875,51.37499999999999,3.4352415886999914,49.81278125000001,1.4334302083333332,2.286696041666668,2.0018113803666573,203.26041666666663,62.6953125,0.8253047916666666,153.5138071875,119.13975499999998,25.863437499999996,330.38529166666666,17.173227028559587,-4.403458333333332,10.031769791666667,19.398,31.945,4.0,0.0,4.0,0.0,360.0752173307917,155.80050322916662,193.228646875,193.35330326223817,0.8063012692416892,0.8057814405056221,190.5154418686675,1.2410313141147893,,2.837861393570672,5.436040386214689,6.7462963440850805,5.8,5.3,0.0,1.272886056849308,1.1799366307281305,6.253664367914142,False,,5.6225793928554015
2018-06-06,-79.07479166666667,,3.8274844883900734,51.77531250000001,1.4917149520833335,1.9376990624999983,2.3357695363067403,221.17827083333324,66.55020833333333,0.8840556250000001,149.61368010416666,178.78614916666663,27.60070833333334,345.60556250000013,19.587267230886848,-7.833479166666669,13.164142291666666,20.45,34.545,5.0,0.0,5.0,0.0,360.4037066951743,151.55137916666666,208.01412854166657,188.3359786745655,0.7285629117077494,0.8046862858240131,185.9279606722259,1.2427203217164091,,2.408018002339582,5.306855105725412,6.5949366842894515,7.0,6.1,0.0,1.081137178261431,1.240760511026231,7.568638998931866,False,,6.130728454351502
2018-06-07,-69.96437500000002,,3.918782614843169,50.46462500000001,1.4504733479166665,-14.758067708333336,2.4683092669265023,209.1810416666667,67.95513333333335,1.4576427083333334,170.34339437499997,176.52839166666664,28.1083125,324.3295,20.438520324885413,-6.657708333333333,13.09110083333333,21.641,34.364000000000004,9.0,0.0,9.0,0.0,360.7082126872947,155.58532666666662,196.08994083333332,194.84336998764832,0.793438592543135,0.7985148618427695,213.32526483212933,1.2523248442643309,,-18.481894844480998,6.045120345096171,7.5704543947317005,8.2,6.8,0.0,1.1133020856450262,1.1973991587326551,8.142314507767818,False,,6.134963319472053
2018-06-08,-62.12187500000001,51.37708333333334,4.010459400859542,47.82229166666667,1.4389445208333334,-17.39997479166666,2.571514880026208,195.62964583333329,68.55958333333335,1.4305793749999998,168.21657145833333,189.8676645833333,28.5235625,297.58877083333334,21.113805603443,-9.011958333333334,10.035001666666664,21.9,34.592,9.0,0.0,9.0,0.0,360.98878782423884,150.81659666666667,185.5946441666666,190.51621656546948,0.8126128711517734,0.7916207837081399,212.49640600688488,1.2632311083543843,,-21.980189441415423,5.972048866689318,7.54407790901449,8.6,7.0,0.0,1.0777254155734983,1.2252000315041314,8.57640022052892,False,,5.761615664383969
2018-06-09,-50.716875,,4.019799421277513,52.39854166666668,1.1721088395833337,-23.219093125,2.847690581694181,210.72062499999996,73.32479166666667,1.9585458333333328,184.59463989583332,211.91418749999997,28.75843750000001,306.3732291666667,22.754258508309857,-8.288895833333333,10.448518124999998,23.197,34.111999999999995,4.0,0.0,4.0,0.0,361.24548306550247,161.37554677083338,200.27210687499996,203.6471122306426,0.8057814405056221,0.7924273759800032,232.94833759061288,1.261945296581014,,-29.301225359970307,6.554999044427514,8.272050213208344,7.9,6.4,0.0,1.292507826553936,1.2086214098021912,7.735177137997144,False,,5.980896100013002
2018-06-10,-55.56625,,3.9509774917878495,55.62952083333332,1.1895282666666671,-37.26912291666667,2.7614492251211824,232.89043749999996,73.13033750000002,2.638806875000001,226.76749374999997,224.7614166666666,28.44539583333334,335.84485416666666,22.23105280954731,-9.259208333333332,10.930387708333333,23.485,33.538000000000004,0.0,0.0,0.0,0.0,361.4783476664248,189.49837083333327,221.9600497916666,237.3135177421985,0.8537499023414253,0.7985148618427695,283.9865662946813,1.2523248442643309,,-46.67304855248278,8.050121649503241,10.081367341023071,9.5,7.5,0.0,1.3441823121364094,1.2350653505723668,9.262990129292751,False,,6.565132016265648
2018-06-11,-48.77354166666667,,3.89283922904391,56.38631250000001,0.8933414583333336,-25.007429166666668,2.999497770710576,229.6172916666667,78.83282708333334,3.1208108333333318,202.10075833333332,218.282625,28.19297916666667,327.262375,23.540010886788693,-8.424333333333331,9.239885416666663,22.942,33.144,0.0,0.0,0.0,0.0,361.68742904277235,177.09332916666668,220.37740625000004,220.37740625000004,0.8035911311424042,0.8035911311424042,251.49699953261324,1.2444139329641135,,-31.11959328261316,7.172709745385072,8.925819944264665,8.2,6.4,0.0,1.3946593455093101,1.2255606797616452,7.843588467353102,False,,6.157166662649775
2018-06-12,-35.577104166666665,,,51.15410416666668,,-29.66236458333333,3.107100778120685,205.29874999999993,,3.65417375,167.70687249999992,,27.76702083333333,286.3155000000001,,-6.284979166666665,8.135864645833333,23.104,32.998000000000005,2.0,0.0,4.0,0.0,361.8727726462524,138.0445079166666,197.16288535416658,171.78450902067473,0.7001546344216621,0.8035911311424042,208.696768792836,1.2444139329641135,,-36.912259772161256,5.949586729777177,7.403748621913117,8.2,6.4,13.2,1.1568357049357292,1.2519441680242256,8.012442794749743,False,,5.517674983716328
2018-06-13,-48.64437499999999,,4.116234469432045,51.65529166666665,0.8364334791666667,-2.0714625000000004,3.279800990265377,227.04100000000003,84.21770833333333,1.9060091666666663,167.9690152083334,185.64244291666668,28.92443750000001,314.42587500000013,25.01207726795536,-13.393729166666667,9.1124625,22.814,35.76,0.0,0.0,0.0,0.0,362.034421850728,165.89755270833336,217.92853750000003,207.75762685929718,0.7612474924645118,0.7985148618427695,210.35177081200908,1.2523248442643309,,-2.594143952711902,5.965580145220146,7.470844226309204,7.3,5.9,0.0,1.26624476365266,1.219859966836052,7.197173920667617,False,,6.070304982330947
2018-06-14,-50.53166666666666,,4.062089543590249,49.93377083333335,0.7210698875000001,-2.6681577083333328,3.341019656090248,195.05262500000003,85.31333333333335,1.6523856250000002,149.21961645833332,186.181625,28.87054166666668,285.12693750000005,25.342385801750577,-11.18875,9.498172291666666,23.743,34.851,2.0,0.0,2.0,0.0,362.1724178489196,146.55145875,185.55445270833337,182.37067716471557,0.7898029748731451,0.8035911311424042,185.69096979231117,1.2444139329641135,,-3.320292627595599,5.299400128667979,6.5946473564662496,7.3,6.3,0.0,1.0467693899699733,1.19183450542806,7.508557611521168,False,,5.498296928060756
2018-06-15,-56.08145833333333,,4.335218556495288,57.8563125,1.1122424291666666,-10.138996666666666,3.222976127328621,226.75133333333332,78.40270833333334,1.4074287499999996,177.40319010416667,191.8617291666667,29.930854166666673,325.72977083333336,24.742490176443294,-15.776958333333337,9.961814791666667,23.866,36.082,2.0,0.0,2.0,0.0,362.28679955937866,167.2641934375,216.78951854166667,207.5801017860909,0.7715511089404999,0.8057814405056221,220.16291414312968,1.2410313141147893,,-12.5828123570388,6.306804058294767,7.82694132833004,7.2000003,6.2000003,0.0,1.2624098334115628,1.1722086290112468,7.2676938352413085,False,,6.29898695418111
2018-06-16,-50.69916666666668,,4.374141366414983,52.29852083333332,1.0631189375,-9.840191041666666,3.3110224289149834,194.06845833333333,79.37770833333336,1.3303575000000003,156.8751046875,191.66987499999996,30.131416666666667,281.0559166666667,25.206091027459365,-16.728833333333338,8.281357708333333,24.535,36.593,3.0,0.0,3.0,0.0,362.37760354353685,147.03491364583334,185.787100625,182.97229517305024,0.7914161594168715,0.8035911311424042,195.2175660083289,1.2444139329641135,,-12.245270835278651,5.578103502911253,6.9414697185386895,8.0,6.5,0.0,1.0679184182367214,1.2118391121435148,7.8769542289328465,False,,5.659523607417652
2018-06-17,-45.540625,,4.265499113652829,53.86254166666666,0.8760945791666667,-15.538757708333335,3.389404534486161,193.7493333333333,82.11022291666667,1.7348245833333331,175.63320895833337,195.76152083333335,29.81522916666667,280.1825833333333,25.584467400293285,-13.56283333333333,8.928778854166668,25.253,34.668,1.0,0.0,1.0,0.0,362.44486393264253,160.09445125000005,184.82055447916667,200.18100607038068,0.8662156203413306,0.7997484596201558,219.61056235325682,1.2503931554615992,,-19.429556282876167,6.243178750918325,7.8064279784715715,8.400001,6.8,0.0,1.1480040822804658,1.2027715035586573,8.178846453609328,False,,5.5211306964129205
