date,rh,H,sw_in,theta_3,g_2,vp,theta_1,G,g_1,ws,es,theta_4,LE,sw_out,wd,vpd,Rn,t_avg,theta_mean,t_dew,theta_2,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2010-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.33993049078686,,,1.25246075241552,0.7984282126776274,,,0.7984282126776274,,,,,2.9,2.1000001,0.0,,,,False,
2010-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.9752022767989,,,1.2472026880889266,0.8017942949852744,,,0.8017942949852744,,,,,4.4,3.0,0.0,,,,False,
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.63258421828274,,,1.2460369523636583,0.8025444174051654,,,0.8025444174051654,,,,,2.9,2.1000001,0.0,,,,False,
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.31136327230428,,,1.2414151517084742,0.805532298058203,,,0.805532298058203,,,,,3.1000001,2.2,0.0,,,,False,
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.01081509979343,,,1.2349502815044866,0.8097491979853174,,,0.8097491979853174,,,,,2.6000001,2.0,4.4,,,,False,
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.7302045235886,,,1.2244175803063175,0.8167148333086054,,,0.8167148333086054,,,,,3.0,2.2,0.0,,,,False,
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.46878600760425,,,1.2171997960857668,0.8215578109820334,,,0.8215578109820334,,,,,3.4,2.5,0.0,,,,False,
2010-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.22580415656543,,,1.2156554006980762,0.8226015361143968,,,0.8226015361143968,,,,,4.3,3.0,0.0,,,,False,
2010-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0004942356926,,,1.2176831874684062,0.8212316719909922,,,0.8212316719909922,,,,,4.1,2.8,0.0,,,,False,
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.79208270965225,,,1.2178986348107317,0.8210863953841329,,,0.8210863953841329,,,,,3.2,2.3,0.0,,,,False,
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.59978780002518,,,1.221020796060689,0.8189868700240357,,,0.8189868700240357,,,,,2.8,2.1000001,0.0,,,,False,
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.42282006048902,,,1.2243782515472637,0.8167410673427808,,,0.8167410673427808,,,,,3.3,2.5,0.0,,,,False,
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.26038296884454,,,1.2302091099276664,0.8128699356313479,,,0.8128699356313479,,,,,4.9,3.4,0.0,,,,False,
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1116735349712,,,1.2363354703967158,0.8088419558804049,,,0.8088419558804049,,,,,5.3,3.6000001000000004,0.0,,,,False,
2010-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.97588292373348,,,1.242821340751268,0.8046208792934905,,,0.8046208792934905,,,,,6.0,4.0,0.0,,,,False,
2010-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.85219709181905,,,1.2492581642790117,0.8004750567927114,,,0.8004750567927114,,,,,4.3,3.0,0.0,,,,False,
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.7397974374356,,,1.254721680785927,0.7969894960080904,,,0.7969894960080904,,,,,2.9,2.0,0.0,,,,False,
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.6378614617542,,,1.2594179107956205,0.7940176103802298,,,0.7940176103802298,,,,,3.2,2.3,0.0,,,,False,
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.5455634409449,,,1.263043593052113,0.791738310142982,,,0.791738310142982,,,,,3.5,2.6000001,0.0,,,,False,
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4620751076109,,,1.264361675309045,0.7909129322158331,,,0.7909129322158331,,,,,5.0,3.3,0.0,,,,False,
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3865663403961,,,1.2757083178915525,0.7838782470688646,,,0.7838782470688646,,,,,4.0,2.9,0.0,,,,False,
2010-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.3182058605105,,,1.2815758336592529,0.7802893701145439,,,0.7802893701145439,,,,,4.8,3.3,0.0,,,,False,
2010-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2561619338871,,,1.2854014438185537,0.7779670738732727,,,0.7779670738732727,,,,,5.0,3.4,5.9,,,,False,
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.19960307766374,,,1.2868563693275554,0.7770875008549308,,,0.7770875008549308,,,,,2.9,2.3,0.0,,,,False,
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.14769876966375,,,1.287659809475132,0.7766026342063234,,,0.7766026342063234,,,,,3.4,2.7,0.0,,,,False,
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.09962015952874,,,1.2875645678729966,0.7766600797752292,,,0.7766600797752292,,,,,4.2000003,3.2,0.0,,,,False,
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0545407801488,,,1.2868867762626022,0.7770691396054411,,,0.7770691396054411,,,,,6.0,4.2000003,0.0,,,,False,
