date,rh,sw_in,H,vp,theta_1,G,lw_out,LE,wd,es,ws,sw_out,vpd,Rn,lw_in,t_avg,theta_mean,t_dew,theta_2,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.22521864799904,,,1.287750411599592,0.7765479948539408,,,0.7765479948539408,,,,,1.7,1.1,0.0,,,,False,
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.70510788059582,,,1.2957467135835383,0.7717557679420104,,,0.7717557679420104,,,,,1.6,1.1,3.2,,,,False,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.22344334826246,,,1.3076564173288745,0.7647268707193604,,,0.7647268707193604,,,,,0.90000004,0.7,17.1,,,,False,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7801009919645,,,1.3131938092122737,0.7615022192343837,,,0.7615022192343837,,,,,0.3,0.3,12.400001,,,,False,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.37494542189285,,,1.3202605141870096,0.7574262725078772,,,0.7574262725078772,,,,,0.8,0.6,0.0,,,,False,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0078296917527,,,1.3195225795502106,0.7578498583486709,,,0.7578498583486709,,,,,1.0,0.7,4.8,,,,False,
2017-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.67859506593976,,,1.3175811083245808,0.758966559008718,,,0.758966559008718,,,,,1.6,1.1,22.4,,,,False,
2017-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.38707078107257,,,1.3087576167704429,0.7640834232297734,,,0.7640834232297734,,,,,1.1,0.8,19.0,,,,False,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.13307380340024,,,1.3017007271235277,0.7682257366559058,,,0.7682257366559058,,,,,1.6,1.1,9.1,,,,False,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9164085836339,,,1.302608270986498,0.7676905039476487,,,0.7676905039476487,,,,,1.5,1.0,38.8,,,,False,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7368668107802,,,1.3006147176447311,0.7688672028953271,,,0.7688672028953271,,,,,1.3000001,0.90000004,2.4,,,,False,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.59422716657087,,,1.2990744306048294,0.7697788336380504,,,0.7697788336380504,,,,,0.5,0.5,3.0,,,,False,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.48825508209313,,,1.283486479485804,0.779127802266078,,,0.779127802266078,,,,,1.7,1.2,0.0,,,,False,
2017-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.41870249822435,,,1.2679574258520443,0.7886700133705343,,,0.7886700133705343,,,,,0.90000004,0.7,0.0,,,,False,
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3853076314677,,,1.2522201107964293,0.7985816482087852,,,0.7985816482087852,,,,,1.0,0.8,0.0,,,,False,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.38779474677213,,,1.2369380278851227,0.8084479395542299,,,0.8084479395542299,,,,,0.90000004,0.7,0.0,,,,False,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.42587393889244,,,1.2325589375860404,0.8113202294070369,,,0.8113202294070369,,,,,0.6,0.6,1.2,,,,False,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.49924092381946,,,1.2299032667693168,0.8130720740556925,,,0.8130720740556925,,,,,0.8,0.6,18.800001,,,,False,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.60757684176934,,,1.228792568864865,0.8138070048094291,,,0.8138070048094291,,,,,1.8000001,1.2,12.2,,,,False,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7505480731811,,,1.2261964309362319,0.8155300201261185,,,0.8155300201261185,,,,,1.5,1.0,8.1,,,,False,
2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.92780606911666,,,1.2209814970473951,0.8190132302727129,,,0.8190132302727129,,,,,1.7,1.2,7.9,,,,False,
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.13898719740737,,,1.221456295422792,0.8186948675505925,,,0.8186948675505925,,,,,2.1000001,1.4,13.3,,,,False,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.38371260582647,,,1.223122145703997,0.8175798333080024,,,0.8175798333080024,,,,,1.4,1.0,1.8000001,,,,False,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6615881035035,,,1.2231605580552145,0.8175541578858359,,,0.8175541578858359,,,,,1.5,1.1,0.0,,,,False,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.9722040617255,,,1.2242851429479824,0.8168031816444971,,,0.8168031816444971,,,,,1.1,0.90000004,0.0,,,,False,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3151353351984,,,1.2270569250567152,0.8149581161067809,,,0.8149581161067809,,,,,1.4,1.1,0.0,,,,False,
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.689941204763,,,1.2301958508373672,0.8128786967695608,,,0.8128786967695608,,,,,1.6,1.2,0.0,,,,False,
2017-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.09616534248153,,,1.2361164224661088,0.8089852879755083,,,0.8089852879755083,,,,,2.1000001,1.5,0.0,,,,False,
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5333357999277,,,1.2420021596982171,0.8051515789980439,,,0.8051515789980439,,,,,2.0,1.4,0.0,,,,False,
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.00096502042987,,,1.2479603232892928,0.8013075266401617,,,0.8013075266401617,,,,,1.7,1.3000001,0.0,,,,False,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.49854987592985,,,1.2538055629213836,0.7975718321666931,,,0.7975718321666931,,,,,1.2,1.0,0.0,,,,False,
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0255717290344,,,1.2631504813985468,0.7916713129007484,,,0.7916713129007484,,,,,2.1000001,1.5,3.5,,,,False,
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5814965207459,,,1.2690898927884136,0.7879662470582159,,,0.7879662470582159,,,,,2.9,1.9,2.7,,,,False,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.16577488427356,,,1.2780482476445802,0.7824430743072351,,,0.7824430743072351,,,,,3.2,2.1000001,8.7,,,,False,
2017-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.777842285235,,,1.2881209284611148,0.7763246275290896,,,0.7763246275290896,,,,,2.5,1.7,0.0,,,,False,
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.41711918847022,,,1.2961801007831597,0.7714977258143325,,,0.7714977258143325,,,,,3.5,2.3,6.0,,,,False,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.08301125160375,,,1.3016866844844808,0.7682340243005861,,,0.7682340243005861,,,,,3.8,2.5,24.1,,,,False,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.77490954540062,,,1.3057890747527243,0.765820467742364,,,0.765820467742364,,,,,2.5,1.7,11.400001,,,,False,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4921908008777,,,1.3080030492225247,0.7645242116173955,,,0.7645242116173955,,,,,1.2,1.0,4.6,,,,False,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2342176830453,,,1.3109122479327784,0.7628275665109802,,,0.7628275665109802,,,,,1.2,0.90000004,24.9,,,,False,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.00033909107216,,,1.3135555056665886,0.7612925344121877,,,0.7612925344121877,,,,,1.7,1.4,3.9,,,,False,
