date,lw_in,theta_2,sw_in,t_avg,es,ws,wd,theta_mean,Rn,t_dew,H,sw_out,lw_out,vp,LE,theta_1,vpd,rh,G,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,ppt,G_subday_gaps,ASCE_ETo,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2007-07-07,388.875,11.206416666666666,333.9791666666667,33.75833333333333,5.534707079590252,4.652499999999999,201.875,8.101125,146.91666666666666,31.528901485621443,74.22916666666667,56.5625,519.5,5.072229996256918,22.77083333333333,4.995833333333334,0.4624770833333333,20.422916666666666,27.02083333333333,23.9,42.1,0.0,0.0,0.0,0.0,0.0,6.649829535511507,365.8951006538026,97.0,119.89583333333331,117.97390378128887,0.7571110022155509,27.69447526480857,90.2794285164803,1.2162258121782357,0.8090356211989574,0.8222157349292073,0.8125398682315486,0.9882319611671116,13.900001,9.7,0.0,0.10187958362547543,0.14269219159668842,1.3841142584878776,False,
2007-07-08,379.9375,10.83970833333334,248.58333333333331,26.0,3.41133479499324,4.630208333333335,152.45833333333334,7.732354166666667,112.0625,24.654572704522824,71.08333333333333,42.083333333333336,474.45833333333326,3.238395211659906,15.083333333333336,4.624999999999999,0.17293958333333334,51.58333333333334,13.791666666666664,19.8,30.3,0.0,0.0,0.0,0.0,0.0,3.5735999106759073,365.27076873588476,86.16666666666666,98.27083333333331,103.7218203230148,0.7557669364521566,18.15633411843876,85.56548620457603,1.2037348586810228,0.8768284926860292,0.8307477288609364,0.53418286663382,0.6430145374772849,9.6,7.2000003,0.0,0.0893075709284741,0.15982017165835494,1.1507052838862073,False,
2007-07-09,373.4375,10.58554166666667,324.6041666666667,25.07291666666666,3.4004155755040717,3.4995833333333324,142.66666666666666,7.8323541666666685,166.77083333333334,23.811648752352,101.13541666666669,51.85416666666666,479.22916666666674,3.2191155755040746,22.0625,5.079166666666667,0.1813,56.84999999999999,12.604166666666664,17.0,35.5,4.0,3.0,0.0,9.6,0.0,5.779843960432066,364.61171294267103,123.19791666666669,154.16666666666669,148.29762680854643,0.7546204834297311,26.557400319650068,121.74022648889635,1.2037348586810228,0.7991216216216216,0.8307477288609364,0.7806527070271375,0.9396988759722692,9.0,7.0,10.8,0.13424269656746704,0.1726398170248358,1.2084787191738506,False,
2007-07-10,309.3125,10.079291666666666,369.58333333333326,20.0125,2.4086680938210967,6.118750000000002,257.5625,8.610489583333335,183.8125,18.793845772928602,90.97916666666669,63.1875,431.95833333333326,2.2747014271544304,53.16666666666666,7.141687500000002,0.1339666666666667,48.97291666666666,-9.854166666666666,13.4,25.9,1.0,1.0,0.0,0.2,0.0,4.254204063491369,363.9180485614302,144.14583333333334,193.66666666666663,173.51336431695827,0.7530794287458153,63.99856998654104,109.51479433041723,1.2037348586810228,0.7442986230636834,0.8307477288609364,1.8720729851714395,2.2534795102459038,10.5,7.5,0.0,0.30046393469945376,0.1830758670275298,1.3730690027064734,False,
2007-07-11,318.3125,10.323041666666667,349.70833333333326,20.358333333333334,2.5393912567241483,2.231666666666667,202.91666666666663,8.990697916666667,165.22916666666666,19.06492577034234,89.42708333333331,57.64583333333334,445.20833333333326,2.383228756724148,39.020833333333336,7.6583541666666655,0.1561625,46.23958333333334,3.0416666666666665,9.9,27.8,1.0,1.0,0.0,0.0,0.0,4.621387445294895,363.1898959058402,128.44791666666666,162.1875,154.61723481662182,0.7527151010146838,46.97073729811575,107.64649751850605,1.2037348586810228,0.7919717405266538,0.8307477288609364,1.3744356898150918,1.6544561508457238,8.1,6.2000003,0.0,0.26684775335345123,0.1871901008146364,1.160578681207776,False,
2007-07-12,337.9375,10.733645833333336,346.89583333333326,22.589583333333334,2.911960097421257,2.524375,117.52083333333331,9.19703125,166.75,21.192156994249878,90.58333333333331,57.91666666666666,460.27083333333326,2.7296059307545897,34.083333333333336,7.660416666666666,0.18235416666666668,43.71043750000001,10.208333333333334,12.0,30.4,1.0,1.0,0.0,0.0,0.0,4.901302968555974,362.42738032756967,124.66666666666666,156.54166666666666,149.18893310593143,0.7530442043984263,40.7876160697366,108.4013170361948,1.196702671972712,0.7963800904977375,0.8356294536817102,1.2031053287169935,1.439759361540234,8.900001,6.7000003,0.0,0.21488944732438806,0.1965506498159703,1.3168894127321962,False,
2007-07-13,350.625,11.133458333333335,355.52083333333326,26.10208333333333,3.5908551063534917,2.907708333333332,257.375,9.0500625,167.85416666666666,24.506461384140568,93.0625,59.875,478.47916666666674,3.3465071896868253,30.77083333333333,6.966666666666666,0.24434791666666664,39.15,18.791666666666668,15.5,33.6,0.0,0.0,0.0,0.0,0.0,5.4110163690341375,361.63063223658577,123.83333333333331,149.0625,148.19168087928747,0.7534096751332353,36.82353846882699,111.3681424104605,1.196702671972712,0.8307477288609364,0.8356294536817102,1.0898702332259422,1.3042506202050081,10.1,7.5,0.0,0.17390008269400106,0.19330508307221025,1.449788123041577,False,
2007-07-14,361.39583333333326,11.477208333333335,362.75,28.05833333333333,3.953014643861332,3.575000000000001,234.02083333333331,8.880270833333332,171.29166666666666,26.334545973719848,88.3125,61.0625,491.9375,3.6777833938613327,23.64583333333333,6.283333333333331,0.27523125,35.05833333333333,25.89583333333333,18.2,34.8,2.0,2.0,0.0,0.0,0.0,5.667899392457991,360.7997871308832,111.95833333333331,145.39583333333331,134.25809210052572,0.7540179512869993,28.355588860084968,105.90250324044071,1.1991790883560165,0.7700243587906578,0.8339038011169159,0.8390990503548863,1.006230034244972,10.5,7.7000003,0.0,0.13067922013522154,0.16151374409980332,1.2436558780226088,False,
2007-07-15,369.41666666666674,11.368916666666669,275.7708333333333,26.7604375,3.703240489567321,3.31625,108.29166666666669,8.477166666666669,120.14583333333331,25.27729839429428,64.29166666666667,46.95833333333334,478.0625,3.47888423956732,24.09375,5.585416666666666,0.22435625,46.56249999999999,19.64583333333333,19.0,35.6,1.0,0.0,0.0,0.0,0.0,5.032992608780403,359.93498563627014,88.38541666666669,100.5,105.77106428842148,0.7554016358565502,28.83305500284253,76.93800928557894,1.196702671972712,0.8794568822553898,0.8356294536817102,0.8539191529546931,1.0218873319895565,8.5,6.6,0.4,0.15483141393781158,0.13329540255859598,0.8797496568867335,False,
2007-07-16,376.70833333333326,11.41675,304.6875,30.441666666666666,4.678401464195953,2.6908333333333334,168.25,8.395874999999998,127.0,28.56730986382875,66.76041666666667,54.41666666666666,500.14583333333326,4.327059797529284,22.27083333333333,5.375,0.35134166666666666,33.14583333333333,23.41666666666667,18.3,39.6,2.0,2.0,0.0,0.0,0.0,5.594585098700473,359.0363735567942,89.03125,103.58333333333331,106.54393476407049,0.7569471717802227,26.65156575705894,79.89236900701157,1.196702671972712,0.8595132743362832,0.8356294536817102,0.7921363608281159,0.9479516995697466,11.900001,8.5,0.0,0.11152372936114666,0.11689628351137145,0.9936184098466572,False,
2007-07-17,391.79166666666674,11.30225,269.0833333333333,30.18335416666667,4.442721222574073,3.9458333333333333,104.97916666666669,8.161541666666668,115.41666666666669,28.432938224730147,61.82291666666666,49.45833333333334,495.875,4.151964972574072,16.572916666666668,5.020833333333335,0.29075625,37.79583333333334,22.20833333333333,21.9,36.8,1.0,1.0,0.0,0.0,0.0,4.753437742542319,358.10410193632697,78.39583333333333,93.20833333333334,93.29458898944195,0.7588749413113891,19.722520739064862,73.57206825037709,1.1900452488687785,0.8410818059901652,0.8403041825095056,0.5893230175071925,0.7013210570334464,12.7,9.0,0.0,0.07792456189260516,0.09976316064904978,0.897868445841448,False,
2007-07-18,401.0,11.052291666666667,204.5625,25.90208333333333,3.3788952870570927,5.650416666666668,65.16666666666667,7.950104166666668,101.22916666666669,24.834742644969467,62.27083333333334,35.0,469.3125,3.264003620390425,11.020833333333336,4.8479166666666655,0.11489166666666666,67.44583333333334,13.520833333333336,20.4,29.8,0.0,0.0,0.0,0.0,0.0,2.788203441554999,357.1383271317525,73.29166666666667,87.70833333333334,87.22039969834091,0.7604122614701847,13.115290346907996,74.1051093514329,1.1900452488687785,0.8356294536817102,0.8403041825095056,0.3902706644329628,0.4644397499813088,8.900001,6.7000003,0.0,0.069319362565,0.0936422799076969,0.6274033034742532,False,
2007-07-19,365.85416666666674,10.8293125,330.625,25.222916666666666,3.3235239300548973,4.654791666666667,103.10416666666669,7.877156250000001,161.89583333333334,23.95641911077259,108.27083333333331,57.875,476.6875,3.1549697633882308,16.875,4.925,0.16855416666666667,55.80416666666668,19.479166666666668,17.1,32.0,0.0,0.0,0.0,0.0,0.0,4.775069305508206,356.1392108981327,125.14583333333331,142.41666666666669,148.92920437405732,0.7622702934126117,20.08201357466064,128.84719079939669,1.1900452488687785,0.878730251609128,0.8403041825095056,0.5971864179380115,0.7106788593560953,9.8,7.1,0.0,0.10009561399381624,0.08498582845810368,0.603399382052536,False,
2007-07-20,382.47916666666674,10.756354166666664,319.9583333333333,27.55629166666668,3.7927343638601982,6.36625,141.83333333333334,7.805260416666663,160.14583333333334,26.22689605651587,107.72916666666669,57.39583333333334,484.875,3.609523947193531,10.75,4.854166666666668,0.18321041666666668,56.16041666666667,21.58333333333333,21.2,34.6,0.0,0.0,0.0,0.0,0.0,5.270581450754597,355.106920486144,118.47916666666669,138.5625,140.86521171051467,0.7641227192906719,12.781158650013287,128.08405306050142,1.188944990698911,0.8550593895654789,0.8410818059901652,0.3812902428957875,0.4533331242933174,11.8,8.400001,0.0,0.05396822265774938,0.08148689850453708,0.6844900289250099,False,
2007-07-21,411.35416666666674,10.818812499999998,297.3541666666667,32.72708333333333,5.20958433443453,5.640625000000001,163.64583333333334,7.8719062499999986,140.5,30.946346893001703,76.75,52.60416666666666,515.75,4.870759334434532,19.6875,4.925,0.338825,43.01458333333333,24.85416666666667,23.3,40.7,0.0,0.0,0.0,0.0,0.0,5.574689672836548,354.04162875199165,96.4375,115.64583333333331,114.65888254052619,0.7666557693709352,23.4073545043848,91.25152803614141,1.188944990698911,0.8339038011169159,0.8410818059901652,0.7018104525543578,0.8344140219846392,13.3,9.5,0.0,0.0878330549457515,0.0783465853173085,0.7442925605144307,False,
2007-07-22,404.20833333333326,10.808395833333336,311.3333333333333,32.96041666666667,5.199727318611641,3.4358333333333344,134.33333333333334,7.836489583333332,140.95833333333334,31.04287331656715,82.375,53.95833333333334,520.4791666666666,4.841910651944973,18.77083333333333,4.864583333333335,0.3578166666666666,34.94166666666667,26.60416666666667,24.8,40.8,0.0,0.0,0.0,0.0,0.0,6.3015771954394175,352.94351427992484,101.14583333333331,114.35416666666669,119.62826642681308,0.7684727799584834,22.200837909486843,97.42742851732626,1.1827305434576785,0.8844962652577882,0.845501120717259,0.6692856884913232,0.7915846260777892,11.400001,8.400001,0.0,0.094236253790659,0.07771936243099062,0.6528427221396836,False,
2007-07-23,395.27083333333326,10.650145833333337,309.8958333333333,32.75833333333333,5.233679073089052,2.931458333333333,154.79166666666666,7.638614583333332,131.0625,30.822107159853243,80.9375,55.6875,518.4166666666666,4.85736657308905,17.958333333333332,4.6270833333333306,0.3763125,34.23125,24.02083333333333,22.6,40.9,0.0,0.0,0.0,0.0,0.0,6.037266617711339,351.8127615173905,98.89583333333331,107.04166666666669,116.96712270403332,0.7700518498736423,21.239869342927477,95.72725336110584,1.1827305434576785,0.923900350330868,0.845501120717259,0.6401894459038835,0.7571716112697701,12.0,8.7,0.0,0.08703121968618048,0.06944552006729361,0.6041760245854544,False,
2007-07-24,392.45833333333326,10.46885416666667,320.5416666666667,32.64166666666666,5.154911567366316,4.273541666666668,160.58333333333334,7.452135416666668,138.52083333333334,30.706262897612408,84.125,58.66666666666666,515.9375,4.788574067366318,12.5625,4.435416666666667,0.3663375,33.58333333333333,23.45833333333333,23.3,39.9,0.0,0.0,0.0,0.0,0.0,5.910965660360394,350.64956092276327,96.6875,115.0625,114.75340817963112,0.7718986819564503,14.909783480352848,99.84362469927828,1.1868484362469929,0.8403041825095056,0.8425675675675675,0.4477846494954208,0.531452511029048,13.6,9.5,0.0,0.055942369582005054,0.08067553007884214,0.7664175357490003,False,
2007-07-25,399.58333333333326,10.396104166666673,324.1458333333333,32.241666666666674,5.085023843631321,4.2847916666666634,204.02083333333331,7.420968750000001,143.52083333333334,30.429292037911697,80.52083333333333,57.39583333333334,522.875,4.74417384363132,11.208333333333336,4.445833333333332,0.34084999999999993,39.97295833333335,25.27083333333333,21.2,40.6,0.0,0.0,0.0,0.0,0.0,5.923103936618453,349.4541091255135,91.72916666666666,118.25,108.86861801657312,0.7727371457075662,13.302592889601712,95.5660251269714,1.1868484362469929,0.7757223396758278,0.8425675675675675,0.3993603924124124,0.4739802572336571,9.7,7.3,3.6000001000000004,0.06492880236077495,0.08983201404436947,0.6557737025238972,False,
2007-07-26,396.5,9.8190625,173.6875,25.01875,3.1960319789091116,4.839583333333335,201.4375,6.882447916666668,76.29166666666667,23.878564428022962,52.0625,30.77083333333333,463.3125,3.0689673955757795,7.15625,3.945833333333335,0.1270645833333333,61.41041666666666,4.770833333333333,21.2,28.6,1.0,0.0,0.0,0.0,0.0,2.7168303488193004,348.22660909856916,59.21875,71.52083333333334,70.0398243703844,0.7722026190942681,8.463915451619012,61.575908918765386,1.1827305434576785,0.8279930090300028,0.845501120717259,0.2532012853957976,0.2994688938803544,9.6,7.1,2.4,0.04217871744793724,0.08856719794514778,0.6288271054105492,False,
2007-07-27,380.375,9.627166666666666,272.7083333333333,24.78333333333333,3.2003620829958863,3.2702083333333327,75.95833333333333,6.874,130.3125,23.438808859932927,88.14583333333331,48.97916666666666,473.77083333333326,3.0252329163292213,12.020833333333336,4.120833333333335,0.17512916666666667,49.89377083333333,12.041666666666664,18.6,29.7,0.0,0.0,0.0,0.0,0.0,4.052761747570104,346.96727034254997,100.16666666666666,118.27083333333331,118.67605549681947,0.7715718859689162,14.24211398121149,104.43394151560801,1.1847859117818915,0.8469261934120134,0.8440343441424132,0.4252224029647165,0.5037975124066386,4.8,3.8,0.0,0.13257829273858912,0.0830292231447068,0.3155110479498858,False,
2007-07-28,395.1875,9.400145833333337,169.64583333333334,24.82291666666666,3.226543033719416,2.9804166666666663,105.64583333333331,6.66465625,76.4375,23.53095734816105,36.6875,30.6875,457.75,3.0605742837194154,18.791666666666668,3.9291666666666667,0.16596875000000005,53.087520833333336,3.0,17.9,31.2,3.0,3.0,0.0,0.6000000000000001,0.0,2.929305493000057,345.67630908145816,55.47916666666667,73.4375,65.93392118457726,0.7704927380533686,22.332856518396056,43.60106466618121,1.1884446927749563,0.7554609929078014,0.8414358750385365,0.6647578574287394,0.7900279476416364,6.9,5.2000003,1.4,0.151928442704443,0.08363173864456235,0.43488506604124577,False,
2007-07-29,353.08333333333326,9.543854166666668,337.5208333333333,25.877125,3.4946966029376347,3.1966666666666668,129.70833333333334,6.86359375,147.54166666666666,24.39962402357111,96.83333333333331,60.54166666666666,482.5625,3.2788403529376344,13.1875,4.183333333333334,0.21585625000000008,45.08541666666667,17.416666666666668,16.4,33.1,0.0,0.0,0.0,0.0,0.0,5.114271720846261,344.3539484693208,110.02083333333331,130.125,130.753675469678,0.7694671044709921,15.672614385969734,115.08106108370826,1.1884446927749563,0.845501120717259,0.8414358750385365,0.4669855656714084,0.5549865171246962,8.400001,6.5,0.0,0.0853825410961071,0.0848146877642462,0.5512954704676003,False,
2007-07-30,375.45833333333326,9.6605625,323.7916666666667,28.03127083333333,3.940689424133237,4.688958333333334,144.79166666666666,6.9365312500000025,147.75,26.626132108235602,103.66666666666669,58.91666666666666,492.5625,3.7327144241332366,8.395833333333334,4.212499999999999,0.20797499999999994,53.28752083333333,20.3125,19.3,35.3,0.0,0.0,0.0,0.0,0.0,5.129086398922498,343.00041880720454,112.0625,127.4375,134.34356968087738,0.7682967027154443,10.065153110502619,124.27841657037477,1.1988271694891457,0.8793526238352133,0.8341485957697542,0.29792779151567755,0.357163931014892,10.0,7.4,0.0,0.04826539608309351,0.0876578700634846,0.6486682384697862,False,
2007-07-31,388.25,9.704291666666666,318.1666666666667,30.000000000000004,4.3935068949212255,5.0575,155.1875,6.985479166666668,144.08333333333334,28.444680940283707,93.33333333333331,58.54166666666666,503.60416666666674,4.1431131449212275,10.583333333333334,4.266666666666668,0.2503937500000001,48.71460416666665,20.75,21.9,37.0,0.0,0.0,0.0,0.0,0.0,5.402445823033103,341.61595776993124,103.91666666666666,123.33333333333334,129.59490192636187,0.7667968804681801,13.198518480070536,116.39638344629131,1.2471041083531214,0.8425675675675675,0.8018576743529153,0.3762699728825555,0.4692478290317526,10.7,7.8,0.0,0.06015997808099392,0.08017113295096719,0.6253348370175439,False,
2007-08-01,374.16666666666674,9.450104166666664,282.375,27.464604166666664,3.74768075712932,5.348124999999999,86.75,6.742760416666667,125.97916666666669,25.902763242429472,71.75,51.39583333333334,479.14583333333326,3.5196578404626524,12.302083333333336,4.035416666666666,0.22802291666666666,42.47499999999997,11.979166666666664,20.8,33.0,1.0,1.0,0.0,0.2,0.0,4.358806545652149,340.20081064175525,84.05208333333333,114.0,108.59730468920013,0.7646870178803483,15.894586297923574,92.7027183912765,1.2920239497042023,0.7372989766081871,0.773979460852054,0.4363020962736933,0.5637127576917604,10.7,7.7000003,0.0,0.07320944619856189,0.1123805419427691,0.8653302066734847,False,
2007-08-02,369.29166666666674,9.241729166666666,275.5625,25.40208333333333,3.355022451358053,3.556875,146.41666666666666,6.508364583333332,120.64583333333331,23.761956331293145,84.29166666666667,51.125,472.97916666666674,3.1214162013580538,9.375,3.7750000000000012,0.23360625,34.020854166666666,12.104166666666664,17.7,32.1,0.0,0.0,0.0,0.0,0.0,4.353728810014864,338.7552305601856,93.66666666666669,108.54166666666666,120.91499000297205,0.7625890928036152,12.102256561685367,108.81273344128668,1.2909073665797726,0.8629558541266796,0.7746489220597412,0.331827725624425,0.4283588554439817,9.400001,6.9,0.0,0.06208099354260605,0.14171990491343547,0.9778673439027048,False,
2007-08-03,400.64583333333326,9.120916666666671,156.0625,23.127083333333346,2.850873686060192,4.976666666666668,103.60416666666669,11.028197916666667,90.72916666666669,22.351681174908556,,26.77083333333333,439.125,2.790554936060192,,12.935479166666667,0.06031875,79.93541666666667,-7.270833333333332,19.5,27.4,8.0,8.0,0.0,13.8,0.0,2.450791963577678,337.2794787670653,,98.0,,0.7601175065597467,26.471360998299733,,1.294939948808821,,0.7722365820282803,,0.9348955345983404,7.1,5.3,18.300001,,0.17639538388647935,0.9348955345983404,True,0.9348955345983404
2007-08-04,385.08333333333326,10.13960416666667,232.04166666666663,22.735416666666666,2.8895528322358826,2.284583333333334,171.47916666666666,13.28339583333333,130.89583333333334,21.903309439005092,59.41666666666666,35.208333333333336,451.02083333333326,2.804704915569216,39.583333333333336,16.4271875,0.08484791666666665,77.30416666666667,-0.8125,16.5,31.6,0.0,0.0,0.0,0.0,0.0,3.985678414577288,335.773824865966,99.0,131.70833333333334,129.60680389132926,0.7576943826274541,51.82090222927728,77.78590166205198,1.3091596352659522,0.7516608668142992,0.7638487874680409,1.3974460432407043,1.829479952272848,6.2000003,5.3,0.0,0.3451848966552544,0.19465460954363034,1.0316694305812408,False,
2007-08-05,385.125,11.100187500000002,273.8541666666667,26.4541875,3.6222385103116905,2.624166666666667,121.14583333333331,13.414708333333335,140.5,25.31189180555813,64.64583333333333,43.79166666666666,474.77083333333326,3.470092676978357,35.895833333333336,15.729229166666668,0.1521458333333333,65.70208333333332,5.041666666666667,19.1,35.8,0.0,0.0,0.0,0.0,0.0,5.01339994826069,334.2385470848819,100.54166666666666,135.45833333333334,130.19542068648687,0.7559418248557598,46.48294857911664,83.71247210737023,1.294939948808821,0.7422331590279913,0.7722365820282803,1.2718257172555656,1.6469379291966642,8.1,6.3,0.6,0.26141871892010543,0.2458675883178605,1.5489658064025211,False,
2007-08-06,390.89583333333326,11.679249999999998,281.3125,27.431291666666667,3.791654845868588,3.2820833333333344,159.0625,13.265718749999998,146.64583333333334,26.116668355552374,72.77083333333333,45.0,480.66666666666674,3.6064215125352543,33.041666666666664,14.8521875,0.18523333333333333,57.14168749999999,9.625,21.1,35.1,0.0,0.0,0.0,0.0,0.0,5.035994052891126,332.67393254316966,105.8125,137.02083333333334,138.8708932879519,0.7568423095887116,43.364685322837495,95.50620796511438,1.3124242720657002,0.7722365820282803,0.7619487244212897,1.1718082728746972,1.53790961952814,7.6,6.0,0.0,0.25631826992135665,0.2901318850876121,1.7407913105256725,False,
2007-08-07,390.89583333333326,11.650229166666668,177.35416666666663,25.3125,3.3097923866954955,4.1466666666666665,131.08333333333334,12.474239583333334,84.04166666666667,24.101217654617766,40.625,30.89583333333333,453.33333333333326,3.154911136695496,26.3125,13.298249999999996,0.15488125,58.806249999999984,-6.4375,20.0,32.9,6.0,6.0,0.0,4.0,0.0,3.5409340353173837,331.08027752162155,66.9375,90.47916666666669,89.05279356060606,0.7561584608354561,35.005813341750844,54.04698021885522,1.3303872053872057,0.7398111904213677,0.7516608668142992,0.931249127139556,1.2389219237744684,10.1,7.3,4.8,0.1697153320238998,0.2901318850876121,2.117962761139568,False,
2007-08-08,368.75,11.623,308.9375,27.210416666666674,3.715445442110069,4.039166666666667,215.64583333333331,12.518875,162.47916666666666,25.747312003818234,65.9375,48.875,466.3125,3.502330858776736,52.22916666666666,13.41475,0.2131145833333333,47.96043749999999,4.0625,20.5,33.9,3.0,3.0,0.0,1.2,0.0,5.080792029109726,329.4578877345199,118.16666666666666,158.41666666666666,157.8097275712294,0.7559709234913573,69.75123184433569,88.0584957268937,1.3354842953841697,0.7459231983166754,0.7487920325654873,1.8518881734765664,2.473167572485629,8.5,6.5,0.0,0.3804873188439429,0.2791212827740836,1.8142883380315435,False,
2007-08-09,362.125,11.914708333333335,313.8958333333333,28.00000000000001,4.084237892986253,3.3866666666666667,166.58333333333334,12.644927083333334,142.6875,26.431327786025072,63.79166666666666,51.16666666666666,482.1875,3.8209087263195856,41.645833333333336,13.375145833333335,0.2633291666666667,45.28541666666667,7.0,16.2,37.7,0.0,0.0,0.0,0.0,0.0,5.3254039202253445,327.8070786024895,105.4375,135.6875,140.27270096801345,0.755436339092682,55.40508382435467,84.8676171436588,1.3303872053872057,0.7770612620912022,0.7516608668142992,1.4777657489531366,1.9660006449666936,7.5,6.0,0.0,0.3276667741611156,0.28354692373757817,1.7012815424254688,False,
2007-08-10,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,326.1281755249236,,,,0.7550097319577449,61.498180707298935,,1.3354842953841697,,0.7487920325654873,,2.1654112484047583,10.400001,7.4,0.0,,0.2926231416763187,2.1654112484047583,True,2.1654112484047583
2007-08-11,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,324.42151415074574,,,,0.7548239134132774,72.4022676140088,,1.3354842953841697,,0.7487920325654873,,2.5493548410413167,10.0,7.2000003,0.0,,0.3540770465025281,2.5493548410413167,True,2.5493548410413167
2007-08-12,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,322.68744064624224,,,,0.7552839660700308,73.90764822696589,,1.3406205923836392,,0.7459231983166754,,2.602360768614078,9.900001,7.2000003,0.0,,0.3614389805808865,2.602360768614078,True,2.602360768614078
2007-08-13,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,320.92631195869217,,,,0.7565613610504079,79.60263823647539,,1.3132110353012862,,0.7614922302039389,,2.8028869514102626,10.400001,7.6,0.0,,0.3688009146592451,2.8028869514102626,True,2.8028869514102626
2007-08-14,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,319.1384960745118,,,,0.7583458098870455,76.91840945288001,,1.2868998221695318,,0.7770612620912022,,2.7083726237596006,10.0,7.2000003,0.90000004,,0.3761628487376036,2.7083726237596006,True,2.7083726237596006
2007-08-15,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,317.32437227063184,,,,0.7604061448312233,64.26393640406357,,1.315086689918788,,0.7604061448312233,,2.262796218614176,7.5,5.9,0.8,,0.383524782815962,2.262796218614176,True,2.262796218614176
2007-08-16,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,315.484331357827,,,,0.7629783208587342,68.8278974359591,,1.3106532291435191,,0.7629783208587342,,2.4234977620108022,8.2,6.2000003,0.0,,0.3908867168943205,2.4234977620108022,True,2.4234977620108022
2007-08-17,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,313.61877591473205,,,,0.7647030377320736,80.30351251116385,,1.3076971721804074,,0.7647030377320736,,2.827565421906021,9.900001,7.1,9.6,,0.39824865097267903,2.827565421906021,True,2.827565421906021
2007-08-18,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,311.7281205112871,,,,0.7676422914836263,52.98939873122754,,1.302690082469655,,0.7676422914836263,,1.865808691234772,5.5,4.6,4.5,,0.4056105850510375,1.865808691234772,True,1.865808691234772
2007-08-19,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,309.8127919203825,,,,0.7701758137086829,58.642575693826934,,1.298404834585272,,0.7701758137086829,,2.06486259564698,6.2000003,5.0,4.8,,0.41297251912939603,2.06486259564698,True,2.06486259564698
2007-08-20,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,307.87322931649595,,,,0.774002470200022,62.07550158913804,,1.2919855407458511,,0.774002470200022,,2.185739282780659,6.8,5.2000003,3.9,,0.4203344532077544,2.185739282780659,True,2.185739282780659
2007-08-21,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,305.90988446014137,,,,0.7785621144665904,60.733382013594806,,1.2844190353201574,,0.7785621144665904,,2.1384819364305647,6.5,5.0,0.0,,0.4276963872861129,2.1384819364305647,True,2.1384819364305647
2007-08-22,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,303.92322186699533,,,,0.7823213227196898,55.60090665613089,,1.2782471485291549,,0.7823213227196898,,1.9577624461401213,6.0,4.5,5.3,,0.4350583213644714,1.9577624461401213,True,1.9577624461401213
2007-08-23,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,301.9137189605903,,,,0.7854249793614548,27.642642866679576,,1.2731960738159782,,0.7854249793614548,,0.9733245619742258,2.6000001,2.2,0.90000004,,0.44242025544282987,0.9733245619742258,True,0.9733245619742258
2007-08-24,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,299.8818662075238,,,,0.7885574620175845,26.82522970455541,,1.2681384022940112,,0.7885574620175845,,0.9445426429727144,2.3,2.1000001,9.0,,0.4497821895211884,0.9445426429727144,True,0.9445426429727144
2007-08-25,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,297.828167234168,,,,0.7915626849732679,55.82689540169228,,1.2633238263799302,,0.7915626849732679,,1.9657197314780512,5.5,4.3,0.0,,0.4571441235995468,1.9657197314780512,True,1.9657197314780512
2007-08-26,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,295.75313892392427,,,,0.7946023393952075,80.4716853318777,,1.2584911350262649,,0.7946023393952075,,2.8334869518352224,8.2,6.1,0.0,,0.4645060576779053,2.8334869518352224,True,2.8334869518352224
2007-08-27,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,293.6573114941142,,,,0.7973753350643911,69.68603703216243,,1.254114538066626,,0.7973753350643911,,2.4537136986929693,7.3,5.2000003,0.0,,0.4718679917562638,2.4537136986929693,True,2.4537136986929693
