date,lw_in,theta_2,sw_in,t_avg,es,ws,wd,theta_mean,Rn,t_dew,H,sw_out,lw_out,vp,LE,theta_1,vpd,rh,G,t_min,t_max,LE_subday_gaps,H_subday_gaps,Rn_subday_gaps,ppt,G_subday_gaps,ASCE_ETo,rso,flux,energy,flux_corr,ebr_5day_clim,LE_corr,H_corr,ebc_cf,ebr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.38140084263969,,,,,,,,,,,,2.9,1.8000001,0.0,,,,False,
2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.460791109948,,,,,,,,,,,,2.1000001,1.3000001,0.0,,,,False,
2006-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.57826068123545,,,,,,,,,,,,2.7,1.6,0.0,,,,False,
2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.7335967048335,,,,,,,,,,,,1.7,1.0,0.7,,,,False,
2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.92657220972806,,,,,,,,,,,,2.2,1.3000001,0.0,,,,False,
2006-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.15694568353668,,,,,,,,,,,,3.0,1.8000001,0.0,,,,False,
2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.42446066792965,,,,,,,,,,,,1.2,0.8,0.0,,,,False,
2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.72884537335074,,,,,,,,,,,,3.3,2.0,0.0,,,,False,
2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.06981231479244,,,,,,,,,,,,2.4,1.5,0.0,,,,False,
2006-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.44705797027989,,,,,,,,,,,,3.4,2.1000001,0.0,,,,False,
2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.86026246360865,,,,,,,,,,,,4.3,2.6000001,0.0,,,,False,
2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.30908927277142,,,,,,,,,,,,2.9,1.7,0.0,,,,False,
2006-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.79318496539679,,,,,,,,,,,,2.3,1.4,0.0,,,,False,
2006-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.31217896240642,,,,,,,,,,,,3.1000001,1.9,0.0,,,,False,
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.8656833309832,,,,,,,,,,,,2.9,1.8000001,0.0,,,,False,
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.45329260782322,,,,,,,,,,,,3.4,2.1000001,0.3,,,,False,
2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0745836535308,,,,,,,,,,,,3.2,2.0,0.0,,,,False,
2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.72911553889642,,,,,,,,,,,,3.9,2.4,0.0,,,,False,
2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.41642946368245,,,,,,,,,,,,1.1,0.8,0.4,,,,False,
2006-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.13604870842727,,,,,,,,,,,,2.3,1.5,0.0,,,,False,
2006-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8874786196641,,,,,,,,,,,,1.6,1.0,0.8,,,,False,
2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6702066288407,,,,,,,,,,,,2.1000001,1.4,1.1,,,,False,
2006-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.48370230511517,,,,,,,,,,,,1.8000001,1.2,0.0,,,,False,
2006-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.32741744209733,,,,,,,,,,,,1.8000001,1.2,0.0,,,,False,
2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.20078617850118,,,,,,,,,,,,3.3,2.1000001,0.6,,,,False,
2006-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.10322515256985,,,,,,,,,,,,2.8,1.7,0.7,,,,False,
2006-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.03413369003866,,,,,,,,,,,,2.9,1.8000001,0.0,,,,False,
2006-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.99289402530428,,,,,,,,,,,,2.3,1.5,0.0,,,,False,
2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.97887155537632,,,,,,,,,,,,5.2000003,3.2,0.0,,,,False,
2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.99141512609762,,,,,,,,,,,,2.9,1.9,0.90000004,,,,False,
2006-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.02985735003486,,,,,,,,,,,,1.7,1.1,2.0,,,,False,
2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.09351495535697,,,,,,,,,,,,0.8,0.5,2.0,,,,False,
2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.18168916494076,,,,,,,,,,,,0.6,0.4,0.0,,,,False,
2006-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.29366610486758,,,,,,,,,,,,0.6,0.4,0.0,,,,False,
2006-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.42871724140244,,,,0.603749977317533,,,1.6563147620195526,,0.603749977317533,,,0.90000004,0.7,0.0,,,,False,
2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.58609984547837,,,,0.6090787011513403,,,1.6418239516661834,,0.6090787011513403,,,1.4,0.90000004,0.90000004,,,,False,
