date,rh,es,H,sw_in,vpd,t_dew,vp,Rn,theta_1,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
1999-02-04,,,,,,,,,,,,,,,,,,,,,,,138.10276658758198,,,1.6785910905600758,0.5957377026624999,,,0.5957377026624999,,,,,1.2,0.8,1.1,,,,False,
1999-02-05,,,,,,,,,,,,,,,,,,,,,,,139.87911534800858,,,1.6754414061779457,0.5968576378216786,,,0.5968576378216786,,,,,1.0,0.7,2.8,,,,False,
1999-02-06,,,,,,,,,,,,,,,,,,,,,,,141.68746869299127,,,1.6564743948654037,0.603691794512317,,,0.603691794512317,,,,,1.1,0.8,26.9,,,,False,
1999-02-07,,,,,,,,,,,,,,,,,,,,,,,143.52729940092576,,,1.6534070867692183,0.6048117296714958,,,0.6048117296714958,,,,,1.0,0.7,5.2000003,,,,False,
1999-02-08,,,,,,,,,,,,,,,,,,,,,,,145.3980619818901,,,1.64923521705234,0.6063416483352139,,,0.6063416483352139,,,,,0.90000004,0.6,10.0,,,,False,
1999-02-09,,,,,,,,,,,,,,,,,,,,,,,147.29919278528695,,,1.6311797140663622,0.6130532346476425,,,0.6130532346476425,,,,,0.5,0.4,3.9,,,,False,
1999-02-10,,,,,,,,,,,,,,,,,,,,,,,149.23011014230082,,,1.6261776730634698,0.614938955665375,,,0.614938955665375,,,,,0.8,0.6,0.0,,,,False,
1999-02-11,,,,,,,,,,,,,,,,,,,,,,,151.19021454293306,,,1.6195123991054523,0.6174698017454859,,,0.6174698017454859,,,,,1.3000001,0.90000004,0.0,,,,False,
1999-02-12,,,,,,,,,,,,,,,,,,,,,,,153.1788888472787,,,1.6063531704903715,0.6225281079967799,,,0.6225281079967799,,,,,1.7,1.1,0.0,,,,False,
1999-02-13,,,,,,,,,,,,,,,,,,,,,,,155.19549853061295,,,1.5873737022044878,0.6299713788953639,,,0.6299713788953639,,,,,0.90000004,0.7,10.8,,,,False,
1999-02-14,,,,,,,,,,,,,,,,,,,,,,,157.23939196176687,,,1.5819462052399438,0.6321327467948404,,,0.6321327467948404,,,,,0.8,0.7,5.5,,,,False,
1999-02-15,,,,,,,,,,,,,,,,,,,,,,,159.30990071418128,,,1.5810112071787328,0.6325065853166658,,,0.6325065853166658,,,,,1.1,0.8,0.8,,,,False,
1999-02-16,,,,,,,,,,,,,,,,,,,,,,,161.4063399089456,,,1.59055833582241,0.6287100431830075,,,0.6287100431830075,,,,,1.0,0.8,16.800001,,,,False,
1999-02-17,,,,,,,,,,,,,,,,,,,,,,,163.5280085890471,,,1.6119066299050642,0.620383328319021,,,0.620383328319021,,,,,0.90000004,0.7,5.5,,,,False,
1999-02-18,,,,,,,,,,,,,,,,,,,,,,,165.67419012397872,,,1.6180871877557474,0.6180136692059089,,,0.6180136692059089,,,,,0.6,0.5,18.300001,,,,False,
1999-02-19,,,,,,,,,,,,,,,,,,,,,,,167.84415264378148,,,1.6240903742685404,0.6157292819683025,,,0.6157292819683025,,,,,1.1,0.8,0.3,,,,False,
1999-02-20,,,,,,,,,,,,,,,,,,,,,,,170.0371495015251,,,1.6421131460938676,0.6089714356034011,,,0.6089714356034011,,,,,1.9,1.3000001,0.0,,,,False,
1999-02-21,,,,,,,,,,,,,,,,,,,,,,,172.25241976317002,,,1.6473393821971338,0.6070394545331959,,,0.6070394545331959,,,,,1.4,1.0,5.2000003,,,,False,
1999-02-22,,,,,,,,,,,,,,,,,,,,,,,174.48918872368355,,,1.6534791628594805,0.6047853655867232,,,0.6047853655867232,,,,,0.90000004,0.7,4.6,,,,False,
1999-02-23,,,,,,,,,,,,,,,,,,,,,,,176.74666844823284,,,1.660392844159876,0.6022671101705326,,,0.6022671101705326,,,,,1.0,0.8,2.1000001,,,,False,
1999-02-24,,,,,,,,,,,,,,,,,,,,,,,179.0240583372164,,,1.6682879414039864,0.5994169083056651,,,0.5994169083056651,,,,,2.1000001,1.4,2.4,,,,False,
1999-02-25,,,,,,,,,,,,,,,,,,,,,,,181.3205457138476,,,1.6700121624551216,0.5987980342190311,,,0.5987980342190311,,,,,1.4,1.0,3.9,,,,False,
1999-02-26,,,,,,,,,,,,,,,,,,,,,,,183.6353064329559,,,1.6700364596573063,0.5987893223631784,,,0.5987893223631784,,,,,1.0,0.8,7.2000003,,,,False,
1999-02-27,,,,,,,,,,,,,,,,,,,,,,,185.9675055096283,,,1.6585095881034528,0.6029509911628096,,,0.6029509911628096,,,,,1.1,0.90000004,17.1,,,,False,
1999-02-28,,,,,,,,,,,,,,,,,,,,,,,188.3162977662709,,,1.6457891128620463,0.6076112620899456,,,0.6076112620899456,,,,,1.2,0.90000004,7.3,,,,False,
1999-03-01,,,,,,,,,,,,,,,,,,,,,,,190.68082849664083,,,1.6203659268652688,0.6171445495244289,,,0.6171445495244289,,,,,1.2,0.90000004,0.0,,,,False,
1999-03-02,,,,,,,,,,,,,,,,,,,,,,,193.06023414535815,,,1.5954942203022682,0.6267650407474048,,,0.6267650407474048,,,,,1.7,1.2,3.7,,,,False,
1999-03-03,,,,,,,,,,,,,,,,,,,,,,,195.45364300138831,,,1.5709038081567737,0.6365762147927785,,,0.6365762147927785,,,,,2.3,1.5,1.2,,,,False,
1999-03-04,,,,,,,,,,,,,,,,,,,,,,,197.86017590395178,,,1.5470598858641842,0.6463873888381524,,,0.6463873888381524,,,,,1.3000001,1.0,0.5,,,,False,
1999-03-05,,,,,,,,,,,,,,,,,,,,,,,200.27894695930576,,,1.5245137374997657,0.655946860564222,,,0.655946860564222,,,,,1.4,1.1,0.0,,,,False,
1999-03-06,,,,,,,,,,,,,,,,,,,,,,,202.70906426681952,,,1.487918547614605,0.6720798000691475,,,0.6720798000691475,,,,,2.0,1.5,0.0,,,,False,
