date,rh,H,sw_out,sw_in,LE,g_2,theta_2,Rn,theta_1,wd,lw_in,t_avg,theta_mean,G,lw_out,g_1,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,322.44796191941447,,,1.1962743134109477,0.8359286735403448,,,0.8359286735403448,,,,,7.4,5.8,4.2000003,,,,False,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,324.1642689125559,,,1.2003422512021928,0.8330957266550088,,,0.8330957266550088,,,,,5.4,4.2000003,3.4,,,,False,
2017-05-06,,,,,,,,,,,,,,,,,,,,,,,,,325.8492770223877,,,1.2001015921117637,0.8332627892279901,,,0.8332627892279901,,,,,5.9,4.5,0.0,,,,False,
2017-05-07,,,,,,,,,,,,,,,,,,,,,,,,,327.50260268890565,,,1.1973026577601735,0.8352107076006386,,,0.8352107076006386,,,,,5.4,4.4,0.0,,,,False,
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,329.1238732627646,,,1.1960983641422098,0.8360516408841984,,,0.8360516408841984,,,,,4.9,4.1,0.0,,,,False,
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,330.7127267924961,,,1.1917437740632524,0.8391065443459363,,,0.8391065443459363,,,,,5.4,4.6,0.0,,,,False,
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,332.2688118137345,,,1.1880317678342196,0.8417283334291631,,,0.8417283334291631,,,,,6.1,5.0,0.0,,,,False,
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,333.79178714168205,,,1.1858975847176196,0.8432431374233006,,,0.8432431374233006,,,,,6.0,4.4,1.1,,,,False,
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,335.28132166799753,,,1.1837710555547751,0.8447579414174384,,,0.8447579414174384,,,,,5.0,3.5,0.6,,,,False,
2017-05-13,,,,,,,,,,,,,,,,,,,,,,,,,336.7370941632356,,,1.178658670145247,0.8484220456094971,,,0.8484220456094971,,,,,5.6,4.3,1.1,,,,False,
2017-05-14,,,,,,,,,,,,,,,,,,,,,,,,,338.1587930859052,,,1.167697985416015,0.85638582278082,,,0.85638582278082,,,,,5.7000003,4.3,0.0,,,,False,
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,339.5461163991411,,,1.1598675233786488,0.8621674284723819,,,0.8621674284723819,,,,,5.9,4.6,4.8,,,,False,
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,340.8987713959172,,,1.1481727976197305,0.870949043622261,,,0.870949043622261,,,,,5.0,3.7,1.8000001,,,,False,
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,342.21647453363624,,,1.1406011650016503,0.8767306493138232,,,0.8767306493138232,,,,,6.3,4.8,0.0,,,,False,
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,343.4989512788581,,,1.1337389719388444,0.8820372455662056,,,0.8820372455662056,,,,,5.2000003,4.5,0.0,,,,False,
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,344.7459359628228,,,1.1272114726763172,0.8871449805471894,,,0.8871449805471894,,,,,5.1,4.5,0.0,,,,False,
2017-05-20,,,,,,,,,,,,,,,,,,,,,,,,,345.9571716483408,,,1.1207587072548673,0.8922527155281731,,,0.8922527155281731,,,,,5.2000003,4.0,0.0,,,,False,
2017-05-21,,,,,,,,,,,,,,,,,,,,,,,,,347.13241000850996,,,1.1149695983547327,0.8968854410699773,,,0.8968854410699773,,,,,7.0,5.7000003,0.0,,,,False,
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,348.2714112176239,,,1.109484723199566,0.9013193053403828,,,0.9013193053403828,,,,,6.3,5.4,0.0,,,,False,
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,349.3739438545232,,,1.1040535474247477,0.9057531696107884,,,0.9057531696107884,,,,,10.0,7.3,0.0,,,,False,
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,350.4397848185327,,,1.1014784724536122,0.9078706711102918,,,0.9078706711102918,,,,,9.2,6.5,0.0,,,,False,
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,351.4687192580194,,,1.1014784724536122,0.9078706711102918,,,0.9078706711102918,,,,,5.1,4.0,0.0,,,,False,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,352.46054051149144,,,1.1023784294035703,0.9071295059184341,,,0.9071295059184341,,,,,6.9,5.6,0.0,,,,False,
2017-05-27,,,,,,,,,,,,,,,,,,,,,,,,,353.415050061049,,,1.1039403600261442,0.9058460368061164,,,0.9058460368061164,,,,,8.400001,6.5,0.0,,,,False,
2017-05-28,,,,,,,,,,,,,,,,,,,,,,,,,354.3320574978906,,,1.1055067230446207,0.9045625676937994,,,0.9045625676937994,,,,,6.9,5.8,0.0,,,,False,
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,355.21138049946853,,,1.1073213195082223,0.9030802373100834,,,0.9030802373100834,,,,,8.8,6.9,0.0,,,,False,
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,356.052844817786,,,1.111048111243674,0.9000510327861768,,,0.9000510327861768,,,,,9.400001,7.2000003,0.0,,,,False,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,356.8562842782281,,,1.1148000734131758,0.8970218282622703,,,0.8970218282622703,,,,,6.1,4.9,0.0,,,,False,
