date,lw_in,theta_1,RH_3_1_1,theta_mean,es,sw_out,RH_2_1_1,vpd,H,vp,Rn,rh,RH_1_1_1,theta_2,ws,LE,wd,t_avg,sw_in,t_dew,lw_out,G,t_min,t_max,H_subday_gaps,ppt,LE_subday_gaps,G_subday_gaps,Rn_subday_gaps,rso,flux,energy,flux_corr,ebr,ebr_corr,LE_corr,ebc_cf,ebr_5day_clim,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2020-08-03,413.65382708333334,37.71342062499999,73.74970937500002,36.22503895833332,4.671726897371392,49.638019579375,45.49151604166667,inf,4.593016686874997,-inf,213.00479489583324,56.40608916666667,49.97704208333334,34.736657291666674,30.34899833333333,,78.16214000000002,31.358309375,318.8405891604167,,469.85161041666674,2.9005935416666664,26.535090000000004,36.52492,1.0,0.0,0.0,0.0,0.0,339.8375147296508,,210.10420135416658,,,0.5846509730578653,90.48443391593844,1.7104221938941782,0.6880498941276091,7.855997678157302,,3.2212501750773725,6.5,5.6,0.0,,0.5752232553455244,3.2212501750773725,True,3.2212501750773725,
2020-08-04,425.4780395833332,31.993259375,75.71198083333336,31.68343760416666,4.9230541069306035,47.45884703958334,46.88684812500001,inf,-11.772510467708335,-inf,199.73773366458335,57.9596303472222,51.28006208333335,31.373615833333336,29.757577291666678,119.08279295833334,78.326929375,32.27047666666667,296.20113737916665,,474.48258541666655,5.121734375000002,27.2122,37.6471,4.0,0.0,0.0,0.0,0.0,339.0539604065549,107.310282490625,194.61599928958336,173.66737406092534,0.5513949669212457,0.6179069791944848,192.71961147545528,1.6183665724307223,0.692690294685729,-19.052237414529934,4.243118363086223,6.866920921685709,7.5,6.5,0.0,1.056449372567032,0.632058751575675,4.108381885241887,False,,
2020-08-05,428.77844166666665,29.802889375,82.421555625,29.430173125,6.588754638808744,37.52091165416667,42.92740520833333,inf,20.300904653541668,-inf,141.95872797916667,60.286865138888885,55.51163458333333,29.05745687500001,17.977291860416667,,153.1114172916666,36.577340416666665,218.01256252083328,,467.31136666666674,-1.4358389166666647,26.93567,49.24573,4.0,0.18,0.0,0.0,0.0,338.251020435338,,143.39456689583338,,,0.6179069791944848,112.1818353844314,1.6183665724307223,0.6967757270847662,32.85430548139513,,4.0140588110306785,7.8,6.4,2.4,,0.6271966798775849,4.0140588110306785,True,4.0140588110306785,
2020-08-06,425.84131458333337,30.02675979166668,80.93276479166666,29.443387916666666,9.077825595981519,40.58742698541668,31.092912083333346,5.6844508125000015,32.03331063124998,3.3933747834815216,181.9553002916666,55.87203333333332,55.590423125,28.860016041666665,1.0886182229166663,36.87843906250001,165.24713071458334,43.69990645833335,266.79039036041667,25.62630667788879,470.0889708333335,-1.2132760833333354,39.74925,49.55907,0.0,0.0,0.0,0.0,0.0,337.42859681847983,68.91174969374998,183.16857637499996,111.52447215207806,0.37622037064189096,0.6179069791944848,59.682833022173405,1.6183665724307223,0.7020644661337333,51.84163912990465,1.328828322211003,2.1505313371654893,7.1,6.2000003,0.4,0.3468598770851746,0.5717393725392569,3.544784273319339,False,,6.964923920306728
2020-08-07,426.1439104166666,28.54495208333333,78.00571624999998,28.0839346875,9.006751032453858,41.733986010416665,30.386665208333334,inf,35.34188412083333,-inf,180.64473431250008,54.19001034722222,54.17764958333333,27.622917291666656,0.8187869041666668,80.68027604166666,153.23115633333333,43.52073791666666,266.95159031458337,,470.71677291666674,4.370096750000006,39.13708,49.37666,1.0,0.0,0.0,0.0,0.0,336.58659807566113,116.0221601625,176.2746375625001,185.8070509645245,0.6581897530287821,0.6244228061326462,129.2077663552342,1.6014789821555138,0.7072144330136326,56.59928460929029,2.9066123242875554,4.654878546620707,6.5,5.8,0.0,0.8025652402661269,0.6173468144313489,3.580611641451384,False,,
2020-08-08,424.65379166666685,27.154133333333334,83.32606645833333,26.59170520833333,8.713879976437612,35.157098497916664,31.68319854166666,inf,37.964059524375,-inf,142.80454910416668,57.31971027777778,56.94986583333333,26.02927708333333,0.9482663333333332,50.59082533333332,148.56854514583338,42.94129645833333,219.1505409458334,,465.84267708333334,-0.5097163749999964,38.81812,48.71189,2.0,0.0,0.0,0.0,0.0,335.7249397496997,88.55488485770832,143.3142654791667,141.81878686682145,0.6179069791944848,0.6244228061326462,81.02014346123404,1.6014789821555138,0.7100419988012683,60.798643405587406,1.821561466140181,2.9171924027278835,5.3,4.8,0.5,0.6077483930852242,0.5473435227324482,2.627249013513244,False,,
2020-08-09,434.54590000000013,26.40841708333333,91.11829458333334,25.429192500000006,8.337512282641091,25.67109449791666,34.624502500000006,inf,,-inf,108.78297629166669,62.70837937500002,62.38234104166666,24.449967916666665,0.7922196375,3.9896399374999976,146.07044052083333,42.166522083333334,159.2240793270834,,459.31591249999985,-4.560416458333337,39.31818,48.82094,1.0,0.05,0.0,0.0,0.0,334.8435449110357,,113.34339275,,,0.6244228061326462,6.389324506274483,1.6014789821555138,0.7121404227940394,,0.14354062382070168,0.2298772921343448,5.7000003,5.1,7.3,0.045073979692732254,0.5473435227324482,2.7914519137367404,False,,
2020-08-10,438.32372291666667,26.32025208333333,76.86160770833334,25.02296416666667,9.461987362495512,54.23592597291666,30.026757708333346,inf,48.75144524785418,-inf,220.8814859166666,53.56266027777777,53.79961541666666,23.72567625,0.990371125,81.98465840624998,213.77837989583333,44.38222791666666,314.90107197291667,,478.10735624999984,13.672580324999998,38.51445,50.81612,2.0,0.01,0.0,0.0,0.0,333.9423446597424,130.73610365410417,207.20890559166665,209.37112221095245,0.6309386330708077,0.6244228061326462,131.29670729680876,1.6014789821555138,0.7145907522720163,78.07441491414376,2.9561115106238143,4.734150453172026,6.2000003,5.6,12.1,0.8453840238918086,0.5874402518619031,3.2896653544039887,False,,
2020-08-11,426.0930416666668,26.01719958333333,77.1668827083333,24.307689479166665,9.568037341892023,45.85377203333332,30.44963645833333,inf,54.92423672812499,-inf,188.66643997916665,54.10701499999999,54.70452583333334,22.59817937499999,1.0461898729166668,60.59738485416668,211.2957145833333,44.73207229166668,289.48409658125,,481.0569375,7.6549393541666735,40.1142,50.30667,1.0,0.0,0.0,0.0,0.0,333.0212786240254,115.52162158229166,181.011500625,185.0054489485629,0.6382004523658241,0.6244228061326462,97.0454382175368,1.6014789821555138,0.7152089810838,87.9600107310261,2.1857064388966485,3.5003629230549578,6.4,5.5,0.0,0.6364296223736287,0.533659004760847,2.9351245261846586,False,,
2020-08-12,430.65119166666665,33.004089791666665,86.35441916666666,31.23757458333333,7.202922035231402,28.40476958958333,,,,,114.46511104166667,69.95728888888888,,29.47105937500001,12.005048785416667,,159.8374725000001,38.355576875,175.06303762500005,,462.84435833333305,7.769362854166663,28.66253,48.46881,17.0,0.99,17.0,0.0,0.0,332.08029545415803,,106.69574818750002,,,0.6309386330708077,75.25662478385615,1.5849401947903452,0.7160895758378282,,,2.6975015696029905,6.0,5.3,1.4,,0.5089625419860546,2.6975015696029905,True,2.6975015696029905,
2020-08-13,428.94576666666666,40.562274375,87.03844395833336,41.014412708333346,6.148507199634726,25.53371424166667,,,,,108.45874497916668,87.03844395833336,,41.46655104166667,18.002318125,,113.59460958333332,35.59909875,165.38471698541662,,460.3380333333334,-4.127630020833335,27.85009,45.42351,48.0,0.24000000000000005,48.0,0.0,0.0,331.1193533107975,,112.58637500000002,,,0.6309386330708077,84.97701263871471,1.5849401947903452,0.7164116306978772,,,3.037717904185754,4.5,4.1,10.0,,0.7409068231327158,3.037717904185754,True,3.037717904185754,
2020-08-14,435.88400625000014,39.96104125,85.70066020833332,41.61611083333333,9.092047813483203,32.41951969999999,,,,,154.13684650000005,85.70066020833332,,43.27118041666667,1.0617884354166671,,209.4166482708333,43.77712729166668,219.57702186249998,,468.904675,5.849572291666667,40.31453,49.70844,48.0,0.20999999,48.0,0.0,0.0,330.1384203466182,,148.28727420833334,,,0.6345695427183159,91.27479568797851,1.5758714099581328,0.7172922254519052,,,3.2891239315589744,6.0,5.2000003,5.2000003,,0.6325237981908585,3.2891239315589744,True,3.2891239315589744,
2020-08-15,433.50054999999986,39.71774937499999,82.12482041666667,41.48966416666667,9.494979100259597,39.27088242291666,,,,,197.38115625,82.12482041666667,,43.26157895833333,1.2483834812500003,,228.32514529166664,44.55964708333334,277.24130673124995,,474.08984583333336,0.7954672916666675,40.56369,50.5544,48.0,0.03,48.0,0.0,0.0,329.1374751801932,,196.5856889583333,,,0.6345695427183159,74.12316678681627,1.5758714099581328,0.7171576497505806,,,2.673117893583947,6.0,5.1,0.90000004,,0.5241407732490012,2.673117893583947,True,2.673117893583947,
2020-08-16,431.7827520833334,37.53230604166666,76.07104125,39.02290572916665,9.877636835438333,44.40281278895835,,,,,215.65974083333344,76.07104125,,40.51350541666668,1.308200222916667,,193.4595668958333,45.22640145833334,311.30911872083334,,483.0293375,1.536736104166663,40.14023,50.92246,48.0,0.04,48.0,0.0,0.0,328.11650736106594,,214.12300472916675,,,0.6382004523658241,62.213482971246044,1.5669058150820427,0.7170230740492559,,,2.2450918805083258,6.1,5.4,1.3000001,,0.4157577483071439,2.2450918805083258,True,2.2450918805083258,
2020-08-17,415.21384375,35.70882416666666,76.73252604166667,36.94893416666667,8.870960546407936,42.49971637916666,,,,,195.75713804166676,64.10209,,38.189044166666655,1.4024074125,,195.72712494166663,43.155433125,292.54222092708335,,469.49921666666654,-5.416036250000001,38.23006,49.00814,19.0,0.01,17.0,0.0,0.0,327.0755178249438,,201.17317429166675,,,0.6005890278997521,50.356622327712714,1.665032082748798,0.7158700033167968,,,1.8135108971687288,6.8,5.9,0.0,,0.3073747233652866,1.8135108971687288,True,1.8135108971687288,
2020-08-18,426.09582916666665,33.86799916666664,80.01491541666665,35.16727052083334,9.22335881924503,38.87028771458332,30.92843583333333,5.971284562499998,23.81604341041667,3.2520742567450287,173.42366360416665,55.39224083333334,55.23337125000001,36.466541875,1.1964277166666666,,167.87261637499995,43.99744479166667,259.6885521583333,,473.49042499999985,3.3719636041666656,39.50233,49.66994,0.0,0.0,0.0,0.0,0.0,326.0145193379669,,170.05169999999995,,,0.6005890278997521,47.75650892776697,1.665032082748798,0.7148580801203778,39.65447636248185,,1.7212984215320668,6.4,5.6,0.5,,0.3073747233652866,1.7212984215320668,True,1.7212984215320668,6.926558752435794
2020-08-19,,32.266906458333345,72.9741839583333,33.482120416666675,9.192335121153825,,29.15350645833332,,,-inf,,51.24879354166666,51.618690208333334,34.697334375,1.0904897166666665,39.4967036875,180.59147829166668,43.88591750000001,,,,,38.91692000000001,49.67129,5.0,0.0,1.0,5.0,5.0,324.93353692900484,,,,,0.6005890278997521,65.76327880251024,1.665032082748798,0.7096858699384044,,1.4234320737519437,2.3700600704106387,5.5,4.9,0.0,0.4836857192413824,0.31143056768425553,1.5260098113531857,False,,
2020-08-20,,30.596877291666654,74.33396062499997,31.486402500000004,8.328992684138635,,29.30750875,,,-inf,172.4949437500001,51.782231875,51.70522625000001,32.37592770833334,1.9087345291666664,9.190011099999998,217.44432617708344,42.05425416666665,289.76759635625,,,0.11476810416665788,37.223,47.41006,4.0,0.0,2.0,1.0,1.0,323.8326083089538,,172.3801756458334,,,0.6005890278997521,15.301663322317564,1.665032082748798,0.7041062283496745,,0.3306048566004156,0.5504676929522577,4.8,4.2000003,0.0,0.1310637274891963,0.29518397434220106,1.239772776690057,False,,
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,36.71805,51.25428,,,,,,322.7117842760212,,,,,0.6005890278997521,65.67077964629425,1.665032082748798,0.6977996178347865,,,2.3123325487369786,5.5,5.0,0.0,,0.4624665097473957,2.3123325487369786,True,2.3123325487369786,
2020-08-22,408.1362375,28.33412979166667,68.98394916666668,28.05982947916667,8.8687463264459,45.62206604375001,28.118222083333336,,63.41174867291665,3.017596925733745,158.03580916666672,49.08660854166667,50.157654375,27.78552916666667,1.5960255333333335,29.843615633333357,141.55156243749997,43.10558479166667,267.58198160416674,,472.0603541666666,2.7626357083333315,36.58275,48.86069000000001,1.0,0.0,1.0,0.0,0.0,321.57112910600483,93.25536430625002,155.2731734583334,155.2731734583334,0.6005890278997521,0.6005890278997521,49.69057749472361,1.665032082748798,0.6984430248308696,105.58259596360972,1.0747159910433572,1.7894366049303594,6.4,5.6,0.0,0.3195422563221935,0.3572763368210598,2.0007474521254083,False,,7.435346289487776
2020-08-23,416.2665916666666,27.82151229166666,80.36185333333333,26.684944791666666,8.497882890184725,39.37234573125,31.484995625,5.6871081041666685,,2.810774786018058,122.8795725625,55.97632486111112,56.08212562500001,25.54837729166667,2.2754247687499998,21.385324020833348,77.66050281249998,42.499952291666666,211.74184645833338,,465.7565145833335,-2.269181875000001,38.64154,46.83157,0.0,0.0,0.0,0.0,0.0,320.4107209265951,,125.1487544375,,,0.6005890278997521,35.60725059466605,1.665032082748798,0.6992609306845259,,0.7696607736446756,1.2815098809516454,6.5,5.2000003,1.1,0.2464441943160377,0.3319944603369953,1.7263712887367524,False,,7.458144651535715
2020-08-24,426.91272291666667,27.56272833333333,79.36350583333333,25.68632489583333,8.738449479534646,35.82600067916667,31.24532916666667,inf,49.763902,-inf,119.20114524999998,55.186465138888906,54.95056041666666,23.809921458333324,3.1346095625,113.23660547916668,44.461144166666664,43.08495375,196.50117622916676,,468.38675208333336,-2.746971395833333,39.78518,46.88396,1.0,0.0,0.0,0.0,0.0,319.2306520747585,163.00050747916669,121.94811664583332,271.4010744571479,1.3366381700880172,0.6005890278997521,188.5425810643808,1.665032082748798,0.700078836538182,82.85849339276707,4.077747196918959,6.7895799082090456,7.7000003,6.0,0.0,1.1315966513681743,0.38222714354894505,2.29336286129367,False,,
2020-08-25,447.8385166666667,27.919932083333336,81.54127854166666,25.30827875,9.719401486578574,43.57087629375,32.36122000000001,inf,,-inf,178.46605975000003,57.30390340277778,58.00921166666666,22.69662541666666,3.7195614583333327,-16.003510416666654,95.697721875,45.07908583333335,254.94201806458335,,480.74360208333337,6.990992375000002,41.53092,49.91927,1.0,0.03,0.0,0.0,0.0,318.03102943628426,,171.47506737500004,,,0.6005890278997521,-26.64635828035456,1.665032082748798,0.7002858213725436,,-0.5774332319119367,-0.9614448567787016,7.4,5.7000003,3.9,-0.16867452781061967,0.3153404312377347,1.797440548274709,False,,
2020-08-26,438.9526458333335,29.78555208333334,84.505988125,27.54325208333334,9.11320814825815,13.433405170625,33.74546125000001,inf,,-inf,42.13282077083332,58.829867118055546,,25.300952083333332,5.279644333333335,,109.3503727083333,43.982631875,81.35626605208338,,464.74267916666685,-2.9545395833333323,40.55552,46.8008,1.0,0.4400000000000001,0.0,0.0,0.0,316.8119747666092,,45.08736035416665,,,0.6005890278997521,40.98369870571213,1.665032082748798,0.6999670723482847,,,1.4771629722621968,6.4,4.7000003,17.6,,0.31428997496662,1.4771629722621968,True,1.4771629722621968,
2020-08-27,445.75829791666655,35.58117666666667,89.15267375000002,38.3457528125,8.132160456672253,13.552447725833336,,,,,53.07256981041667,65.81776340277777,,41.110328958333334,8.768870625,,163.9938602083334,41.481657083333346,82.80623862041669,,461.93952083333323,1.2131984166666667,30.26896,45.38453,8.0,0.81,8.0,0.0,0.0,315.5736249920749,,51.85937139375,,,0.6005890278997521,40.29279860292136,1.665032082748798,0.6996483233240259,,,1.4486925755485411,5.7000003,4.3,22.2,,0.3369052351834808,1.4486925755485411,True,1.4486925755485411,
