date,Rn,ws,g_1,t_avg,rh,theta_1,LE,wd,G,H,g_2,t_min,t_max,Rn_subday_gaps,G_subday_gaps,LE_subday_gaps,H_subday_gaps,rso,flux,energy,ebr_5day_clim,ebr_corr,ebc_cf,H_corr,ebr,flux_corr,LE_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2018-04-17,127.53877562500004,3.5023726874999994,4.6897470499999985,29.868471875000008,28.939182708333345,0.3331733375,125.1448490625,244.94519441666668,12.155312400000001,-12.935276329166674,19.620877749999995,24.74384,34.33003,0.0,0.0,0.0,0.0,318.6370189085453,112.20957273333332,115.38346322500004,0.8907755030614428,0.8849311016237915,1.1300314772133837,-14.61726941841153,0.9724926744010312,126.80034923333125,141.41761865174274,4.4487148900720666,5.027187858929313,9.8,6.7000003,0.0,0.7503265140685337,0.7544344467009635,5.054711008741882,False,
2018-04-18,153.58031250000005,0.8584099812499999,-8.755552166666664,29.83998458333333,40.3501,0.5276924687499999,96.28995792708332,138.71376991666662,-10.829216021354165,19.211161278687502,-12.902879876041672,22.41288,36.34211,0.0,0.0,0.0,0.0,319.9857465476902,115.50111920577082,164.4095285213542,0.8905138598353732,0.9070777597888758,1.102441316864336,21.179177938569392,0.7025208346775902,127.33320595651465,106.15402801794524,3.422871328523806,3.773514774874964,7.6,5.6,0.0,0.6738419355602747,0.7918486902714149,4.434352590003347,False,
2018-04-19,144.907768625,4.528570460416666,-12.235958004166667,29.38001125,38.41797833333332,0.6673908083333333,159.12875579166666,275.9931771666666,-14.249204106249996,-15.597565804166667,-16.262450208333338,25.46263,32.668620000000004,0.0,0.0,0.0,0.0,321.3125815653968,143.5311899875,159.15697273125,0.8902637663922339,0.9123339560961156,1.0960898619613022,-17.096333749221372,0.901821563481636,157.3230822205403,174.4194159697617,5.6541098160002665,6.197412447733776,9.1,6.3,0.0,0.983716231762666,0.8352421428215973,5.262025659085858,False,
2018-04-20,157.54297166666666,1.78238923125,1.756860381250002,29.665201458333332,47.77179625,0.64694448125,129.8220145,234.14487291666674,2.2585101593750005,4.9712088125,2.760159937500001,22.80359,36.19181,0.0,0.0,0.0,0.0,322.6173494494631,134.7932233125,155.28446150729167,0.8902628344606093,0.901821563481636,1.1088668096816503,5.512408456178181,0.8680406397659468,149.46773150123815,143.95532304505997,4.614070134142545,5.116389229294028,7.3,5.5,0.0,0.9302525871443688,0.8684310348391394,4.776370691615266,False,
2018-04-21,149.22065002083338,0.9837869770833332,6.930730145833332,31.886867291666665,50.19261937500002,0.6385958291666666,111.29408860625006,140.83192766666667,7.411043572916671,4.426456187500003,7.8913569999999975,24.56179,38.38554,0.0,0.0,0.0,0.0,323.89989105544066,115.72054479375008,141.80960644791668,0.8906605609474083,0.8680406397659468,1.1520197951441926,5.099365150338497,0.8160275434954506,133.3123583072703,128.21299315693182,3.9641131930577775,4.5667368685948135,5.8,4.8,0.0,0.9514034764852084,0.8901959957754542,4.272940949513592,False,
2018-04-22,168.19287229166662,0.9249564770833332,6.0221799583333295,33.27089062500001,47.993947083333346,0.6277600437500002,138.66392288541664,135.13202562499995,7.116347302083333,0.03934886458333331,8.210514645833333,26.00212,39.85979,0.0,0.0,0.0,0.0,325.16006229262007,138.70327174999997,161.07652498958328,0.8912571506776068,0.8680406397659468,1.1520197951441926,0.04533067091644821,0.8611017139770667,159.7889147072643,159.7435840363478,4.94564414591973,5.6974799558385225,7.3,5.6,0.0,1.0174071522975054,0.944122590939272,5.287086419221377,False,
2018-04-23,155.5240601041666,0.8472480770833334,5.646991110687503,33.864670000000004,46.03017875,0.6118363520833331,137.85791331666664,166.75646018750004,6.749698329302082,-1.3237738020833332,7.852405547916662,26.913190000000004,40.16113,0.0,0.0,0.0,0.0,326.39773379117537,136.5341395145833,148.77436177486456,0.8928686488699994,0.8611017139770667,1.1613029956489351,-1.5373024819209553,0.9177262660430432,158.55750522663524,160.09480770855615,4.919743821850527,5.7133132381403575,10.400001,7.4,0.0,0.772069346555417,0.9375236508020398,6.937675105344317,False,
2018-04-24,175.16700658333335,0.9191336729166668,4.138205450000002,34.13217583333334,47.08106333333333,0.5933944354166668,166.15930179166662,177.20295479166663,5.357117610416672,-2.2048573885416656,6.576029770833326,27.36853,40.43644000000001,0.0,0.0,0.0,0.0,327.61279055145843,163.95444440312497,169.80988897291667,0.8931707163363247,0.8645711768715068,1.1566427689835197,-2.5502323550966044,0.965517646791904,189.636722561585,192.1869549166816,5.931284512914431,6.860377342646411,10.7,7.6,0.0,0.9026812406227376,0.9520750999495924,7.235770668819946,False,
2018-04-25,170.3260323541666,0.91072584375,2.3907579791666693,34.67673729166667,46.17181687499998,0.57211944375,163.597668625,186.65442375000006,4.528307895833326,-10.264213364583334,6.665857812500003,27.69792,40.47074,0.0,0.0,0.0,0.0,328.80513157646703,153.33345526041668,165.79772445833328,0.8934727838026499,0.8550279956889051,1.1695523480424632,-12.00453484135727,0.9248224350567068,179.3315026332843,191.3360374746416,5.842947237490726,6.8336326610955025,8.7,6.5,0.0,1.0513281017070004,0.9678620766387496,6.2911034981518705,False,
2018-04-26,,,,,,,,,,,,29.79943,40.33143,,,,,329.9746694885358,,,,0.8550279956889051,1.1695523480424632,,,,191.06221972249702,,6.727488113858514,9.7,7.0,0.0,,0.9610697305512164,6.727488113858514,True,6.727488113858514
