date,lw_out,es,theta_2,rh,H,LE,theta_mean,Rn,t_avg,sw_out,G,ws,vpd,sw_in,t_dew,vp,wd,theta_1,lw_in,t_min,t_max,G_subday_gaps,LE_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,ASCE_ETo,rso,flux,energy,H_corr,ebr,flux_corr,ebr_5day_clim,ebc_cf,LE_corr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2009-09-06,468.76672916666666,2.8625081086749433,21.466520833333334,,64.11687500000001,27.603791666666666,20.50820833333333,81.4991875,22.726250000000004,44.76166666666666,9.887375,2.3268541666666667,,223.831375,,2.2168636909184842,106.50552083333334,19.549895833333327,390.6919791666666,16.77,30.32,0.0,0.0,0.0,0.0,0.0,4.190351545466739,292.8137513266256,91.72066666666667,71.61181250000001,53.18286049467466,1.2808035918189706,76.07930704376795,1.0520317354003308,0.8294674451098039,22.89644654909329,1.2055928245232352,0.9745128837688276,0.8083267119263167,8.0,5.8,0.0,0.1393666744700546,0.12163067915837655,0.7054579391185839,False,
2009-09-07,482.42685416666654,3.426628312403994,20.990354166666673,,87.63324999999998,23.458,20.259499999999992,78.94833333333334,25.62002083333334,48.81841666666667,11.712895833333334,3.657666666666668,,245.8591041666666,,2.122904309686794,146.002375,19.528645833333336,400.47381249999984,18.28,32.66,0.0,0.0,0.0,0.0,0.0,5.6488345146124646,290.966550539028,111.09125,67.2354375,71.10312452359533,1.6522722857272991,90.136277979327,1.0554678156578476,0.8113715344757308,19.033153455731696,1.2324809997754629,0.8304699677092819,0.6738196920362908,7.5,5.4,0.0,0.12478142445116495,0.1237839775369078,0.6684334786993023,False,
2009-09-08,483.83025000000015,3.413655483519709,23.67320833333334,67.3698125,68.83783333333335,21.424312500000006,21.58803125,80.82241666666665,25.67772916666665,48.2681875,11.162416666666665,3.0570416666666667,1.2963749999999996,238.32718750000006,18.04368348841764,2.117280483519709,142.04127083333333,19.502854166666665,394.9464375,19.51,33.63,0.0,0.0,0.0,0.0,0.0,5.636743022014724,289.1035115157346,90.26214583333336,69.66,59.078217654878024,1.29575288305101,77.46505721230827,1.0580528159206344,0.8582230845181259,18.386839557430246,1.165198207831334,0.7585148552707751,0.6509749587433046,9.0,6.2000003,0.0,0.10499595600718027,0.1240919018535374,0.7693698287195025,False,
2009-09-09,460.1897500000002,2.752791157040994,23.660666666666675,83.5575,70.89020833333333,17.272020833333332,21.54513541666667,71.29772916666667,22.5825,35.406625,2.0354791666666654,3.6523541666666666,0.4721041666666668,176.30310416666663,19.19484112029151,2.2806869903743268,170.8987291666666,19.42960416666666,401.4569375,18.95,25.74,0.0,0.0,0.0,0.0,0.0,3.1284872755991806,287.22514144398286,88.16222916666666,69.26225000000001,62.27671399215822,1.2728756164673636,77.45010290993798,1.060549547442104,0.8784952880844482,15.173388917779755,1.138310032579107,0.6096797551948234,0.5356007921791323,6.6,5.0,0.0,0.10712015843582644,0.12259359623446466,0.6129679811723232,False,
2009-09-10,460.28960416666666,2.654856503639666,23.586020833333336,86.54708333333332,57.09933333333333,19.410729166666673,21.454791666666672,74.1657291666667,21.850000000000005,34.93241666666667,3.9518749999999976,2.1549375,0.42772916666666666,174.74058333333335,18.850275674647538,2.2271273369729987,129.7809791666666,19.323562500000005,403.70043750000013,17.59,27.45,0.0,0.0,0.0,0.0,0.0,3.1737052468251803,285.33196276066394,76.5100625,70.21385416666668,50.1614952860966,1.089671880401096,67.21372939729665,1.0608309655379535,0.8784952880844482,17.052234111200036,1.138310032579107,0.6846895897042073,0.6014965783556202,5.5,4.4,0.0,0.13670376780809548,0.2362107382497328,1.0393272482988245,False,
2009-09-11,454.3290833333333,2.546408379273233,21.579395833333336,,63.38529166666666,,20.410875,70.25272916666667,21.03191666666667,35.34354166666667,2.598020833333332,1.4571458333333336,,178.51043749999997,,,199.09237500000003,19.24235416666668,401.21935416666656,15.21,27.15,0.0,1.0,0.0,0.5,0.0,,283.42451299605574,,67.65470833333333,56.501558501007956,,,1.060087629180065,0.8913985723713449,33.262887265554035,1.1218326245909818,,1.172382936149682,4.4,3.5,0.5,,0.33496655318562346,1.172382936149682,True,1.172382936149682
2009-09-12,428.14235416666685,2.1836448826230868,23.42425,,18.5304375,52.8925625,21.21428125,23.7864375,18.84895833333333,,-15.046833333333336,2.5503124999999995,,76.66952083333331,,,121.75018749999998,19.0043125,408.2602708333332,16.27,21.34,0.0,0.0,0.0,15.9,0.0,,281.503344590946,71.423,38.833270833333344,16.51800553291643,1.8392218442411652,63.66636023447857,1.0598495785645214,0.8913985723713449,47.14835470156213,1.1218326245909818,1.8603386311304864,1.6583031999169775,2.5,2.1000001,19.0,0.7896681528334107,0.425025158073418,0.8925528744566936,False,
2009-09-13,437.7558333333334,2.3138090733894745,23.16654166666667,,34.62833333333334,56.20079166666665,21.176979166666655,74.30341666666669,19.73125,25.923666666666666,-5.489541666666668,2.044583333333333,,157.24672916666663,,,131.77185416666666,19.187416666666664,398.3487708333335,17.61,22.9,0.0,0.0,0.0,2.1,0.0,,279.5690246872764,90.829125,79.79295833333335,29.718835045055176,1.138310032579107,77.95165182158242,1.0592237037078462,0.8582230845181259,48.23281677652725,1.165198207831334,1.978373401438713,1.6978857229113489,2.9,2.4,1.0,0.7074523845463954,0.4507625810379626,1.0818301944911102,False,
2009-09-14,435.5946458333331,2.1802804599069745,23.06241666666666,,55.3464375,61.48664583333335,21.458833333333327,94.16670833333328,18.669374999999995,34.68829166666667,-3.840520833333333,1.4711875,,202.83104166666658,,,148.19541666666666,19.85525,385.2729583333333,14.86,23.43,0.0,1.0,0.0,0.0,0.0,,277.6221348925136,116.83308333333336,98.00722916666662,47.499590308339684,1.1920863830835615,100.26884915209659,1.058179695014347,0.8582230845181259,52.76925884375692,1.165198207831334,2.162236755066755,1.8556814973918545,3.6000001000000004,3.0,0.0,0.6185604991306181,0.4504909112780069,1.3514727338340211,False,
2009-09-15,441.42439583333334,2.4165058044455803,23.02204166666667,84.15166666666669,40.821166666666656,36.46006250000001,21.479312499999995,76.04635416666669,20.313749999999995,31.24079166666668,-4.715145833333333,1.7702708333333337,0.4474791666666667,178.8948958333334,16.9303718108636,1.9690266377789132,149.93295833333332,19.93658333333333,382.6847708333333,16.5,25.14,0.0,0.0,0.0,0.0,0.0,2.9830004675453545,275.6632710180144,77.28122916666666,80.76150000000003,35.30269063932182,0.9569068079055816,66.83384009514756,1.056488643520625,0.8648133682114708,31.531149455825748,1.1563188506996718,1.284182231351376,1.110577960892306,2.5,2.0,0.0,0.5552889804461529,0.4210498604802005,0.8420997209604009,False,
