date,rh,sw_in,sw_out,H,Rn,theta_1,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2008-11-27,,37.27770833333333,11.039166666666665,3.2904166666666668,0.5345833333333326,,1.3995833333333332,3.042604166666667,,,,1.69,6.7,0.0,4.0,48.0,48.0,150.20827461841077,,,,,,11.063910879692124,,,,,0.3833168695070328,1.3000001,1.0,0.6,,0.3833168695070328,0.3833168695070328,True,0.3833168695070328
2008-11-28,,128.52958333333336,25.223749999999992,-1.2341666666666673,18.879999999999995,,1.581041666666667,5.431666666666667,,,189.88124999999997,2.36,11.88,0.0,0.0,48.0,48.0,149.3416734629125,,,,,,12.11493843571222,,,,,0.4206819574893652,1.5,1.1,0.0,,0.3824381431721501,0.4206819574893652,True,0.4206819574893652
2008-11-29,,142.889375,24.793333333333337,18.769791666666666,23.209583333333345,,1.258541666666667,12.846666666666673,,,173.1939583333333,11.47,13.97,0.0,0.0,48.0,48.0,148.5132725491703,,,,,,15.275345401119731,,,,,0.5341831835721745,2.0,1.4,0.0,,0.3815594168372675,0.5341831835721745,True,0.5341831835721745
2008-11-30,,137.85375,24.24229166666667,22.54104166666667,10.355208333333339,,1.5110416666666666,13.513958333333333,,,122.426875,12.58,15.04,0.0,0.0,48.0,48.0,147.7233301290671,,,,,,16.318337419924582,,,,,0.5710210357535772,2.3,1.5,0.0,,0.3806806905023848,0.5710210357535772,True,0.5710210357535772
2008-12-01,,135.92,23.677291666666655,24.71479166666667,5.330208333333325,,1.8054166666666664,13.645000000000005,,,86.626875,11.45,15.95,0.0,0.0,48.0,48.0,146.97209093970517,,,,,,15.193387727366318,,,,,0.5317227498345031,2.2,1.4,0.0,,0.3798019641675022,0.5317227498345031,True,0.5317227498345031
2008-12-02,,138.78208333333336,24.926041666666674,28.100625,3.823125000000008,,1.6937499999999994,9.722708333333333,,,207.05916666666675,7.94,11.92,0.0,0.0,48.0,48.0,146.25978639756784,,,,,,20.64905740699986,,,,,0.7199541518819772,3.0,1.9,0.0,,0.3789232378326196,0.7199541518819772,True,0.7199541518819772
2008-12-03,,134.391875,23.703125,21.920416666666654,-6.113125000000008,,1.7231249999999996,9.588125,,,106.234375,8.07,10.96,0.0,0.0,48.0,48.0,145.58663479387218,,,,,,13.0129349550382,,,,,0.4536534137972844,1.8000001,1.2,0.0,,0.3780445114977371,0.4536534137972844,True,0.4536534137972844
2008-12-04,,133.13000000000002,23.23854166666666,38.74583333333333,4.821458333333324,,1.6354166666666663,6.6762500000000005,,,115.01750000000004,5.7,8.7,0.0,0.0,48.0,48.0,144.9528414895834,,,,,,11.933809675059464,,,,,0.41488236367913983,1.7,1.1,0.0,,0.3771657851628544,0.41488236367913983,True,0.41488236367913983
2008-12-05,,141.35666666666663,20.399999999999995,34.99250000000001,3.90166666666666,,1.24625,7.885625,,,194.7939583333334,6.13,9.05,0.0,0.0,48.0,48.0,144.35859910858352,,,,,,15.135689017098628,,,,,0.5268018823591604,2.1000001,1.4,0.0,,0.3762870588279717,0.5268018823591604,True,0.5268018823591604
2008-12-06,,135.67479166666672,21.91770833333333,27.27666666666667,10.291666666666666,,1.2820833333333332,9.162916666666666,,,197.11750000000004,7.74,11.36,0.0,0.0,48.0,48.0,143.80408772750226,,,,,,12.92742761806608,,,,,0.4504899989917069,1.9,1.2,0.0,,0.3754083324930891,0.4504899989917069,True,0.4504899989917069
2008-12-07,,43.70458333333333,13.410833333333334,-0.060416666666666785,-27.75354166666666,,1.4077083333333336,6.068541666666667,,,176.08874999999995,3.37,8.86,0.0,0.0,48.0,48.0,143.2894750607586,,,,,,15.091033443323017,,,,,0.524341448621489,2.2,1.4,0.0,,0.3745296061582065,0.524341448621489,True,0.524341448621489
2008-12-08,,115.58041666666666,22.186875,22.867083333333305,6.077916666666662,,1.7527083333333329,3.7575,,,219.3979166666666,2.7,4.88,0.0,0.0,48.0,48.0,142.8149166393959,,,,,,16.16642400239484,,,,,0.5604763197349858,2.4,1.5,0.0,,0.37365087982332384,0.5604763197349858,True,0.5604763197349858
2008-12-09,,132.9525,21.54833333333333,18.806041666666676,13.40166666666668,,1.7354166666666666,4.112708333333333,,,106.87020833333334,-0.16,7.93,0.0,0.0,48.0,48.0,142.38055598234422,,,,,,9.673786881572367,,,,,0.3354949530504832,1.3000001,0.90000004,0.0,,0.3727721534884412,0.3354949530504832,True,0.3354949530504832
2008-12-10,,130.386875,23.707291666666674,17.567708333333336,5.716875000000003,,1.1931249999999998,12.175208333333332,,,211.5025,8.17,14.76,0.0,0.0,48.0,48.0,141.98652475880118,,,,,,14.897930456452873,,,,,0.5206507980149819,2.2,1.4,0.0,,0.37189342715355855,0.5206507980149819,True,0.5206507980149819
2008-12-11,,119.01770833333332,22.43479166666667,18.271666666666665,-2.8056249999999983,,1.7847916666666668,12.353125,,,91.070625,9.69,14.51,0.0,0.0,48.0,48.0,141.632942940488,,,,,,13.798761578908035,,,,,0.4823191481657488,2.0,1.3000001,0.0,,0.371014700818676,0.4823191481657488,True,0.4823191481657488
2008-12-12,,131.55062499999997,21.660416666666674,39.270208333333336,17.719791666666666,,1.613125,7.067708333333335,,,126.5897916666667,3.26,9.73,0.0,0.0,48.0,48.0,141.31991894260776,,,,,,14.89985105693725,,,,,0.5181903642773106,2.3,1.4,0.0,,0.3701359744837933,0.5181903642773106,True,0.5181903642773106
2008-12-13,,22.948750000000004,8.484166666666665,,5.545625000000001,,,,,,,-3.48,2.94,0.0,32.0,48.0,48.0,141.0475497524186,,,,,,10.486991323643911,,,,,0.36925724814891053,1.6,1.0,4.1,,0.36925724814891053,0.36925724814891053,True,0.36925724814891053
2008-12-14,,75.24541666666667,18.353958333333328,,0.4587500000000016,,,,,,,,,0.0,48.0,48.0,48.0,140.81592104441478,,,,,,6.277221175394622,,,,,0.2210271130884168,0.8,0.6,12.5,,0.36837852181402797,0.2210271130884168,True,0.2210271130884168
2008-12-15,,23.455625,10.580625,,6.34208333333333,,,,,,,,,0.0,48.0,48.0,48.0,140.6251072812102,,,,,,6.2622475566028974,,,,,0.22049987728748724,0.90000004,0.6,25.2,,0.3674997954791454,0.22049987728748724,True,0.22049987728748724
2008-12-16,,40.71395833333333,32.23583333333333,,-22.29875,,,,,,,-6.52,-5.67,0.0,27.0,48.0,48.0,140.47517179931216,,,,,,6.247273937811174,,,,,0.21997264148655768,0.8,0.6,4.5,,0.3666210691442628,0.21997264148655768,True,0.21997264148655768
2008-12-17,,71.70354166666667,24.02708333333333,-4.745902777777778,-47.17,,1.7924999999999998,-4.071666666666666,,,215.75541666666663,-6.09,-2.39,0.0,1.0,4.0,48.0,140.36616687908364,,,,,,8.502199587822838,,,,,0.2925938742475041,1.2,0.8,0.0,,0.3657423428093801,0.2925938742475041,True,0.2925938742475041
2008-12-18,,105.698125,29.342916666666657,20.282083333333333,15.28666666666667,,1.3164583333333335,-4.036875,,14.791041666666667,171.6883333333334,-5.94,-2.27,0.0,0.0,0.0,48.0,140.29813379829903,35.073125,,,,,8.481494838030306,,,,0.5090341320236688,0.29189089317959804,1.2,0.8,0.3,,0.3648636164744975,0.29189089317959804,True,0.29189089317959804
2008-12-19,,88.56770833333331,22.25645833333333,26.836458333333336,4.37729166666666,,1.6272916666666666,-2.5812500000000003,,16.158958333333334,206.6658333333333,-4.36,-0.92,0.0,0.0,0.0,48.0,140.2711028688142,42.99541666666667,,,,,7.3932999804488135,,,,0.5568733424178374,0.2547894230977304,0.90000004,0.7,0.4,,0.3639848901396149,0.2547894230977304,True,0.2547894230977304
2008-12-20,,128.24541666666667,26.598749999999995,15.21625,28.946041666666684,,1.8158333333333336,1.2987499999999998,,27.11729166666668,238.04729166666664,-1.47,5.62,0.0,0.0,0.0,48.0,140.28509345598948,42.333541666666676,,,,,8.398288014297549,,,,0.9379488517749721,0.2904849310437858,1.1,0.8,0.0,,0.36310616380473226,0.2904849310437858,True,0.2904849310437858
2008-12-21,,66.06125,14.800625000000005,,13.871250000000002,,,,,,,-1.58,5.88,0.0,4.0,3.0,48.0,140.34011398062214,,,,,,7.201140151161313,,,,,0.2535592062288947,0.90000004,0.7,2.8,,0.3622274374698496,0.2535592062288947,True,0.2535592062288947
2008-12-22,,40.72708333333333,13.638333333333335,,26.804166666666678,,,,,,,-1.06,1.46,0.0,45.0,45.0,48.0,140.43616190327018,,,,,,7.183670929237633,,,,,0.25294409779447685,0.90000004,0.7,26.1,,0.36134871113496697,0.25294409779447685,True,0.25294409779447685
2008-12-23,,59.31062499999998,26.84958333333333,,12.656874999999998,,,,,,,,,0.0,48.0,48.0,48.0,140.57322369096806,,,,,,6.142458606269103,,,,,0.2162819908800506,0.7,0.6,4.7000003,,0.3604699848000844,0.2162819908800506,True,0.2162819908800506
2008-12-24,,16.471875,6.218750000000001,,-3.0537499999999995,,,,,,,,,0.0,48.0,48.0,48.0,140.7512747664619,,,,,,8.169979983303174,,,,,0.2876730067721614,1.2,0.8,5.1,,0.3595912584652017,0.2876730067721614,True,0.2876730067721614
2008-12-25,,15.340208333333335,6.571875,,9.018333333333334,,,,,,,,,0.0,48.0,48.0,48.0,140.97027944021127,,,,,,7.1312632634665984,,,,,0.25109877249122337,1.0,0.7,47.9,,0.3587125321303191,0.25109877249122337,True,0.25109877249122337
2008-12-26,,26.830833333333345,24.851666666666667,,-5.8620833333333335,,,,,,,,,0.0,48.0,48.0,48.0,141.23019082552563,,,,,,7.11379404154292,,,,,0.2504836640568055,1.1,0.7,0.3,,0.35783380579543644,0.2504836640568055,True,0.2504836640568055
2008-12-27,,41.00416666666667,35.18999999999999,,-22.265625,,,,,,,,,0.0,48.0,48.0,48.0,141.53095073732408,,,,,,6.082564131102207,,,,,0.2141730476763323,0.90000004,0.6,0.0,,0.3569550794605538,0.2141730476763323,True,0.2141730476763323
2008-12-28,,116.17083333333332,21.136875,,15.458541666666665,,,,,,,4.05,9.36,0.0,6.0,6.0,48.0,141.87248957511994,,,,,,7.078855597695563,,,,,0.24925344718796985,1.0,0.7,0.0,,0.3560763531256712,0.24925344718796985,True,0.24925344718796985
2008-12-29,,129.48833333333332,20.261875,23.170000000000005,8.784166666666666,,1.6106249999999998,9.685416666666663,,22.68375,200.38645833333337,8.07,11.27,0.0,0.0,0.0,48.0,142.25472619094484,45.85375000000001,,,,,10.187810937645548,,,,0.7908680496752144,0.3551976267907886,1.5,1.0,0.0,,0.3551976267907886,0.3551976267907886,True,0.3551976267907886
