date,H,G,Rn,LE,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,rso,flux,energy,ebr_5day_clim,ebc_cf,ebr_corr,flux_corr,H_corr,ebr,LE_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2005-03-24,,,,,,,,,268.87102456106027,,,0.9999999999999978,1.0000000000000022,0.9999999999999978,,,,14.760250647465815,,0.5197228993394054,3.9,2.8,0.0,,0.1856153211926448,0.5197228993394054,True,0.5197228993394054
2005-03-25,99.76532710060614,-1.4590823935888908,118.00140000000003,19.69515529297682,0.0,0.0,0.0,0.0,271.05147341745584,119.46048239358295,119.46048239358892,0.999999999999994,1.0000000000000062,0.999999999999994,119.4604823935837,99.76532710060677,0.9999999999999499,19.695155292976946,0.6934857311222675,0.6934857311222717,4.6,3.3,0.0,0.21014719124917328,0.2150942983976856,0.7098111847123625,False,
2005-03-26,115.24175769423195,3.773413647666669,137.8597083333333,18.84453699142225,0.0,0.0,0.0,0.0,273.22179596001513,134.08629468565422,134.08629468566662,0.99999999999999,1.00000000000001,0.99999999999999,134.08629468565556,115.24175769423313,0.9999999999999076,18.84453699142244,0.6635346266001362,0.6635346266001428,4.2000003,3.1000001,0.0,0.21404342103090346,0.21404750821073615,0.6635472968580329,False,
2005-03-27,79.35082390480929,5.554176563494445,103.74221388888887,18.837213420581705,0.0,0.0,0.0,0.0,275.38126170356315,98.18803732539101,98.18803732539442,0.999999999999984,1.000000000000016,0.999999999999984,98.18803732539257,79.35082390481057,0.9999999999999653,18.83721342058201,0.6632767564892775,0.6632767564892882,7.5,5.0,0.0,0.13265535129785766,0.21134952004591775,1.0567476002295888,False,
2005-03-28,45.95822881733682,-1.883293356369445,75.10822222222221,31.033286761236376,0.0,0.0,0.0,0.0,277.5291529885325,76.99151557857319,76.99151557859165,0.9999999999999828,1.000000000000017,0.9999999999999828,76.99151557857452,45.9582288173376,0.9999999999997602,31.033286761236905,1.092712458399214,1.0927124583992325,5.3,3.6000001000000004,0.0,0.3035312300128082,0.20333494064657776,0.7320058066611742,False,
2005-03-29,107.4590482341992,2.100532558002778,129.82386111111109,20.264280318885945,0.0,0.0,0.0,0.0,279.66476540675455,127.72332855308514,127.72332855310832,0.9999999999999843,1.0000000000000713,0.9999999999999288,127.72332855309423,107.45904823420686,0.9999999999998184,20.26428031888739,0.7135251813739396,0.7135251813739906,5.1,3.4,0.0,0.2098603474629384,0.19127526704240855,0.6503359079441892,False,
2005-03-30,127.0775053343733,-1.0626301311194446,146.24420402777776,20.229328824546943,0.0,0.0,0.0,0.0,281.7874082016205,147.30683415892025,147.3068341588972,0.9999999999999876,1.00000000000005,0.9999999999999499,147.3068341589276,127.07750533437964,1.0000000000001563,20.229328824547952,0.7122945049844958,0.7122945049845313,5.1,3.6000001000000004,0.0,0.19785957922182595,0.17229006080795162,0.620244236137632,False,
2005-03-31,131.76954817846052,0.8036405794555525,150.2094444444445,17.63625568651241,0.0,0.0,0.0,0.0,283.89640464200363,149.40580386497294,149.40580386498894,0.999999999999992,1.0000000000000424,0.9999999999999576,149.40580386497928,131.76954817846612,0.9999999999998928,17.63625568651316,0.6209898570021242,0.6209898570021506,5.6,4.0,0.0,0.15524746425053765,0.17264987908435472,0.6905995163374189,False,
2005-04-01,75.64062236566582,6.584553975280558,97.93645972222221,15.711283381256692,0.0,0.0,0.0,0.0,285.991092369405,91.35190574692251,91.35190574694168,0.9999999999999968,1.00000000000005,0.9999999999999499,91.35190574692707,75.64062236566961,0.9999999999997904,15.711283381257475,0.553209694487924,0.5532096944879517,6.3,4.4,0.0,0.125729476019989,0.15028756309603078,0.6612652776225355,False,
2005-04-02,72.68371874146581,1.8979965180750016,85.4133027777778,10.831587518260626,0.0,0.0,0.0,0.0,288.07082371786,83.51530625972646,83.5153062597028,0.9999999999999992,1.0000000000000924,0.9999999999999076,83.51530625973416,72.68371874147253,1.000000000000283,10.831587518261626,0.3813908180756703,0.3813908180757055,6.6,4.7000003,0.0,0.08114697738970474,0.14029699783743094,0.6593959319250248,False,
