date,rh,H,sw_in,t_dew,vp,theta_1,lw_out,LE,wd,es,ws,sw_out,vpd,Rn,lw_in,t_avg,theta_mean,G,theta_2,t_min,t_max,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2012-02-04,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,166.79976125622855,,,1.5810578941816584,0.6324879080519636,,,0.6324879080519636,,,,,3.2,2.1000001,0.0,,,,False,
2012-02-05,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,168.43896441575617,,,1.5810578941816584,0.6324879080519636,,,0.6324879080519636,,,,,3.1000001,2.1000001,0.0,,,,False,
2012-02-06,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,170.10477966401768,,,,,,,,,,,,3.9,2.5,0.0,,,,False,
2012-02-07,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,171.7965980192943,,,,,,,,,,,,2.2,1.5,8.5,,,,False,
2012-02-08,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,173.51379616227138,,,,,,,,,,,,2.0,1.6,0.0,,,,False,
2012-02-09,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,175.25573670988624,,,,,,,,,,,,2.8,2.0,0.0,,,,False,
2012-02-10,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,177.02176851559398,,,,,,,,,,,,2.4,1.8000001,0.0,,,,False,
2012-02-11,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,178.81122699576056,,,,,,,,,,,,2.6000001,1.9,0.0,,,,False,
2012-02-12,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,180.62343448181468,,,0.9739197725349272,1.0267786199649598,,,1.0267786199649598,,,,,2.8,2.0,0.6,,,,False,
2012-02-13,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,182.45770059770902,,,1.0094503640398933,0.9906381092359291,,,0.9906381092359291,,,,,1.7,1.2,7.3,,,,False,
2012-02-14,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,184.3133226621661,,,1.0345806516065992,0.966575199765336,,,0.966575199765336,,,,,2.4,1.8000001,0.0,,,,False,
2012-02-15,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,186.1895861151127,,,1.0476209238252667,0.9545437450300396,,,0.9545437450300396,,,,,3.1000001,2.1000001,0.4,,,,False,
2012-02-16,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,188.08576496763303,,,1.0556040798226152,0.947324872188862,,,0.947324872188862,,,,,4.0,2.7,0.0,,,,False,
2012-02-17,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,190.0011222747028,,,1.060994122089675,0.9425122902947431,,,0.9425122902947431,,,,,2.9,2.1000001,0.0,,,,False,
2012-02-18,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,191.93491062990344,,,1.0678208535697444,0.9364866743864216,,,0.9364866743864216,,,,,3.5,2.4,0.0,,,,False,
2012-02-19,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,193.88637268124882,,,1.0756124207602786,0.9297029122192236,,,0.9297029122192236,,,,,3.7,2.5,0.0,,,,False,
2012-02-20,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,195.85474166719985,,,1.0830256261262532,0.9233391859588608,,,0.9233391859588608,,,,,2.0,1.5,0.0,,,,False,
2012-02-21,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,197.83924197188546,,,1.0890301713727064,0.9182482049505708,,,0.9182482049505708,,,,,3.0,2.2,0.0,,,,False,
2012-02-22,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,199.8390896984916,,,1.0939927299839405,0.9140828568528784,,,0.9140828568528784,,,,,4.2000003,2.9,0.0,,,,False,
2012-02-23,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,201.85349325973468,,,1.1121474325429237,0.8991613618290711,,,0.8991613618290711,,,,,5.3,3.5,0.0,,,,False,
2012-02-24,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,203.88165398428325,,,1.1228216389870909,0.8906134022337782,,,0.8906134022337782,,,,,4.3,3.0,0.0,,,,False,
2012-02-25,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,205.9227667379526,,,1.1297582903596302,0.8851450868146984,,,0.8851450868146984,,,,,4.4,3.0,0.0,,,,False,
2012-02-26,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,207.97602055845326,,,1.138381312299919,0.8784402811213219,,,0.8784402811213219,,,,,3.5,2.4,0.0,,,,False,
2012-02-27,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,210.04059930243832,,,1.148766416796561,0.8704989851536489,,,0.8704989851536489,,,,,3.3,2.4,0.0,,,,False,
2012-02-28,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,212.1156823035637,,,1.160041867513549,0.8620378522573625,,,0.8620378522573625,,,,,3.5,2.4,0.0,,,,False,
2012-02-29,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,214.2004450402404,,,1.1692847625012053,0.855223664987227,,,0.855223664987227,,,,,2.8,2.1000001,0.0,,,,False,
2012-03-01,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,216.29405981173747,,,1.1781759938310197,0.8487696279978909,,,0.8487696279978909,,,,,2.6000001,1.9,2.3,,,,False,
2012-03-02,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,218.39569642126872,,,1.1870304415528408,0.8424383781529877,,,0.8424383781529877,,,,,3.5,2.6000001,0.0,,,,False,
2012-03-03,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,220.50452286467672,,,1.196459519359885,0.8357992759629742,,,0.8357992759629742,,,,,4.1,3.0,0.0,,,,False,
2012-03-04,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,222.6197060233156,,,1.2073611231824626,0.8282526087672237,,,0.8282526087672237,,,,,4.3,3.1000001,0.0,,,,False,
2012-03-05,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,224.7404123597204,,,1.2180327688489585,0.8209959744720173,,,0.8209959744720173,,,,,4.2000003,3.1000001,0.0,,,,False,
2012-03-06,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,226.86580861464444,,,1.2297323866645309,0.8131850562319123,,,0.8131850562319123,,,,,4.6,3.2,0.0,,,,False,
2012-03-07,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,228.99506250404175,,,1.2401972407501292,0.8063233549811428,,,0.8063233549811428,,,,,5.5,3.7,0.0,,,,False,
2012-03-08,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,231.12734341457238,,,1.2479753835379364,0.8012978566652967,,,0.8012978566652967,,,,,4.5,3.2,0.0,,,,False,
2012-03-09,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,233.261823096211,,,1.2539045826584745,0.797508848623747,,,0.797508848623747,,,,,4.1,3.0,0.0,,,,False,
2012-03-10,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,235.39767635054906,,,1.2600171920384209,0.7936399648501841,,,0.7936399648501841,,,,,4.5,3.2,0.0,,,,False,
2012-03-11,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,237.53408171338924,,,1.2661896895956153,0.7897710810766209,,,0.7897710810766209,,,,,3.6000001000000004,2.6000001,0.0,,,,False,
2012-03-12,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,239.67022213024777,,,1.268650574612685,0.7882391101310909,,,0.7882391101310909,,,,,3.8,2.8,0.0,,,,False,
2012-03-13,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,241.8052856233989,,,1.2681918714344462,0.7885242150849812,,,0.7885242150849812,,,,,3.4,2.3,4.6,,,,False,
2012-03-14,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,243.93846594911682,,,1.2689275535382505,0.7880670549012994,,,0.7880670549012994,,,,,2.5,1.8000001,9.6,,,,False,
2012-03-15,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,246.06896324379744,,,1.2698939325592646,0.7874673422406726,,,0.7874673422406726,,,,,1.7,1.3000001,0.3,,,,False,
2012-03-16,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,248.195984657672,,,1.2665160384860268,0.7895675772060369,,,0.7895675772060369,,,,,2.6000001,1.9,6.8,,,,False,
2012-03-17,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,250.31874497485447,,,1.2617634540179088,0.7925415788638038,,,0.7925415788638038,,,,,3.1000001,2.4,9.900001,,,,False,
2012-03-18,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,252.4364672185061,,,1.2580422769888835,0.79488584627974,,,0.79488584627974,,,,,4.0,2.9,0.3,,,,False,
2012-03-19,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,254.5483832399342,,,1.2552872683501854,0.7966304010350495,,,0.7966304010350495,,,,,2.5,1.8000001,0.0,,,,False,
2012-03-20,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,256.6537342904892,,,1.2525442998271918,0.7983749557903587,,,0.7983749557903587,,,,,2.5,1.9,0.0,,,,False,
2012-03-21,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,258.7517715751656,,,1.2488772231491223,0.8007192232062949,,,0.8007192232062949,,,,,2.6000001,2.2,0.0,,,,False,
