date,lw_out,es,rh,H,LE,t_avg,Rn,sw_out,G,g_2,ws,vpd,g_3,sw_in,t_dew,vp,wd,g_1,theta_1,lw_in,t_min,t_max,G_subday_gaps,LE_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,ASCE_ETo,rso,flux,energy,H_corr,ebr,flux_corr,ebr_5day_clim,ebc_cf,LE_corr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2013-11-02,400.47679791666656,2.174921248619788,86.81687839583334,-14.456707718750005,95.19413074583332,18.754823145833328,33.74518462500001,6.774379958333335,0.5447500000000003,0.16097916666666665,1.5458521041666664,0.26072938485833336,0.22760416666666655,66.81570518749997,16.32864966018745,1.914191863761454,213.69560072916676,1.2456666666666667,23.345833333333346,374.18065416666656,14.719528,21.92919,0,7,1,5.587999999999999,0,1.1192584568744437,181.82294732145945,80.73742302708334,33.20043462500001,-10.338639716213896,2.4318182559660793,57.738950287413,1.3486303653044978,0.7151448253190404,68.07759000362688,1.3983181652106342,3.3478676269967305,2.3942102092998474,2.9,2.1000001,6.6,1.1401000453761156,0.7887274087668303,1.6563276372830846,False,
2013-11-03,367.26639375,1.4565379918473764,65.63940554166668,-2.4688333958333337,109.68326994791671,12.421005375,39.33456958333331,20.26794316666666,-6.6550972222222216,-7.522541666666666,2.0910929583333333,0.5010104624187501,-5.869770833333333,149.9132931875,6.0623452358050125,0.9555275294286264,316.7758504375,-6.572979166666669,22.61875000000001,276.95561250000003,8.842203,15.883451,0,2,1,0.0,0,1.7423562852489496,180.2153116344496,107.21443655208338,45.98966680555554,-1.7655734276050434,2.331272305263406,76.67384949971903,1.345179948361482,0.7151448253190404,78.43942292732406,1.3983181652106342,3.834095636927968,2.7419336545273465,4.3,2.8,0.0,0.9792620194740524,0.7887274087668303,2.2084367445471247,False,
2013-11-04,353.54613125,1.1936979174934572,66.40792764583334,,87.96979013541666,9.512304354166666,52.79377652083335,21.0113918125,-8.661201388888893,-8.965937499999997,2.373048020833333,0.3947086754458334,-7.376520833333331,156.28553497916667,3.4225881931367312,0.7989892420476236,337.75081416666666,-9.641145833333333,22.287500000000005,271.0657604166666,7.08243,12.333449,0,1,1,0.0,0,1.623303048501152,178.6317801786106,,61.454977909722245,,,,1.3342869746266626,0.7151448253190404,62.91114019974518,1.3983181652106342,3.066557498757658,2.193032726779838,4.0,2.7,0.0,0.812234343251792,0.8617451916630211,2.3267120174901565,False,
2013-11-05,378.51125625000014,1.6606999259806858,80.6544885416667,6.070470864583335,73.08838277083333,14.344539249999995,53.26638483333333,14.771717166666663,-3.343659722222222,-2.9802916666666674,2.380590291666667,0.32772560694375,-2.5602499999999995,121.55233725,10.939035489555293,1.3329743190369356,226.54405227083336,-4.490437500000001,22.035416666666674,324.99702083333324,9.47001,19.052283,0,1,2,0.0,0,1.527386205750806,177.0729742592474,79.15885363541669,56.61004455555555,4.219743836265615,1.3983181652106342,55.025399539056785,1.3178538054084803,0.6951262810410095,50.80565570279118,1.438587530459094,2.559585333082451,1.7792350335927185,3.6000001000000004,2.4,0.0,0.7413479306636327,0.9783318217107574,2.347996372105817,False,
2013-11-06,392.06734375,1.976982199861968,86.50368564583334,,,17.151293416666668,65.63761475000001,12.841170479166665,-1.3390694444444444,-0.7355416666666666,1.7126161250000005,0.27488864305000005,-0.9218333333333336,105.07557708333331,14.58526822255308,1.7020935568119668,160.80227712499996,-2.359833333333332,21.858333333333306,365.47054375,13.067402,20.560404,0,14,13,0.254,0,1.3221607158953201,175.53950264797265,,66.97668419444446,,,,1.3007242316729628,0.6951262810410095,69.44417319099227,1.438587530459094,,2.4385134848544627,3.7,2.6000001,0.5,,0.937889765794418,2.4385134848544627,True,2.4385134848544627
2013-11-07,400.30270208333326,,88.10851777083332,,,,30.96470077083333,5.280232770833332,1.1667361111111108,1.6104583333333335,,0.22924578428749995,0.8618541666666667,54.12788752083332,,,,1.0278958333333337,22.86041666666667,382.4197541666668,12.420291,25.127327,0,15,15,9.906,0,,174.03196130534644,,29.79796465972223,,,,1.2847651827531743,0.6951262810410095,26.27951892592575,1.438587530459094,,0.9253276313279856,1.4,1.1,2.4,,0.841206937570896,0.9253276313279856,True,0.9253276313279856
2013-11-08,351.5191583333333,1.196076300212426,54.141028125,17.827147645833335,100.5964199375,9.435627791666667,50.9616491875,22.23691424999999,-8.31929861111111,-8.856166666666663,1.9201972708333337,0.5558769173395834,-7.520333333333332,161.61744083333332,0.2769868064993257,0.6401993828728426,288.41218814583334,-8.581395833333334,22.670833333333334,263.1002812500001,4.99745,12.929767,0,4,7,0.0,0,1.6189790507079758,172.55093312648637,118.42356758333332,59.28094779861111,12.392118844617114,1.997666568787685,82.31933412181114,1.274456229316755,0.6951262810410095,69.92721527719402,1.438587530459094,3.5064557420072555,2.4374295395763967,3.0,2.0,0.0,1.2187147697881984,0.8514190086280612,1.7028380172561224,False,
2013-11-09,350.9705875,1.2200645416763496,68.79842008333334,19.071982020833328,,9.482442270833333,59.00024022916666,19.27225927083333,-8.708694444444442,-8.107625,1.3943460624999997,0.4157032810916668,-7.432770833333335,148.50476483333333,3.4422111775223483,0.8043612605846833,200.2822196666667,-10.585687500000004,22.36249999999998,280.7383250000001,3.32617,15.031899,0,5,4,0.0,0,1.3546169517083468,171.09698770969513,,67.7089346736111,13.639229250776731,,,1.271308842447229,0.7151448253190404,54.126478220261106,1.3983181652106342,,1.8867526685908265,3.0,2.0,0.0,,0.9433763342954132,1.8867526685908265,True,1.8867526685908265
2013-11-10,371.91601875000015,1.6077188129818112,57.55520512499999,-8.21540270833333,75.1214069375,13.568083916666666,40.03410562500001,20.82889633333333,-5.207597222222222,-4.537708333333335,2.029231708333334,0.7325762755499999,-4.352999999999999,151.069507125,4.820664761195605,0.8751425374318108,211.47243972916667,-6.7320833333333345,22.175000000000008,281.7095166666667,7.5767820000000015,20.397847,0,0,2,0.0,0,2.034474714204113,169.67068114807552,66.90600422916667,45.24170284722222,-6.481050018236081,1.478856895707554,52.78148562208622,1.2643362349266998,0.7888901187597289,59.262535640322284,1.2676036576198624,2.628829318194957,2.073857473029877,5.5,3.5,0.0,0.5925307065799649,0.9389163795828768,3.286207328540068,False,
2013-11-11,352.1713458333332,1.2255169674141058,59.37985200000001,,58.41242441666666,9.767886083333332,39.615801020833345,21.012513958333336,-7.347368055555554,-6.931645833333335,1.3867438333333333,0.5108569055000001,-6.278104166666666,153.03086670833332,1.8840538778517368,0.7146600619141057,247.40962629166657,-8.832354166666667,21.94374999999999,259.7687875000001,5.784378,13.898617000000002,0,4,8,0.0,0,1.413723206696436,168.27255584402604,,46.9631690763889,,,,1.2675371508859343,0.8795932303289303,51.37917308400032,1.1368891500290907,2.036706901833792,1.7914736030172131,3.1000001,2.1000001,0.0,0.8530826274804525,0.8308703785137803,1.7448278779659765,False,
